"Plot Title:  20864585"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20864585, SEN S/N: 20864585)","RH, % (LGR S/N: 20864585, SEN S/N: 20864585)","Coupler Detached (LGR S/N: 20864585)","Coupler Attached (LGR S/N: 20864585)","Host Connected (LGR S/N: 20864585)","Stopped (LGR S/N: 20864585)","End Of File (LGR S/N: 20864585)"
1,08.09.20 klo 02.21.53 ip.,22.756,41.343,,,,,
2,08.09.20 klo 02.22.04 ip.,,,Logged,,,,
3,08.09.20 klo 02.51.53 ip.,22.970,44.078,,,,,
4,08.09.20 klo 03.21.53 ip.,22.927,43.785,,,,,
5,08.09.20 klo 03.51.53 ip.,23.013,43.541,,,,,
6,08.09.20 klo 04.21.53 ip.,23.099,43.077,,,,,
7,08.09.20 klo 04.51.53 ip.,23.142,42.686,,,,,
8,08.09.20 klo 05.21.53 ip.,23.185,42.613,,,,,
9,08.09.20 klo 05.51.53 ip.,23.228,42.369,,,,,
10,08.09.20 klo 06.21.53 ip.,23.185,42.027,,,,,
11,08.09.20 klo 06.51.53 ip.,23.185,41.856,,,,,
12,08.09.20 klo 07.21.53 ip.,23.142,41.587,,,,,
13,08.09.20 klo 07.51.53 ip.,23.142,41.587,,,,,
14,08.09.20 klo 08.21.53 ip.,23.142,41.685,,,,,
15,08.09.20 klo 08.51.53 ip.,23.142,41.538,,,,,
16,08.09.20 klo 09.21.53 ip.,23.142,41.465,,,,,
17,08.09.20 klo 09.51.53 ip.,23.142,41.221,,,,,
18,08.09.20 klo 10.21.53 ip.,23.142,41.026,,,,,
19,08.09.20 klo 10.51.53 ip.,23.142,40.855,,,,,
20,08.09.20 klo 11.21.53 ip.,23.056,40.513,,,,,
21,08.09.20 klo 11.51.53 ip.,23.013,40.415,,,,,
22,08.10.20 klo 12.21.53 ap.,22.970,40.391,,,,,
23,08.10.20 klo 12.51.53 ap.,22.927,40.317,,,,,
24,08.10.20 klo 01.21.53 ap.,22.885,40.220,,,,,
25,08.10.20 klo 01.51.53 ap.,22.842,40.000,,,,,
26,08.10.20 klo 02.21.53 ap.,22.799,39.951,,,,,
27,08.10.20 klo 02.51.53 ap.,22.756,39.805,,,,,
28,08.10.20 klo 03.21.53 ap.,22.670,39.585,,,,,
29,08.10.20 klo 03.51.53 ap.,22.627,39.365,,,,,
30,08.10.20 klo 04.21.53 ap.,22.584,39.267,,,,,
31,08.10.20 klo 04.51.53 ap.,22.584,39.219,,,,,
