"Plot Title:  20849247"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20849247, SEN S/N: 20849247)","RH, % (LGR S/N: 20849247, SEN S/N: 20849247)","Coupler Detached (LGR S/N: 20849247)","Coupler Attached (LGR S/N: 20849247)","Host Connected (LGR S/N: 20849247)","Stopped (LGR S/N: 20849247)","End Of File (LGR S/N: 20849247)"
1,08.16.20 klo 03.26.28 ip.,22.756,38.999,,,,,
2,08.16.20 klo 03.26.38 ip.,,,Logged,,,,
3,08.16.20 klo 03.56.28 ip.,22.670,36.581,,,,,
4,08.16.20 klo 04.26.28 ip.,22.541,36.410,,,,,
5,08.16.20 klo 04.56.28 ip.,22.498,36.410,,,,,
6,08.16.20 klo 05.26.28 ip.,22.541,36.288,,,,,
7,08.16.20 klo 05.56.28 ip.,22.456,35.336,,,,,
8,08.16.20 klo 06.26.28 ip.,22.327,35.018,,,,,
9,08.16.20 klo 06.56.28 ip.,22.327,34.530,,,,,
10,08.16.20 klo 07.26.28 ip.,22.198,34.945,,,,,
11,08.16.20 klo 07.56.28 ip.,22.155,35.238,,,,,
12,08.16.20 klo 08.26.28 ip.,22.155,35.189,,,,,
13,08.16.20 klo 08.56.28 ip.,22.241,34.969,,,,,
14,08.16.20 klo 09.26.28 ip.,22.198,35.043,,,,,
15,08.16.20 klo 09.56.28 ip.,22.198,35.018,,,,,
16,08.16.20 klo 10.26.28 ip.,22.155,34.872,,,,,
17,08.16.20 klo 10.56.28 ip.,22.069,33.846,,,,,
18,08.16.20 klo 11.26.28 ip.,21.984,33.480,,,,,
19,08.16.20 klo 11.56.28 ip.,21.898,32.991,,,,,
20,08.17.20 klo 12.26.28 ap.,21.855,32.967,,,,,
21,08.17.20 klo 12.56.28 ap.,21.769,32.894,,,,,
22,08.17.20 klo 01.26.28 ap.,21.683,32.918,,,,,
23,08.17.20 klo 01.56.28 ap.,21.640,32.967,,,,,
24,08.17.20 klo 02.26.28 ap.,21.640,33.651,,,,,
25,08.17.20 klo 02.56.28 ap.,21.555,33.993,,,,,
26,08.17.20 klo 03.26.28 ap.,21.555,34.383,,,,,
27,08.17.20 klo 03.56.28 ap.,21.598,34.701,,,,,
28,08.17.20 klo 04.26.28 ap.,21.555,34.847,,,,,
29,08.17.20 klo 04.56.28 ap.,21.555,35.458,,,,,
30,08.17.20 klo 05.26.28 ap.,21.555,35.653,,,,,
31,08.17.20 klo 05.56.28 ap.,21.598,35.629,,,,,
