"Plot Title:  20858605"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20858605, SEN S/N: 20858605)","RH, % (LGR S/N: 20858605, SEN S/N: 20858605)","Coupler Detached (LGR S/N: 20858605)","Coupler Attached (LGR S/N: 20858605)","Host Connected (LGR S/N: 20858605)","Stopped (LGR S/N: 20858605)","End Of File (LGR S/N: 20858605)"
1,08.04.20 klo 08.21.52 ip.,22.885,48.376,,,,,
2,08.04.20 klo 08.22.00 ip.,,,Logged,,,,
3,08.04.20 klo 08.51.52 ip.,22.970,46.252,,,,,
4,08.04.20 klo 09.21.52 ip.,22.799,46.129,,,,,
5,08.04.20 klo 09.51.52 ip.,22.756,45.788,,,,,
6,08.04.20 klo 10.21.52 ip.,22.627,45.714,,,,,
7,08.04.20 klo 10.51.52 ip.,22.413,45.519,,,,,
8,08.04.20 klo 11.21.52 ip.,22.327,45.299,,,,,
9,08.04.20 klo 11.51.52 ip.,22.284,44.615,,,,,
10,08.05.20 klo 12.21.52 ap.,22.370,44.469,,,,,
11,08.05.20 klo 12.51.52 ap.,22.413,44.078,,,,,
12,08.05.20 klo 01.21.52 ap.,22.370,43.761,,,,,
13,08.05.20 klo 01.51.52 ap.,22.413,43.663,,,,,
14,08.05.20 klo 02.21.52 ap.,22.498,43.492,,,,,
15,08.05.20 klo 02.51.52 ap.,22.498,43.443,,,,,
16,08.05.20 klo 03.21.52 ap.,22.498,43.272,,,,,
17,08.05.20 klo 03.51.52 ap.,22.498,43.175,,,,,
18,08.05.20 klo 04.21.52 ap.,22.541,43.028,,,,,
19,08.05.20 klo 04.51.52 ap.,22.584,42.833,,,,,
20,08.05.20 klo 05.21.52 ap.,22.541,42.711,,,,,
21,08.05.20 klo 05.51.52 ap.,22.541,42.564,,,,,
22,08.05.20 klo 06.21.52 ap.,22.584,42.222,,,,,
23,08.05.20 klo 06.51.52 ap.,22.584,42.076,,,,,
24,08.05.20 klo 07.21.52 ap.,22.670,41.978,,,,,
25,08.05.20 klo 07.51.52 ap.,22.670,41.856,,,,,
26,08.05.20 klo 08.21.52 ap.,22.713,41.905,,,,,
27,08.05.20 klo 08.51.52 ap.,22.756,41.465,,,,,
28,08.05.20 klo 09.21.52 ap.,23.013,41.661,,,,,
29,08.05.20 klo 09.51.52 ap.,22.842,42.882,,,,,
30,08.05.20 klo 10.21.52 ap.,23.056,41.685,,,,,
31,08.05.20 klo 10.51.52 ap.,23.056,41.197,,,,,
32,08.05.20 klo 11.21.52 ap.,23.056,41.026,,,,,
33,08.05.20 klo 11.51.52 ap.,23.356,42.173,,,,,
34,08.05.20 klo 12.21.52 ip.,23.571,41.514,,,,,
35,08.05.20 klo 12.51.52 ip.,23.871,40.562,,,,,
36,08.05.20 klo 01.21.52 ip.,23.271,41.734,,,,,
37,08.05.20 klo 01.51.52 ip.,23.914,40.098,,,,,
38,08.05.20 klo 02.21.52 ip.,24.300,38.852,,,,,
39,08.05.20 klo 02.51.52 ip.,24.686,37.924,,,,,
40,08.05.20 klo 03.21.52 ip.,24.300,38.803,,,,,
41,08.05.20 klo 03.51.52 ip.,24.429,38.608,,,,,
42,08.05.20 klo 04.21.52 ip.,24.086,39.121,,,,,
43,08.05.20 klo 04.51.52 ip.,25.201,37.753,,,,,
44,08.05.20 klo 05.21.52 ip.,24.815,39.170,,,,,
45,08.05.20 klo 05.51.52 ip.,24.601,40.415,,,,,
46,08.05.20 klo 06.21.52 ip.,24.343,40.562,,,,,
47,08.05.20 klo 06.51.52 ip.,23.099,42.198,,,,,
48,08.05.20 klo 07.21.52 ip.,22.799,43.101,,,,,
49,08.05.20 klo 07.51.52 ip.,22.670,45.177,,,,,
50,08.05.20 klo 08.21.52 ip.,22.370,45.714,,,,,
51,08.05.20 klo 08.51.52 ip.,22.198,45.617,,,,,
52,08.05.20 klo 09.21.52 ip.,21.984,45.519,,,,,
53,08.05.20 klo 09.51.52 ip.,21.984,45.201,,,,,
54,08.05.20 klo 10.21.52 ip.,21.855,45.153,,,,,
55,08.05.20 klo 10.51.52 ip.,21.683,45.299,,,,,
56,08.05.20 klo 11.21.52 ip.,21.512,45.568,,,,,
57,08.05.20 klo 11.51.52 ip.,21.383,45.690,,,,,
58,08.06.20 klo 12.21.52 ap.,21.469,45.397,,,,,
59,08.06.20 klo 12.51.52 ap.,21.340,44.982,,,,,
60,08.06.20 klo 01.21.52 ap.,21.297,44.542,,,,,
61,08.06.20 klo 01.51.52 ap.,20.997,44.127,,,,,
62,08.06.20 klo 02.21.52 ap.,20.997,43.785,,,,,
63,08.06.20 klo 02.51.52 ap.,20.782,43.101,,,,,
