"Plot Title:  20854937"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20854937, SEN S/N: 20854937, LBL: AT)","RH, % (LGR S/N: 20854937, SEN S/N: 20854937, LBL: RH)","Coupler Detached (LGR S/N: 20854937)","Coupler Attached (LGR S/N: 20854937)","Host Connected (LGR S/N: 20854937)","Stopped (LGR S/N: 20854937)","End Of File (LGR S/N: 20854937)"
100,07.22.20 klo 01.30.00 ip.,21.211,47.228,,,,,
101,07.22.20 klo 02.00.00 ip.,21.169,47.131,,,,,
102,07.22.20 klo 02.30.00 ip.,21.169,47.009,,,,,
103,07.22.20 klo 03.00.00 ip.,21.126,46.935,,,,,
104,07.22.20 klo 03.30.00 ip.,21.297,47.204,,,,,
105,07.22.20 klo 04.00.00 ip.,21.512,47.668,,,,,
106,07.22.20 klo 04.30.00 ip.,21.469,48.181,,,,,
107,07.22.20 klo 05.00.00 ip.,21.469,48.645,,,,,
108,07.22.20 klo 05.30.00 ip.,21.383,49.011,,,,,
109,07.22.20 klo 06.00.00 ip.,21.297,49.328,,,,,
110,07.22.20 klo 06.30.00 ip.,21.254,49.597,,,,,
111,07.22.20 klo 07.00.00 ip.,21.083,49.792,,,,,
112,07.22.20 klo 07.30.00 ip.,21.083,49.890,,,,,
113,07.22.20 klo 08.00.00 ip.,21.040,49.915,,,,,
114,07.22.20 klo 08.30.00 ip.,20.997,49.915,,,,,
115,07.22.20 klo 09.00.00 ip.,20.954,49.890,,,,,
116,07.22.20 klo 09.30.00 ip.,20.782,49.548,,,,,
117,07.22.20 klo 10.00.00 ip.,20.611,49.280,,,,,
118,07.22.20 klo 10.30.00 ip.,20.525,49.035,,,,,
119,07.22.20 klo 11.00.00 ip.,20.611,48.889,,,,,
120,07.22.20 klo 11.30.00 ip.,20.697,48.840,,,,,
121,07.23.20 klo 12.00.00 ap.,20.740,48.889,,,,,
122,07.23.20 klo 12.30.00 ap.,20.782,48.889,,,,,
123,07.23.20 klo 01.00.00 ap.,20.782,48.889,,,,,
124,07.23.20 klo 01.30.00 ap.,20.782,48.962,,,,,
125,07.23.20 klo 02.00.00 ap.,20.782,48.962,,,,,
126,07.23.20 klo 02.30.00 ap.,20.782,48.962,,,,,
127,07.23.20 klo 03.00.00 ap.,20.782,49.011,,,,,
128,07.23.20 klo 03.30.00 ap.,20.782,49.011,,,,,
129,07.23.20 klo 04.00.00 ap.,20.782,48.962,,,,,
130,07.23.20 klo 04.30.00 ap.,20.782,48.962,,,,,
131,07.23.20 klo 05.00.00 ap.,20.740,48.987,,,,,
132,07.23.20 klo 05.30.00 ap.,20.782,48.987,,,,,
133,07.23.20 klo 06.00.00 ap.,20.782,48.987,,,,,
134,07.23.20 klo 06.30.00 ap.,20.782,48.889,,,,,
135,07.23.20 klo 07.00.00 ap.,20.782,48.913,,,,,
136,07.23.20 klo 07.30.00 ap.,20.740,48.791,,,,,
137,07.23.20 klo 08.00.00 ap.,20.740,48.816,,,,,
138,07.23.20 klo 08.30.00 ap.,20.782,48.718,,,,,
139,07.23.20 klo 09.00.00 ap.,20.740,48.620,,,,,
140,07.23.20 klo 09.30.00 ap.,20.525,48.303,,,,,
141,07.23.20 klo 10.00.00 ap.,20.525,48.132,,,,,
142,07.23.20 klo 10.30.00 ap.,20.654,48.034,,,,,
143,07.23.20 klo 11.00.00 ap.,20.697,47.937,,,,,
144,07.23.20 klo 11.30.00 ap.,20.782,47.985,,,,,
145,07.23.20 klo 12.00.00 ip.,20.782,47.937,,,,,
146,07.23.20 klo 12.30.00 ip.,20.825,47.961,,,,,
147,07.23.20 klo 01.00.00 ip.,20.911,47.985,,,,,
148,07.23.20 klo 01.30.00 ip.,20.868,47.888,,,,,
149,07.23.20 klo 02.00.00 ip.,20.911,47.839,,,,,
150,07.23.20 klo 02.30.00 ip.,20.868,47.863,,,,,
151,07.23.20 klo 03.00.00 ip.,20.825,47.741,,,,,
152,07.23.20 klo 03.30.00 ip.,20.782,47.668,,,,,
153,07.23.20 klo 04.00.00 ip.,20.740,47.497,,,,,
154,07.23.20 klo 04.30.00 ip.,20.697,47.350,,,,,
155,07.23.20 klo 05.00.00 ip.,20.740,47.277,,,,,
156,07.23.20 klo 05.30.00 ip.,20.825,47.179,,,,,
157,07.23.20 klo 06.00.00 ip.,20.782,47.179,,,,,
158,07.23.20 klo 06.30.00 ip.,20.782,47.155,,,,,
159,07.23.20 klo 07.00.00 ip.,20.782,47.155,,,,,
160,07.23.20 klo 07.30.00 ip.,20.740,47.131,,,,,
161,07.23.20 klo 08.00.00 ip.,20.740,47.179,,,,,
162,07.23.20 klo 08.30.00 ip.,20.697,47.155,,,,,
163,07.23.20 klo 09.00.00 ip.,20.654,47.131,,,,,
164,07.23.20 klo 09.30.00 ip.,20.697,47.131,,,,,
165,07.23.20 klo 10.00.00 ip.,20.697,47.082,,,,,
166,07.23.20 klo 10.30.00 ip.,20.740,47.057,,,,,
167,07.23.20 klo 11.00.00 ip.,20.782,47.082,,,,,
168,07.23.20 klo 11.30.00 ip.,20.825,47.057,,,,,
169,07.24.20 klo 12.00.00 ap.,20.868,47.033,,,,,
170,07.24.20 klo 12.30.00 ap.,20.868,47.057,,,,,
171,07.24.20 klo 01.00.00 ap.,20.911,47.009,,,,,
172,07.24.20 klo 01.30.00 ap.,20.911,47.057,,,,,
173,07.24.20 klo 02.00.00 ap.,20.911,47.009,,,,,
174,07.24.20 klo 02.30.00 ap.,20.954,47.009,,,,,
175,07.24.20 klo 03.00.00 ap.,20.911,47.057,,,,,
176,07.24.20 klo 03.30.00 ap.,20.911,47.033,,,,,
177,07.24.20 klo 04.00.00 ap.,20.911,47.082,,,,,
178,07.24.20 klo 04.30.00 ap.,20.954,47.009,,,,,
179,07.24.20 klo 05.00.00 ap.,20.997,47.033,,,,,
180,07.24.20 klo 05.30.00 ap.,20.868,47.009,,,,,
181,07.24.20 klo 06.00.00 ap.,20.868,46.960,,,,,
182,07.24.20 klo 06.30.00 ap.,20.954,46.911,,,,,
183,07.24.20 klo 07.00.00 ap.,20.954,46.911,,,,,
184,07.24.20 klo 07.30.00 ap.,20.911,46.862,,,,,
185,07.24.20 klo 08.00.00 ap.,20.954,46.886,,,,,
186,07.24.20 klo 08.30.00 ap.,20.954,46.886,,,,,
187,07.24.20 klo 09.00.00 ap.,20.954,46.911,,,,,
188,07.24.20 klo 09.30.00 ap.,20.911,46.886,,,,,
189,07.24.20 klo 10.00.00 ap.,20.997,46.911,,,,,
190,07.24.20 klo 10.30.00 ap.,21.040,47.009,,,,,
191,07.24.20 klo 11.00.00 ap.,21.083,47.204,,,,,
192,07.24.20 klo 11.30.00 ap.,21.169,47.399,,,,,
193,07.24.20 klo 12.00.00 ip.,21.169,47.497,,,,,
194,07.24.20 klo 12.30.00 ip.,21.254,47.717,,,,,
195,07.24.20 klo 01.00.00 ip.,21.254,47.937,,,,,
196,07.24.20 klo 01.30.00 ip.,21.211,48.010,,,,,
197,07.24.20 klo 02.00.00 ip.,21.169,48.107,,,,,
198,07.24.20 klo 02.30.00 ip.,21.083,48.181,,,,,
199,07.24.20 klo 03.00.00 ip.,21.083,48.132,,,,,
200,07.24.20 klo 03.30.00 ip.,21.040,48.156,,,,,
201,07.24.20 klo 04.00.00 ip.,21.083,48.156,,,,,
202,07.24.20 klo 04.30.00 ip.,21.083,48.083,,,,,
203,07.24.20 klo 05.00.00 ip.,21.083,48.107,,,,,
204,07.24.20 klo 05.30.00 ip.,21.040,48.083,,,,,
205,07.24.20 klo 06.00.00 ip.,21.040,48.132,,,,,
206,07.24.20 klo 06.30.00 ip.,21.040,48.107,,,,,
207,07.24.20 klo 07.00.00 ip.,21.040,48.083,,,,,
208,07.24.20 klo 07.30.00 ip.,20.997,48.156,,,,,
209,07.24.20 klo 08.00.00 ip.,21.040,48.132,,,,,
210,07.24.20 klo 08.30.00 ip.,21.083,48.327,,,,,
211,07.24.20 klo 09.00.00 ip.,21.126,48.571,,,,,
212,07.24.20 klo 09.30.00 ip.,21.169,48.840,,,,,
213,07.24.20 klo 10.00.00 ip.,21.169,49.109,,,,,
214,07.24.20 klo 10.30.00 ip.,21.126,49.451,,,,,
215,07.24.20 klo 11.00.00 ip.,21.169,49.597,,,,,
216,07.24.20 klo 11.30.00 ip.,21.126,49.695,,,,,
217,07.25.20 klo 12.00.00 ap.,21.126,49.695,,,,,
218,07.25.20 klo 12.30.00 ap.,21.040,49.670,,,,,
219,07.25.20 klo 01.00.00 ap.,21.126,49.792,,,,,
220,07.25.20 klo 01.30.00 ap.,21.169,49.963,,,,,
221,07.25.20 klo 02.00.00 ap.,21.211,50.085,,,,,
222,07.25.20 klo 02.30.00 ap.,21.254,50.379,,,,,
223,07.25.20 klo 03.00.00 ap.,21.340,50.623,,,,,
224,07.25.20 klo 03.30.00 ap.,21.340,50.891,,,,,
225,07.25.20 klo 04.00.00 ap.,21.383,51.209,,,,,
226,07.25.20 klo 04.30.00 ap.,21.383,51.306,,,,,
227,07.25.20 klo 05.00.00 ap.,21.340,51.355,,,,,
228,07.25.20 klo 05.30.00 ap.,21.340,51.331,,,,,
229,07.25.20 klo 06.00.00 ap.,21.340,51.331,,,,,
230,07.25.20 klo 06.30.00 ap.,21.297,51.282,,,,,
231,07.25.20 klo 07.00.00 ap.,21.340,51.160,,,,,
232,07.25.20 klo 07.30.00 ap.,21.340,51.160,,,,,
233,07.25.20 klo 08.00.00 ap.,21.297,51.062,,,,,
234,07.25.20 klo 08.30.00 ap.,21.340,50.916,,,,,
235,07.25.20 klo 09.00.00 ap.,21.340,50.794,,,,,
236,07.25.20 klo 09.30.00 ap.,21.297,50.623,,,,,
237,07.25.20 klo 10.00.00 ap.,21.297,50.501,,,,,
238,07.25.20 klo 10.30.00 ap.,21.254,50.403,,,,,
239,07.25.20 klo 11.00.00 ap.,21.297,50.232,,,,,
240,07.25.20 klo 11.30.00 ap.,21.254,49.988,,,,,
241,07.25.20 klo 12.00.00 ip.,21.254,49.817,,,,,
242,07.25.20 klo 12.30.00 ip.,21.254,49.621,,,,,
243,07.25.20 klo 01.00.00 ip.,21.211,49.402,,,,,
244,07.25.20 klo 01.30.00 ip.,21.169,49.182,,,,,
245,07.25.20 klo 02.00.00 ip.,21.169,48.938,,,,,
246,07.25.20 klo 02.30.00 ip.,21.169,48.767,,,,,
247,07.25.20 klo 03.00.00 ip.,21.126,48.596,,,,,
248,07.25.20 klo 03.30.00 ip.,21.126,48.425,,,,,
249,07.25.20 klo 04.00.00 ip.,21.169,48.254,,,,,
250,07.25.20 klo 04.30.00 ip.,21.126,48.083,,,,,
251,07.25.20 klo 05.00.00 ip.,21.040,47.985,,,,,
252,07.25.20 klo 05.30.00 ip.,21.083,47.839,,,,,
253,07.25.20 klo 06.00.00 ip.,21.083,47.717,,,,,
254,07.25.20 klo 06.30.00 ip.,21.083,47.570,,,,,
255,07.25.20 klo 07.00.00 ip.,21.083,47.448,,,,,
256,07.25.20 klo 07.30.00 ip.,21.126,47.375,,,,,
257,07.25.20 klo 08.00.00 ip.,21.083,47.326,,,,,
258,07.25.20 klo 08.30.00 ip.,21.126,47.253,,,,,
259,07.25.20 klo 09.00.00 ip.,21.126,47.204,,,,,
260,07.25.20 klo 09.30.00 ip.,20.997,47.155,,,,,
261,07.25.20 klo 10.00.00 ip.,21.040,47.155,,,,,
262,07.25.20 klo 10.30.00 ip.,21.083,47.155,,,,,
263,07.25.20 klo 11.00.00 ip.,21.040,47.228,,,,,
264,07.25.20 klo 11.30.00 ip.,21.040,47.302,,,,,
265,07.26.20 klo 12.00.00 ap.,21.083,47.375,,,,,
266,07.26.20 klo 12.30.00 ap.,21.040,47.448,,,,,
267,07.26.20 klo 01.00.00 ap.,21.040,47.448,,,,,
268,07.26.20 klo 01.30.00 ap.,21.040,47.497,,,,,
269,07.26.20 klo 02.00.00 ap.,21.083,47.546,,,,,
270,07.26.20 klo 02.30.00 ap.,21.126,47.595,,,,,
271,07.26.20 klo 03.00.00 ap.,21.211,47.668,,,,,
272,07.26.20 klo 03.30.00 ap.,21.169,47.741,,,,,
273,07.26.20 klo 04.00.00 ap.,21.211,47.839,,,,,
274,07.26.20 klo 04.30.00 ap.,21.169,47.888,,,,,
275,07.26.20 klo 05.00.00 ap.,21.211,47.961,,,,,
276,07.26.20 klo 05.30.00 ap.,21.254,48.010,,,,,
277,07.26.20 klo 06.00.00 ap.,21.254,48.059,,,,,
278,07.26.20 klo 06.30.00 ap.,21.211,48.181,,,,,
279,07.26.20 klo 07.00.00 ap.,21.254,48.156,,,,,
280,07.26.20 klo 07.30.00 ap.,21.297,48.181,,,,,
281,07.26.20 klo 08.00.00 ap.,21.254,48.205,,,,,
282,07.26.20 klo 08.30.00 ap.,21.297,48.327,,,,,
283,07.26.20 klo 09.00.00 ap.,21.340,48.400,,,,,
284,07.26.20 klo 09.30.00 ap.,21.340,48.474,,,,,
285,07.26.20 klo 10.00.00 ap.,21.340,48.571,,,,,
286,07.26.20 klo 10.30.00 ap.,21.340,48.718,,,,,
287,07.26.20 klo 11.00.00 ap.,21.297,48.694,,,,,
288,07.26.20 klo 11.30.00 ap.,21.254,48.669,,,,,
289,07.26.20 klo 12.00.00 ip.,21.211,48.645,,,,,
290,07.26.20 klo 12.30.00 ip.,21.126,48.669,,,,,
291,07.26.20 klo 01.00.00 ip.,20.997,48.694,,,,,
292,07.26.20 klo 01.30.00 ip.,20.954,48.791,,,,,
293,07.26.20 klo 02.00.00 ip.,20.954,48.913,,,,,
294,07.26.20 klo 02.30.00 ip.,20.954,49.011,,,,,
295,07.26.20 klo 03.00.00 ip.,20.997,49.133,,,,,
296,07.26.20 klo 03.30.00 ip.,21.040,49.109,,,,,
297,07.26.20 klo 04.00.00 ip.,21.083,49.133,,,,,
298,07.26.20 klo 04.30.00 ip.,21.083,49.060,,,,,
299,07.26.20 klo 05.00.00 ip.,21.126,49.109,,,,,
300,07.26.20 klo 05.30.00 ip.,21.169,49.084,,,,,
301,07.26.20 klo 06.00.00 ip.,21.169,49.109,,,,,
302,07.26.20 klo 06.30.00 ip.,21.126,48.987,,,,,
303,07.26.20 klo 07.00.00 ip.,21.126,48.987,,,,,
304,07.26.20 klo 07.30.00 ip.,21.169,48.913,,,,,
305,07.26.20 klo 08.00.00 ip.,21.211,48.840,,,,,
306,07.26.20 klo 08.30.00 ip.,21.211,48.889,,,,,
307,07.26.20 klo 09.00.00 ip.,21.211,48.938,,,,,
308,07.26.20 klo 09.30.00 ip.,21.297,48.987,,,,,
309,07.26.20 klo 10.00.00 ip.,21.297,49.133,,,,,
310,07.26.20 klo 10.30.00 ip.,21.254,49.231,,,,,
311,07.26.20 klo 11.00.00 ip.,21.169,49.328,,,,,
312,07.26.20 klo 11.30.00 ip.,21.083,49.475,,,,,
313,07.27.20 klo 12.00.00 ap.,21.040,49.597,,,,,
314,07.27.20 klo 12.30.00 ap.,20.997,49.719,,,,,
315,07.27.20 klo 01.00.00 ap.,20.997,49.963,,,,,
316,07.27.20 klo 01.30.00 ap.,21.126,50.159,,,,,
317,07.27.20 klo 02.00.00 ap.,21.169,50.330,,,,,
318,07.27.20 klo 02.30.00 ap.,21.211,50.452,,,,,
319,07.27.20 klo 03.00.00 ap.,21.211,50.598,,,,,
320,07.27.20 klo 03.30.00 ap.,21.211,50.720,,,,,
321,07.27.20 klo 04.00.00 ap.,21.254,50.794,,,,,
322,07.27.20 klo 04.30.00 ap.,21.297,50.916,,,,,
323,07.27.20 klo 05.00.00 ap.,21.340,50.965,,,,,
324,07.27.20 klo 05.30.00 ap.,21.340,51.038,,,,,
325,07.27.20 klo 06.00.00 ap.,21.297,51.062,,,,,
326,07.27.20 klo 06.30.00 ap.,21.297,51.038,,,,,
327,07.27.20 klo 07.00.00 ap.,21.383,50.989,,,,,
328,07.27.20 klo 07.30.00 ap.,21.340,50.965,,,,,
329,07.27.20 klo 08.00.00 ap.,21.340,50.916,,,,,
330,07.27.20 klo 08.30.00 ap.,21.383,50.940,,,,,
331,07.27.20 klo 09.00.00 ap.,21.383,50.842,,,,,
332,07.27.20 klo 09.30.00 ap.,21.340,50.818,,,,,
333,07.27.20 klo 10.00.00 ap.,21.340,50.696,,,,,
334,07.27.20 klo 10.30.00 ap.,21.426,50.720,,,,,
335,07.27.20 klo 11.00.00 ap.,21.426,50.672,,,,,
336,07.27.20 klo 11.30.00 ap.,21.426,50.501,,,,,
337,07.27.20 klo 12.00.00 ip.,21.383,50.256,,,,,
338,07.27.20 klo 12.30.00 ip.,21.340,49.988,,,,,
339,07.27.20 klo 01.00.00 ip.,21.340,49.719,,,,,
340,07.27.20 klo 01.30.00 ip.,21.383,49.402,,,,,
341,07.27.20 klo 02.00.00 ip.,21.340,49.255,,,,,
342,07.27.20 klo 02.30.00 ip.,21.340,49.084,,,,,
343,07.27.20 klo 03.00.00 ip.,21.383,48.962,,,,,
344,07.27.20 klo 03.30.00 ip.,21.383,48.938,,,,,
345,07.27.20 klo 04.00.00 ip.,21.426,48.864,,,,,
346,07.27.20 klo 04.30.00 ip.,21.383,48.816,,,,,
347,07.27.20 klo 05.00.00 ip.,21.383,48.742,,,,,
348,07.27.20 klo 05.30.00 ip.,21.383,48.669,,,,,
349,07.27.20 klo 06.00.00 ip.,21.426,48.645,,,,,
350,07.27.20 klo 06.30.00 ip.,21.426,48.645,,,,,
351,07.27.20 klo 07.00.00 ip.,21.469,48.645,,,,,
352,07.27.20 klo 07.30.00 ip.,21.512,48.694,,,,,
353,07.27.20 klo 08.00.00 ip.,21.555,48.718,,,,,
354,07.27.20 klo 08.30.00 ip.,21.640,48.864,,,,,
355,07.27.20 klo 09.00.00 ip.,21.683,48.987,,,,,
356,07.27.20 klo 09.30.00 ip.,21.769,49.231,,,,,
357,07.27.20 klo 10.00.00 ip.,21.812,49.451,,,,,
358,07.27.20 klo 10.30.00 ip.,21.812,49.548,,,,,
359,07.27.20 klo 11.00.00 ip.,21.855,49.646,,,,,
360,07.27.20 klo 11.30.00 ip.,21.898,49.768,,,,,
361,07.28.20 klo 12.00.00 ap.,21.898,49.817,,,,,
362,07.28.20 klo 12.30.00 ap.,21.984,49.963,,,,,
363,07.28.20 klo 01.00.00 ap.,21.984,50.012,,,,,
364,07.28.20 klo 01.30.00 ap.,21.984,50.012,,,,,
365,07.28.20 klo 02.00.00 ap.,21.984,50.159,,,,,
366,07.28.20 klo 02.30.00 ap.,22.069,50.305,,,,,
367,07.28.20 klo 03.00.00 ap.,22.027,50.452,,,,,
368,07.28.20 klo 03.30.00 ap.,22.027,50.598,,,,,
369,07.28.20 klo 04.00.00 ap.,22.027,50.769,,,,,
370,07.28.20 klo 04.30.00 ap.,22.112,50.965,,,,,
371,07.28.20 klo 05.00.00 ap.,22.069,51.013,,,,,
372,07.28.20 klo 05.30.00 ap.,22.069,51.136,,,,,
373,07.28.20 klo 06.00.00 ap.,22.069,51.136,,,,,
374,07.28.20 klo 06.30.00 ap.,22.069,51.184,,,,,
375,07.28.20 klo 07.00.00 ap.,22.112,51.282,,,,,
376,07.28.20 klo 07.30.00 ap.,22.027,51.331,,,,,
377,07.28.20 klo 08.00.00 ap.,22.069,51.355,,,,,
378,07.28.20 klo 08.30.00 ap.,22.112,51.453,,,,,
379,07.28.20 klo 09.00.00 ap.,22.069,51.453,,,,,
380,07.28.20 klo 09.30.00 ap.,22.027,51.404,,,,,
381,07.28.20 klo 10.00.00 ap.,21.984,51.355,,,,,
382,07.28.20 klo 10.30.00 ap.,22.027,51.380,,,,,
383,07.28.20 klo 11.00.00 ap.,21.984,51.306,,,,,
384,07.28.20 klo 11.30.00 ap.,21.984,51.233,,,,,
385,07.28.20 klo 12.00.00 ip.,21.941,51.160,,,,,
386,07.28.20 klo 12.30.00 ip.,21.941,51.038,,,,,
387,07.28.20 klo 01.00.00 ip.,21.941,51.013,,,,,
388,07.28.20 klo 01.30.00 ip.,21.941,50.916,,,,,
389,07.28.20 klo 02.00.00 ip.,21.898,50.818,,,,,
390,07.28.20 klo 02.30.00 ip.,21.984,50.794,,,,,
391,07.28.20 klo 03.00.00 ip.,21.941,50.696,,,,,
392,07.28.20 klo 03.30.00 ip.,21.941,50.647,,,,,
393,07.28.20 klo 04.00.00 ip.,21.941,50.525,,,,,
394,07.28.20 klo 04.30.00 ip.,21.984,50.427,,,,,
395,07.28.20 klo 05.00.00 ip.,22.027,50.476,,,,,
396,07.28.20 klo 05.30.00 ip.,22.069,50.403,,,,,
397,07.28.20 klo 06.00.00 ip.,22.027,50.452,,,,,
398,07.28.20 klo 06.30.00 ip.,22.027,50.452,,,,,
399,07.28.20 klo 07.00.00 ip.,22.069,50.427,,,,,
