"Plot Title:  20849253"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20849253, SEN S/N: 20849253)","RH, % (LGR S/N: 20849253, SEN S/N: 20849253)","Coupler Detached (LGR S/N: 20849253)","Bad Battery (LGR S/N: 20849253)","Good Battery (LGR S/N: 20849253)","Coupler Attached (LGR S/N: 20849253)","Host Connected (LGR S/N: 20849253)","Stopped (LGR S/N: 20849253)","End Of File (LGR S/N: 20849253)"
31,08.17.20 klo 05.21.35 ap.,21.469,35.092,,,,,,,
32,08.17.20 klo 05.51.35 ap.,21.383,35.189,,,,,,,
33,08.17.20 klo 06.21.35 ap.,21.383,35.165,,,,,,,
34,08.17.20 klo 06.51.35 ap.,21.383,35.140,,,,,,,
35,08.17.20 klo 07.21.35 ap.,21.383,35.336,,,,,,,
36,08.17.20 klo 07.51.35 ap.,21.469,35.653,,,,,,,
37,08.17.20 klo 08.21.35 ap.,21.469,35.238,,,,,,,
38,08.17.20 klo 08.51.35 ap.,21.383,34.945,,,,,,,
39,08.17.20 klo 09.21.35 ap.,21.383,34.457,,,,,,,
40,08.17.20 klo 09.51.35 ap.,21.383,34.774,,,,,,,
41,08.17.20 klo 10.21.35 ap.,21.426,34.896,,,,,,,
42,08.17.20 klo 10.51.35 ap.,21.426,34.921,,,,,,,
43,08.17.20 klo 11.21.35 ap.,21.469,34.969,,,,,,,
44,08.17.20 klo 11.51.35 ap.,21.555,34.823,,,,,,,
45,08.17.20 klo 12.21.35 ip.,21.598,35.092,,,,,,,
46,08.17.20 klo 12.51.35 ip.,21.726,35.238,,,,,,,
47,08.17.20 klo 01.21.35 ip.,21.769,35.092,,,,,,,
48,08.17.20 klo 01.51.35 ip.,21.898,35.043,,,,,,,
49,08.17.20 klo 02.21.35 ip.,21.984,34.872,,,,,,,
50,08.17.20 klo 02.51.35 ip.,21.898,34.750,,,,,,,
51,08.17.20 klo 03.21.35 ip.,21.941,34.530,,,,,,,
52,08.17.20 klo 03.51.35 ip.,21.898,34.261,,,,,,,
53,08.17.20 klo 04.21.35 ip.,21.898,34.115,,,,,,,
54,08.17.20 klo 04.51.35 ip.,21.941,34.212,,,,,,,
55,08.17.20 klo 05.21.35 ip.,21.898,34.042,,,,,,,
56,08.17.20 klo 05.51.35 ip.,21.640,32.601,,,,,,,
57,08.17.20 klo 06.21.35 ip.,21.512,33.626,,,,,,,
58,08.17.20 klo 06.51.35 ip.,21.512,33.431,,,,,,,
59,08.17.20 klo 07.21.35 ip.,21.469,33.333,,,,,,,
60,08.17.20 klo 07.51.35 ip.,21.512,33.675,,,,,,,
61,08.17.20 klo 08.21.35 ip.,21.469,33.797,,,,,,,
62,08.17.20 klo 08.51.35 ip.,21.512,34.017,,,,,,,
63,08.17.20 klo 09.21.35 ip.,21.512,34.212,,,,,,,
64,08.17.20 klo 09.51.35 ip.,21.469,34.481,,,,,,,
65,08.17.20 klo 10.21.35 ip.,21.555,35.067,,,,,,,
66,08.17.20 klo 10.51.35 ip.,21.512,35.580,,,,,,,
67,08.17.20 klo 11.21.35 ip.,21.512,35.873,,,,,,,
68,08.17.20 klo 11.51.35 ip.,21.469,36.044,,,,,,,
69,08.18.20 klo 12.21.35 ap.,21.426,36.117,,,,,,,
70,08.18.20 klo 12.51.35 ap.,21.383,36.190,,,,,,,
71,08.18.20 klo 01.21.35 ap.,21.340,36.190,,,,,,,
72,08.18.20 klo 01.51.35 ap.,21.340,36.190,,,,,,,
73,08.18.20 klo 02.21.35 ap.,21.297,36.215,,,,,,,
74,08.18.20 klo 02.51.35 ap.,21.340,36.215,,,,,,,
75,08.18.20 klo 03.21.35 ap.,21.254,36.166,,,,,,,
76,08.18.20 klo 03.51.35 ap.,21.254,36.190,,,,,,,
77,08.18.20 klo 04.21.35 ap.,21.297,36.190,,,,,,,
78,08.18.20 klo 04.51.35 ap.,21.297,36.166,,,,,,,
79,08.18.20 klo 05.21.35 ap.,21.254,36.166,,,,,,,
80,08.18.20 klo 05.51.35 ap.,21.297,36.215,,,,,,,
81,08.18.20 klo 06.21.35 ap.,21.254,36.215,,,,,,,
82,08.18.20 klo 06.51.35 ap.,21.297,36.142,,,,,,,
83,08.18.20 klo 07.21.35 ap.,21.211,36.142,,,,,,,
84,08.18.20 klo 07.51.35 ap.,21.297,36.313,,,,,,,
85,08.18.20 klo 08.21.35 ap.,21.297,36.777,,,,,,,
86,08.18.20 klo 08.51.35 ap.,21.254,37.314,,,,,,,
87,08.18.20 klo 09.21.35 ap.,21.254,37.289,,,,,,,
88,08.18.20 klo 09.51.35 ap.,21.254,37.045,,,,,,,
89,08.18.20 klo 10.21.35 ap.,21.254,36.899,,,,,,,
90,08.18.20 klo 10.51.35 ap.,21.211,37.143,,,,,,,
91,08.18.20 klo 11.21.35 ap.,21.297,37.338,,,,,,,
92,08.18.20 klo 11.51.35 ap.,21.340,37.509,,,,,,,
93,08.18.20 klo 12.21.35 ip.,21.340,37.582,,,,,,,
94,08.18.20 klo 12.51.35 ip.,21.340,37.534,,,,,,,
95,08.18.20 klo 01.21.35 ip.,21.383,37.460,,,,,,,
96,08.18.20 klo 01.51.35 ip.,21.340,37.411,,,,,,,
97,08.18.20 klo 02.21.35 ip.,21.340,38.608,,,,,,,
98,08.18.20 klo 02.51.35 ip.,21.297,38.706,,,,,,,
99,08.18.20 klo 03.21.35 ip.,21.297,38.803,,,,,,,
100,08.18.20 klo 03.51.35 ip.,21.340,38.852,,,,,,,
101,08.18.20 klo 04.21.35 ip.,21.297,38.779,,,,,,,
102,08.18.20 klo 04.51.35 ip.,21.340,38.974,,,,,,,
103,08.18.20 klo 05.21.35 ip.,21.297,39.170,,,,,,,
104,08.18.20 klo 05.51.35 ip.,21.297,39.585,,,,,,,
105,08.18.20 klo 06.21.35 ip.,21.297,39.634,,,,,,,
106,08.18.20 klo 06.51.35 ip.,21.297,39.389,,,,,,,
107,08.18.20 klo 07.21.35 ip.,21.254,39.219,,,,,,,
108,08.18.20 klo 07.51.35 ip.,21.211,39.096,,,,,,,
109,08.18.20 klo 08.21.35 ip.,21.211,39.096,,,,,,,
110,08.18.20 klo 08.51.35 ip.,21.211,39.316,,,,,,,
111,08.18.20 klo 09.21.35 ip.,21.297,39.707,,,,,,,
112,08.18.20 klo 09.51.35 ip.,21.340,39.878,,,,,,,
113,08.18.20 klo 10.21.35 ip.,21.426,40.024,,,,,,,
114,08.18.20 klo 10.51.35 ip.,21.469,40.171,,,,,,,
115,08.18.20 klo 11.21.35 ip.,21.426,40.073,,,,,,,
116,08.18.20 klo 11.51.35 ip.,21.383,39.951,,,,,,,
117,08.19.20 klo 12.21.35 ap.,21.426,39.707,,,,,,,
118,08.19.20 klo 12.51.35 ap.,21.340,39.536,,,,,,,
119,08.19.20 klo 01.21.35 ap.,21.340,39.267,,,,,,,
120,08.19.20 klo 01.51.35 ap.,21.297,39.170,,,,,,,
121,08.19.20 klo 02.21.35 ap.,21.254,39.096,,,,,,,
122,08.19.20 klo 02.51.35 ap.,21.211,38.926,,,,,,,
123,08.19.20 klo 03.21.35 ap.,21.169,38.706,,,,,,,
124,08.19.20 klo 03.51.35 ap.,21.211,38.681,,,,,,,
125,08.19.20 klo 04.21.35 ap.,21.254,38.632,,,,,,,
126,08.19.20 klo 04.51.35 ap.,21.211,38.486,,,,,,,
127,08.19.20 klo 05.21.35 ap.,21.211,38.315,,,,,,,
128,08.19.20 klo 05.51.35 ap.,21.211,38.242,,,,,,,
129,08.19.20 klo 06.21.35 ap.,21.254,38.193,,,,,,,
130,08.19.20 klo 06.51.35 ap.,21.254,38.120,,,,,,,
131,08.19.20 klo 07.21.35 ap.,21.297,37.998,,,,,,,
132,08.19.20 klo 07.51.35 ap.,21.297,38.144,,,,,,,
133,08.19.20 klo 08.21.35 ap.,21.297,38.779,,,,,,,
134,08.19.20 klo 08.51.35 ap.,21.340,38.779,,,,,,,
135,08.19.20 klo 09.21.35 ap.,21.254,39.145,,,,,,,
136,08.19.20 klo 09.51.35 ap.,21.297,39.292,,,,,,,
137,08.19.20 klo 10.21.35 ap.,21.340,39.145,,,,,,,
138,08.19.20 klo 10.51.35 ap.,21.426,39.048,,,,,,,
139,08.19.20 klo 11.21.35 ap.,21.469,38.926,,,,,,,
140,08.19.20 klo 11.51.35 ap.,21.598,38.901,,,,,,,
141,08.19.20 klo 12.21.35 ip.,21.640,38.828,,,,,,,
142,08.19.20 klo 12.51.35 ip.,21.769,38.803,,,,,,,
143,08.19.20 klo 01.21.35 ip.,21.855,38.755,,,,,,,
144,08.19.20 klo 01.51.35 ip.,21.984,38.632,,,,,,,
145,08.19.20 klo 02.21.35 ip.,22.112,38.510,,,,,,,
146,08.19.20 klo 02.51.35 ip.,22.284,38.388,,,,,,,
147,08.19.20 klo 03.21.35 ip.,22.413,38.193,,,,,,,
148,08.19.20 klo 03.51.35 ip.,22.498,38.071,,,,,,,
149,08.19.20 klo 04.21.35 ip.,22.627,38.046,,,,,,,
150,08.19.20 klo 04.51.35 ip.,22.713,37.851,,,,,,,
151,08.19.20 klo 05.21.35 ip.,22.541,37.802,,,,,,,
152,08.19.20 klo 05.51.35 ip.,22.670,37.949,,,,,,,
153,08.19.20 klo 06.21.35 ip.,22.584,37.778,,,,,,,
154,08.19.20 klo 06.51.35 ip.,22.413,37.705,,,,,,,
155,08.19.20 klo 07.21.35 ip.,22.241,37.607,,,,,,,
156,08.19.20 klo 07.51.35 ip.,22.069,37.827,,,,,,,
157,08.19.20 klo 08.21.35 ip.,21.984,37.851,,,,,,,
158,08.19.20 klo 08.51.35 ip.,21.898,37.778,,,,,,,
159,08.19.20 klo 09.21.35 ip.,21.812,37.875,,,,,,,
160,08.19.20 klo 09.51.35 ip.,21.726,37.924,,,,,,,
161,08.19.20 klo 10.21.35 ip.,21.683,37.900,,,,,,,
162,08.19.20 klo 10.51.35 ip.,21.726,38.168,,,,,,,
163,08.19.20 klo 11.21.35 ip.,21.683,38.510,,,,,,,
164,08.19.20 klo 11.51.35 ip.,21.683,38.388,,,,,,,
165,08.20.20 klo 12.21.35 ap.,21.640,38.242,,,,,,,
166,08.20.20 klo 12.51.35 ap.,21.598,38.144,,,,,,,
167,08.20.20 klo 01.21.35 ap.,21.598,38.022,,,,,,,
168,08.20.20 klo 01.51.35 ap.,21.555,37.924,,,,,,,
169,08.20.20 klo 02.21.35 ap.,21.555,37.827,,,,,,,
170,08.20.20 klo 02.51.35 ap.,21.555,37.778,,,,,,,
171,08.20.20 klo 03.21.35 ap.,21.555,37.509,,,,,,,
172,08.20.20 klo 03.51.35 ap.,21.512,37.558,,,,,,,
173,08.20.20 klo 04.21.35 ap.,21.512,37.509,,,,,,,
174,08.20.20 klo 04.51.35 ap.,21.512,37.485,,,,,,,
175,08.20.20 klo 05.21.35 ap.,21.512,37.363,,,,,,,
176,08.20.20 klo 05.51.35 ap.,21.512,37.387,,,,,,,
177,08.20.20 klo 06.21.35 ap.,21.512,37.289,,,,,,,
178,08.20.20 klo 06.51.35 ap.,21.512,37.241,,,,,,,
179,08.20.20 klo 07.21.35 ap.,21.469,37.265,,,,,,,
180,08.20.20 klo 07.51.35 ap.,21.555,37.241,,,,,,,
181,08.20.20 klo 08.21.35 ap.,21.640,37.436,,,,,,,
182,08.20.20 klo 08.51.35 ap.,21.640,37.949,,,,,,,
183,08.20.20 klo 09.21.35 ap.,21.640,37.924,,,,,,,
184,08.20.20 klo 09.51.35 ap.,21.640,37.802,,,,,,,
185,08.20.20 klo 10.21.35 ap.,21.726,37.729,,,,,,,
186,08.20.20 klo 10.51.35 ap.,21.726,37.875,,,,,,,
187,08.20.20 klo 11.21.35 ap.,21.812,38.193,,,,,,,
188,08.20.20 klo 11.51.35 ap.,21.898,38.388,,,,,,,
189,08.20.20 klo 12.21.35 ip.,21.941,38.413,,,,,,,
190,08.20.20 klo 12.51.35 ip.,22.027,38.584,,,,,,,
191,08.20.20 klo 01.21.35 ip.,22.112,38.608,,,,,,,
192,08.20.20 klo 01.51.35 ip.,22.198,38.779,,,,,,,
193,08.20.20 klo 02.21.35 ip.,22.198,38.950,,,,,,,
194,08.20.20 klo 02.51.35 ip.,22.198,39.048,,,,,,,
195,08.20.20 klo 03.21.35 ip.,22.198,39.194,,,,,,,
196,08.20.20 klo 03.51.35 ip.,22.155,39.243,,,,,,,
197,08.20.20 klo 04.21.35 ip.,22.069,39.463,,,,,,,
198,08.20.20 klo 04.51.35 ip.,22.112,39.194,,,,,,,
199,08.20.20 klo 05.21.35 ip.,22.155,39.096,,,,,,,
200,08.20.20 klo 05.51.35 ip.,22.198,38.877,,,,,,,
201,08.20.20 klo 06.21.35 ip.,22.327,38.755,,,,,,,
202,08.20.20 klo 06.51.35 ip.,22.284,38.584,,,,,,,
203,08.20.20 klo 07.21.35 ip.,22.241,38.632,,,,,,,
204,08.20.20 klo 07.51.35 ip.,22.327,38.486,,,,,,,
205,08.20.20 klo 08.21.35 ip.,22.284,38.486,,,,,,,
206,08.20.20 klo 08.51.35 ip.,22.241,38.535,,,,,,,
207,08.20.20 klo 09.21.35 ip.,22.198,38.437,,,,,,,
208,08.20.20 klo 09.51.35 ip.,22.241,38.486,,,,,,,
209,08.20.20 klo 10.21.35 ip.,22.198,37.851,,,,,,,
210,08.20.20 klo 10.51.35 ip.,22.198,38.193,,,,,,,
211,08.20.20 klo 11.21.35 ip.,21.941,37.558,,,,,,,
212,08.20.20 klo 11.51.35 ip.,21.984,37.851,,,,,,,
213,08.21.20 klo 12.21.35 ap.,21.941,37.802,,,,,,,
214,08.21.20 klo 12.51.35 ap.,21.812,37.753,,,,,,,
215,08.21.20 klo 01.21.35 ap.,21.812,37.729,,,,,,,
216,08.21.20 klo 01.51.35 ap.,21.769,37.680,,,,,,,
217,08.21.20 klo 02.21.35 ap.,21.726,37.607,,,,,,,
218,08.21.20 klo 02.51.35 ap.,21.683,37.534,,,,,,,
219,08.21.20 klo 03.21.35 ap.,21.640,37.460,,,,,,,
220,08.21.20 klo 03.51.35 ap.,21.640,37.436,,,,,,,
221,08.21.20 klo 04.21.35 ap.,21.640,37.363,,,,,,,
222,08.21.20 klo 04.51.35 ap.,21.598,37.265,,,,,,,
223,08.21.20 klo 05.21.35 ap.,21.512,37.167,,,,,,,
224,08.21.20 klo 05.51.35 ap.,21.555,37.192,,,,,,,
225,08.21.20 klo 06.21.35 ap.,21.598,37.094,,,,,,,
226,08.21.20 klo 06.51.35 ap.,21.555,37.094,,,,,,,
227,08.21.20 klo 07.21.35 ap.,21.555,37.094,,,,,,,
228,08.21.20 klo 07.51.35 ap.,21.555,37.094,,,,,,,
229,08.21.20 klo 08.21.35 ap.,21.555,37.094,,,,,,,
230,08.21.20 klo 08.51.35 ap.,21.555,37.167,,,,,,,
231,08.21.20 klo 09.21.35 ap.,21.512,37.192,,,,,,,
232,08.21.20 klo 09.51.35 ap.,21.598,37.387,,,,,,,
233,08.21.20 klo 10.21.35 ap.,21.726,37.582,,,,,,,
234,08.21.20 klo 10.51.35 ap.,21.769,37.705,,,,,,,
235,08.21.20 klo 11.21.35 ap.,21.812,37.778,,,,,,,
236,08.21.20 klo 11.51.35 ap.,21.812,37.900,,,,,,,
237,08.21.20 klo 12.21.35 ip.,21.855,37.998,,,,,,,
238,08.21.20 klo 12.51.35 ip.,21.812,38.046,,,,,,,
239,08.21.20 klo 01.21.35 ip.,21.855,38.266,,,,,,,
240,08.21.20 klo 01.51.35 ip.,21.812,38.242,,,,,,,
241,08.21.20 klo 02.21.35 ip.,21.855,38.413,,,,,,,
242,08.21.20 klo 02.51.35 ip.,21.855,38.730,,,,,,,
243,08.21.20 klo 03.21.35 ip.,21.941,39.756,,,,,,,
244,08.21.20 klo 03.51.35 ip.,21.941,38.901,,,,,,,
245,08.21.20 klo 04.21.35 ip.,21.984,38.999,,,,,,,
246,08.21.20 klo 04.51.35 ip.,22.027,38.926,,,,,,,
247,08.21.20 klo 05.21.35 ip.,22.027,38.926,,,,,,,
248,08.21.20 klo 05.51.35 ip.,22.027,39.072,,,,,,,
249,08.21.20 klo 06.21.35 ip.,22.112,39.072,,,,,,,
250,08.21.20 klo 06.51.35 ip.,22.112,38.926,,,,,,,
251,08.21.20 klo 07.21.35 ip.,22.027,38.852,,,,,,,
252,08.21.20 klo 07.51.35 ip.,22.027,39.365,,,,,,,
253,08.21.20 klo 08.21.35 ip.,22.027,39.365,,,,,,,
254,08.21.20 klo 08.51.35 ip.,21.984,39.512,,,,,,,
255,08.21.20 klo 09.21.35 ip.,21.941,39.658,,,,,,,
256,08.21.20 klo 09.51.35 ip.,21.898,39.658,,,,,,,
257,08.21.20 klo 10.21.35 ip.,21.855,39.780,,,,,,,
258,08.21.20 klo 10.51.35 ip.,21.898,40.049,,,,,,,
259,08.21.20 klo 11.21.35 ip.,21.941,40.195,,,,,,,
260,08.21.20 klo 11.51.35 ip.,21.984,40.024,,,,,,,
261,08.22.20 klo 12.21.35 ap.,21.984,42.271,,,,,,,
262,08.22.20 klo 12.51.35 ap.,21.941,41.343,,,,,,,
263,08.22.20 klo 01.21.35 ap.,21.855,42.027,,,,,,,
264,08.22.20 klo 01.51.35 ap.,21.812,42.491,,,,,,,
265,08.22.20 klo 02.21.35 ap.,21.769,42.466,,,,,,,
266,08.22.20 klo 02.51.35 ap.,21.726,42.564,,,,,,,
267,08.22.20 klo 03.21.35 ap.,21.683,42.637,,,,,,,
268,08.22.20 klo 03.51.35 ap.,21.598,42.564,,,,,,,
269,08.22.20 klo 04.21.35 ap.,21.640,42.564,,,,,,,
270,08.22.20 klo 04.51.35 ap.,21.555,42.589,,,,,,,
271,08.22.20 klo 05.21.35 ap.,21.555,42.711,,,,,,,
272,08.22.20 klo 05.51.35 ap.,21.512,42.759,,,,,,,
273,08.22.20 klo 06.21.35 ap.,21.512,42.784,,,,,,,
274,08.22.20 klo 06.51.35 ap.,21.512,42.784,,,,,,,
275,08.22.20 klo 07.21.35 ap.,21.469,42.808,,,,,,,
276,08.22.20 klo 07.51.35 ap.,21.512,42.857,,,,,,,
277,08.22.20 klo 08.21.35 ap.,21.469,42.882,,,,,,,
278,08.22.20 klo 08.51.35 ap.,21.469,42.955,,,,,,,
279,08.22.20 klo 09.21.35 ap.,21.469,43.126,,,,,,,
280,08.22.20 klo 09.51.35 ap.,21.469,43.077,,,,,,,
281,08.22.20 klo 10.21.35 ap.,21.555,43.541,,,,,,,
282,08.22.20 klo 10.51.35 ap.,21.726,44.737,,,,,,,
283,08.22.20 klo 11.21.35 ap.,21.812,44.835,,,,,,,
284,08.22.20 klo 11.51.35 ap.,21.941,45.250,,,,,,,
285,08.22.20 klo 12.21.35 ip.,22.155,46.032,,,,,,,
286,08.22.20 klo 12.51.35 ip.,22.284,47.204,,,,,,,
287,08.22.20 klo 01.21.35 ip.,22.413,46.984,,,,,,,
288,08.22.20 klo 01.51.35 ip.,22.413,46.252,,,,,,,
289,08.22.20 klo 02.21.35 ip.,22.498,46.642,,,,,,,
290,08.22.20 klo 02.51.35 ip.,22.541,46.422,,,,,,,
291,08.22.20 klo 03.21.35 ip.,22.456,45.641,,,,,,,
292,08.22.20 klo 03.51.35 ip.,22.413,45.495,,,,,,,
293,08.22.20 klo 04.21.35 ip.,22.541,45.543,,,,,,,
294,08.22.20 klo 04.51.35 ip.,22.541,45.861,,,,,,,
295,08.22.20 klo 05.21.35 ip.,22.670,45.446,,,,,,,
296,08.22.20 klo 05.51.35 ip.,22.584,45.421,,,,,,,
297,08.22.20 klo 06.21.35 ip.,22.541,45.763,,,,,,,
298,08.22.20 klo 06.51.35 ip.,22.498,45.568,,,,,,,
299,08.22.20 klo 07.21.35 ip.,22.370,45.763,,,,,,,
300,08.22.20 klo 07.51.35 ip.,22.327,45.788,,,,,,,
301,08.22.20 klo 08.21.35 ip.,22.370,45.861,,,,,,,
302,08.22.20 klo 08.51.35 ip.,22.370,46.203,,,,,,,
303,08.22.20 klo 09.21.35 ip.,22.456,46.227,,,,,,,
304,08.22.20 klo 09.51.35 ip.,22.456,47.131,,,,,,,
305,08.22.20 klo 10.21.35 ip.,22.498,47.888,,,,,,,
306,08.22.20 klo 10.51.35 ip.,22.584,48.400,,,,,,,
307,08.22.20 klo 11.21.35 ip.,22.713,49.133,,,,,,,
308,08.22.20 klo 11.51.35 ip.,22.799,50.330,,,,,,,
309,08.23.20 klo 12.21.35 ap.,22.799,50.208,,,,,,,
310,08.23.20 klo 12.51.35 ap.,22.627,49.768,,,,,,,
311,08.23.20 klo 01.21.35 ap.,22.498,49.206,,,,,,,
312,08.23.20 klo 01.51.35 ap.,22.413,48.791,,,,,,,
313,08.23.20 klo 02.21.35 ap.,22.327,48.205,,,,,,,
314,08.23.20 klo 02.51.35 ap.,22.327,47.888,,,,,,,
315,08.23.20 klo 03.21.35 ap.,22.284,47.619,,,,,,,
316,08.23.20 klo 03.51.35 ap.,22.198,47.277,,,,,,,
317,08.23.20 klo 04.21.35 ap.,22.198,47.033,,,,,,,
318,08.23.20 klo 04.51.35 ap.,22.155,46.789,,,,,,,
319,08.23.20 klo 05.21.35 ap.,22.155,46.569,,,,,,,
320,08.23.20 klo 05.51.35 ap.,22.112,46.349,,,,,,,
321,08.23.20 klo 06.21.35 ap.,22.027,46.276,,,,,,,
322,08.23.20 klo 06.51.35 ap.,22.027,46.056,,,,,,,
323,08.23.20 klo 07.21.35 ap.,22.069,45.885,,,,,,,
324,08.23.20 klo 07.51.35 ap.,22.069,45.690,,,,,,,
325,08.23.20 klo 08.21.35 ap.,22.027,45.592,,,,,,,
326,08.23.20 klo 08.51.35 ap.,22.069,45.446,,,,,,,
327,08.23.20 klo 09.21.35 ap.,22.027,45.324,,,,,,,
328,08.23.20 klo 09.51.35 ap.,22.069,45.495,,,,,,,
329,08.23.20 klo 10.21.35 ap.,22.284,46.691,,,,,,,
330,08.23.20 klo 10.51.35 ap.,22.456,47.497,,,,,,,
331,08.23.20 klo 11.21.35 ap.,22.541,48.254,,,,,,,
332,08.23.20 klo 11.51.35 ap.,22.027,50.672,,,,,,,
333,08.23.20 klo 12.21.35 ip.,22.155,50.574,,,,,,,
334,08.23.20 klo 12.51.35 ip.,21.555,51.258,,,,,,,
335,08.23.20 klo 01.21.35 ip.,21.640,50.720,,,,,,,
336,08.23.20 klo 01.51.35 ip.,21.812,49.988,,,,,,,
337,08.23.20 klo 02.21.35 ip.,21.941,49.621,,,,,,,
338,08.23.20 klo 02.51.35 ip.,21.984,49.451,,,,,,,
339,08.23.20 klo 03.21.35 ip.,22.069,49.060,,,,,,,
340,08.23.20 klo 03.51.35 ip.,22.155,48.449,,,,,,,
341,08.23.20 klo 04.21.35 ip.,22.027,48.254,,,,,,,
342,08.23.20 klo 04.51.35 ip.,22.027,48.010,,,,,,,
343,08.23.20 klo 05.21.35 ip.,21.984,47.766,,,,,,,
344,08.23.20 klo 05.51.35 ip.,21.984,47.717,,,,,,,
345,08.23.20 klo 06.21.35 ip.,21.984,47.668,,,,,,,
346,08.23.20 klo 06.51.35 ip.,22.027,47.570,,,,,,,
347,08.23.20 klo 07.21.35 ip.,22.027,47.350,,,,,,,
348,08.23.20 klo 07.51.35 ip.,22.027,47.131,,,,,,,
349,08.23.20 klo 08.21.35 ip.,22.027,47.155,,,,,,,
350,08.23.20 klo 08.51.35 ip.,22.069,47.179,,,,,,,
351,08.23.20 klo 09.21.35 ip.,22.069,47.741,,,,,,,
352,08.23.20 klo 09.51.35 ip.,22.198,47.790,,,,,,,
353,08.23.20 klo 10.21.35 ip.,22.284,48.547,,,,,,,
354,08.23.20 klo 10.51.35 ip.,22.370,49.206,,,,,,,
355,08.23.20 klo 11.21.35 ip.,22.327,48.889,,,,,,,
356,08.23.20 klo 11.51.35 ip.,22.284,48.913,,,,,,,
357,08.24.20 klo 12.21.35 ap.,22.241,48.425,,,,,,,
358,08.24.20 klo 12.51.35 ap.,22.198,47.888,,,,,,,
359,08.24.20 klo 01.21.35 ap.,22.069,47.473,,,,,,,
360,08.24.20 klo 01.51.35 ap.,22.069,47.033,,,,,,,
361,08.24.20 klo 02.21.35 ap.,22.027,46.642,,,,,,,
362,08.24.20 klo 02.51.35 ap.,21.984,46.300,,,,,,,
363,08.24.20 klo 03.21.35 ap.,22.027,46.007,,,,,,,
364,08.24.20 klo 03.51.35 ap.,21.941,45.641,,,,,,,
365,08.24.20 klo 04.21.35 ap.,21.984,45.324,,,,,,,
366,08.24.20 klo 04.51.35 ap.,21.984,45.104,,,,,,,
367,08.24.20 klo 05.21.35 ap.,21.984,45.006,,,,,,,
368,08.24.20 klo 05.51.35 ap.,21.984,44.762,,,,,,,
369,08.24.20 klo 06.21.35 ap.,21.941,44.493,,,,,,,
370,08.24.20 klo 06.51.35 ap.,21.941,44.078,,,,,,,
371,08.24.20 klo 07.21.35 ap.,21.941,43.956,,,,,,,
372,08.24.20 klo 07.51.35 ap.,21.941,43.932,,,,,,,
373,08.24.20 klo 08.21.35 ap.,21.898,43.834,,,,,,,
374,08.24.20 klo 08.51.35 ap.,21.855,43.614,,,,,,,
375,08.24.20 klo 09.21.35 ap.,21.941,43.468,,,,,,,
376,08.24.20 klo 09.51.35 ap.,21.984,43.761,,,,,,,
