"Plot Title:  20858601"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20858601, SEN S/N: 20858601)","RH, % (LGR S/N: 20858601, SEN S/N: 20858601)","Coupler Detached (LGR S/N: 20858601)","Coupler Attached (LGR S/N: 20858601)","Host Connected (LGR S/N: 20858601)","Stopped (LGR S/N: 20858601)","End Of File (LGR S/N: 20858601)"
1,08.09.20 klo 02.15.57 ip.,22.541,42.149,,,,,
2,08.09.20 klo 02.16.10 ip.,,,Logged,,,,
3,08.09.20 klo 02.45.57 ip.,23.099,42.173,,,,,
4,08.09.20 klo 03.15.57 ip.,23.099,41.978,,,,,
5,08.09.20 klo 03.45.57 ip.,23.185,41.832,,,,,
6,08.09.20 klo 04.15.57 ip.,23.271,41.148,,,,,
7,08.09.20 klo 04.45.57 ip.,23.442,40.464,,,,,
8,08.09.20 klo 05.15.57 ip.,23.528,41.416,,,,,
9,08.09.20 klo 05.45.57 ip.,23.528,41.343,,,,,
10,08.09.20 klo 06.15.57 ip.,23.485,41.441,,,,,
11,08.09.20 klo 06.45.57 ip.,23.442,41.270,,,,,
12,08.09.20 klo 07.15.57 ip.,23.356,41.245,,,,,
13,08.09.20 klo 07.45.57 ip.,23.356,40.928,,,,,
14,08.09.20 klo 08.15.57 ip.,23.356,41.343,,,,,
15,08.09.20 klo 08.45.57 ip.,23.399,40.928,,,,,
16,08.09.20 klo 09.15.57 ip.,23.399,40.708,,,,,
17,08.09.20 klo 09.45.57 ip.,23.356,40.024,,,,,
18,08.09.20 klo 10.15.57 ip.,23.399,40.073,,,,,
19,08.09.20 klo 10.45.57 ip.,23.399,40.024,,,,,
20,08.09.20 klo 11.15.57 ip.,23.314,39.902,,,,,
21,08.09.20 klo 11.45.57 ip.,23.228,39.683,,,,,
22,08.10.20 klo 12.15.57 ap.,23.185,39.731,,,,,
23,08.10.20 klo 12.45.57 ap.,23.056,39.634,,,,,
24,08.10.20 klo 01.15.57 ap.,23.056,39.609,,,,,
25,08.10.20 klo 01.45.57 ap.,23.013,39.414,,,,,
26,08.10.20 klo 02.15.57 ap.,22.927,39.658,,,,,
27,08.10.20 klo 02.45.57 ap.,22.885,39.463,,,,,
28,08.10.20 klo 03.15.57 ap.,22.799,38.681,,,,,
29,08.10.20 klo 03.45.57 ap.,22.713,38.608,,,,,
30,08.10.20 klo 04.15.57 ap.,22.670,38.657,,,,,
31,08.10.20 klo 04.45.57 ap.,22.627,38.486,,,,,
32,08.10.20 klo 05.15.57 ap.,22.670,38.364,,,,,
33,08.10.20 klo 05.45.57 ap.,22.584,38.462,,,,,
34,08.10.20 klo 06.15.57 ap.,22.627,38.413,,,,,
35,08.10.20 klo 06.45.57 ap.,22.627,38.926,,,,,
36,08.10.20 klo 07.15.57 ap.,22.584,39.023,,,,,
37,08.10.20 klo 07.45.57 ap.,22.584,39.072,,,,,
38,08.10.20 klo 08.15.57 ap.,22.627,39.072,,,,,
39,08.10.20 klo 08.45.57 ap.,22.584,39.023,,,,,
40,08.10.20 klo 09.15.57 ap.,22.541,38.657,,,,,
41,08.10.20 klo 09.45.57 ap.,22.541,38.828,,,,,
42,08.10.20 klo 10.15.57 ap.,22.541,38.901,,,,,
43,08.10.20 klo 10.45.57 ap.,22.541,38.803,,,,,
44,08.10.20 klo 11.15.57 ap.,22.498,38.510,,,,,
45,08.10.20 klo 11.45.57 ap.,22.498,38.437,,,,,
46,08.10.20 klo 12.15.57 ip.,22.498,38.315,,,,,
47,08.10.20 klo 12.45.57 ip.,22.498,38.168,,,,,
48,08.10.20 klo 01.15.57 ip.,22.456,38.315,,,,,
49,08.10.20 klo 01.45.57 ip.,22.456,38.388,,,,,
50,08.10.20 klo 02.15.57 ip.,22.413,38.437,,,,,
51,08.10.20 klo 02.45.57 ip.,22.413,38.437,,,,,
52,08.10.20 klo 03.15.57 ip.,22.413,38.510,,,,,
53,08.10.20 klo 03.45.57 ip.,22.413,38.584,,,,,
54,08.10.20 klo 04.15.57 ip.,22.370,38.681,,,,,
55,08.10.20 klo 04.45.57 ip.,22.370,38.706,,,,,
56,08.10.20 klo 05.15.57 ip.,22.327,38.706,,,,,
57,08.10.20 klo 05.45.57 ip.,22.370,39.194,,,,,
58,08.10.20 klo 06.15.57 ip.,22.370,39.731,,,,,
59,08.10.20 klo 06.45.57 ip.,22.413,39.780,,,,,
60,08.10.20 klo 07.15.57 ip.,22.413,40.171,,,,,
61,08.10.20 klo 07.45.57 ip.,22.498,40.635,,,,,
62,08.10.20 klo 08.15.57 ip.,22.498,40.733,,,,,
63,08.10.20 klo 08.45.57 ip.,22.541,40.244,,,,,
64,08.10.20 klo 09.15.57 ip.,22.584,40.733,,,,,
65,08.10.20 klo 09.45.57 ip.,22.627,40.684,,,,,
