"Plot Title:  20854947"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20854947, SEN S/N: 20854947)","RH, % (LGR S/N: 20854947, SEN S/N: 20854947)","Coupler Detached (LGR S/N: 20854947)","Coupler Attached (LGR S/N: 20854947)","Host Connected (LGR S/N: 20854947)","Stopped (LGR S/N: 20854947)","End Of File (LGR S/N: 20854947)"
1,08.16.20 klo 03.21.44 ip.,22.970,38.168,,,,,
2,08.16.20 klo 03.21.53 ip.,,,Logged,,,,
3,08.16.20 klo 03.51.44 ip.,22.584,36.166,,,,,
4,08.16.20 klo 04.21.44 ip.,22.413,36.020,,,,,
5,08.16.20 klo 04.51.44 ip.,22.370,36.288,,,,,
6,08.16.20 klo 05.21.44 ip.,22.370,35.800,,,,,
7,08.16.20 klo 05.51.44 ip.,22.327,35.409,,,,,
8,08.16.20 klo 06.21.44 ip.,22.198,34.847,,,,,
9,08.16.20 klo 06.51.44 ip.,22.198,34.286,,,,,
10,08.16.20 klo 07.21.44 ip.,22.027,34.481,,,,,
11,08.16.20 klo 07.51.44 ip.,22.027,34.969,,,,,
12,08.16.20 klo 08.21.44 ip.,22.027,34.945,,,,,
13,08.16.20 klo 08.51.44 ip.,22.069,34.896,,,,,
14,08.16.20 klo 09.21.44 ip.,22.069,34.896,,,,,
15,08.16.20 klo 09.51.44 ip.,22.069,34.823,,,,,
16,08.16.20 klo 10.21.44 ip.,22.027,34.530,,,,,
17,08.16.20 klo 10.51.44 ip.,21.941,33.602,,,,,
18,08.16.20 klo 11.21.44 ip.,21.812,33.260,,,,,
19,08.16.20 klo 11.51.44 ip.,21.726,32.772,,,,,
20,08.17.20 klo 12.21.44 ap.,21.640,32.527,,,,,
21,08.17.20 klo 12.51.44 ap.,21.640,32.601,,,,,
22,08.17.20 klo 01.21.44 ap.,21.555,32.430,,,,,
23,08.17.20 klo 01.51.44 ap.,21.512,32.845,,,,,
24,08.17.20 klo 02.21.44 ap.,21.469,33.260,,,,,
25,08.17.20 klo 02.51.44 ap.,21.469,33.675,,,,,
26,08.17.20 klo 03.21.44 ap.,21.469,33.944,,,,,
27,08.17.20 klo 03.51.44 ap.,21.469,34.432,,,,,
28,08.17.20 klo 04.21.44 ap.,21.469,34.676,,,,,
29,08.17.20 klo 04.51.44 ap.,21.469,35.287,,,,,
30,08.17.20 klo 05.21.44 ap.,21.469,35.433,,,,,
31,08.17.20 klo 05.51.44 ap.,21.469,35.409,,,,,
32,08.17.20 klo 06.21.44 ap.,21.426,35.311,,,,,
33,08.17.20 klo 06.51.44 ap.,21.426,35.092,,,,,
34,08.17.20 klo 07.21.44 ap.,21.469,35.507,,,,,
35,08.17.20 klo 07.51.44 ap.,21.469,35.897,,,,,
36,08.17.20 klo 08.21.44 ap.,21.469,34.725,,,,,
37,08.17.20 klo 08.51.44 ap.,21.469,34.457,,,,,
38,08.17.20 klo 09.21.44 ap.,21.383,33.919,,,,,
39,08.17.20 klo 09.51.44 ap.,21.426,34.554,,,,,
40,08.17.20 klo 10.21.44 ap.,21.469,34.750,,,,,
41,08.17.20 klo 10.51.44 ap.,21.512,34.701,,,,,
42,08.17.20 klo 11.21.44 ap.,21.640,34.652,,,,,
43,08.17.20 klo 11.51.44 ap.,21.640,34.383,,,,,
44,08.17.20 klo 12.21.44 ip.,21.812,34.896,,,,,
45,08.17.20 klo 12.51.44 ip.,21.941,34.969,,,,,
46,08.17.20 klo 01.21.44 ip.,22.069,34.432,,,,,
47,08.17.20 klo 01.51.44 ip.,22.155,34.432,,,,,
48,08.17.20 klo 02.21.44 ip.,22.198,34.554,,,,,
49,08.17.20 klo 02.51.44 ip.,22.069,34.212,,,,,
50,08.17.20 klo 03.21.44 ip.,22.069,33.822,,,,,
51,08.17.20 klo 03.51.44 ip.,22.069,33.455,,,,,
52,08.17.20 klo 04.21.44 ip.,22.112,33.236,,,,,
53,08.17.20 klo 04.51.44 ip.,22.069,33.944,,,,,
54,08.17.20 klo 05.21.44 ip.,21.984,33.504,,,,,
55,08.17.20 klo 05.51.44 ip.,21.083,32.991,,,,,
56,08.17.20 klo 06.21.44 ip.,21.512,33.162,,,,,
57,08.17.20 klo 06.51.44 ip.,21.555,32.674,,,,,
58,08.17.20 klo 07.21.44 ip.,21.555,32.601,,,,,
59,08.17.20 klo 07.51.44 ip.,21.555,33.284,,,,,
60,08.17.20 klo 08.21.44 ip.,21.555,33.553,,,,,
61,08.17.20 klo 08.51.44 ip.,21.598,33.846,,,,,
62,08.17.20 klo 09.21.44 ip.,21.555,34.017,,,,,
63,08.17.20 klo 09.51.44 ip.,21.512,34.505,,,,,
64,08.17.20 klo 10.21.44 ip.,21.598,35.067,,,,,
65,08.17.20 klo 10.51.44 ip.,21.555,36.044,,,,,
66,08.17.20 klo 11.21.44 ip.,21.512,36.239,,,,,
67,08.17.20 klo 11.51.44 ip.,21.469,36.484,,,,,
68,08.18.20 klo 12.21.44 ap.,21.383,36.484,,,,,
69,08.18.20 klo 12.51.44 ap.,21.383,36.532,,,,,
70,08.18.20 klo 01.21.44 ap.,21.340,36.410,,,,,
71,08.18.20 klo 01.51.44 ap.,21.340,36.361,,,,,
72,08.18.20 klo 02.21.44 ap.,21.340,36.361,,,,,
73,08.18.20 klo 02.51.44 ap.,21.340,36.337,,,,,
74,08.18.20 klo 03.21.44 ap.,21.297,36.239,,,,,
75,08.18.20 klo 03.51.44 ap.,21.297,36.239,,,,,
76,08.18.20 klo 04.21.44 ap.,21.297,36.215,,,,,
77,08.18.20 klo 04.51.44 ap.,21.297,36.215,,,,,
78,08.18.20 klo 05.21.44 ap.,21.297,36.190,,,,,
79,08.18.20 klo 05.51.44 ap.,21.297,36.190,,,,,
80,08.18.20 klo 06.21.44 ap.,21.297,36.190,,,,,
81,08.18.20 klo 06.51.44 ap.,21.297,36.117,,,,,
82,08.18.20 klo 07.21.44 ap.,21.297,36.093,,,,,
83,08.18.20 klo 07.51.44 ap.,21.254,36.459,,,,,
84,08.18.20 klo 08.21.44 ap.,21.297,37.192,,,,,
85,08.18.20 klo 08.51.44 ap.,21.340,37.607,,,,,
86,08.18.20 klo 09.21.44 ap.,21.340,37.411,,,,,
87,08.18.20 klo 09.51.44 ap.,21.297,37.118,,,,,
88,08.18.20 klo 10.21.44 ap.,21.297,36.899,,,,,
89,08.18.20 klo 10.51.44 ap.,21.340,37.338,,,,,
90,08.18.20 klo 11.21.44 ap.,21.383,37.485,,,,,
91,08.18.20 klo 11.51.44 ap.,21.469,37.656,,,,,
92,08.18.20 klo 12.21.44 ip.,21.512,37.875,,,,,
93,08.18.20 klo 12.51.44 ip.,21.469,37.509,,,,,
94,08.18.20 klo 01.21.44 ip.,21.383,37.411,,,,,
95,08.18.20 klo 01.51.44 ip.,21.383,37.460,,,,,
96,08.18.20 klo 02.21.44 ip.,21.426,39.121,,,,,
97,08.18.20 klo 02.51.44 ip.,21.383,39.048,,,,,
98,08.18.20 klo 03.21.44 ip.,21.383,39.121,,,,,
99,08.18.20 klo 03.51.44 ip.,21.340,39.072,,,,,
100,08.18.20 klo 04.21.44 ip.,21.340,38.974,,,,,
101,08.18.20 klo 04.51.44 ip.,21.383,39.365,,,,,
102,08.18.20 klo 05.21.44 ip.,21.383,39.609,,,,,
103,08.18.20 klo 05.51.44 ip.,21.383,40.073,,,,,
104,08.18.20 klo 06.21.44 ip.,21.383,39.829,,,,,
105,08.18.20 klo 06.51.44 ip.,21.297,39.609,,,,,
106,08.18.20 klo 07.21.44 ip.,21.254,39.267,,,,,
107,08.18.20 klo 07.51.44 ip.,21.211,39.243,,,,,
108,08.18.20 klo 08.21.44 ip.,21.211,39.145,,,,,
109,08.18.20 klo 08.51.44 ip.,21.254,39.438,,,,,
110,08.18.20 klo 09.21.44 ip.,21.383,39.878,,,,,
111,08.18.20 klo 09.51.44 ip.,21.469,40.195,,,,,
112,08.18.20 klo 10.21.44 ip.,21.083,60.073,,,,,
113,08.18.20 klo 10.51.44 ip.,20.096,63.639,,,,,
114,08.18.20 klo 11.21.44 ip.,20.096,63.004,,,,,
115,08.18.20 klo 11.51.44 ip.,20.139,62.271,,,,,
116,08.19.20 klo 12.21.44 ap.,20.225,61.392,,,,,
117,08.19.20 klo 12.51.44 ap.,20.311,60.317,,,,,
118,08.19.20 klo 01.21.44 ap.,20.396,59.194,,,,,
119,08.19.20 klo 01.51.44 ap.,20.439,57.753,,,,,
120,08.19.20 klo 02.21.44 ap.,20.482,56.313,,,,,
121,08.19.20 klo 02.51.44 ap.,20.525,55.018,,,,,
122,08.19.20 klo 03.21.44 ap.,20.611,53.675,,,,,
123,08.19.20 klo 03.51.44 ap.,20.611,52.527,,,,,
124,08.19.20 klo 04.21.44 ap.,20.654,51.526,,,,,
125,08.19.20 klo 04.51.44 ap.,20.740,50.574,,,,,
126,08.19.20 klo 05.21.44 ap.,20.782,49.621,,,,,
127,08.19.20 klo 05.51.44 ap.,20.782,48.816,,,,,
128,08.19.20 klo 06.21.44 ap.,20.825,48.156,,,,,
129,08.19.20 klo 06.51.44 ap.,20.868,47.546,,,,,
130,08.19.20 klo 07.21.44 ap.,20.954,47.204,,,,,
131,08.19.20 klo 07.51.44 ap.,20.954,46.520,,,,,
132,08.19.20 klo 08.21.44 ap.,21.598,42.613,,,,,
133,08.19.20 klo 08.51.44 ap.,21.297,40.049,,,,,
134,08.19.20 klo 09.21.44 ap.,20.697,40.904,,,,,
135,08.19.20 klo 09.51.44 ap.,21.383,43.590,,,,,
136,08.19.20 klo 10.21.44 ap.,22.842,40.977,,,,,
137,08.19.20 klo 10.51.44 ap.,21.598,40.904,,,,,
138,08.19.20 klo 11.21.44 ap.,21.512,44.078,,,,,
139,08.19.20 klo 11.51.44 ap.,21.426,45.299,,,,,
140,08.19.20 klo 12.21.44 ip.,20.782,54.847,,,,,
141,08.19.20 klo 12.51.44 ip.,20.911,53.944,,,,,
142,08.19.20 klo 01.21.44 ip.,20.782,54.457,,,,,
143,08.19.20 klo 01.51.44 ip.,22.927,47.839,,,,,
144,08.19.20 klo 02.21.44 ip.,23.271,50.037,,,,,
145,08.19.20 klo 02.51.44 ip.,24.386,42.393,,,,,
146,08.19.20 klo 03.21.44 ip.,25.716,41.612,,,,,
147,08.19.20 klo 03.51.44 ip.,24.386,45.031,,,,,
148,08.19.20 klo 04.21.44 ip.,22.456,45.470,,,,,
149,08.19.20 klo 04.51.44 ip.,22.069,45.763,,,,,
150,08.19.20 klo 05.21.44 ip.,16.621,51.600,,,,,
151,08.19.20 klo 05.51.44 ip.,15.892,50.745,,,,,
152,08.19.20 klo 06.21.44 ip.,14.133,56.215,,,,,
153,08.19.20 klo 06.51.44 ip.,14.390,55.360,,,,,
154,08.19.20 klo 07.21.44 ip.,13.747,60.952,,,,,
155,08.19.20 klo 07.51.44 ip.,12.717,63.590,,,,,
156,08.19.20 klo 08.21.44 ip.,11.902,65.177,,,,,
157,08.19.20 klo 08.51.44 ip.,11.087,68.303,,,,,
158,08.19.20 klo 09.21.44 ip.,10.315,69.817,,,,,
159,08.19.20 klo 09.51.44 ip.,10.014,68.596,,,,,
160,08.19.20 klo 10.21.44 ip.,8.256,76.703,,,,,
161,08.19.20 klo 10.51.44 ip.,6.668,84.420,,,,,
162,08.19.20 klo 11.21.44 ip.,6.754,83.980,,,,,
163,08.19.20 klo 11.51.44 ip.,6.368,85.006,,,,,
164,08.20.20 klo 12.21.44 ap.,5.596,88.889,,,,,
165,08.20.20 klo 12.51.44 ap.,5.853,88.523,,,,,
166,08.20.20 klo 01.21.44 ap.,5.553,90.012,,,,,
167,08.20.20 klo 01.51.44 ap.,5.338,92.332,,,,,
168,08.20.20 klo 02.21.44 ap.,6.153,91.746,,,,,
169,08.20.20 klo 02.51.44 ap.,5.853,92.869,,,,,
170,08.20.20 klo 03.21.44 ap.,6.668,89.695,,,,,
171,08.20.20 klo 03.51.44 ap.,5.853,91.331,,,,,
172,08.20.20 klo 04.21.44 ap.,5.724,94.505,,,,,
173,08.20.20 klo 04.51.44 ap.,5.939,93.407,,,,,
174,08.20.20 klo 05.21.44 ap.,5.982,95.458,,,,,
175,08.20.20 klo 05.51.44 ap.,5.982,94.383,,,,,
176,08.20.20 klo 06.21.44 ap.,6.625,93.895,,,,,
177,08.20.20 klo 06.51.44 ap.,6.797,94.335,,,,,
178,08.20.20 klo 07.21.44 ap.,7.183,93.700,,,,,
179,08.20.20 klo 07.51.44 ap.,8.170,92.772,,,,,
180,08.20.20 klo 08.21.44 ap.,9.371,82.955,,,,,
181,08.20.20 klo 08.51.44 ap.,9.886,82.173,,,,,
182,08.20.20 klo 09.21.44 ap.,10.143,79.756,,,,,
183,08.20.20 klo 09.51.44 ap.,11.645,73.797,,,,,
184,08.20.20 klo 10.21.44 ap.,10.615,76.508,,,,,
185,08.20.20 klo 10.51.44 ap.,10.186,80.073,,,,,
186,08.20.20 klo 11.21.44 ap.,10.787,73.748,,,,,
187,08.20.20 klo 11.51.44 ap.,10.186,76.215,,,,,
188,08.20.20 klo 12.21.44 ip.,11.387,72.430,,,,,
189,08.20.20 klo 12.51.44 ip.,10.401,77.900,,,,,
190,08.20.20 klo 01.21.44 ip.,10.615,72.332,,,,,
191,08.20.20 klo 01.51.44 ip.,10.401,72.650,,,,,
192,08.20.20 klo 02.21.44 ip.,10.872,70.818,,,,,
193,08.20.20 klo 02.51.44 ip.,11.173,66.862,,,,,
194,08.20.20 klo 03.21.44 ip.,10.701,69.768,,,,,
195,08.20.20 klo 03.51.44 ip.,10.915,71.600,,,,,
196,08.20.20 klo 04.21.44 ip.,11.301,71.453,,,,,
197,08.20.20 klo 04.51.44 ip.,11.730,69.866,,,,,
198,08.20.20 klo 05.21.44 ip.,11.859,68.327,,,,,
199,08.20.20 klo 05.51.44 ip.,13.189,62.466,,,,,
200,08.20.20 klo 06.21.44 ip.,13.232,63.370,,,,,
201,08.20.20 klo 06.51.44 ip.,11.602,75.580,,,,,
202,08.20.20 klo 07.21.44 ip.,10.401,77.949,,,,,
203,08.20.20 klo 07.51.44 ip.,9.285,82.442,,,,,
204,08.20.20 klo 08.21.44 ip.,8.599,85.543,,,,,
