"Plot Title:  20849263"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20849263, SEN S/N: 20849263, LBL: AT)","RH, % (LGR S/N: 20849263, SEN S/N: 20849263, LBL: RH)","Coupler Detached (LGR S/N: 20849263)","Bad Battery (LGR S/N: 20849263)","Good Battery (LGR S/N: 20849263)","Coupler Attached (LGR S/N: 20849263)","Host Connected (LGR S/N: 20849263)","Stopped (LGR S/N: 20849263)","End Of File (LGR S/N: 20849263)"
18071,07.23.21 klo 11.00.00 ip.,7.140,76.801,,,,,,,
18072,07.23.21 klo 11.30.00 ip.,7.183,76.044,,,,,,,
18073,07.24.21 klo 12.00.00 ap.,7.183,76.996,,,,,,,
18074,07.24.21 klo 12.30.00 ap.,7.097,78.437,,,,,,,
18075,07.24.21 klo 01.00.00 ap.,7.140,78.291,,,,,,,
18076,07.24.21 klo 01.30.00 ap.,7.054,79.512,,,,,,,
18077,07.24.21 klo 02.00.00 ap.,7.011,77.338,,,,,,,
18078,07.24.21 klo 02.30.00 ap.,6.840,76.288,,,,,,,
18079,07.24.21 klo 03.00.00 ap.,7.269,71.502,,,,,,,
18080,07.24.21 klo 03.30.00 ap.,7.355,74.505,,,,,,,
18081,07.24.21 klo 04.00.00 ap.,7.355,74.896,,,,,,,
18082,07.24.21 klo 04.30.00 ap.,7.011,73.260,,,,,,,
18083,07.24.21 klo 05.00.00 ap.,8.470,69.060,,,,,,,
18084,07.24.21 klo 05.30.00 ap.,8.642,73.016,,,,,,,
18085,07.24.21 klo 06.00.00 ap.,9.156,74.383,,,,,,,
18086,07.24.21 klo 06.30.00 ap.,8.384,82.882,,,,,,,
18087,07.24.21 klo 07.00.00 ap.,9.371,76.947,,,,,,,
18088,07.24.21 klo 07.30.00 ap.,9.156,83.956,,,,,,,
18089,07.24.21 klo 08.00.00 ap.,8.942,85.739,,,,,,,
18090,07.24.21 klo 08.30.00 ap.,9.371,85.495,,,,,,,
18091,07.24.21 klo 09.00.00 ap.,9.714,84.664,,,,,,,
18092,07.24.21 klo 09.30.00 ap.,9.800,86.325,,,,,,,
18093,07.24.21 klo 10.00.00 ap.,9.457,88.181,,,,,,,
18094,07.24.21 klo 10.30.00 ap.,9.843,86.789,,,,,,,
18095,07.24.21 klo 11.00.00 ap.,10.315,85.983,,,,,,,
18096,07.24.21 klo 11.30.00 ap.,10.872,84.762,,,,,,,
18097,07.24.21 klo 12.00.00 ip.,12.374,78.584,,,,,,,
18098,07.24.21 klo 12.30.00 ip.,12.031,78.852,,,,,,,
18099,07.24.21 klo 01.00.00 ip.,12.074,80.904,,,,,,,
18100,07.24.21 klo 01.30.00 ip.,11.645,82.198,,,,,,,
18101,07.24.21 klo 02.00.00 ip.,11.859,81.758,,,,,,,
18102,07.24.21 klo 02.30.00 ip.,12.503,78.608,,,,,,,
18103,07.24.21 klo 03.00.00 ip.,11.602,82.784,,,,,,,
18104,07.24.21 klo 03.30.00 ip.,11.730,82.979,,,,,,,
18105,07.24.21 klo 04.00.00 ip.,11.688,82.222,,,,,,,
18106,07.24.21 klo 04.30.00 ip.,11.730,81.954,,,,,,,
18107,07.24.21 klo 05.00.00 ip.,11.902,80.904,,,,,,,
18108,07.24.21 klo 05.30.00 ip.,11.773,81.123,,,,,,,
18109,07.24.21 klo 06.00.00 ip.,12.932,79.170,,,,,,,
18110,07.24.21 klo 06.30.00 ip.,14.605,75.287,,,,,,,
18111,07.24.21 klo 07.00.00 ip.,13.361,78.632,,,,,,,
18112,07.24.21 klo 07.30.00 ip.,11.902,84.347,,,,,,,
18113,07.24.21 klo 08.00.00 ip.,10.787,88.278,,,,,,,
18114,07.24.21 klo 08.30.00 ip.,10.830,87.155,,,,,,,
18115,07.24.21 klo 09.00.00 ip.,10.872,87.106,,,,,,,
18116,07.24.21 klo 09.30.00 ip.,11.001,86.789,,,,,,,
18117,07.24.21 klo 10.00.00 ip.,10.443,87.448,,,,,,,
18118,07.24.21 klo 10.30.00 ip.,10.143,88.718,,,,,,,
18119,07.24.21 klo 11.00.00 ip.,10.100,87.595,,,,,,,
18120,07.24.21 klo 11.30.00 ip.,9.500,92.576,,,,,,,
18121,07.25.21 klo 12.00.00 ap.,9.628,92.430,,,,,,,
18122,07.25.21 klo 12.30.00 ap.,9.199,94.579,,,,,,,
18123,07.25.21 klo 01.00.00 ap.,8.727,96.190,,,,,,,
18124,07.25.21 klo 01.30.00 ap.,9.156,94.115,,,,,,,
18125,07.25.21 klo 02.00.00 ap.,9.457,93.407,,,,,,,
18126,07.25.21 klo 02.30.00 ap.,9.328,94.847,,,,,,,
18127,07.25.21 klo 03.00.00 ap.,9.328,94.774,,,,,,,
18128,07.25.21 klo 03.30.00 ap.,9.114,95.751,,,,,,,
18129,07.25.21 klo 04.00.00 ap.,9.285,95.116,,,,,,,
18130,07.25.21 klo 04.30.00 ap.,9.500,94.237,,,,,,,
18131,07.25.21 klo 05.00.00 ap.,9.285,95.360,,,,,,,
18132,07.25.21 klo 05.30.00 ap.,9.543,94.994,,,,,,,
18133,07.25.21 klo 06.00.00 ap.,9.628,95.922,,,,,,,
18134,07.25.21 klo 06.30.00 ap.,9.800,95.971,,,,,,,
18135,07.25.21 klo 07.00.00 ap.,10.701,91.233,,,,,,,
18136,07.25.21 klo 07.30.00 ap.,10.572,90.794,,,,,,,
18137,07.25.21 klo 08.00.00 ap.,10.872,90.232,,,,,,,
18138,07.25.21 klo 08.30.00 ap.,11.259,88.474,,,,,,,
18139,07.25.21 klo 09.00.00 ap.,11.816,87.253,,,,,,,
18140,07.25.21 klo 09.30.00 ap.,11.645,88.132,,,,,,,
18141,07.25.21 klo 10.00.00 ap.,12.674,87.253,,,,,,,
18142,07.25.21 klo 10.30.00 ap.,12.975,84.982,,,,,,,
18143,07.25.21 klo 11.00.00 ap.,12.588,87.424,,,,,,,
18144,07.25.21 klo 11.30.00 ap.,12.631,87.326,,,,,,,
18145,07.25.21 klo 12.00.00 ip.,12.803,86.911,,,,,,,
18146,07.25.21 klo 12.30.00 ip.,13.361,86.056,,,,,,,
18147,07.25.21 klo 01.00.00 ip.,13.446,84.884,,,,,,,
18148,07.25.21 klo 01.30.00 ip.,13.704,85.690,,,,,,,
18149,07.25.21 klo 02.00.00 ip.,12.889,86.081,,,,,,,
18150,07.25.21 klo 02.30.00 ip.,13.275,84.347,,,,,,,
18151,07.25.21 klo 03.00.00 ip.,13.017,86.056,,,,,,,
18152,07.25.21 klo 03.30.00 ip.,14.047,83.516,,,,,,,
18153,07.25.21 klo 04.00.00 ip.,12.932,86.471,,,,,,,
18154,07.25.21 klo 04.30.00 ip.,13.876,83.687,,,,,,,
18155,07.25.21 klo 05.00.00 ip.,15.849,77.436,,,,,,,
18156,07.25.21 klo 05.30.00 ip.,13.704,83.199,,,,,,,
18157,07.25.21 klo 06.00.00 ip.,13.876,82.979,,,,,,,
18158,07.25.21 klo 06.30.00 ip.,13.961,82.759,,,,,,,
18159,07.25.21 klo 07.00.00 ip.,12.889,86.081,,,,,,,
18160,07.25.21 klo 07.30.00 ip.,11.816,91.941,,,,,,,
18161,07.25.21 klo 08.00.00 ip.,11.559,95.433,,,,,,,
18162,07.25.21 klo 08.30.00 ip.,12.202,93.480,,,,,,,
18163,07.25.21 klo 09.00.00 ip.,11.430,94.237,,,,,,,
18164,07.25.21 klo 09.30.00 ip.,11.559,92.869,,,,,,,
18165,07.25.21 klo 10.00.00 ip.,11.301,94.847,,,,,,,
18166,07.25.21 klo 10.30.00 ip.,11.387,92.112,,,,,,,
18167,07.25.21 klo 11.00.00 ip.,11.730,87.595,,,,,,,
18168,07.25.21 klo 11.30.00 ip.,11.516,87.912,,,,,,,
18169,07.26.21 klo 12.00.00 ap.,10.572,92.869,,,,,,,
18170,07.26.21 klo 12.30.00 ap.,10.744,90.452,,,,,,,
18171,07.26.21 klo 01.00.00 ap.,9.800,94.628,,,,,,,
18172,07.26.21 klo 01.30.00 ap.,9.800,93.358,,,,,,,
18173,07.26.21 klo 02.00.00 ap.,9.114,95.824,,,,,,,
18174,07.26.21 klo 02.30.00 ap.,8.127,98.462,,,,,,,
18175,07.26.21 klo 03.00.00 ap.,7.698,98.926,,,,,,,
18176,07.26.21 klo 03.30.00 ap.,7.440,100.000,,,,,,,
18177,07.26.21 klo 04.00.00 ap.,7.440,100.000,,,,,,,
18178,07.26.21 klo 04.30.00 ap.,8.642,99.951,,,,,,,
18179,07.26.21 klo 05.00.00 ap.,8.341,99.414,,,,,,,
18180,07.26.21 klo 05.30.00 ap.,8.341,99.096,,,,,,,
18181,07.26.21 klo 06.00.00 ap.,8.942,98.168,,,,,,,
18182,07.26.21 klo 06.30.00 ap.,9.414,97.680,,,,,,,
18183,07.26.21 klo 07.00.00 ap.,11.173,91.429,,,,,,,
18184,07.26.21 klo 07.30.00 ap.,11.344,92.332,,,,,,,
18185,07.26.21 klo 08.00.00 ap.,13.618,81.978,,,,,,,
18186,07.26.21 klo 08.30.00 ap.,14.047,80.293,,,,,,,
18187,07.26.21 klo 09.00.00 ap.,14.390,78.730,,,,,,,
18188,07.26.21 klo 09.30.00 ap.,15.248,75.604,,,,,,,
18189,07.26.21 klo 10.00.00 ap.,16.278,68.840,,,,,,,
18190,07.26.21 klo 10.30.00 ap.,17.737,64.298,,,,,,,
18191,07.26.21 klo 11.00.00 ap.,20.439,56.068,,,,,,,
18192,07.26.21 klo 11.30.00 ap.,21.469,53.333,,,,,,,
18193,07.26.21 klo 12.00.00 ip.,20.997,51.355,,,,,,,
18194,07.26.21 klo 12.30.00 ip.,22.842,45.568,,,,,,,
18195,07.26.21 klo 01.00.00 ip.,23.314,46.789,,,,,,,
18196,07.26.21 klo 01.30.00 ip.,23.099,42.882,,,,,,,
18197,07.26.21 klo 02.00.00 ip.,24.858,44.737,,,,,,,
18198,07.26.21 klo 02.30.00 ip.,22.970,43.590,,,,,,,
18199,07.26.21 klo 03.00.00 ip.,22.885,47.106,,,,,,,
18200,07.26.21 klo 03.30.00 ip.,24.987,45.348,,,,,,,
18201,07.26.21 klo 04.00.00 ip.,24.300,49.402,,,,,,,
18202,07.26.21 klo 04.30.00 ip.,22.799,51.844,,,,,,,
18203,07.26.21 klo 05.00.00 ip.,23.271,54.872,,,,,,,
18204,07.26.21 klo 05.30.00 ip.,23.957,51.380,,,,,,,
18205,07.26.21 klo 06.00.00 ip.,22.198,54.530,,,,,,,
18206,07.26.21 klo 06.30.00 ip.,20.568,60.317,,,,,,,
18207,07.26.21 klo 07.00.00 ip.,21.512,58.437,,,,,,,
18208,07.26.21 klo 07.30.00 ip.,21.254,56.801,,,,,,,
18209,07.26.21 klo 08.00.00 ip.,20.182,60.171,,,,,,,
18210,07.26.21 klo 08.30.00 ip.,18.380,65.690,,,,,,,
18211,07.26.21 klo 09.00.00 ip.,17.779,68.791,,,,,,,
18212,07.26.21 klo 09.30.00 ip.,15.463,80.830,,,,,,,
18213,07.26.21 klo 10.00.00 ip.,13.790,87.057,,,,,,,
18214,07.26.21 klo 10.30.00 ip.,12.803,90.891,,,,,,,
18215,07.26.21 klo 11.00.00 ip.,12.202,92.112,,,,,,,
18216,07.26.21 klo 11.30.00 ip.,11.301,95.824,,,,,,,
18217,07.27.21 klo 12.00.00 ap.,11.473,96.313,,,,,,,
18218,07.27.21 klo 12.30.00 ap.,10.830,98.046,,,,,,,
18219,07.27.21 klo 01.00.00 ap.,10.358,99.414,,,,,,,
18220,07.27.21 klo 01.30.00 ap.,10.315,100.000,,,,,,,
18221,07.27.21 klo 02.00.00 ap.,10.443,100.000,,,,,,,
18222,07.27.21 klo 02.30.00 ap.,9.843,100.000,,,,,,,
18223,07.27.21 klo 03.00.00 ap.,9.714,100.000,,,,,,,
18224,07.27.21 klo 03.30.00 ap.,9.414,100.000,,,,,,,
18225,07.27.21 klo 04.00.00 ap.,9.671,100.000,,,,,,,
18226,07.27.21 klo 04.30.00 ap.,9.585,100.000,,,,,,,
18227,07.27.21 klo 05.00.00 ap.,11.130,100.000,,,,,,,
18228,07.27.21 klo 05.30.00 ap.,11.087,99.927,,,,,,,
18229,07.27.21 klo 06.00.00 ap.,10.401,100.000,,,,,,,
18230,07.27.21 klo 06.30.00 ap.,11.130,99.780,,,,,,,
18231,07.27.21 klo 07.00.00 ap.,12.331,97.924,,,,,,,
18232,07.27.21 klo 07.30.00 ap.,12.717,96.068,,,,,,,
18233,07.27.21 klo 08.00.00 ap.,15.334,89.499,,,,,,,
18234,07.27.21 klo 08.30.00 ap.,16.707,83.101,,,,,,,
18235,07.27.21 klo 09.00.00 ap.,16.578,82.564,,,,,,,
18236,07.27.21 klo 09.30.00 ap.,17.522,82.344,,,,,,,
18237,07.27.21 klo 10.00.00 ap.,18.294,76.581,,,,,,,
18238,07.27.21 klo 10.30.00 ap.,19.924,72.161,,,,,,,
18239,07.27.21 klo 11.00.00 ap.,23.271,61.416,,,,,,,
18240,07.27.21 klo 11.30.00 ap.,23.828,61.563,,,,,,,
18241,07.27.21 klo 12.00.00 ip.,24.300,60.830,,,,,,,
18242,07.27.21 klo 12.30.00 ip.,25.115,57.167,,,,,,,
18243,07.27.21 klo 01.00.00 ip.,25.888,57.241,,,,,,,
18244,07.27.21 klo 01.30.00 ip.,24.858,58.266,,,,,,,
18245,07.27.21 klo 02.00.00 ip.,27.990,49.866,,,,,,,
18246,07.27.21 klo 02.30.00 ip.,28.290,45.470,,,,,,,
18247,07.27.21 klo 03.00.00 ip.,27.475,43.761,,,,,,,
18248,07.27.21 klo 03.30.00 ip.,28.891,41.807,,,,,,,
18249,07.27.21 klo 04.00.00 ip.,27.046,44.713,,,,,,,
18250,07.27.21 klo 04.30.00 ip.,27.218,44.884,,,,,,,
18251,07.27.21 klo 05.00.00 ip.,26.145,48.571,,,,,,,
18252,07.27.21 klo 05.30.00 ip.,25.973,50.842,,,,,,,
18253,07.27.21 klo 06.00.00 ip.,24.858,53.040,,,,,,,
18254,07.27.21 klo 06.30.00 ip.,24.386,54.921,,,,,,,
18255,07.27.21 klo 07.00.00 ip.,23.013,57.802,,,,,,,
18256,07.27.21 klo 07.30.00 ip.,22.670,57.851,,,,,,,
18257,07.27.21 klo 08.00.00 ip.,21.211,63.223,,,,,,,
18258,07.27.21 klo 08.30.00 ip.,20.182,64.811,,,,,,,
18259,07.27.21 klo 09.00.00 ip.,18.251,71.819,,,,,,,
18260,07.27.21 klo 09.30.00 ip.,15.978,79.560,,,,,,,
18261,07.27.21 klo 10.00.00 ip.,14.648,83.761,,,,,,,
18262,07.27.21 klo 10.30.00 ip.,13.446,87.668,,,,,,,
18263,07.27.21 klo 11.00.00 ip.,11.645,93.651,,,,,,,
18264,07.27.21 klo 11.30.00 ip.,10.658,95.995,,,,,,,
18265,07.28.21 klo 12.00.00 ap.,9.843,99.048,,,,,,,
18266,07.28.21 klo 12.30.00 ap.,9.414,100.000,,,,,,,
18267,07.28.21 klo 01.00.00 ap.,8.985,100.000,,,,,,,
18268,07.28.21 klo 01.30.00 ap.,8.642,100.000,,,,,,,
18269,07.28.21 klo 02.00.00 ap.,8.256,100.000,,,,,,,
18270,07.28.21 klo 02.30.00 ap.,8.127,100.000,,,,,,,
18271,07.28.21 klo 03.00.00 ap.,7.526,100.000,,,,,,,
18272,07.28.21 klo 03.30.00 ap.,7.698,100.000,,,,,,,
18273,07.28.21 klo 04.00.00 ap.,7.827,100.000,,,,,,,
18274,07.28.21 klo 04.30.00 ap.,7.655,100.000,,,,,,,
18275,07.28.21 klo 05.00.00 ap.,7.698,100.000,,,,,,,
18276,07.28.21 klo 05.30.00 ap.,7.183,100.000,,,,,,,
18277,07.28.21 klo 06.00.00 ap.,7.183,100.000,,,,,,,
18278,07.28.21 klo 06.30.00 ap.,8.127,100.000,,,,,,,
18279,07.28.21 klo 07.00.00 ap.,9.156,99.560,,,,,,,
18280,07.28.21 klo 07.30.00 ap.,10.572,98.926,,,,,,,
18281,07.28.21 klo 08.00.00 ap.,12.546,93.016,,,,,,,
18282,07.28.21 klo 08.30.00 ap.,13.446,90.989,,,,,,,
18283,07.28.21 klo 09.00.00 ap.,13.489,90.574,,,,,,,
18284,07.28.21 klo 09.30.00 ap.,15.291,85.763,,,,,,,
18285,07.28.21 klo 10.00.00 ap.,17.608,77.167,,,,,,,
18286,07.28.21 klo 10.30.00 ap.,19.152,70.379,,,,,,,
18287,07.28.21 klo 11.00.00 ap.,21.640,60.244,,,,,,,
18288,07.28.21 klo 11.30.00 ap.,24.987,50.842,,,,,,,
18289,07.28.21 klo 12.00.00 ip.,23.056,56.996,,,,,,,
18290,07.28.21 klo 12.30.00 ip.,25.244,41.978,,,,,,,
18291,07.28.21 klo 01.00.00 ip.,23.657,54.725,,,,,,,
18292,07.28.21 klo 01.30.00 ip.,24.129,54.628,,,,,,,
18293,07.28.21 klo 02.00.00 ip.,23.528,54.237,,,,,,,
18294,07.28.21 klo 02.30.00 ip.,24.558,51.453,,,,,,,
18295,07.28.21 klo 03.00.00 ip.,22.713,55.726,,,,,,,
18296,07.28.21 klo 03.30.00 ip.,23.828,52.186,,,,,,,
18297,07.28.21 klo 04.00.00 ip.,21.512,56.361,,,,,,,
18298,07.28.21 klo 04.30.00 ip.,22.284,55.726,,,,,,,
18299,07.28.21 klo 05.00.00 ip.,20.997,57.167,,,,,,,
18300,07.28.21 klo 05.30.00 ip.,19.195,60.244,,,,,,,
18301,07.28.21 klo 06.00.00 ip.,17.994,63.516,,,,,,,
18302,07.28.21 klo 06.30.00 ip.,17.050,65.690,,,,,,,
18303,07.28.21 klo 07.00.00 ip.,15.377,72.576,,,,,,,
18304,07.28.21 klo 07.30.00 ip.,14.262,74.481,,,,,,,
18305,07.28.21 klo 08.00.00 ip.,11.859,82.637,,,,,,,
18306,07.28.21 klo 08.30.00 ip.,9.886,89.963,,,,,,,
18307,07.28.21 klo 09.00.00 ip.,8.813,95.140,,,,,,,
18308,07.28.21 klo 09.30.00 ip.,7.912,98.803,,,,,,,
18309,07.28.21 klo 10.00.00 ip.,7.569,99.341,,,,,,,
18310,07.28.21 klo 10.30.00 ip.,7.183,100.000,,,,,,,
18311,07.28.21 klo 11.00.00 ip.,6.711,100.000,,,,,,,
18312,07.28.21 klo 11.30.00 ip.,6.625,100.000,,,,,,,
18313,07.29.21 klo 12.00.00 ap.,5.982,100.000,,,,,,,
18314,07.29.21 klo 12.30.00 ap.,6.325,100.000,,,,,,,
18315,07.29.21 klo 01.00.00 ap.,6.239,100.000,,,,,,,
18316,07.29.21 klo 01.30.00 ap.,5.853,100.000,,,,,,,
18317,07.29.21 klo 02.00.00 ap.,5.982,100.000,,,,,,,
18318,07.29.21 klo 02.30.00 ap.,5.982,100.000,,,,,,,
18319,07.29.21 klo 03.00.00 ap.,5.767,100.000,,,,,,,
18320,07.29.21 klo 03.30.00 ap.,5.767,100.000,,,,,,,
18321,07.29.21 klo 04.00.00 ap.,5.682,100.000,,,,,,,
18322,07.29.21 klo 04.30.00 ap.,5.682,100.000,,,,,,,
18323,07.29.21 klo 05.00.00 ap.,6.196,100.000,,,,,,,
18324,07.29.21 klo 05.30.00 ap.,6.111,99.731,,,,,,,
18325,07.29.21 klo 06.00.00 ap.,6.282,99.194,,,,,,,
18326,07.29.21 klo 06.30.00 ap.,7.226,97.607,,,,,,,
18327,07.29.21 klo 07.00.00 ap.,7.741,95.971,,,,,,,
18328,07.29.21 klo 07.30.00 ap.,8.599,92.479,,,,,,,
18329,07.29.21 klo 08.00.00 ap.,9.114,90.208,,,,,,,
18330,07.29.21 klo 08.30.00 ap.,9.628,88.400,,,,,,,
18331,07.29.21 klo 09.00.00 ap.,10.057,86.813,,,,,,,
18332,07.29.21 klo 09.30.00 ap.,10.830,82.247,,,,,,,
18333,07.29.21 klo 10.00.00 ap.,11.473,80.513,,,,,,,
18334,07.29.21 klo 10.30.00 ap.,12.460,76.874,,,,,,,
18335,07.29.21 klo 11.00.00 ap.,13.790,68.913,,,,,,,
18336,07.29.21 klo 11.30.00 ap.,14.262,62.100,,,,,,,
18337,07.29.21 klo 12.00.00 ip.,16.278,60.220,,,,,,,
18338,07.29.21 klo 12.30.00 ip.,16.450,58.681,,,,,,,
18339,07.29.21 klo 01.00.00 ip.,15.935,62.515,,,,,,,
18340,07.29.21 klo 01.30.00 ip.,16.793,60.049,,,,,,,
18341,07.29.21 klo 02.00.00 ip.,18.509,50.379,,,,,,,
18342,07.29.21 klo 02.30.00 ip.,17.608,54.432,,,,,,,
18343,07.29.21 klo 03.00.00 ip.,17.822,54.847,,,,,,,
18344,07.29.21 klo 03.30.00 ip.,18.166,54.090,,,,,,,
18345,07.29.21 klo 04.00.00 ip.,17.694,55.409,,,,,,,
18346,07.29.21 klo 04.30.00 ip.,18.251,54.554,,,,,,,
18347,07.29.21 klo 05.00.00 ip.,18.251,53.529,,,,,,,
18348,07.29.21 klo 05.30.00 ip.,18.037,55.604,,,,,,,
18349,07.29.21 klo 06.00.00 ip.,17.822,56.117,,,,,,,
18350,07.29.21 klo 06.30.00 ip.,17.093,57.192,,,,,,,
18351,07.29.21 klo 07.00.00 ip.,16.750,56.166,,,,,,,
18352,07.29.21 klo 07.30.00 ip.,16.621,56.923,,,,,,,
18353,07.29.21 klo 08.00.00 ip.,16.106,58.168,,,,,,,
18354,07.29.21 klo 08.30.00 ip.,15.763,57.998,,,,,,,
18355,07.29.21 klo 09.00.00 ip.,13.275,65.568,,,,,,,
18356,07.29.21 klo 09.30.00 ip.,12.288,66.398,,,,,,,
18357,07.29.21 klo 10.00.00 ip.,12.331,69.915,,,,,,,
18358,07.29.21 klo 10.30.00 ip.,11.430,71.893,,,,,,,
18359,07.29.21 klo 11.00.00 ip.,10.872,74.408,,,,,,,
18360,07.29.21 klo 11.30.00 ip.,10.529,73.871,,,,,,,
18361,07.30.21 klo 12.00.00 ap.,10.443,75.092,,,,,,,
18362,07.30.21 klo 12.30.00 ap.,9.843,77.045,,,,,,,
18363,07.30.21 klo 01.00.00 ap.,8.985,79.243,,,,,,,
18364,07.30.21 klo 01.30.00 ap.,8.685,80.537,,,,,,,
18365,07.30.21 klo 02.00.00 ap.,8.556,79.927,,,,,,,
18366,07.30.21 klo 02.30.00 ap.,7.955,83.883,,,,,,,
18367,07.30.21 klo 03.00.00 ap.,7.398,84.103,,,,,,,
18368,07.30.21 klo 03.30.00 ap.,7.655,82.051,,,,,,,
18369,07.30.21 klo 04.00.00 ap.,7.612,81.758,,,,,,,
18370,07.30.21 klo 04.30.00 ap.,7.483,80.928,,,,,,,
18371,07.30.21 klo 05.00.00 ap.,7.440,81.612,,,,,,,
18372,07.30.21 klo 05.30.00 ap.,7.569,80.391,,,,,,,
18373,07.30.21 klo 06.00.00 ap.,7.741,79.560,,,,,,,
18374,07.30.21 klo 06.30.00 ap.,7.912,78.339,,,,,,,
18375,07.30.21 klo 07.00.00 ap.,8.213,76.703,,,,,,,
18376,07.30.21 klo 07.30.00 ap.,8.770,75.824,,,,,,,
18377,07.30.21 klo 08.00.00 ap.,8.813,77.460,,,,,,,
18378,07.30.21 klo 08.30.00 ap.,8.985,77.143,,,,,,,
18379,07.30.21 klo 09.00.00 ap.,9.500,76.777,,,,,,,
18380,07.30.21 klo 09.30.00 ap.,9.714,75.311,,,,,,,
18381,07.30.21 klo 10.00.00 ap.,9.714,75.458,,,,,,,
18382,07.30.21 klo 10.30.00 ap.,10.744,70.818,,,,,,,
18383,07.30.21 klo 11.00.00 ap.,11.087,72.186,,,,,,,
18384,07.30.21 klo 11.30.00 ap.,11.602,68.596,,,,,,,
18385,07.30.21 klo 12.00.00 ip.,12.331,67.131,,,,,,,
18386,07.30.21 klo 12.30.00 ip.,12.245,68.303,,,,,,,
18387,07.30.21 klo 01.00.00 ip.,12.503,70.794,,,,,,,
18388,07.30.21 klo 01.30.00 ip.,13.661,63.785,,,,,,,
18389,07.30.21 klo 02.00.00 ip.,13.017,65.177,,,,,,,
18390,07.30.21 klo 02.30.00 ip.,14.776,61.294,,,,,,,
18391,07.30.21 klo 03.00.00 ip.,17.050,54.847,,,,,,,
18392,07.30.21 klo 03.30.00 ip.,14.991,58.339,,,,,,,
18393,07.30.21 klo 04.00.00 ip.,14.390,60.757,,,,,,,
18394,07.30.21 klo 04.30.00 ip.,15.120,58.193,,,,,,,
18395,07.30.21 klo 05.00.00 ip.,17.608,50.940,,,,,,,
18396,07.30.21 klo 05.30.00 ip.,14.519,59.780,,,,,,,
18397,07.30.21 klo 06.00.00 ip.,15.806,56.850,,,,,,,
18398,07.30.21 klo 06.30.00 ip.,15.720,54.676,,,,,,,
18399,07.30.21 klo 07.00.00 ip.,13.318,62.369,,,,,,,
18400,07.30.21 klo 07.30.00 ip.,13.833,60.781,,,,,,,
18401,07.30.21 klo 08.00.00 ip.,12.889,63.834,,,,,,,
18402,07.30.21 klo 08.30.00 ip.,12.031,66.447,,,,,,,
18403,07.30.21 klo 09.00.00 ip.,10.572,71.722,,,,,,,
18404,07.30.21 klo 09.30.00 ip.,10.100,75.189,,,,,,,
18405,07.30.21 klo 10.00.00 ip.,10.014,75.971,,,,,,,
18406,07.30.21 klo 10.30.00 ip.,9.371,77.485,,,,,,,
18407,07.30.21 klo 11.00.00 ip.,9.114,79.219,,,,,,,
18408,07.30.21 klo 11.30.00 ip.,8.770,80.195,,,,,,,
18409,07.31.21 klo 12.00.00 ap.,8.513,81.905,,,,,,,
18410,07.31.21 klo 12.30.00 ap.,7.869,84.640,,,,,,,
18411,07.31.21 klo 01.00.00 ap.,7.312,87.375,,,,,,,
18412,07.31.21 klo 01.30.00 ap.,7.183,89.524,,,,,,,
18413,07.31.21 klo 02.00.00 ap.,6.926,91.013,,,,,,,
18414,07.31.21 klo 02.30.00 ap.,6.883,91.746,,,,,,,
18415,07.31.21 klo 03.00.00 ap.,7.054,91.966,,,,,,,
18416,07.31.21 klo 03.30.00 ap.,7.183,92.161,,,,,,,
18417,07.31.21 klo 04.00.00 ap.,7.312,92.869,,,,,,,
18418,07.31.21 klo 04.30.00 ap.,7.226,93.065,,,,,,,
18419,07.31.21 klo 05.00.00 ap.,7.655,92.650,,,,,,,
18420,07.31.21 klo 05.30.00 ap.,7.784,94.554,,,,,,,
18421,07.31.21 klo 06.00.00 ap.,8.084,97.094,,,,,,,
18422,07.31.21 klo 06.30.00 ap.,8.341,95.824,,,,,,,
18423,07.31.21 klo 07.00.00 ap.,8.341,97.509,,,,,,,
18424,07.31.21 klo 07.30.00 ap.,9.199,96.630,,,,,,,
18425,07.31.21 klo 08.00.00 ap.,9.500,93.114,,,,,,,
18426,07.31.21 klo 08.30.00 ap.,9.371,90.256,,,,,,,
18427,07.31.21 klo 09.00.00 ap.,9.371,93.407,,,,,,,
18428,07.31.21 klo 09.30.00 ap.,9.543,92.796,,,,,,,
18429,07.31.21 klo 10.00.00 ap.,10.872,87.131,,,,,,,
18430,07.31.21 klo 10.30.00 ap.,10.915,88.010,,,,,,,
18431,07.31.21 klo 11.00.00 ap.,11.216,86.862,,,,,,,
18432,07.31.21 klo 11.30.00 ap.,9.757,91.209,,,,,,,
18433,07.31.21 klo 12.00.00 ip.,9.886,94.505,,,,,,,
18434,07.31.21 klo 12.30.00 ip.,9.543,96.068,,,,,,,
18435,07.31.21 klo 01.00.00 ip.,9.714,97.607,,,,,,,
18436,07.31.21 klo 01.30.00 ip.,9.114,96.581,,,,,,,
18437,07.31.21 klo 02.00.00 ip.,7.998,98.486,,,,,,,
18438,07.31.21 klo 02.30.00 ip.,8.427,98.242,,,,,,,
18439,07.31.21 klo 03.00.00 ip.,7.569,97.924,,,,,,,
18440,07.31.21 klo 03.30.00 ip.,8.298,97.900,,,,,,,
18441,07.31.21 klo 04.00.00 ip.,8.899,96.435,,,,,,,
