"Plot Title:  20849263"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20849263, SEN S/N: 20849263, LBL: AT)","RH, % (LGR S/N: 20849263, SEN S/N: 20849263, LBL: RH)","Coupler Detached (LGR S/N: 20849263)","Bad Battery (LGR S/N: 20849263)","Good Battery (LGR S/N: 20849263)","Coupler Attached (LGR S/N: 20849263)","Host Connected (LGR S/N: 20849263)","Stopped (LGR S/N: 20849263)","End Of File (LGR S/N: 20849263)"
4290,10.09.20 klo 08.30.00 ip.,7.140,98.315,,,,,,,
4291,10.09.20 klo 09.00.00 ip.,7.011,98.779,,,,,,,
4292,10.09.20 klo 09.30.00 ip.,7.054,97.875,,,,,,,
4293,10.09.20 klo 10.00.00 ip.,7.054,97.607,,,,,,,
4294,10.09.20 klo 10.30.00 ip.,7.011,97.582,,,,,,,
4295,10.09.20 klo 11.00.00 ip.,6.969,98.803,,,,,,,
4296,10.09.20 klo 11.30.00 ip.,6.840,99.170,,,,,,,
4297,10.10.20 klo 12.00.00 ap.,6.797,99.023,,,,,,,
4298,10.10.20 klo 12.30.00 ap.,6.797,99.316,,,,,,,
4299,10.10.20 klo 01.00.00 ap.,6.754,99.243,,,,,,,
4300,10.10.20 klo 01.30.00 ap.,6.711,99.487,,,,,,,
4301,10.10.20 klo 02.00.00 ap.,6.625,100.000,,,,,,,
4302,10.10.20 klo 02.30.00 ap.,6.625,100.000,,,,,,,
4303,10.10.20 klo 03.00.00 ap.,6.540,100.000,,,,,,,
4304,10.10.20 klo 03.30.00 ap.,6.368,100.000,,,,,,,
4305,10.10.20 klo 04.00.00 ap.,6.239,100.000,,,,,,,
4306,10.10.20 klo 04.30.00 ap.,6.282,100.000,,,,,,,
4307,10.10.20 klo 05.00.00 ap.,6.368,100.000,,,,,,,
4308,10.10.20 klo 05.30.00 ap.,6.325,100.000,,,,,,,
4309,10.10.20 klo 06.00.00 ap.,6.325,100.000,,,,,,,
4310,10.10.20 klo 06.30.00 ap.,5.896,100.000,,,,,,,
4311,10.10.20 klo 07.00.00 ap.,5.982,100.000,,,,,,,
4312,10.10.20 klo 07.30.00 ap.,5.553,100.000,,,,,,,
4313,10.10.20 klo 08.00.00 ap.,5.639,100.000,,,,,,,
4314,10.10.20 klo 08.30.00 ap.,5.896,100.000,,,,,,,
4315,10.10.20 klo 09.00.00 ap.,5.896,100.000,,,,,,,
4316,10.10.20 klo 09.30.00 ap.,5.853,100.000,,,,,,,
4317,10.10.20 klo 10.00.00 ap.,5.939,100.000,,,,,,,
4318,10.10.20 klo 10.30.00 ap.,6.239,99.487,,,,,,,
4319,10.10.20 klo 11.00.00 ap.,6.582,99.316,,,,,,,
4320,10.10.20 klo 11.30.00 ap.,6.840,98.315,,,,,,,
4321,10.10.20 klo 12.00.00 ip.,7.269,96.532,,,,,,,
4322,10.10.20 klo 12.30.00 ip.,7.655,93.871,,,,,,,
4323,10.10.20 klo 01.00.00 ip.,8.470,92.430,,,,,,,
4324,10.10.20 klo 01.30.00 ip.,8.556,89.084,,,,,,,
4325,10.10.20 klo 02.00.00 ip.,9.199,88.230,,,,,,,
4326,10.10.20 klo 02.30.00 ip.,8.899,86.789,,,,,,,
4327,10.10.20 klo 03.00.00 ip.,7.955,91.868,,,,,,,
4328,10.10.20 klo 03.30.00 ip.,7.955,91.258,,,,,,,
4329,10.10.20 klo 04.00.00 ip.,7.741,91.648,,,,,,,
4330,10.10.20 klo 04.30.00 ip.,7.869,91.038,,,,,,,
4331,10.10.20 klo 05.00.00 ip.,7.140,93.407,,,,,,,
4332,10.10.20 klo 05.30.00 ip.,6.840,95.946,,,,,,,
4333,10.10.20 klo 06.00.00 ip.,6.711,96.484,,,,,,,
4334,10.10.20 klo 06.30.00 ip.,6.540,96.068,,,,,,,
4335,10.10.20 klo 07.00.00 ip.,6.411,94.066,,,,,,,
4336,10.10.20 klo 07.30.00 ip.,6.153,92.869,,,,,,,
4337,10.10.20 klo 08.00.00 ip.,5.724,94.017,,,,,,,
4338,10.10.20 klo 08.30.00 ip.,5.639,93.333,,,,,,,
4339,10.10.20 klo 09.00.00 ip.,5.639,92.405,,,,,,,
4340,10.10.20 klo 09.30.00 ip.,5.724,93.114,,,,,,,
4341,10.10.20 klo 10.00.00 ip.,5.338,95.995,,,,,,,
4342,10.10.20 klo 10.30.00 ip.,4.223,97.900,,,,,,,
4343,10.10.20 klo 11.00.00 ip.,4.008,99.976,,,,,,,
4344,10.10.20 klo 11.30.00 ip.,4.180,99.023,,,,,,,
4345,10.11.20 klo 12.00.00 ap.,4.094,99.560,,,,,,,
4346,10.11.20 klo 12.30.00 ap.,4.180,98.339,,,,,,,
4347,10.11.20 klo 01.00.00 ap.,5.081,94.432,,,,,,,
4348,10.11.20 klo 01.30.00 ap.,4.995,94.750,,,,,,,
4349,10.11.20 klo 02.00.00 ap.,4.995,94.725,,,,,,,
4350,10.11.20 klo 02.30.00 ap.,4.952,95.043,,,,,,,
4351,10.11.20 klo 03.00.00 ap.,4.437,97.778,,,,,,,
4352,10.11.20 klo 03.30.00 ap.,3.880,97.607,,,,,,,
4353,10.11.20 klo 04.00.00 ap.,3.751,98.584,,,,,,,
4354,10.11.20 klo 04.30.00 ap.,3.494,100.000,,,,,,,
4355,10.11.20 klo 05.00.00 ap.,2.893,100.000,,,,,,,
4356,10.11.20 klo 05.30.00 ap.,3.022,99.560,,,,,,,
4357,10.11.20 klo 06.00.00 ap.,2.893,100.000,,,,,,,
4358,10.11.20 klo 06.30.00 ap.,2.121,100.000,,,,,,,
4359,10.11.20 klo 07.00.00 ap.,2.593,100.000,,,,,,,
4360,10.11.20 klo 07.30.00 ap.,2.593,99.853,,,,,,,
4361,10.11.20 klo 08.00.00 ap.,2.636,100.000,,,,,,,
4362,10.11.20 klo 08.30.00 ap.,2.164,100.000,,,,,,,
4363,10.11.20 klo 09.00.00 ap.,2.679,100.000,,,,,,,
4364,10.11.20 klo 09.30.00 ap.,2.936,100.000,,,,,,,
4365,10.11.20 klo 10.00.00 ap.,4.008,98.535,,,,,,,
4366,10.11.20 klo 10.30.00 ap.,4.995,96.410,,,,,,,
4367,10.11.20 klo 11.00.00 ap.,5.767,95.238,,,,,,,
4368,10.11.20 klo 11.30.00 ap.,5.338,94.896,,,,,,,
4369,10.11.20 klo 12.00.00 ip.,5.381,94.286,,,,,,,
4370,10.11.20 klo 12.30.00 ip.,5.467,93.407,,,,,,,
4371,10.11.20 klo 01.00.00 ip.,5.253,95.531,,,,,,,
4372,10.11.20 klo 01.30.00 ip.,5.338,95.775,,,,,,,
4373,10.11.20 klo 02.00.00 ip.,5.381,95.775,,,,,,,
4374,10.11.20 klo 02.30.00 ip.,5.253,94.896,,,,,,,
4375,10.11.20 klo 03.00.00 ip.,5.553,94.652,,,,,,,
4376,10.11.20 klo 03.30.00 ip.,5.596,95.458,,,,,,,
4377,10.11.20 klo 04.00.00 ip.,5.253,94.066,,,,,,,
4378,10.11.20 klo 04.30.00 ip.,4.995,95.702,,,,,,,
4379,10.11.20 klo 05.00.00 ip.,4.738,96.581,,,,,,,
4380,10.11.20 klo 05.30.00 ip.,4.566,97.387,,,,,,,
4381,10.11.20 klo 06.00.00 ip.,4.137,96.728,,,,,,,
4382,10.11.20 klo 06.30.00 ip.,4.008,97.485,,,,,,,
4383,10.11.20 klo 07.00.00 ip.,3.751,98.437,,,,,,,
4384,10.11.20 klo 07.30.00 ip.,3.622,99.170,,,,,,,
4385,10.11.20 klo 08.00.00 ip.,3.837,98.852,,,,,,,
4386,10.11.20 klo 08.30.00 ip.,4.051,98.315,,,,,,,
4387,10.11.20 klo 09.00.00 ip.,3.923,98.657,,,,,,,
4388,10.11.20 klo 09.30.00 ip.,3.966,98.486,,,,,,,
4389,10.11.20 klo 10.00.00 ip.,3.665,100.000,,,,,,,
4390,10.11.20 klo 10.30.00 ip.,3.665,99.389,,,,,,,
4391,10.11.20 klo 11.00.00 ip.,3.537,97.436,,,,,,,
4392,10.11.20 klo 11.30.00 ip.,3.494,97.802,,,,,,,
4393,10.12.20 klo 12.00.00 ap.,3.494,96.606,,,,,,,
4394,10.12.20 klo 12.30.00 ap.,3.408,97.216,,,,,,,
4395,10.12.20 klo 01.00.00 ap.,3.279,96.947,,,,,,,
4396,10.12.20 klo 01.30.00 ap.,2.979,97.582,,,,,,,
4397,10.12.20 klo 02.00.00 ap.,3.150,95.385,,,,,,,
4398,10.12.20 klo 02.30.00 ap.,3.322,94.774,,,,,,,
4399,10.12.20 klo 03.00.00 ap.,3.322,94.432,,,,,,,
4400,10.12.20 klo 03.30.00 ap.,2.893,96.703,,,,,,,
4401,10.12.20 klo 04.00.00 ap.,3.193,96.166,,,,,,,
4402,10.12.20 klo 04.30.00 ap.,3.279,95.409,,,,,,,
4403,10.12.20 klo 05.00.00 ap.,3.108,95.507,,,,,,,
4404,10.12.20 klo 05.30.00 ap.,2.764,98.437,,,,,,,
4405,10.12.20 klo 06.00.00 ap.,2.807,98.950,,,,,,,
4406,10.12.20 klo 06.30.00 ap.,2.893,98.168,,,,,,,
4407,10.12.20 klo 07.00.00 ap.,2.979,97.118,,,,,,,
4408,10.12.20 klo 07.30.00 ap.,2.764,97.827,,,,,,,
4409,10.12.20 klo 08.00.00 ap.,2.507,97.851,,,,,,,
4410,10.12.20 klo 08.30.00 ap.,1.820,99.976,,,,,,,
4411,10.12.20 klo 09.00.00 ap.,1.778,100.000,,,,,,,
4412,10.12.20 klo 09.30.00 ap.,2.035,100.000,,,,,,,
4413,10.12.20 klo 10.00.00 ap.,2.507,100.000,,,,,,,
4414,10.12.20 klo 10.30.00 ap.,2.764,97.289,,,,,,,
4415,10.12.20 klo 11.00.00 ap.,3.236,97.192,,,,,,,
4416,10.12.20 klo 11.30.00 ap.,3.537,95.971,,,,,,,
4417,10.12.20 klo 12.00.00 ip.,3.622,96.215,,,,,,,
4418,10.12.20 klo 12.30.00 ip.,3.279,96.825,,,,,,,
4419,10.12.20 klo 01.00.00 ip.,4.008,95.018,,,,,,,
4420,10.12.20 klo 01.30.00 ip.,3.794,95.653,,,,,,,
4421,10.12.20 klo 02.00.00 ip.,4.008,93.846,,,,,,,
4422,10.12.20 klo 02.30.00 ip.,4.909,91.062,,,,,,,
4423,10.12.20 klo 03.00.00 ip.,3.966,94.603,,,,,,,
4424,10.12.20 klo 03.30.00 ip.,3.622,95.800,,,,,,,
4425,10.12.20 klo 04.00.00 ip.,3.923,89.646,,,,,,,
4426,10.12.20 klo 04.30.00 ip.,3.279,93.431,,,,,,,
4427,10.12.20 klo 05.00.00 ip.,3.065,93.797,,,,,,,
4428,10.12.20 klo 05.30.00 ip.,2.807,94.310,,,,,,,
4429,10.12.20 klo 06.00.00 ip.,2.507,93.504,,,,,,,
4430,10.12.20 klo 06.30.00 ip.,2.164,94.261,,,,,,,
4431,10.12.20 klo 07.00.00 ip.,2.035,93.284,,,,,,,
4432,10.12.20 klo 07.30.00 ip.,1.735,94.725,,,,,,,
4433,10.12.20 klo 08.00.00 ip.,1.649,95.580,,,,,,,
4434,10.12.20 klo 08.30.00 ip.,1.820,92.698,,,,,,,
4435,10.12.20 klo 09.00.00 ip.,1.692,95.116,,,,,,,
4436,10.12.20 klo 09.30.00 ip.,0.962,95.604,,,,,,,
4437,10.12.20 klo 10.00.00 ip.,0.619,97.656,,,,,,,
4438,10.12.20 klo 10.30.00 ip.,0.576,96.313,,,,,,,
4439,10.12.20 klo 11.00.00 ip.,0.834,92.234,,,,,,,
4440,10.12.20 klo 11.30.00 ip.,1.005,91.355,,,,,,,
4441,10.13.20 klo 12.00.00 ap.,0.877,93.797,,,,,,,
4442,10.13.20 klo 12.30.00 ap.,1.048,95.458,,,,,,,
4443,10.13.20 klo 01.00.00 ap.,0.834,93.578,,,,,,,
4444,10.13.20 klo 01.30.00 ap.,1.005,92.796,,,,,,,
4445,10.13.20 klo 02.00.00 ap.,0.962,91.893,,,,,,,
4446,10.13.20 klo 02.30.00 ap.,1.091,90.598,,,,,,,
4447,10.13.20 klo 03.00.00 ap.,0.791,92.063,,,,,,,
4448,10.13.20 klo 03.30.00 ap.,0.791,91.697,,,,,,,
4449,10.13.20 klo 04.00.00 ap.,0.662,91.819,,,,,,,
4450,10.13.20 klo 04.30.00 ap.,0.834,88.864,,,,,,,
4451,10.13.20 klo 05.00.00 ap.,0.576,92.137,,,,,,,
4452,10.13.20 klo 05.30.00 ap.,0.662,84.982,,,,,,,
4453,10.13.20 klo 06.00.00 ap.,0.705,86.325,,,,,,,
4454,10.13.20 klo 06.30.00 ap.,0.576,87.888,,,,,,,
4455,10.13.20 klo 07.00.00 ap.,0.576,86.935,,,,,,,
4456,10.13.20 klo 07.30.00 ap.,0.491,84.274,,,,,,,
4457,10.13.20 klo 08.00.00 ap.,0.276,85.836,,,,,,,
4458,10.13.20 klo 08.30.00 ap.,-0.282,88.425,,,,,,,
4459,10.13.20 klo 09.00.00 ap.,-0.625,89.035,,,,,,,
4460,10.13.20 klo 09.30.00 ap.,-0.453,89.451,,,,,,,
4461,10.13.20 klo 10.00.00 ap.,-0.196,89.158,,,,,,,
4462,10.13.20 klo 10.30.00 ap.,0.533,85.617,,,,,,,
4463,10.13.20 klo 11.00.00 ap.,0.276,88.889,,,,,,,
4464,10.13.20 klo 11.30.00 ap.,1.048,84.420,,,,,,,
4465,10.13.20 klo 12.00.00 ip.,1.005,84.713,,,,,,,
4466,10.13.20 klo 12.30.00 ip.,2.335,78.803,,,,,,,
4467,10.13.20 klo 01.00.00 ip.,2.464,81.172,,,,,,,
4468,10.13.20 klo 01.30.00 ip.,1.992,84.176,,,,,,,
4469,10.13.20 klo 02.00.00 ip.,3.108,75.678,,,,,,,
4470,10.13.20 klo 02.30.00 ip.,3.923,71.209,,,,,,,
4471,10.13.20 klo 03.00.00 ip.,4.652,70.989,,,,,,,
4472,10.13.20 klo 03.30.00 ip.,1.649,72.088,,,,,,,
4473,10.13.20 klo 04.00.00 ip.,1.391,75.409,,,,,,,
4474,10.13.20 klo 04.30.00 ip.,2.249,72.357,,,,,,,
4475,10.13.20 klo 05.00.00 ip.,1.735,71.306,,,,,,,
4476,10.13.20 klo 05.30.00 ip.,1.434,74.432,,,,,,,
4477,10.13.20 klo 06.00.00 ip.,1.349,74.188,,,,,,,
4478,10.13.20 klo 06.30.00 ip.,1.048,80.806,,,,,,,
4479,10.13.20 klo 07.00.00 ip.,1.091,80.513,,,,,,,
4480,10.13.20 klo 07.30.00 ip.,0.791,81.587,,,,,,,
4481,10.13.20 klo 08.00.00 ip.,0.533,84.005,,,,,,,
4482,10.13.20 klo 08.30.00 ip.,0.533,84.078,,,,,,,
4483,10.13.20 klo 09.00.00 ip.,0.834,84.005,,,,,,,
4484,10.13.20 klo 09.30.00 ip.,0.662,85.641,,,,,,,
4485,10.13.20 klo 10.00.00 ip.,1.134,84.762,,,,,,,
4486,10.13.20 klo 10.30.00 ip.,1.005,84.054,,,,,,,
4487,10.13.20 klo 11.00.00 ip.,0.791,85.495,,,,,,,
4488,10.13.20 klo 11.30.00 ip.,0.791,85.861,,,,,,,
4489,10.14.20 klo 12.00.00 ap.,1.005,83.785,,,,,,,
4490,10.14.20 klo 12.30.00 ap.,0.276,87.473,,,,,,,
4491,10.14.20 klo 01.00.00 ap.,0.576,84.615,,,,,,,
4492,10.14.20 klo 01.30.00 ap.,-0.153,88.864,,,,,,,
4493,10.14.20 klo 02.00.00 ap.,0.834,82.759,,,,,,,
4494,10.14.20 klo 02.30.00 ap.,-0.668,88.034,,,,,,,
4495,10.14.20 klo 03.00.00 ap.,-0.239,87.643,,,,,,,
4496,10.14.20 klo 03.30.00 ap.,-0.110,87.009,,,,,,,
4497,10.14.20 klo 04.00.00 ap.,0.147,86.569,,,,,,,
4498,10.14.20 klo 04.30.00 ap.,-0.496,88.987,,,,,,,
4499,10.14.20 klo 05.00.00 ap.,1.005,82.418,,,,,,,
4500,10.14.20 klo 05.30.00 ap.,0.147,84.322,,,,,,,
4501,10.14.20 klo 06.00.00 ap.,-0.110,85.617,,,,,,,
4502,10.14.20 klo 06.30.00 ap.,0.147,86.960,,,,,,,
4503,10.14.20 klo 07.00.00 ap.,0.405,88.767,,,,,,,
4504,10.14.20 klo 07.30.00 ap.,0.662,86.081,,,,,,,
4505,10.14.20 klo 08.00.00 ap.,0.533,88.254,,,,,,,
4506,10.14.20 klo 08.30.00 ap.,0.576,90.183,,,,,,,
4507,10.14.20 klo 09.00.00 ap.,1.306,92.674,,,,,,,
4508,10.14.20 klo 09.30.00 ap.,0.877,95.971,,,,,,,
4509,10.14.20 klo 10.00.00 ap.,1.563,95.116,,,,,,,
4510,10.14.20 klo 10.30.00 ap.,1.391,98.486,,,,,,,
4511,10.14.20 klo 11.00.00 ap.,1.992,96.435,,,,,,,
4512,10.14.20 klo 11.30.00 ap.,2.850,95.116,,,,,,,
4513,10.14.20 klo 12.00.00 ip.,3.022,95.263,,,,,,,
4514,10.14.20 klo 12.30.00 ip.,3.365,95.092,,,,,,,
4515,10.14.20 klo 01.00.00 ip.,3.537,94.530,,,,,,,
4516,10.14.20 klo 01.30.00 ip.,3.622,94.725,,,,,,,
4517,10.14.20 klo 02.00.00 ip.,4.266,91.893,,,,,,,
4518,10.14.20 klo 02.30.00 ip.,4.051,94.383,,,,,,,
4519,10.14.20 klo 03.00.00 ip.,4.137,92.576,,,,,,,
4520,10.14.20 klo 03.30.00 ip.,4.309,91.209,,,,,,,
4521,10.14.20 klo 04.00.00 ip.,3.579,95.092,,,,,,,
4522,10.14.20 klo 04.30.00 ip.,3.279,93.993,,,,,,,
4523,10.14.20 klo 05.00.00 ip.,3.365,94.310,,,,,,,
4524,10.14.20 klo 05.30.00 ip.,2.292,96.166,,,,,,,
4525,10.14.20 klo 06.00.00 ip.,2.121,95.458,,,,,,,
4526,10.14.20 klo 06.30.00 ip.,2.292,94.237,,,,,,,
4527,10.14.20 klo 07.00.00 ip.,1.820,94.383,,,,,,,
4528,10.14.20 klo 07.30.00 ip.,2.035,84.054,,,,,,,
4529,10.14.20 klo 08.00.00 ip.,1.778,80.513,,,,,,,
4530,10.14.20 klo 08.30.00 ip.,1.906,78.901,,,,,,,
4531,10.14.20 klo 09.00.00 ip.,2.292,76.728,,,,,,,
4532,10.14.20 klo 09.30.00 ip.,2.121,75.946,,,,,,,
4533,10.14.20 klo 10.00.00 ip.,2.078,78.999,,,,,,,
4534,10.14.20 klo 10.30.00 ip.,1.992,78.779,,,,,,,
4535,10.14.20 klo 11.00.00 ip.,0.705,87.595,,,,,,,
4536,10.14.20 klo 11.30.00 ip.,0.705,84.664,,,,,,,
4537,10.15.20 klo 12.00.00 ap.,0.748,84.200,,,,,,,
4538,10.15.20 klo 12.30.00 ap.,0.491,85.372,,,,,,,
4539,10.15.20 klo 01.00.00 ap.,0.920,80.366,,,,,,,
4540,10.15.20 klo 01.30.00 ap.,0.920,78.437,,,,,,,
4541,10.15.20 klo 02.00.00 ap.,0.619,81.392,,,,,,,
4542,10.15.20 klo 02.30.00 ap.,0.877,78.315,,,,,,,
4543,10.15.20 klo 03.00.00 ap.,0.877,78.657,,,,,,,
4544,10.15.20 klo 03.30.00 ap.,1.005,77.900,,,,,,,
4545,10.15.20 klo 04.00.00 ap.,0.920,78.681,,,,,,,
4546,10.15.20 klo 04.30.00 ap.,0.834,81.734,,,,,,,
4547,10.15.20 klo 05.00.00 ap.,0.448,83.761,,,,,,,
4548,10.15.20 klo 05.30.00 ap.,0.619,80.415,,,,,,,
4549,10.15.20 klo 06.00.00 ap.,0.662,80.391,,,,,,,
4550,10.15.20 klo 06.30.00 ap.,0.019,83.614,,,,,,,
4551,10.15.20 klo 07.00.00 ap.,-0.410,86.789,,,,,,,
4552,10.15.20 klo 07.30.00 ap.,-0.496,89.646,,,,,,,
4553,10.15.20 klo 08.00.00 ap.,-0.496,90.720,,,,,,,
4554,10.15.20 klo 08.30.00 ap.,0.190,87.033,,,,,,,
4555,10.15.20 klo 09.00.00 ap.,0.062,88.571,,,,,,,
4556,10.15.20 klo 09.30.00 ap.,0.748,86.398,,,,,,,
4557,10.15.20 klo 10.00.00 ap.,1.220,88.352,,,,,,,
4558,10.15.20 klo 10.30.00 ap.,1.306,83.956,,,,,,,
4559,10.15.20 klo 11.00.00 ap.,1.434,86.984,,,,,,,
4560,10.15.20 klo 11.30.00 ap.,1.477,88.987,,,,,,,
4561,10.15.20 klo 12.00.00 ip.,1.692,88.278,,,,,,,
4562,10.15.20 klo 12.30.00 ip.,1.906,83.761,,,,,,,
4563,10.15.20 klo 01.00.00 ip.,2.249,79.707,,,,,,,
4564,10.15.20 klo 01.30.00 ip.,2.378,78.681,,,,,,,
4565,10.15.20 klo 02.00.00 ip.,2.249,81.050,,,,,,,
4566,10.15.20 klo 02.30.00 ip.,2.164,82.637,,,,,,,
4567,10.15.20 klo 03.00.00 ip.,1.906,84.127,,,,,,,
4568,10.15.20 klo 03.30.00 ip.,2.464,82.222,,,,,,,
4569,10.15.20 klo 04.00.00 ip.,2.593,81.270,,,,,,,
4570,10.15.20 klo 04.30.00 ip.,2.249,84.371,,,,,,,
4571,10.15.20 klo 05.00.00 ip.,1.563,88.107,,,,,,,
4572,10.15.20 klo 05.30.00 ip.,1.220,88.547,,,,,,,
4573,10.15.20 klo 06.00.00 ip.,1.177,90.232,,,,,,,
4574,10.15.20 klo 06.30.00 ip.,0.834,91.990,,,,,,,
4575,10.15.20 klo 07.00.00 ip.,0.920,93.431,,,,,,,
4576,10.15.20 klo 07.30.00 ip.,0.705,91.673,,,,,,,
4577,10.15.20 klo 08.00.00 ip.,1.434,88.718,,,,,,,
4578,10.15.20 klo 08.30.00 ip.,1.091,90.745,,,,,,,
4579,10.15.20 klo 09.00.00 ip.,1.048,91.453,,,,,,,
4580,10.15.20 klo 09.30.00 ip.,0.877,94.628,,,,,,,
4581,10.15.20 klo 10.00.00 ip.,0.791,95.140,,,,,,,
4582,10.15.20 klo 10.30.00 ip.,0.834,94.139,,,,,,,
4583,10.15.20 klo 11.00.00 ip.,0.662,95.824,,,,,,,
4584,10.15.20 klo 11.30.00 ip.,0.448,95.287,,,,,,,
4585,10.16.20 klo 12.00.00 ap.,0.062,97.314,,,,,,,
4586,10.16.20 klo 12.30.00 ap.,-0.067,99.096,,,,,,,
4587,10.16.20 klo 01.00.00 ap.,0.147,96.557,,,,,,,
4588,10.16.20 klo 01.30.00 ap.,-0.110,94.310,,,,,,,
4589,10.16.20 klo 02.00.00 ap.,0.662,89.695,,,,,,,
4590,10.16.20 klo 02.30.00 ap.,0.662,87.643,,,,,,,
4591,10.16.20 klo 03.00.00 ap.,0.147,92.601,,,,,,,
4592,10.16.20 klo 03.30.00 ap.,-0.496,92.796,,,,,,,
4593,10.16.20 klo 04.00.00 ap.,-0.925,96.337,,,,,,,
4594,10.16.20 klo 04.30.00 ap.,-0.796,95.580,,,,,,,
4595,10.16.20 klo 05.00.00 ap.,-0.796,94.237,,,,,,,
4596,10.16.20 klo 05.30.00 ap.,-0.067,91.990,,,,,,,
4597,10.16.20 klo 06.00.00 ap.,-0.582,94.774,,,,,,,
4598,10.16.20 klo 06.30.00 ap.,-0.196,97.045,,,,,,,
4599,10.16.20 klo 07.00.00 ap.,0.877,91.893,,,,,,,
4600,10.16.20 klo 07.30.00 ap.,0.791,94.066,,,,,,,
4601,10.16.20 klo 08.00.00 ap.,0.662,95.922,,,,,,,
4602,10.16.20 klo 08.30.00 ap.,0.791,96.117,,,,,,,
4603,10.16.20 klo 09.00.00 ap.,0.705,95.433,,,,,,,
4604,10.16.20 klo 09.30.00 ap.,0.576,95.482,,,,,,,
4605,10.16.20 klo 10.00.00 ap.,0.705,94.579,,,,,,,
4606,10.16.20 klo 10.30.00 ap.,0.104,95.800,,,,,,,
4607,10.16.20 klo 11.00.00 ap.,1.177,93.797,,,,,,,
4608,10.16.20 klo 11.30.00 ap.,1.820,91.746,,,,,,,
4609,10.16.20 klo 12.00.00 ip.,1.778,95.311,,,,,,,
4610,10.16.20 klo 12.30.00 ip.,2.249,92.796,,,,,,,
4611,10.16.20 klo 01.00.00 ip.,2.207,93.895,,,,,,,
4612,10.16.20 klo 01.30.00 ip.,2.078,94.554,,,,,,,
4613,10.16.20 klo 02.00.00 ip.,2.078,94.725,,,,,,,
4614,10.16.20 klo 02.30.00 ip.,1.863,96.752,,,,,,,
4615,10.16.20 klo 03.00.00 ip.,1.692,97.436,,,,,,,
4616,10.16.20 klo 03.30.00 ip.,1.563,97.314,,,,,,,
4617,10.16.20 klo 04.00.00 ip.,1.563,97.021,,,,,,,
4618,10.16.20 klo 04.30.00 ip.,1.177,94.921,,,,,,,
4619,10.16.20 klo 05.00.00 ip.,0.920,96.508,,,,,,,
4620,10.16.20 klo 05.30.00 ip.,0.619,98.486,,,,,,,
4621,10.16.20 klo 06.00.00 ip.,0.448,99.145,,,,,,,
4622,10.16.20 klo 06.30.00 ip.,0.448,99.414,,,,,,,
4623,10.16.20 klo 07.00.00 ip.,0.448,98.926,,,,,,,
4624,10.16.20 klo 07.30.00 ip.,0.190,99.316,,,,,,,
4625,10.16.20 klo 08.00.00 ip.,0.147,100.000,,,,,,,
4626,10.16.20 klo 08.30.00 ip.,0.147,100.000,,,,,,,
4627,10.16.20 klo 09.00.00 ip.,0.147,100.000,,,,,,,
4628,10.16.20 klo 09.30.00 ip.,0.190,100.000,,,,,,,
4629,10.16.20 klo 10.00.00 ip.,0.276,99.658,,,,,,,
4630,10.16.20 klo 10.30.00 ip.,0.276,100.000,,,,,,,
4631,10.16.20 klo 11.00.00 ip.,0.233,100.000,,,,,,,
4632,10.16.20 klo 11.30.00 ip.,0.276,100.000,,,,,,,
4633,10.17.20 klo 12.00.00 ap.,0.319,100.000,,,,,,,
4634,10.17.20 klo 12.30.00 ap.,0.276,99.951,,,,,,,
4635,10.17.20 klo 01.00.00 ap.,0.362,99.536,,,,,,,
4636,10.17.20 klo 01.30.00 ap.,0.405,99.512,,,,,,,
4637,10.17.20 klo 02.00.00 ap.,0.405,99.658,,,,,,,
4638,10.17.20 klo 02.30.00 ap.,0.448,99.707,,,,,,,
4639,10.17.20 klo 03.00.00 ap.,0.405,100.000,,,,,,,
4640,10.17.20 klo 03.30.00 ap.,0.448,99.585,,,,,,,
4641,10.17.20 klo 04.00.00 ap.,0.405,99.805,,,,,,,
4642,10.17.20 klo 04.30.00 ap.,0.362,100.000,,,,,,,
4643,10.17.20 klo 05.00.00 ap.,0.448,98.828,,,,,,,
4644,10.17.20 klo 05.30.00 ap.,0.491,98.510,,,,,,,
4645,10.17.20 klo 06.00.00 ap.,0.405,97.094,,,,,,,
4646,10.17.20 klo 06.30.00 ap.,0.104,94.750,,,,,,,
4647,10.17.20 klo 07.00.00 ap.,-0.367,92.918,,,,,,,
4648,10.17.20 klo 07.30.00 ap.,-0.796,93.846,,,,,,,
4649,10.17.20 klo 08.00.00 ap.,-1.225,93.260,,,,,,,
4650,10.17.20 klo 08.30.00 ap.,-1.354,91.013,,,,,,,
4651,10.17.20 klo 09.00.00 ap.,-1.440,90.818,,,,,,,
4652,10.17.20 klo 09.30.00 ap.,-1.697,89.719,,,,,,,
4653,10.17.20 klo 10.00.00 ap.,-1.826,90.427,,,,,,,
4654,10.17.20 klo 10.30.00 ap.,-1.869,90.623,,,,,,,
4655,10.17.20 klo 11.00.00 ap.,-1.998,89.841,,,,,,,
4656,10.17.20 klo 11.30.00 ap.,-1.955,88.498,,,,,,,
4657,10.17.20 klo 12.00.00 ip.,-2.083,88.498,,,,,,,
4658,10.17.20 klo 12.30.00 ip.,-2.083,87.424,,,,,,,
4659,10.17.20 klo 01.00.00 ip.,-2.255,86.422,,,,,,,
