"Plot Title:  20849262"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20849262, SEN S/N: 20849262, LBL: AT)","RH, % (LGR S/N: 20849262, SEN S/N: 20849262, LBL: RH)","Coupler Detached (LGR S/N: 20849262)","Coupler Attached (LGR S/N: 20849262)","Host Connected (LGR S/N: 20849262)","Stopped (LGR S/N: 20849262)","End Of File (LGR S/N: 20849262)"
150,07.15.20 klo 02.30.00 ip.,18.637,52.039,,,,,
151,07.15.20 klo 03.00.00 ip.,19.238,52.405,,,,,
152,07.15.20 klo 03.30.00 ip.,19.624,52.503,,,,,
153,07.15.20 klo 04.00.00 ip.,19.924,52.503,,,,,
154,07.15.20 klo 04.30.00 ip.,20.139,52.601,,,,,
155,07.15.20 klo 05.00.00 ip.,20.568,53.236,,,,,
156,07.15.20 klo 05.30.00 ip.,21.083,53.773,,,,,
157,07.15.20 klo 06.00.00 ip.,21.469,53.822,,,,,
158,07.15.20 klo 06.30.00 ip.,21.683,53.822,,,,,
159,07.15.20 klo 07.00.00 ip.,21.898,53.797,,,,,
160,07.15.20 klo 07.30.00 ip.,21.941,53.455,,,,,
161,07.15.20 klo 08.00.00 ip.,21.855,53.284,,,,,
162,07.15.20 klo 08.30.00 ip.,21.855,53.040,,,,,
163,07.15.20 klo 09.00.00 ip.,21.726,52.796,,,,,
164,07.15.20 klo 09.30.00 ip.,21.555,52.479,,,,,
165,07.15.20 klo 10.00.00 ip.,21.254,52.161,,,,,
166,07.15.20 klo 10.30.00 ip.,20.997,51.795,,,,,
167,07.15.20 klo 11.00.00 ip.,20.611,51.306,,,,,
168,07.15.20 klo 11.30.00 ip.,20.225,50.818,,,,,
169,07.16.20 klo 12.00.00 ap.,19.753,50.305,,,,,
170,07.16.20 klo 12.30.00 ap.,19.324,49.866,,,,,
171,07.16.20 klo 01.00.00 ap.,18.852,49.426,,,,,
172,07.16.20 klo 01.30.00 ap.,18.423,48.962,,,,,
173,07.16.20 klo 02.00.00 ap.,18.037,48.620,,,,,
174,07.16.20 klo 02.30.00 ap.,17.608,48.278,,,,,
175,07.16.20 klo 03.00.00 ap.,17.179,47.961,,,,,
176,07.16.20 klo 03.30.00 ap.,16.793,47.692,,,,,
177,07.16.20 klo 04.00.00 ap.,16.407,47.448,,,,,
178,07.16.20 klo 04.30.00 ap.,16.063,47.326,,,,,
179,07.16.20 klo 05.00.00 ap.,15.806,47.155,,,,,
180,07.16.20 klo 05.30.00 ap.,15.592,47.131,,,,,
181,07.16.20 klo 06.00.00 ap.,15.420,47.082,,,,,
182,07.16.20 klo 06.30.00 ap.,15.377,47.057,,,,,
183,07.16.20 klo 07.00.00 ap.,15.291,47.082,,,,,
184,07.16.20 klo 07.30.00 ap.,15.248,47.131,,,,,
185,07.16.20 klo 08.00.00 ap.,15.291,47.155,,,,,
186,07.16.20 klo 08.30.00 ap.,15.291,47.253,,,,,
187,07.16.20 klo 09.00.00 ap.,15.334,47.326,,,,,
188,07.16.20 klo 09.30.00 ap.,15.549,47.473,,,,,
189,07.16.20 klo 10.00.00 ap.,15.720,47.717,,,,,
190,07.16.20 klo 10.30.00 ap.,15.978,47.912,,,,,
191,07.16.20 klo 11.00.00 ap.,16.235,48.205,,,,,
192,07.16.20 klo 11.30.00 ap.,16.535,48.474,,,,,
193,07.16.20 klo 12.00.00 ip.,16.836,48.816,,,,,
194,07.16.20 klo 12.30.00 ip.,17.222,49.158,,,,,
195,07.16.20 klo 01.00.00 ip.,17.565,49.573,,,,,
196,07.16.20 klo 01.30.00 ip.,17.908,49.915,,,,,
197,07.16.20 klo 02.00.00 ip.,18.166,50.085,,,,,
198,07.16.20 klo 02.30.00 ip.,18.466,50.305,,,,,
199,07.16.20 klo 03.00.00 ip.,18.595,50.330,,,,,
200,07.16.20 klo 03.30.00 ip.,18.766,50.525,,,,,
201,07.16.20 klo 04.00.00 ip.,18.981,50.916,,,,,
202,07.16.20 klo 04.30.00 ip.,19.410,51.429,,,,,
203,07.16.20 klo 05.00.00 ip.,19.839,51.966,,,,,
204,07.16.20 klo 05.30.00 ip.,20.268,52.332,,,,,
205,07.16.20 klo 06.00.00 ip.,20.568,52.674,,,,,
206,07.16.20 klo 06.30.00 ip.,20.868,52.845,,,,,
207,07.16.20 klo 07.00.00 ip.,21.126,52.869,,,,,
208,07.16.20 klo 07.30.00 ip.,21.126,52.723,,,,,
209,07.16.20 klo 08.00.00 ip.,21.083,52.601,,,,,
210,07.16.20 klo 08.30.00 ip.,21.040,52.503,,,,,
211,07.16.20 klo 09.00.00 ip.,20.954,52.357,,,,,
212,07.16.20 klo 09.30.00 ip.,20.868,52.186,,,,,
213,07.16.20 klo 10.00.00 ip.,20.654,52.015,,,,,
214,07.16.20 klo 10.30.00 ip.,20.482,51.819,,,,,
215,07.16.20 klo 11.00.00 ip.,20.182,51.575,,,,,
216,07.16.20 klo 11.30.00 ip.,19.753,51.160,,,,,
217,07.17.20 klo 12.00.00 ap.,19.367,50.647,,,,,
218,07.17.20 klo 12.30.00 ap.,18.852,50.061,,,,,
219,07.17.20 klo 01.00.00 ap.,18.294,49.451,,,,,
220,07.17.20 klo 01.30.00 ap.,17.737,48.840,,,,,
221,07.17.20 klo 02.00.00 ap.,17.136,48.254,,,,,
222,07.17.20 klo 02.30.00 ap.,16.535,47.741,,,,,
223,07.17.20 klo 03.00.00 ap.,15.935,47.204,,,,,
224,07.17.20 klo 03.30.00 ap.,15.334,46.716,,,,,
225,07.17.20 klo 04.00.00 ap.,14.734,46.300,,,,,
226,07.17.20 klo 04.30.00 ap.,14.133,45.958,,,,,
227,07.17.20 klo 05.00.00 ap.,13.575,45.714,,,,,
228,07.17.20 klo 05.30.00 ap.,13.060,45.519,,,,,
229,07.17.20 klo 06.00.00 ap.,12.717,45.495,,,,,
230,07.17.20 klo 06.30.00 ap.,12.374,45.446,,,,,
231,07.17.20 klo 07.00.00 ap.,12.288,45.495,,,,,
232,07.17.20 klo 07.30.00 ap.,12.202,45.690,,,,,
233,07.17.20 klo 08.00.00 ap.,12.288,45.836,,,,,
234,07.17.20 klo 08.30.00 ap.,12.503,46.227,,,,,
235,07.17.20 klo 09.00.00 ap.,12.846,46.716,,,,,
236,07.17.20 klo 09.30.00 ap.,13.361,47.277,,,,,
237,07.17.20 klo 10.00.00 ap.,13.961,48.010,,,,,
238,07.17.20 klo 10.30.00 ap.,14.562,48.864,,,,,
239,07.17.20 klo 11.00.00 ap.,15.291,49.866,,,,,
240,07.17.20 klo 11.30.00 ap.,16.106,50.842,,,,,
241,07.17.20 klo 12.00.00 ip.,16.879,51.648,,,,,
242,07.17.20 klo 12.30.00 ip.,17.565,52.405,,,,,
243,07.17.20 klo 01.00.00 ip.,18.166,53.040,,,,,
244,07.17.20 klo 01.30.00 ip.,18.809,53.675,,,,,
245,07.17.20 klo 02.00.00 ip.,19.453,54.505,,,,,
246,07.17.20 klo 02.30.00 ip.,20.225,55.409,,,,,
247,07.17.20 klo 03.00.00 ip.,20.911,56.020,,,,,
248,07.17.20 klo 03.30.00 ip.,21.598,56.752,,,,,
249,07.17.20 klo 04.00.00 ip.,22.284,57.338,,,,,
250,07.17.20 klo 04.30.00 ip.,22.885,57.924,,,,,
251,07.17.20 klo 05.00.00 ip.,23.614,58.462,,,,,
252,07.17.20 klo 05.30.00 ip.,24.343,58.926,,,,,
253,07.17.20 klo 06.00.00 ip.,24.944,59.219,,,,,
254,07.17.20 klo 06.30.00 ip.,25.544,59.365,,,,,
255,07.17.20 klo 07.00.00 ip.,25.973,59.316,,,,,
256,07.17.20 klo 07.30.00 ip.,26.317,59.121,,,,,
257,07.17.20 klo 08.00.00 ip.,26.488,58.632,,,,,
258,07.17.20 klo 08.30.00 ip.,26.488,58.022,,,,,
259,07.17.20 klo 09.00.00 ip.,26.317,57.387,,,,,
260,07.17.20 klo 09.30.00 ip.,26.059,56.752,,,,,
261,07.17.20 klo 10.00.00 ip.,25.630,56.068,,,,,
262,07.17.20 klo 10.30.00 ip.,25.244,55.214,,,,,
263,07.17.20 klo 11.00.00 ip.,24.644,54.310,,,,,
264,07.17.20 klo 11.30.00 ip.,24.043,53.309,,,,,
265,07.18.20 klo 12.00.00 ap.,23.356,52.259,,,,,
266,07.18.20 klo 12.30.00 ap.,22.541,51.160,,,,,
267,07.18.20 klo 01.00.00 ap.,21.769,50.183,,,,,
268,07.18.20 klo 01.30.00 ap.,21.040,49.255,,,,,
269,07.18.20 klo 02.00.00 ap.,20.225,48.474,,,,,
270,07.18.20 klo 02.30.00 ap.,19.410,47.839,,,,,
271,07.18.20 klo 03.00.00 ap.,18.723,47.277,,,,,
272,07.18.20 klo 03.30.00 ap.,17.994,46.764,,,,,
273,07.18.20 klo 04.00.00 ap.,17.308,46.374,,,,,
274,07.18.20 klo 04.30.00 ap.,16.750,46.056,,,,,
275,07.18.20 klo 05.00.00 ap.,16.106,45.861,,,,,
276,07.18.20 klo 05.30.00 ap.,15.720,45.739,,,,,
277,07.18.20 klo 06.00.00 ap.,15.334,45.739,,,,,
278,07.18.20 klo 06.30.00 ap.,15.120,45.763,,,,,
279,07.18.20 klo 07.00.00 ap.,14.948,45.836,,,,,
280,07.18.20 klo 07.30.00 ap.,14.905,45.910,,,,,
281,07.18.20 klo 08.00.00 ap.,14.948,46.105,,,,,
282,07.18.20 klo 08.30.00 ap.,15.077,46.374,,,,,
283,07.18.20 klo 09.00.00 ap.,15.334,46.642,,,,,
284,07.18.20 klo 09.30.00 ap.,15.592,46.960,,,,,
285,07.18.20 klo 10.00.00 ap.,15.849,47.253,,,,,
286,07.18.20 klo 10.30.00 ap.,16.278,47.643,,,,,
287,07.18.20 klo 11.00.00 ap.,16.750,48.132,,,,,
288,07.18.20 klo 11.30.00 ap.,17.222,48.571,,,,,
289,07.18.20 klo 12.00.00 ip.,17.737,49.133,,,,,
290,07.18.20 klo 12.30.00 ip.,18.294,49.744,,,,,
291,07.18.20 klo 01.00.00 ip.,18.938,50.647,,,,,
292,07.18.20 klo 01.30.00 ip.,19.667,51.404,,,,,
293,07.18.20 klo 02.00.00 ip.,20.482,52.308,,,,,
294,07.18.20 klo 02.30.00 ip.,21.126,52.943,,,,,
295,07.18.20 klo 03.00.00 ip.,21.555,52.796,,,,,
296,07.18.20 klo 03.30.00 ip.,21.640,52.698,,,,,
297,07.18.20 klo 04.00.00 ip.,21.769,52.747,,,,,
298,07.18.20 klo 04.30.00 ip.,22.155,53.162,,,,,
299,07.18.20 klo 05.00.00 ip.,22.627,53.455,,,,,
300,07.18.20 klo 05.30.00 ip.,22.927,53.578,,,,,
301,07.18.20 klo 06.00.00 ip.,23.185,53.748,,,,,
302,07.18.20 klo 06.30.00 ip.,23.356,53.797,,,,,
303,07.18.20 klo 07.00.00 ip.,23.614,53.968,,,,,
304,07.18.20 klo 07.30.00 ip.,23.743,53.944,,,,,
305,07.18.20 klo 08.00.00 ip.,23.743,53.895,,,,,
306,07.18.20 klo 08.30.00 ip.,23.571,53.553,,,,,
307,07.18.20 klo 09.00.00 ip.,23.442,53.382,,,,,
308,07.18.20 klo 09.30.00 ip.,23.356,53.236,,,,,
309,07.18.20 klo 10.00.00 ip.,23.228,53.089,,,,,
310,07.18.20 klo 10.30.00 ip.,23.142,52.796,,,,,
311,07.18.20 klo 11.00.00 ip.,22.799,52.332,,,,,
312,07.18.20 klo 11.30.00 ip.,22.327,51.575,,,,,
313,07.19.20 klo 12.00.00 ap.,21.726,50.598,,,,,
314,07.19.20 klo 12.30.00 ap.,21.126,49.621,,,,,
315,07.19.20 klo 01.00.00 ap.,20.353,48.669,,,,,
316,07.19.20 klo 01.30.00 ap.,19.667,47.814,,,,,
317,07.19.20 klo 02.00.00 ap.,18.895,46.984,,,,,
318,07.19.20 klo 02.30.00 ap.,18.123,46.154,,,,,
319,07.19.20 klo 03.00.00 ap.,17.350,45.421,,,,,
320,07.19.20 klo 03.30.00 ap.,16.578,44.835,,,,,
321,07.19.20 klo 04.00.00 ap.,15.806,44.298,,,,,
322,07.19.20 klo 04.30.00 ap.,15.077,43.883,,,,,
323,07.19.20 klo 05.00.00 ap.,14.476,43.614,,,,,
324,07.19.20 klo 05.30.00 ap.,13.961,43.394,,,,,
325,07.19.20 klo 06.00.00 ap.,13.575,43.297,,,,,
326,07.19.20 klo 06.30.00 ap.,13.189,43.346,,,,,
327,07.19.20 klo 07.00.00 ap.,12.932,43.394,,,,,
328,07.19.20 klo 07.30.00 ap.,12.717,43.443,,,,,
329,07.19.20 klo 08.00.00 ap.,12.588,43.516,,,,,
330,07.19.20 klo 08.30.00 ap.,12.503,43.590,,,,,
331,07.19.20 klo 09.00.00 ap.,12.417,43.614,,,,,
332,07.19.20 klo 09.30.00 ap.,12.331,43.663,,,,,
333,07.19.20 klo 10.00.00 ap.,12.288,43.663,,,,,
334,07.19.20 klo 10.30.00 ap.,12.245,43.761,,,,,
335,07.19.20 klo 11.00.00 ap.,12.245,43.810,,,,,
336,07.19.20 klo 11.30.00 ap.,12.288,43.858,,,,,
337,07.19.20 klo 12.00.00 ip.,12.417,44.054,,,,,
338,07.19.20 klo 12.30.00 ip.,12.631,44.322,,,,,
339,07.19.20 klo 01.00.00 ip.,13.275,45.470,,,,,
340,07.19.20 klo 01.30.00 ip.,14.519,46.667,,,,,
341,07.19.20 klo 02.00.00 ip.,15.506,47.717,,,,,
342,07.19.20 klo 02.30.00 ip.,16.278,48.449,,,,,
343,07.19.20 klo 03.00.00 ip.,17.007,48.962,,,,,
344,07.19.20 klo 03.30.00 ip.,17.608,49.426,,,,,
345,07.19.20 klo 04.00.00 ip.,18.123,49.719,,,,,
346,07.19.20 klo 04.30.00 ip.,18.552,49.988,,,,,
347,07.19.20 klo 05.00.00 ip.,18.938,50.159,,,,,
348,07.19.20 klo 05.30.00 ip.,19.238,50.330,,,,,
349,07.19.20 klo 06.00.00 ip.,19.581,50.403,,,,,
350,07.19.20 klo 06.30.00 ip.,19.796,50.476,,,,,
351,07.19.20 klo 07.00.00 ip.,20.053,50.525,,,,,
352,07.19.20 klo 07.30.00 ip.,20.225,50.647,,,,,
353,07.19.20 klo 08.00.00 ip.,20.396,50.623,,,,,
354,07.19.20 klo 08.30.00 ip.,20.525,50.672,,,,,
355,07.19.20 klo 09.00.00 ip.,20.611,50.696,,,,,
356,07.19.20 klo 09.30.00 ip.,20.782,50.672,,,,,
357,07.19.20 klo 10.00.00 ip.,20.868,50.696,,,,,
358,07.19.20 klo 10.30.00 ip.,20.911,50.647,,,,,
359,07.19.20 klo 11.00.00 ip.,20.997,50.598,,,,,
360,07.19.20 klo 11.30.00 ip.,20.997,50.525,,,,,
361,07.20.20 klo 12.00.00 ap.,21.083,50.501,,,,,
362,07.20.20 klo 12.30.00 ap.,21.083,50.427,,,,,
363,07.20.20 klo 01.00.00 ap.,21.169,50.452,,,,,
364,07.20.20 klo 01.30.00 ap.,21.211,50.427,,,,,
365,07.20.20 klo 02.00.00 ap.,21.254,50.403,,,,,
366,07.20.20 klo 02.30.00 ap.,21.340,50.379,,,,,
367,07.20.20 klo 03.00.00 ap.,21.426,50.354,,,,,
368,07.20.20 klo 03.30.00 ap.,21.469,50.379,,,,,
369,07.20.20 klo 04.00.00 ap.,21.469,50.330,,,,,
370,07.20.20 klo 04.30.00 ap.,21.555,50.330,,,,,
371,07.20.20 klo 05.00.00 ap.,21.555,50.305,,,,,
372,07.20.20 klo 05.30.00 ap.,21.640,50.305,,,,,
373,07.20.20 klo 06.00.00 ap.,21.640,50.281,,,,,
374,07.20.20 klo 06.30.00 ap.,21.683,50.256,,,,,
375,07.20.20 klo 07.00.00 ap.,21.683,50.232,,,,,
376,07.20.20 klo 07.30.00 ap.,21.726,50.208,,,,,
377,07.20.20 klo 08.00.00 ap.,21.769,50.183,,,,,
378,07.20.20 klo 08.30.00 ap.,21.769,50.183,,,,,
379,07.20.20 klo 09.00.00 ap.,21.769,50.183,,,,,
380,07.20.20 klo 09.30.00 ap.,21.812,50.134,,,,,
381,07.20.20 klo 10.00.00 ap.,21.812,50.110,,,,,
382,07.20.20 klo 10.30.00 ap.,21.812,50.061,,,,,
383,07.20.20 klo 11.00.00 ap.,21.769,50.037,,,,,
384,07.20.20 klo 11.30.00 ap.,21.769,49.988,,,,,
385,07.20.20 klo 12.00.00 ip.,21.769,49.988,,,,,
386,07.20.20 klo 12.30.00 ip.,21.769,49.963,,,,,
387,07.20.20 klo 01.00.00 ip.,21.769,49.915,,,,,
388,07.20.20 klo 01.30.00 ip.,21.769,49.890,,,,,
389,07.20.20 klo 02.00.00 ip.,21.769,49.866,,,,,
390,07.20.20 klo 02.30.00 ip.,21.769,49.841,,,,,
391,07.20.20 klo 03.00.00 ip.,21.726,49.817,,,,,
392,07.20.20 klo 03.30.00 ip.,21.769,49.817,,,,,
393,07.20.20 klo 04.00.00 ip.,21.769,49.817,,,,,
394,07.20.20 klo 04.30.00 ip.,21.769,49.792,,,,,
395,07.20.20 klo 05.00.00 ip.,21.769,49.817,,,,,
396,07.20.20 klo 05.30.00 ip.,21.726,49.792,,,,,
397,07.20.20 klo 06.00.00 ip.,21.812,49.792,,,,,
398,07.20.20 klo 06.30.00 ip.,21.769,49.792,,,,,
399,07.20.20 klo 07.00.00 ip.,21.769,49.792,,,,,
