"Plot Title:  20858597"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20858597, SEN S/N: 20858597)","RH, % (LGR S/N: 20858597, SEN S/N: 20858597)","Coupler Detached (LGR S/N: 20858597)","Coupler Attached (LGR S/N: 20858597)","Host Connected (LGR S/N: 20858597)","Stopped (LGR S/N: 20858597)","End Of File (LGR S/N: 20858597)"
1,08.09.20 klo 02.20.10 ip.,22.885,43.053,,,,,
2,08.09.20 klo 02.20.20 ip.,,,Logged,,,,
3,08.09.20 klo 02.50.10 ip.,22.970,43.126,,,,,
4,08.09.20 klo 03.20.10 ip.,23.142,42.149,,,,,
5,08.09.20 klo 03.50.10 ip.,23.356,41.807,,,,,
6,08.09.20 klo 04.20.10 ip.,23.442,41.172,,,,,
7,08.09.20 klo 04.50.10 ip.,23.528,40.855,,,,,
8,08.09.20 klo 05.20.10 ip.,23.614,41.123,,,,,
9,08.09.20 klo 05.50.10 ip.,23.657,41.074,,,,,
10,08.09.20 klo 06.20.10 ip.,23.528,40.757,,,,,
11,08.09.20 klo 06.50.10 ip.,23.485,40.781,,,,,
12,08.09.20 klo 07.20.10 ip.,23.442,40.464,,,,,
13,08.09.20 klo 07.50.10 ip.,23.485,40.830,,,,,
14,08.09.20 klo 08.20.10 ip.,23.528,41.123,,,,,
15,08.09.20 klo 08.50.10 ip.,23.528,40.830,,,,,
16,08.09.20 klo 09.20.10 ip.,23.528,40.708,,,,,
17,08.09.20 klo 09.50.10 ip.,23.485,40.440,,,,,
18,08.09.20 klo 10.20.10 ip.,23.485,40.220,,,,,
19,08.09.20 klo 10.50.10 ip.,23.442,40.024,,,,,
20,08.09.20 klo 11.20.10 ip.,23.314,38.779,,,,,
21,08.09.20 klo 11.50.10 ip.,23.228,39.487,,,,,
22,08.10.20 klo 12.20.10 ap.,23.228,39.219,,,,,
23,08.10.20 klo 12.50.10 ap.,23.142,39.194,,,,,
24,08.10.20 klo 01.20.10 ap.,23.142,39.536,,,,,
25,08.10.20 klo 01.50.10 ap.,23.056,39.365,,,,,
26,08.10.20 klo 02.20.10 ap.,23.013,39.438,,,,,
27,08.10.20 klo 02.50.10 ap.,22.927,38.999,,,,,
28,08.10.20 klo 03.20.10 ap.,22.799,37.998,,,,,
29,08.10.20 klo 03.50.10 ap.,22.756,38.242,,,,,
30,08.10.20 klo 04.20.10 ap.,22.756,38.388,,,,,
31,08.10.20 klo 04.50.10 ap.,22.799,38.364,,,,,
32,08.10.20 klo 05.20.10 ap.,22.756,38.339,,,,,
33,08.10.20 klo 05.50.10 ap.,22.756,38.291,,,,,
34,08.10.20 klo 06.20.10 ap.,22.713,38.413,,,,,
35,08.10.20 klo 06.50.10 ap.,22.756,38.657,,,,,
36,08.10.20 klo 07.20.10 ap.,22.713,38.779,,,,,
37,08.10.20 klo 07.50.10 ap.,22.713,38.901,,,,,
38,08.10.20 klo 08.20.10 ap.,22.713,38.852,,,,,
39,08.10.20 klo 08.50.10 ap.,22.670,38.535,,,,,
40,08.10.20 klo 09.20.10 ap.,22.541,38.339,,,,,
41,08.10.20 klo 09.50.10 ap.,22.713,38.584,,,,,
42,08.10.20 klo 10.20.10 ap.,22.670,38.608,,,,,
43,08.10.20 klo 10.50.10 ap.,22.627,38.535,,,,,
44,08.10.20 klo 11.20.10 ap.,22.627,38.266,,,,,
45,08.10.20 klo 11.50.10 ap.,22.584,38.144,,,,,
46,08.10.20 klo 12.20.10 ip.,22.584,38.022,,,,,
47,08.10.20 klo 12.50.10 ip.,22.541,38.071,,,,,
48,08.10.20 klo 01.20.10 ip.,22.541,38.120,,,,,
49,08.10.20 klo 01.50.10 ip.,22.541,38.242,,,,,
50,08.10.20 klo 02.20.10 ip.,22.541,38.217,,,,,
51,08.10.20 klo 02.50.10 ip.,22.541,38.242,,,,,
52,08.10.20 klo 03.20.10 ip.,22.498,38.339,,,,,
53,08.10.20 klo 03.50.10 ip.,22.498,38.388,,,,,
54,08.10.20 klo 04.20.10 ip.,22.456,38.510,,,,,
55,08.10.20 klo 04.50.10 ip.,22.456,38.608,,,,,
56,08.10.20 klo 05.20.10 ip.,22.498,38.584,,,,,
57,08.10.20 klo 05.50.10 ip.,22.456,38.852,,,,,
58,08.10.20 klo 06.20.10 ip.,22.498,39.267,,,,,
59,08.10.20 klo 06.50.10 ip.,22.498,39.634,,,,,
60,08.10.20 klo 07.20.10 ip.,22.584,40.488,,,,,
61,08.10.20 klo 07.50.10 ip.,22.584,40.488,,,,,
62,08.10.20 klo 08.20.10 ip.,22.627,40.537,,,,,
63,08.10.20 klo 08.50.10 ip.,22.627,40.464,,,,,
64,08.10.20 klo 09.20.10 ip.,22.756,40.195,,,,,
65,08.10.20 klo 09.50.10 ip.,22.627,40.440,,,,,
66,08.10.20 klo 10.20.10 ip.,22.541,40.659,,,,,
67,08.10.20 klo 10.50.10 ip.,22.498,40.757,,,,,
68,08.10.20 klo 11.20.10 ip.,22.413,40.708,,,,,
69,08.10.20 klo 11.50.10 ip.,22.327,40.586,,,,,
70,08.11.20 klo 12.20.10 ap.,22.327,40.513,,,,,
71,08.11.20 klo 12.50.10 ap.,22.241,40.342,,,,,
72,08.11.20 klo 01.20.10 ap.,22.241,40.171,,,,,
73,08.11.20 klo 01.50.10 ap.,22.284,40.049,,,,,
74,08.11.20 klo 02.20.10 ap.,22.241,39.902,,,,,
75,08.11.20 klo 02.50.10 ap.,22.241,39.731,,,,,
76,08.11.20 klo 03.20.10 ap.,22.241,39.731,,,,,
77,08.11.20 klo 03.50.10 ap.,22.198,39.560,,,,,
78,08.11.20 klo 04.20.10 ap.,22.198,39.438,,,,,
79,08.11.20 klo 04.50.10 ap.,22.198,39.316,,,,,
80,08.11.20 klo 05.20.10 ap.,22.198,39.243,,,,,
81,08.11.20 klo 05.50.10 ap.,22.198,39.121,,,,,
82,08.11.20 klo 06.20.10 ap.,22.155,39.145,,,,,
83,08.11.20 klo 06.50.10 ap.,22.155,39.072,,,,,
84,08.11.20 klo 07.20.10 ap.,22.155,38.999,,,,,
85,08.11.20 klo 07.50.10 ap.,22.155,38.999,,,,,
86,08.11.20 klo 08.20.10 ap.,22.241,39.219,,,,,
87,08.11.20 klo 08.50.10 ap.,22.198,39.292,,,,,
88,08.11.20 klo 09.20.10 ap.,22.241,39.316,,,,,
89,08.11.20 klo 09.50.10 ap.,22.284,39.267,,,,,
90,08.11.20 klo 10.20.10 ap.,22.370,39.145,,,,,
91,08.11.20 klo 10.50.10 ap.,22.413,39.121,,,,,
92,08.11.20 klo 11.20.10 ap.,22.456,39.048,,,,,
93,08.11.20 klo 11.50.10 ap.,22.584,39.487,,,,,
94,08.11.20 klo 12.20.10 ip.,22.584,39.512,,,,,
95,08.11.20 klo 12.50.10 ip.,22.584,39.585,,,,,
96,08.11.20 klo 01.20.10 ip.,22.541,39.609,,,,,
97,08.11.20 klo 01.50.10 ip.,22.627,39.609,,,,,
98,08.11.20 klo 02.20.10 ip.,22.670,39.487,,,,,
99,08.11.20 klo 02.50.10 ip.,22.799,39.316,,,,,
100,08.11.20 klo 03.20.10 ip.,22.885,39.219,,,,,
101,08.11.20 klo 03.50.10 ip.,22.970,39.096,,,,,
102,08.11.20 klo 04.20.10 ip.,22.970,39.048,,,,,
103,08.11.20 klo 04.50.10 ip.,22.970,38.950,,,,,
104,08.11.20 klo 05.20.10 ip.,23.142,39.512,,,,,
105,08.11.20 klo 05.50.10 ip.,23.056,39.878,,,,,
106,08.11.20 klo 06.20.10 ip.,23.013,40.049,,,,,
107,08.11.20 klo 06.50.10 ip.,22.927,39.951,,,,,
108,08.11.20 klo 07.20.10 ip.,22.885,39.976,,,,,
109,08.11.20 klo 07.50.10 ip.,22.799,39.902,,,,,
110,08.11.20 klo 08.20.10 ip.,22.713,39.829,,,,,
111,08.11.20 klo 08.50.10 ip.,22.627,39.805,,,,,
112,08.11.20 klo 09.20.10 ip.,22.456,39.805,,,,,
113,08.11.20 klo 09.50.10 ip.,22.370,39.707,,,,,
114,08.11.20 klo 10.20.10 ip.,22.284,39.976,,,,,
115,08.11.20 klo 10.50.10 ip.,22.284,40.171,,,,,
116,08.11.20 klo 11.20.10 ip.,22.370,40.464,,,,,
117,08.11.20 klo 11.50.10 ip.,22.241,40.537,,,,,
118,08.12.20 klo 12.20.10 ap.,22.241,40.611,,,,,
119,08.12.20 klo 12.50.10 ap.,22.198,40.488,,,,,
120,08.12.20 klo 01.20.10 ap.,22.284,40.391,,,,,
121,08.12.20 klo 01.50.10 ap.,22.198,40.366,,,,,
122,08.12.20 klo 02.20.10 ap.,22.198,40.244,,,,,
123,08.12.20 klo 02.50.10 ap.,22.198,40.220,,,,,
124,08.12.20 klo 03.20.10 ap.,22.198,40.171,,,,,
125,08.12.20 klo 03.50.10 ap.,22.198,40.049,,,,,
126,08.12.20 klo 04.20.10 ap.,22.155,40.049,,,,,
127,08.12.20 klo 04.50.10 ap.,22.198,40.000,,,,,
128,08.12.20 klo 05.20.10 ap.,22.198,39.927,,,,,
129,08.12.20 klo 05.50.10 ap.,22.198,39.902,,,,,
130,08.12.20 klo 06.20.10 ap.,22.155,39.780,,,,,
131,08.12.20 klo 06.50.10 ap.,22.155,39.731,,,,,
132,08.12.20 klo 07.20.10 ap.,22.198,39.683,,,,,
133,08.12.20 klo 07.50.10 ap.,22.155,39.634,,,,,
134,08.12.20 klo 08.20.10 ap.,22.241,39.707,,,,,
135,08.12.20 klo 08.50.10 ap.,22.198,39.780,,,,,
136,08.12.20 klo 09.20.10 ap.,22.198,39.829,,,,,
137,08.12.20 klo 09.50.10 ap.,22.241,39.878,,,,,
138,08.12.20 klo 10.20.10 ap.,22.284,39.829,,,,,
139,08.12.20 klo 10.50.10 ap.,22.370,39.878,,,,,
140,08.12.20 klo 11.20.10 ap.,22.370,39.853,,,,,
141,08.12.20 klo 11.50.10 ap.,22.370,39.707,,,,,
142,08.12.20 klo 12.20.10 ip.,22.413,39.731,,,,,
143,08.12.20 klo 12.50.10 ip.,22.370,39.658,,,,,
144,08.12.20 klo 01.20.10 ip.,22.413,39.609,,,,,
145,08.12.20 klo 01.50.10 ip.,22.498,39.658,,,,,
146,08.12.20 klo 02.20.10 ip.,22.498,39.683,,,,,
147,08.12.20 klo 02.50.10 ip.,22.584,39.658,,,,,
148,08.12.20 klo 03.20.10 ip.,22.584,39.585,,,,,
149,08.12.20 klo 03.50.10 ip.,22.584,39.585,,,,,
150,08.12.20 klo 04.20.10 ip.,22.584,39.707,,,,,
151,08.12.20 klo 04.50.10 ip.,22.713,39.658,,,,,
152,08.12.20 klo 05.20.10 ip.,22.756,39.805,,,,,
153,08.12.20 klo 05.50.10 ip.,22.885,39.976,,,,,
154,08.12.20 klo 06.20.10 ip.,22.927,40.024,,,,,
155,08.12.20 klo 06.50.10 ip.,22.970,40.049,,,,,
156,08.12.20 klo 07.20.10 ip.,23.013,40.049,,,,,
157,08.12.20 klo 07.50.10 ip.,22.970,40.000,,,,,
158,08.12.20 klo 08.20.10 ip.,22.970,40.000,,,,,
159,08.12.20 klo 08.50.10 ip.,23.056,40.098,,,,,
160,08.12.20 klo 09.20.10 ip.,23.056,40.171,,,,,
161,08.12.20 klo 09.50.10 ip.,23.056,40.342,,,,,
162,08.12.20 klo 10.20.10 ip.,23.099,40.293,,,,,
163,08.12.20 klo 10.50.10 ip.,23.013,40.293,,,,,
164,08.12.20 klo 11.20.10 ip.,22.885,40.147,,,,,
165,08.12.20 klo 11.50.10 ip.,22.756,40.049,,,,,
166,08.13.20 klo 12.20.10 ap.,22.713,40.024,,,,,
167,08.13.20 klo 12.50.10 ap.,22.584,39.902,,,,,
168,08.13.20 klo 01.20.10 ap.,22.584,39.853,,,,,
169,08.13.20 klo 01.50.10 ap.,22.498,39.829,,,,,
170,08.13.20 klo 02.20.10 ap.,22.498,39.780,,,,,
171,08.13.20 klo 02.50.10 ap.,22.498,39.634,,,,,
172,08.13.20 klo 03.20.10 ap.,22.456,39.536,,,,,
173,08.13.20 klo 03.50.10 ap.,22.413,39.438,,,,,
174,08.13.20 klo 04.20.10 ap.,22.456,39.365,,,,,
175,08.13.20 klo 04.50.10 ap.,22.327,39.316,,,,,
176,08.13.20 klo 05.20.10 ap.,22.413,39.219,,,,,
177,08.13.20 klo 05.50.10 ap.,22.413,39.121,,,,,
178,08.13.20 klo 06.20.10 ap.,22.327,39.023,,,,,
179,08.13.20 klo 06.50.10 ap.,22.370,39.023,,,,,
180,08.13.20 klo 07.20.10 ap.,22.327,39.023,,,,,
181,08.13.20 klo 07.50.10 ap.,22.327,38.974,,,,,
182,08.13.20 klo 08.20.10 ap.,22.456,39.219,,,,,
183,08.13.20 klo 08.50.10 ap.,22.456,39.243,,,,,
184,08.13.20 klo 09.20.10 ap.,22.413,39.389,,,,,
185,08.13.20 klo 09.50.10 ap.,22.413,39.438,,,,,
186,08.13.20 klo 10.20.10 ap.,22.456,39.463,,,,,
187,08.13.20 klo 10.50.10 ap.,22.456,39.805,,,,,
188,08.13.20 klo 11.20.10 ap.,22.456,40.366,,,,,
189,08.13.20 klo 11.50.10 ap.,22.670,41.832,,,,,
190,08.13.20 klo 12.20.10 ip.,22.584,41.929,,,,,
191,08.13.20 klo 12.50.10 ip.,22.541,42.051,,,,,
192,08.13.20 klo 01.20.10 ip.,22.456,41.954,,,,,
193,08.13.20 klo 01.50.10 ip.,22.413,41.758,,,,,
194,08.13.20 klo 02.20.10 ip.,22.413,41.636,,,,,
195,08.13.20 klo 02.50.10 ip.,22.413,41.514,,,,,
196,08.13.20 klo 03.20.10 ip.,22.327,41.343,,,,,
197,08.13.20 klo 03.50.10 ip.,22.327,41.221,,,,,
198,08.13.20 klo 04.20.10 ip.,22.198,41.123,,,,,
199,08.13.20 klo 04.50.10 ip.,22.241,41.074,,,,,
200,08.13.20 klo 05.20.10 ip.,22.241,41.074,,,,,
201,08.13.20 klo 05.50.10 ip.,22.155,41.001,,,,,
202,08.13.20 klo 06.20.10 ip.,22.112,41.001,,,,,
203,08.13.20 klo 06.50.10 ip.,22.069,40.928,,,,,
204,08.13.20 klo 07.20.10 ip.,22.069,41.001,,,,,
205,08.13.20 klo 07.50.10 ip.,22.027,40.952,,,,,
206,08.13.20 klo 08.20.10 ip.,22.069,41.050,,,,,
207,08.13.20 klo 08.50.10 ip.,22.027,41.050,,,,,
208,08.13.20 klo 09.20.10 ip.,22.027,41.221,,,,,
209,08.13.20 klo 09.50.10 ip.,22.027,41.221,,,,,
210,08.13.20 klo 10.20.10 ip.,22.027,41.343,,,,,
211,08.13.20 klo 10.50.10 ip.,21.984,41.441,,,,,
212,08.13.20 klo 11.20.10 ip.,21.941,41.490,,,,,
213,08.13.20 klo 11.50.10 ip.,21.941,41.465,,,,,
214,08.14.20 klo 12.20.10 ap.,21.898,41.490,,,,,
215,08.14.20 klo 12.50.10 ap.,21.941,41.538,,,,,
216,08.14.20 klo 01.20.10 ap.,21.855,41.465,,,,,
217,08.14.20 klo 01.50.10 ap.,21.855,41.441,,,,,
218,08.14.20 klo 02.20.10 ap.,21.855,41.416,,,,,
219,08.14.20 klo 02.50.10 ap.,21.855,41.392,,,,,
220,08.14.20 klo 03.20.10 ap.,21.855,41.319,,,,,
221,08.14.20 klo 03.50.10 ap.,21.898,41.319,,,,,
222,08.14.20 klo 04.20.10 ap.,21.855,41.245,,,,,
223,08.14.20 klo 04.50.10 ap.,21.855,41.245,,,,,
224,08.14.20 klo 05.20.10 ap.,21.812,41.197,,,,,
225,08.14.20 klo 05.50.10 ap.,21.812,41.123,,,,,
226,08.14.20 klo 06.20.10 ap.,21.812,41.123,,,,,
227,08.14.20 klo 06.50.10 ap.,21.812,41.123,,,,,
228,08.14.20 klo 07.20.10 ap.,21.855,41.026,,,,,
229,08.14.20 klo 07.50.10 ap.,21.898,41.172,,,,,
230,08.14.20 klo 08.20.10 ap.,21.898,41.294,,,,,
231,08.14.20 klo 08.50.10 ap.,21.941,41.368,,,,,
