"Plot Title:  20854972"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20854972, SEN S/N: 20854972)","RH, % (LGR S/N: 20854972, SEN S/N: 20854972)","Coupler Detached (LGR S/N: 20854972)","Coupler Attached (LGR S/N: 20854972)","Host Connected (LGR S/N: 20854972)","Stopped (LGR S/N: 20854972)","End Of File (LGR S/N: 20854972)"
1,08.03.20 klo 08.11.12 ip.,24.558,47.155,,,,,
2,08.03.20 klo 08.11.37 ip.,,,Logged,,,,
3,08.03.20 klo 08.41.12 ip.,25.931,38.926,,,,,
4,08.03.20 klo 09.11.12 ip.,25.630,42.222,,,,,
5,08.03.20 klo 09.41.12 ip.,25.244,42.295,,,,,
6,08.03.20 klo 10.11.12 ip.,24.901,42.515,,,,,
7,08.03.20 klo 10.41.12 ip.,24.472,42.540,,,,,
8,08.03.20 klo 11.11.12 ip.,24.129,42.027,,,,,
9,08.03.20 klo 11.41.12 ip.,23.743,41.685,,,,,
10,08.04.20 klo 12.11.12 ap.,23.485,41.538,,,,,
11,08.04.20 klo 12.41.12 ap.,23.228,41.587,,,,,
12,08.04.20 klo 01.11.12 ap.,23.228,41.734,,,,,
13,08.04.20 klo 01.41.12 ap.,23.142,41.441,,,,,
14,08.04.20 klo 02.11.12 ap.,23.142,41.197,,,,,
15,08.04.20 klo 02.41.12 ap.,23.099,40.977,,,,,
16,08.04.20 klo 03.11.12 ap.,23.056,40.855,,,,,
17,08.04.20 klo 03.41.12 ap.,22.970,40.635,,,,,
18,08.04.20 klo 04.11.12 ap.,22.970,40.464,,,,,
19,08.04.20 klo 04.41.12 ap.,22.970,40.269,,,,,
20,08.04.20 klo 05.11.12 ap.,22.970,40.000,,,,,
21,08.04.20 klo 05.41.12 ap.,23.013,39.805,,,,,
22,08.04.20 klo 06.11.12 ap.,23.013,39.585,,,,,
23,08.04.20 klo 06.41.12 ap.,23.013,39.365,,,,,
24,08.04.20 klo 07.11.12 ap.,23.099,39.243,,,,,
25,08.04.20 klo 07.41.12 ap.,23.099,39.170,,,,,
26,08.04.20 klo 08.11.12 ap.,22.927,42.637,,,,,
27,08.04.20 klo 08.41.12 ap.,22.842,42.027,,,,,
28,08.04.20 klo 09.11.12 ap.,22.885,42.711,,,,,
29,08.04.20 klo 09.41.12 ap.,22.284,41.636,,,,,
30,08.04.20 klo 10.11.12 ap.,22.198,43.687,,,,,
31,08.04.20 klo 10.41.12 ap.,22.241,43.223,,,,,
32,08.04.20 klo 11.11.12 ap.,22.069,43.858,,,,,
33,08.04.20 klo 11.41.12 ap.,22.069,43.712,,,,,
34,08.04.20 klo 12.11.12 ip.,20.182,40.537,,,,,
35,08.04.20 klo 12.41.12 ip.,23.056,60.269,,,,,
36,08.04.20 klo 01.11.12 ip.,22.327,35.433,,,,,
37,08.04.20 klo 01.41.12 ip.,18.595,41.319,,,,,
38,08.04.20 klo 02.11.12 ip.,19.796,36.923,,,,,
39,08.04.20 klo 02.41.12 ip.,17.994,41.905,,,,,
40,08.04.20 klo 03.11.12 ip.,18.380,42.271,,,,,
41,08.04.20 klo 03.41.12 ip.,20.611,33.822,,,,,
42,08.04.20 klo 04.11.12 ip.,20.439,34.652,,,,,
43,08.04.20 klo 04.41.12 ip.,23.828,32.552,,,,,
44,08.04.20 klo 05.11.12 ip.,17.007,54.408,,,,,
45,08.04.20 klo 05.41.12 ip.,16.664,55.409,,,,,
46,08.04.20 klo 06.11.12 ip.,17.951,50.794,,,,,
47,08.04.20 klo 06.41.12 ip.,16.364,55.629,,,,,
48,08.04.20 klo 07.11.12 ip.,15.334,62.344,,,,,
49,08.04.20 klo 07.41.12 ip.,14.948,67.668,,,,,
50,08.04.20 klo 08.11.12 ip.,14.562,69.499,,,,,
51,08.04.20 klo 08.41.12 ip.,13.532,79.096,,,,,
52,08.04.20 klo 09.11.12 ip.,12.460,84.176,,,,,
53,08.04.20 klo 09.41.12 ip.,11.516,92.015,,,,,
54,08.04.20 klo 10.11.12 ip.,11.473,93.187,,,,,
55,08.04.20 klo 10.41.12 ip.,11.044,93.919,,,,,
56,08.04.20 klo 11.11.12 ip.,10.615,95.092,,,,,
57,08.04.20 klo 11.41.12 ip.,10.057,96.020,,,,,
58,08.05.20 klo 12.11.12 ap.,10.014,97.289,,,,,
59,08.05.20 klo 12.41.12 ap.,10.014,97.070,,,,,
60,08.05.20 klo 01.11.12 ap.,9.886,97.729,,,,,
61,08.05.20 klo 01.41.12 ap.,10.014,97.851,,,,,
62,08.05.20 klo 02.11.12 ap.,9.843,98.803,,,,,
63,08.05.20 klo 02.41.12 ap.,9.929,100.000,,,,,
64,08.05.20 klo 03.11.12 ap.,9.886,100.000,,,,,
65,08.05.20 klo 03.41.12 ap.,9.757,99.512,,,,,
66,08.05.20 klo 04.11.12 ap.,9.714,99.463,,,,,
67,08.05.20 klo 04.41.12 ap.,9.585,98.852,,,,,
68,08.05.20 klo 05.11.12 ap.,9.628,99.048,,,,,
69,08.05.20 klo 05.41.12 ap.,9.757,98.901,,,,,
70,08.05.20 klo 06.11.12 ap.,9.671,97.778,,,,,
71,08.05.20 klo 06.41.12 ap.,10.143,94.921,,,,,
72,08.05.20 klo 07.11.12 ap.,10.272,94.725,,,,,
73,08.05.20 klo 07.41.12 ap.,10.272,94.505,,,,,
74,08.05.20 klo 08.11.12 ap.,10.572,92.430,,,,,
75,08.05.20 klo 08.41.12 ap.,11.173,88.962,,,,,
76,08.05.20 klo 09.11.12 ap.,11.602,85.421,,,,,
77,08.05.20 klo 09.41.12 ap.,11.902,83.223,,,,,
78,08.05.20 klo 10.11.12 ap.,12.717,78.730,,,,,
79,08.05.20 klo 10.41.12 ap.,13.318,75.800,,,,,
80,08.05.20 klo 11.11.12 ap.,16.063,64.200,,,,,
81,08.05.20 klo 11.41.12 ap.,17.308,58.632,,,,,
82,08.05.20 klo 12.11.12 ip.,17.093,59.976,,,,,
83,08.05.20 klo 12.41.12 ip.,19.667,50.159,,,,,
84,08.05.20 klo 01.11.12 ip.,19.410,50.159,,,,,
85,08.05.20 klo 01.41.12 ip.,15.806,60.904,,,,,
86,08.05.20 klo 02.11.12 ip.,18.552,53.040,,,,,
87,08.05.20 klo 02.41.12 ip.,16.321,58.095,,,,,
88,08.05.20 klo 03.11.12 ip.,17.522,53.919,,,,,
89,08.05.20 klo 03.41.12 ip.,15.163,62.735,,,,,
90,08.05.20 klo 04.11.12 ip.,16.149,60.415,,,,,
91,08.05.20 klo 04.41.12 ip.,16.450,56.654,,,,,
92,08.05.20 klo 05.11.12 ip.,19.453,48.962,,,,,
93,08.05.20 klo 05.41.12 ip.,17.779,54.359,,,,,
94,08.05.20 klo 06.11.12 ip.,15.806,61.172,,,,,
95,08.05.20 klo 06.41.12 ip.,15.377,63.834,,,,,
96,08.05.20 klo 07.11.12 ip.,14.562,67.766,,,,,
97,08.05.20 klo 07.41.12 ip.,14.047,69.133,,,,,
98,08.05.20 klo 08.11.12 ip.,13.532,70.379,,,,,
99,08.05.20 klo 08.41.12 ip.,13.146,72.967,,,,,
100,08.05.20 klo 09.11.12 ip.,12.460,79.170,,,,,
101,08.05.20 klo 09.41.12 ip.,12.117,81.392,,,,,
102,08.05.20 klo 10.11.12 ip.,11.645,82.344,,,,,
103,08.05.20 klo 10.41.12 ip.,10.915,85.495,,,,,
104,08.05.20 klo 11.11.12 ip.,9.757,89.011,,,,,
105,08.05.20 klo 11.41.12 ip.,7.054,93.529,,,,,
106,08.06.20 klo 12.11.12 ap.,6.196,97.534,,,,,
107,08.06.20 klo 12.41.12 ap.,7.655,98.706,,,,,
108,08.06.20 klo 01.11.12 ap.,7.054,96.068,,,,,
109,08.06.20 klo 01.41.12 ap.,4.566,98.339,,,,,
110,08.06.20 klo 02.11.12 ap.,4.137,98.730,,,,,
111,08.06.20 klo 02.41.12 ap.,4.051,98.168,,,,,
112,08.06.20 klo 03.11.12 ap.,3.537,99.145,,,,,
113,08.06.20 klo 03.41.12 ap.,3.537,99.121,,,,,
114,08.06.20 klo 04.11.12 ap.,3.408,99.194,,,,,
115,08.06.20 klo 04.41.12 ap.,3.451,99.389,,,,,
116,08.06.20 klo 05.11.12 ap.,3.622,99.805,,,,,
117,08.06.20 klo 05.41.12 ap.,3.923,99.194,,,,,
118,08.06.20 klo 06.11.12 ap.,4.352,99.341,,,,,
119,08.06.20 klo 06.41.12 ap.,6.540,97.167,,,,,
120,08.06.20 klo 07.11.12 ap.,6.797,98.901,,,,,
121,08.06.20 klo 07.41.12 ap.,9.457,92.259,,,,,
122,08.06.20 klo 08.11.12 ap.,11.001,87.766,,,,,
123,08.06.20 klo 08.41.12 ap.,13.318,77.387,,,,,
124,08.06.20 klo 09.11.12 ap.,15.506,68.718,,,,,
125,08.06.20 klo 09.41.12 ap.,16.364,64.371,,,,,
126,08.06.20 klo 10.11.12 ap.,18.680,57.118,,,,,
127,08.06.20 klo 10.41.12 ap.,17.565,58.120,,,,,
128,08.06.20 klo 11.11.12 ap.,17.994,58.315,,,,,
129,08.06.20 klo 11.41.12 ap.,20.268,50.672,,,,,
130,08.06.20 klo 12.11.12 ip.,20.782,46.203,,,,,
131,08.06.20 klo 12.41.12 ip.,22.584,42.442,,,,,
132,08.06.20 klo 01.11.12 ip.,22.927,36.337,,,,,
133,08.06.20 klo 01.41.12 ip.,23.871,30.281,,,,,
134,08.06.20 klo 02.11.12 ip.,24.686,29.646,,,,,
135,08.06.20 klo 02.41.12 ip.,21.640,36.166,,,,,
136,08.06.20 klo 03.11.12 ip.,22.155,35.922,,,,,
137,08.06.20 klo 03.41.12 ip.,21.555,34.701,,,,,
138,08.06.20 klo 04.11.12 ip.,20.740,36.044,,,,,
139,08.06.20 klo 04.41.12 ip.,21.769,33.162,,,,,
140,08.06.20 klo 05.11.12 ip.,21.083,39.976,,,,,
141,08.06.20 klo 05.41.12 ip.,19.967,42.564,,,,,
142,08.06.20 klo 06.11.12 ip.,18.466,46.203,,,,,
143,08.06.20 klo 06.41.12 ip.,18.251,47.643,,,,,
144,08.06.20 klo 07.11.12 ip.,18.294,49.988,,,,,
145,08.06.20 klo 07.41.12 ip.,17.651,51.526,,,,,
146,08.06.20 klo 08.11.12 ip.,17.522,51.062,,,,,
147,08.06.20 klo 08.41.12 ip.,16.750,52.332,,,,,
148,08.06.20 klo 09.11.12 ip.,15.849,57.656,,,,,
149,08.06.20 klo 09.41.12 ip.,14.648,65.592,,,,,
150,08.06.20 klo 10.11.12 ip.,14.133,69.035,,,,,
151,08.06.20 klo 10.41.12 ip.,12.717,79.902,,,,,
152,08.06.20 klo 11.11.12 ip.,11.816,89.084,,,,,
153,08.06.20 klo 11.41.12 ip.,12.460,81.685,,,,,
154,08.07.20 klo 12.11.12 ap.,12.503,81.319,,,,,
155,08.07.20 klo 12.41.12 ap.,12.546,80.440,,,,,
156,08.07.20 klo 01.11.12 ap.,11.988,84.274,,,,,
157,08.07.20 klo 01.41.12 ap.,11.945,85.495,,,,,
158,08.07.20 klo 02.11.12 ap.,12.159,84.518,,,,,
159,08.07.20 klo 02.41.12 ap.,11.859,86.935,,,,,
160,08.07.20 klo 03.11.12 ap.,11.988,86.862,,,,,
161,08.07.20 klo 03.41.12 ap.,11.773,88.791,,,,,
162,08.07.20 klo 04.11.12 ap.,11.988,86.960,,,,,
163,08.07.20 klo 04.41.12 ap.,12.331,84.713,,,,,
164,08.07.20 klo 05.11.12 ap.,12.417,85.128,,,,,
165,08.07.20 klo 05.41.12 ap.,12.202,85.739,,,,,
166,08.07.20 klo 06.11.12 ap.,11.602,89.231,,,,,
167,08.07.20 klo 06.41.12 ap.,12.331,82.882,,,,,
168,08.07.20 klo 07.11.12 ap.,12.889,79.512,,,,,
169,08.07.20 klo 07.41.12 ap.,13.446,75.629,,,,,
170,08.07.20 klo 08.11.12 ap.,13.361,75.116,,,,,
171,08.07.20 klo 08.41.12 ap.,14.133,75.092,,,,,
172,08.07.20 klo 09.11.12 ap.,14.004,75.189,,,,,
173,08.07.20 klo 09.41.12 ap.,14.004,75.800,,,,,
174,08.07.20 klo 10.11.12 ap.,13.833,74.335,,,,,
175,08.07.20 klo 10.41.12 ap.,13.961,75.092,,,,,
176,08.07.20 klo 11.11.12 ap.,15.935,66.520,,,,,
177,08.07.20 klo 11.41.12 ap.,14.476,66.960,,,,,
178,08.07.20 klo 12.11.12 ip.,14.991,64.591,,,,,
179,08.07.20 klo 12.41.12 ip.,14.819,63.663,,,,,
180,08.07.20 klo 01.11.12 ip.,16.750,53.651,,,,,
181,08.07.20 klo 01.41.12 ip.,18.981,45.446,,,,,
182,08.07.20 klo 02.11.12 ip.,19.238,45.201,,,,,
183,08.07.20 klo 02.41.12 ip.,20.740,42.418,,,,,
184,08.07.20 klo 03.11.12 ip.,19.710,46.252,,,,,
185,08.07.20 klo 03.41.12 ip.,20.439,41.978,,,,,
186,08.07.20 klo 04.11.12 ip.,20.053,42.247,,,,,
187,08.07.20 klo 04.41.12 ip.,21.555,42.808,,,,,
188,08.07.20 klo 05.11.12 ip.,18.809,48.156,,,,,
189,08.07.20 klo 05.41.12 ip.,17.737,50.012,,,,,
190,08.07.20 klo 06.11.12 ip.,18.895,47.473,,,,,
191,08.07.20 klo 06.41.12 ip.,17.222,52.039,,,,,
192,08.07.20 klo 07.11.12 ip.,17.093,52.918,,,,,
193,08.07.20 klo 07.41.12 ip.,16.664,53.016,,,,,
194,08.07.20 klo 08.11.12 ip.,15.978,56.044,,,,,
195,08.07.20 klo 08.41.12 ip.,15.420,59.389,,,,,
196,08.07.20 klo 09.11.12 ip.,14.090,65.299,,,,,
197,08.07.20 klo 09.41.12 ip.,10.872,78.266,,,,,
198,08.07.20 klo 10.11.12 ip.,8.727,85.812,,,,,
199,08.07.20 klo 10.41.12 ip.,7.097,90.696,,,,,
200,08.07.20 klo 11.11.12 ip.,7.183,92.137,,,,,
201,08.07.20 klo 11.41.12 ip.,6.325,95.092,,,,,
202,08.08.20 klo 12.11.12 ap.,6.883,94.945,,,,,
203,08.08.20 klo 12.41.12 ap.,5.767,95.702,,,,,
204,08.08.20 klo 01.11.12 ap.,5.038,96.532,,,,,
205,08.08.20 klo 01.41.12 ap.,4.952,96.459,,,,,
206,08.08.20 klo 02.11.12 ap.,5.210,98.291,,,,,
207,08.08.20 klo 02.41.12 ap.,4.866,97.924,,,,,
208,08.08.20 klo 03.11.12 ap.,5.338,99.219,,,,,
209,08.08.20 klo 03.41.12 ap.,6.411,99.389,,,,,
210,08.08.20 klo 04.11.12 ap.,6.797,99.414,,,,,
211,08.08.20 klo 04.41.12 ap.,6.540,99.072,,,,,
212,08.08.20 klo 05.11.12 ap.,6.025,98.632,,,,,
213,08.08.20 klo 05.41.12 ap.,6.625,98.779,,,,,
214,08.08.20 klo 06.11.12 ap.,8.341,96.972,,,,,
215,08.08.20 klo 06.41.12 ap.,10.272,94.383,,,,,
216,08.08.20 klo 07.11.12 ap.,10.658,92.186,,,,,
217,08.08.20 klo 07.41.12 ap.,12.202,82.637,,,,,
218,08.08.20 klo 08.11.12 ap.,12.631,80.317,,,,,
219,08.08.20 klo 08.41.12 ap.,15.205,71.355,,,,,
220,08.08.20 klo 09.11.12 ap.,19.796,53.211,,,,,
221,08.08.20 klo 09.41.12 ap.,20.568,51.429,,,,,
222,08.08.20 klo 10.11.12 ap.,19.839,52.357,,,,,
223,08.08.20 klo 10.41.12 ap.,22.155,46.325,,,,,
224,08.08.20 klo 11.11.12 ap.,21.984,44.371,,,,,
225,08.08.20 klo 11.41.12 ap.,24.043,42.344,,,,,
226,08.08.20 klo 12.11.12 ip.,22.198,41.148,,,,,
227,08.08.20 klo 12.41.12 ip.,26.617,35.678,,,,,
228,08.08.20 klo 01.11.12 ip.,26.960,32.357,,,,,
229,08.08.20 klo 01.41.12 ip.,23.099,43.394,,,,,
230,08.08.20 klo 02.11.12 ip.,25.287,37.118,,,,,
231,08.08.20 klo 02.41.12 ip.,27.218,33.748,,,,,
232,08.08.20 klo 03.11.12 ip.,25.544,36.190,,,,,
233,08.08.20 klo 03.41.12 ip.,25.201,37.973,,,,,
234,08.08.20 klo 04.11.12 ip.,23.399,40.440,,,,,
235,08.08.20 klo 04.41.12 ip.,23.785,39.658,,,,,
236,08.08.20 klo 05.11.12 ip.,25.244,38.388,,,,,
237,08.08.20 klo 05.41.12 ip.,25.416,38.071,,,,,
238,08.08.20 klo 06.11.12 ip.,25.158,37.631,,,,,
239,08.08.20 klo 06.41.12 ip.,22.241,53.211,,,,,
240,08.08.20 klo 07.11.12 ip.,21.040,58.339,,,,,
241,08.08.20 klo 07.41.12 ip.,22.284,56.654,,,,,
242,08.08.20 klo 08.11.12 ip.,20.568,62.393,,,,,
243,08.08.20 klo 08.41.12 ip.,20.053,63.761,,,,,
244,08.08.20 klo 09.11.12 ip.,19.453,66.032,,,,,
245,08.08.20 klo 09.41.12 ip.,19.367,68.254,,,,,
246,08.08.20 klo 10.11.12 ip.,18.595,72.112,,,,,
247,08.08.20 klo 10.41.12 ip.,18.080,78.632,,,,,
248,08.08.20 klo 11.11.12 ip.,17.651,81.612,,,,,
249,08.08.20 klo 11.41.12 ip.,17.436,82.662,,,,,
250,08.09.20 klo 12.11.12 ap.,17.308,83.883,,,,,
251,08.09.20 klo 12.41.12 ap.,16.707,88.327,,,,,
252,08.09.20 klo 01.11.12 ap.,15.806,98.193,,,,,
253,08.09.20 klo 01.41.12 ap.,15.163,98.315,,,,,
254,08.09.20 klo 02.11.12 ap.,14.991,98.486,,,,,
255,08.09.20 klo 02.41.12 ap.,15.205,99.389,,,,,
256,08.09.20 klo 03.11.12 ap.,15.592,99.707,,,,,
257,08.09.20 klo 03.41.12 ap.,13.318,96.703,,,,,
258,08.09.20 klo 04.11.12 ap.,12.631,98.608,,,,,
259,08.09.20 klo 04.41.12 ap.,12.331,97.705,,,,,
260,08.09.20 klo 05.11.12 ap.,12.074,97.631,,,,,
261,08.09.20 klo 05.41.12 ap.,11.645,96.313,,,,,
262,08.09.20 klo 06.11.12 ap.,11.516,95.873,,,,,
263,08.09.20 klo 06.41.12 ap.,11.559,95.702,,,,,
264,08.09.20 klo 07.11.12 ap.,11.387,99.243,,,,,
265,08.09.20 klo 07.41.12 ap.,11.344,96.679,,,,,
266,08.09.20 klo 08.11.12 ap.,10.358,95.653,,,,,
267,08.09.20 klo 08.41.12 ap.,9.757,96.093,,,,,
268,08.09.20 klo 09.11.12 ap.,9.671,91.355,,,,,
269,08.09.20 klo 09.41.12 ap.,10.358,87.546,,,,,
270,08.09.20 klo 10.11.12 ap.,10.186,80.391,,,,,
271,08.09.20 klo 10.41.12 ap.,10.744,75.214,,,,,
272,08.09.20 klo 11.11.12 ap.,13.060,64.029,,,,,
273,08.09.20 klo 11.41.12 ap.,14.776,56.020,,,,,
274,08.09.20 klo 12.11.12 ip.,12.932,55.556,,,,,
275,08.09.20 klo 12.41.12 ip.,16.321,49.353,,,,,
276,08.09.20 klo 01.11.12 ip.,17.050,51.600,,,,,
277,08.09.20 klo 01.41.12 ip.,15.334,57.705,,,,,
278,08.09.20 klo 02.11.12 ip.,14.390,59.145,,,,,
279,08.09.20 klo 02.41.12 ip.,13.704,63.321,,,,,
280,08.09.20 klo 03.11.12 ip.,12.932,65.934,,,,,
281,08.09.20 klo 03.41.12 ip.,15.420,52.454,,,,,
282,08.09.20 klo 04.11.12 ip.,16.063,53.578,,,,,
283,08.09.20 klo 04.41.12 ip.,14.519,57.314,,,,,
284,08.09.20 klo 05.11.12 ip.,14.519,54.286,,,,,
285,08.09.20 klo 05.41.12 ip.,14.948,54.652,,,,,
286,08.09.20 klo 06.11.12 ip.,14.562,56.606,,,,,
287,08.09.20 klo 06.41.12 ip.,12.374,68.816,,,,,
288,08.09.20 klo 07.11.12 ip.,11.816,70.525,,,,,
289,08.09.20 klo 07.41.12 ip.,12.846,66.960,,,,,
290,08.09.20 klo 08.11.12 ip.,11.173,72.576,,,,,
291,08.09.20 klo 08.41.12 ip.,10.272,74.286,,,,,
292,08.09.20 klo 09.11.12 ip.,9.585,80.928,,,,,
293,08.09.20 klo 09.41.12 ip.,9.285,81.001,,,,,
294,08.09.20 klo 10.11.12 ip.,8.942,79.951,,,,,
295,08.09.20 klo 10.41.12 ip.,8.856,81.954,,,,,
296,08.09.20 klo 11.11.12 ip.,8.556,85.055,,,,,
297,08.09.20 klo 11.41.12 ip.,7.097,91.990,,,,,
298,08.10.20 klo 12.11.12 ap.,8.341,85.836,,,,,
299,08.10.20 klo 12.41.12 ap.,8.256,87.473,,,,,
300,08.10.20 klo 01.11.12 ap.,8.170,89.328,,,,,
301,08.10.20 klo 01.41.12 ap.,8.170,89.646,,,,,
302,08.10.20 klo 02.11.12 ap.,7.955,90.794,,,,,
