"Plot Title:  20854938"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20854938, SEN S/N: 20854938, LBL: AT)","RH, % (LGR S/N: 20854938, SEN S/N: 20854938, LBL: RH)","Coupler Detached (LGR S/N: 20854938)","Coupler Attached (LGR S/N: 20854938)","Host Connected (LGR S/N: 20854938)","Stopped (LGR S/N: 20854938)","End Of File (LGR S/N: 20854938)"
1,07.12.20 klo 12.00.00 ip.,22.713,47.937,Logged,,,,
2,07.12.20 klo 12.30.00 ip.,22.756,48.132,,,,,
3,07.12.20 klo 01.00.00 ip.,22.842,48.156,,,,,
4,07.12.20 klo 01.30.00 ip.,22.842,48.107,,,,,
5,07.12.20 klo 02.00.00 ip.,22.842,47.937,,,,,
6,07.12.20 klo 02.30.00 ip.,22.842,47.717,,,,,
7,07.12.20 klo 03.00.00 ip.,22.799,47.448,,,,,
8,07.12.20 klo 03.30.00 ip.,22.799,47.277,,,,,
9,07.12.20 klo 04.00.00 ip.,23.828,47.595,,,,,
10,07.12.20 klo 04.30.00 ip.,24.300,47.546,,,,,
11,07.12.20 klo 05.00.00 ip.,24.472,47.814,,,,,
12,07.12.20 klo 05.30.00 ip.,24.343,48.230,,,,,
13,07.12.20 klo 06.00.00 ip.,24.214,48.474,,,,,
14,07.12.20 klo 06.30.00 ip.,24.086,48.571,,,,,
15,07.12.20 klo 07.00.00 ip.,23.957,48.645,,,,,
16,07.12.20 klo 07.30.00 ip.,24.386,48.889,,,,,
17,07.12.20 klo 08.00.00 ip.,24.772,48.742,,,,,
18,07.12.20 klo 08.30.00 ip.,24.944,48.620,,,,,
19,07.12.20 klo 09.00.00 ip.,24.772,48.523,,,,,
20,07.12.20 klo 09.30.00 ip.,24.386,48.474,,,,,
21,07.12.20 klo 10.00.00 ip.,24.043,48.425,,,,,
22,07.12.20 klo 10.30.00 ip.,23.614,48.327,,,,,
23,07.12.20 klo 11.00.00 ip.,23.185,48.156,,,,,
24,07.12.20 klo 11.30.00 ip.,22.756,47.912,,,,,
25,07.13.20 klo 12.00.00 ap.,22.241,47.668,,,,,
26,07.13.20 klo 12.30.00 ap.,21.769,47.350,,,,,
27,07.13.20 klo 01.00.00 ap.,21.297,46.984,,,,,
28,07.13.20 klo 01.30.00 ap.,20.868,46.642,,,,,
29,07.13.20 klo 02.00.00 ap.,20.396,46.276,,,,,
30,07.13.20 klo 02.30.00 ap.,19.967,45.958,,,,,
31,07.13.20 klo 03.00.00 ap.,19.624,45.665,,,,,
32,07.13.20 klo 03.30.00 ap.,19.281,45.275,,,,,
33,07.13.20 klo 04.00.00 ap.,18.981,45.079,,,,,
34,07.13.20 klo 04.30.00 ap.,18.723,44.835,,,,,
35,07.13.20 klo 05.00.00 ap.,18.380,44.591,,,,,
36,07.13.20 klo 05.30.00 ap.,18.123,44.371,,,,,
37,07.13.20 klo 06.00.00 ap.,17.865,44.274,,,,,
38,07.13.20 klo 06.30.00 ap.,17.608,44.151,,,,,
39,07.13.20 klo 07.00.00 ap.,17.479,44.127,,,,,
40,07.13.20 klo 07.30.00 ap.,17.393,44.176,,,,,
41,07.13.20 klo 08.00.00 ap.,17.350,44.127,,,,,
42,07.13.20 klo 08.30.00 ap.,17.350,44.225,,,,,
43,07.13.20 klo 09.00.00 ap.,17.393,44.225,,,,,
44,07.13.20 klo 09.30.00 ap.,17.436,44.347,,,,,
45,07.13.20 klo 10.00.00 ap.,17.608,44.371,,,,,
46,07.13.20 klo 10.30.00 ap.,18.509,44.444,,,,,
47,07.13.20 klo 11.00.00 ap.,18.680,44.054,,,,,
48,07.13.20 klo 11.30.00 ap.,19.581,44.298,,,,,
49,07.13.20 klo 12.00.00 ip.,20.225,43.980,,,,,
50,07.13.20 klo 12.30.00 ip.,20.997,43.712,,,,,
51,07.13.20 klo 01.00.00 ip.,21.169,44.127,,,,,
52,07.13.20 klo 01.30.00 ip.,21.812,44.371,,,,,
53,07.13.20 klo 02.00.00 ip.,22.198,44.786,,,,,
54,07.13.20 klo 02.30.00 ip.,22.713,44.664,,,,,
55,07.13.20 klo 03.00.00 ip.,23.099,44.005,,,,,
56,07.13.20 klo 03.30.00 ip.,22.885,45.201,,,,,
57,07.13.20 klo 04.00.00 ip.,23.356,45.519,,,,,
58,07.13.20 klo 04.30.00 ip.,23.099,45.714,,,,,
59,07.13.20 klo 05.00.00 ip.,23.099,45.470,,,,,
60,07.13.20 klo 05.30.00 ip.,22.842,46.056,,,,,
61,07.13.20 klo 06.00.00 ip.,22.842,46.642,,,,,
62,07.13.20 klo 06.30.00 ip.,22.756,46.886,,,,,
63,07.13.20 klo 07.00.00 ip.,22.584,47.009,,,,,
64,07.13.20 klo 07.30.00 ip.,22.413,47.057,,,,,
65,07.13.20 klo 08.00.00 ip.,22.241,47.131,,,,,
66,07.13.20 klo 08.30.00 ip.,22.027,47.082,,,,,
67,07.13.20 klo 09.00.00 ip.,21.769,46.960,,,,,
68,07.13.20 klo 09.30.00 ip.,21.426,46.911,,,,,
69,07.13.20 klo 10.00.00 ip.,21.040,46.911,,,,,
70,07.13.20 klo 10.30.00 ip.,20.611,46.862,,,,,
71,07.13.20 klo 11.00.00 ip.,20.225,46.691,,,,,
72,07.13.20 klo 11.30.00 ip.,19.796,46.545,,,,,
73,07.14.20 klo 12.00.00 ap.,19.367,46.276,,,,,
74,07.14.20 klo 12.30.00 ap.,18.981,46.007,,,,,
75,07.14.20 klo 01.00.00 ap.,18.680,45.714,,,,,
76,07.14.20 klo 01.30.00 ap.,18.337,45.470,,,,,
77,07.14.20 klo 02.00.00 ap.,18.037,45.177,,,,,
78,07.14.20 klo 02.30.00 ap.,17.737,44.908,,,,,
79,07.14.20 klo 03.00.00 ap.,17.393,44.689,,,,,
80,07.14.20 klo 03.30.00 ap.,17.093,44.567,,,,,
81,07.14.20 klo 04.00.00 ap.,16.793,44.396,,,,,
82,07.14.20 klo 04.30.00 ap.,16.578,44.225,,,,,
83,07.14.20 klo 05.00.00 ap.,16.321,44.078,,,,,
84,07.14.20 klo 05.30.00 ap.,16.106,43.980,,,,,
85,07.14.20 klo 06.00.00 ap.,15.892,43.932,,,,,
86,07.14.20 klo 06.30.00 ap.,15.763,43.834,,,,,
87,07.14.20 klo 07.00.00 ap.,15.592,43.810,,,,,
88,07.14.20 klo 07.30.00 ap.,15.463,43.785,,,,,
89,07.14.20 klo 08.00.00 ap.,15.377,43.785,,,,,
90,07.14.20 klo 08.30.00 ap.,15.291,43.810,,,,,
91,07.14.20 klo 09.00.00 ap.,15.205,43.834,,,,,
92,07.14.20 klo 09.30.00 ap.,15.377,44.786,,,,,
93,07.14.20 klo 10.00.00 ap.,16.235,43.394,,,,,
94,07.14.20 klo 10.30.00 ap.,17.436,43.028,,,,,
95,07.14.20 klo 11.00.00 ap.,17.951,43.346,,,,,
96,07.14.20 klo 11.30.00 ap.,18.337,43.614,,,,,
97,07.14.20 klo 12.00.00 ip.,18.552,43.932,,,,,
98,07.14.20 klo 12.30.00 ip.,18.380,45.079,,,,,
99,07.14.20 klo 01.00.00 ip.,18.766,45.641,,,,,
100,07.14.20 klo 01.30.00 ip.,19.195,45.885,,,,,
101,07.14.20 klo 02.00.00 ip.,19.324,46.691,,,,,
102,07.14.20 klo 02.30.00 ip.,19.924,47.033,,,,,
103,07.14.20 klo 03.00.00 ip.,20.182,47.375,,,,,
104,07.14.20 klo 03.30.00 ip.,20.439,48.327,,,,,
105,07.14.20 klo 04.00.00 ip.,20.954,47.863,,,,,
106,07.14.20 klo 04.30.00 ip.,21.040,47.741,,,,,
107,07.14.20 klo 05.00.00 ip.,21.340,48.474,,,,,
108,07.14.20 klo 05.30.00 ip.,21.555,48.669,,,,,
109,07.14.20 klo 06.00.00 ip.,21.640,49.158,,,,,
110,07.14.20 klo 06.30.00 ip.,21.726,49.646,,,,,
111,07.14.20 klo 07.00.00 ip.,21.898,49.841,,,,,
112,07.14.20 klo 07.30.00 ip.,21.941,50.134,,,,,
113,07.14.20 klo 08.00.00 ip.,21.898,50.476,,,,,
114,07.14.20 klo 08.30.00 ip.,21.769,50.672,,,,,
115,07.14.20 klo 09.00.00 ip.,21.555,50.696,,,,,
116,07.14.20 klo 09.30.00 ip.,21.340,50.647,,,,,
117,07.14.20 klo 10.00.00 ip.,21.083,50.452,,,,,
118,07.14.20 klo 10.30.00 ip.,20.697,50.183,,,,,
119,07.14.20 klo 11.00.00 ip.,20.268,49.988,,,,,
120,07.14.20 klo 11.30.00 ip.,19.796,49.695,,,,,
121,07.15.20 klo 12.00.00 ap.,19.324,49.402,,,,,
122,07.15.20 klo 12.30.00 ap.,18.766,49.084,,,,,
123,07.15.20 klo 01.00.00 ap.,18.166,48.694,,,,,
124,07.15.20 klo 01.30.00 ap.,17.522,48.327,,,,,
125,07.15.20 klo 02.00.00 ap.,16.836,47.937,,,,,
126,07.15.20 klo 02.30.00 ap.,16.149,47.497,,,,,
127,07.15.20 klo 03.00.00 ap.,15.377,47.009,,,,,
128,07.15.20 klo 03.30.00 ap.,14.691,46.471,,,,,
