"Plot Title:  20849241"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20849241, SEN S/N: 20849241)","RH, % (LGR S/N: 20849241, SEN S/N: 20849241)","Coupler Detached (LGR S/N: 20849241)","Coupler Attached (LGR S/N: 20849241)","Host Connected (LGR S/N: 20849241)","Stopped (LGR S/N: 20849241)","End Of File (LGR S/N: 20849241)"
1,08.16.20 klo 02.52.12 ip.,21.984,38.291,,,,,
2,08.16.20 klo 02.52.25 ip.,,,Logged,,,,
3,08.16.20 klo 03.22.12 ip.,22.498,36.093,,,,,
4,08.16.20 klo 03.52.12 ip.,22.413,36.215,,,,,
5,08.16.20 klo 04.22.12 ip.,22.327,36.020,,,,,
6,08.16.20 klo 04.52.12 ip.,22.241,36.142,,,,,
7,08.16.20 klo 05.22.12 ip.,22.241,35.897,,,,,
8,08.16.20 klo 05.52.12 ip.,22.241,35.580,,,,,
9,08.16.20 klo 06.22.12 ip.,22.112,35.067,,,,,
10,08.16.20 klo 06.52.12 ip.,22.027,34.652,,,,,
11,08.16.20 klo 07.22.12 ip.,21.941,34.554,,,,,
12,08.16.20 klo 07.52.12 ip.,21.898,35.043,,,,,
13,08.16.20 klo 08.22.12 ip.,21.855,35.018,,,,,
14,08.16.20 klo 08.52.12 ip.,21.898,34.994,,,,,
15,08.16.20 klo 09.22.12 ip.,21.855,34.945,,,,,
16,08.16.20 klo 09.52.12 ip.,21.898,34.872,,,,,
17,08.16.20 klo 10.22.12 ip.,21.941,34.701,,,,,
18,08.16.20 klo 10.52.12 ip.,21.812,33.944,,,,,
19,08.16.20 klo 11.22.12 ip.,21.769,33.504,,,,,
20,08.16.20 klo 11.52.12 ip.,21.640,33.138,,,,,
21,08.17.20 klo 12.22.12 ap.,21.598,32.845,,,,,
22,08.17.20 klo 12.52.12 ap.,21.555,32.845,,,,,
23,08.17.20 klo 01.22.12 ap.,21.469,32.772,,,,,
24,08.17.20 klo 01.52.12 ap.,21.383,32.991,,,,,
25,08.17.20 klo 02.22.12 ap.,21.340,33.114,,,,,
26,08.17.20 klo 02.52.12 ap.,21.340,33.626,,,,,
27,08.17.20 klo 03.22.12 ap.,21.383,33.871,,,,,
28,08.17.20 klo 03.52.12 ap.,21.340,34.237,,,,,
29,08.17.20 klo 04.22.12 ap.,21.340,34.481,,,,,
30,08.17.20 klo 04.52.12 ap.,21.383,34.994,,,,,
31,08.17.20 klo 05.22.12 ap.,21.297,35.214,,,,,
32,08.17.20 klo 05.52.12 ap.,21.340,35.238,,,,,
33,08.17.20 klo 06.22.12 ap.,21.297,35.214,,,,,
34,08.17.20 klo 06.52.12 ap.,21.254,35.092,,,,,
35,08.17.20 klo 07.22.12 ap.,21.297,35.360,,,,,
36,08.17.20 klo 07.52.12 ap.,21.340,35.678,,,,,
37,08.17.20 klo 08.22.12 ap.,21.297,35.067,,,,,
38,08.17.20 klo 08.52.12 ap.,21.297,34.750,,,,,
39,08.17.20 klo 09.22.12 ap.,21.254,34.286,,,,,
40,08.17.20 klo 09.52.12 ap.,21.297,34.676,,,,,
41,08.17.20 klo 10.22.12 ap.,21.297,34.799,,,,,
42,08.17.20 klo 10.52.12 ap.,21.297,34.799,,,,,
43,08.17.20 klo 11.22.12 ap.,21.383,34.872,,,,,
44,08.17.20 klo 11.52.12 ap.,21.426,34.676,,,,,
45,08.17.20 klo 12.22.12 ip.,21.555,35.018,,,,,
46,08.17.20 klo 12.52.12 ip.,21.640,35.189,,,,,
47,08.17.20 klo 01.22.12 ip.,21.769,34.847,,,,,
48,08.17.20 klo 01.52.12 ip.,21.855,35.092,,,,,
49,08.17.20 klo 02.22.12 ip.,21.941,34.872,,,,,
50,08.17.20 klo 02.52.12 ip.,21.898,34.481,,,,,
51,08.17.20 klo 03.22.12 ip.,21.812,34.237,,,,,
52,08.17.20 klo 03.52.12 ip.,21.855,33.846,,,,,
53,08.17.20 klo 04.22.12 ip.,21.898,33.700,,,,,
54,08.17.20 klo 04.52.12 ip.,21.898,34.066,,,,,
55,08.17.20 klo 05.22.12 ip.,21.812,33.773,,,,,
56,08.17.20 klo 05.52.12 ip.,21.254,32.845,,,,,
57,08.17.20 klo 06.22.12 ip.,21.383,33.455,,,,,
58,08.17.20 klo 06.52.12 ip.,21.383,33.138,,,,,
59,08.17.20 klo 07.22.12 ip.,21.383,32.991,,,,,
60,08.17.20 klo 07.52.12 ip.,21.469,33.480,,,,,
61,08.17.20 klo 08.22.12 ip.,21.469,33.529,,,,,
62,08.17.20 klo 08.52.12 ip.,21.469,33.773,,,,,
63,08.17.20 klo 09.22.12 ip.,21.469,33.993,,,,,
64,08.17.20 klo 09.52.12 ip.,21.512,34.212,,,,,
65,08.17.20 klo 10.22.12 ip.,21.469,34.652,,,,,
66,08.17.20 klo 10.52.12 ip.,21.469,35.409,,,,,
67,08.17.20 klo 11.22.12 ip.,21.469,35.629,,,,,
68,08.17.20 klo 11.52.12 ip.,21.383,35.800,,,,,
69,08.18.20 klo 12.22.12 ap.,21.340,35.946,,,,,
70,08.18.20 klo 12.52.12 ap.,21.297,36.020,,,,,
71,08.18.20 klo 01.22.12 ap.,21.297,35.995,,,,,
72,08.18.20 klo 01.52.12 ap.,21.254,36.020,,,,,
73,08.18.20 klo 02.22.12 ap.,21.254,35.971,,,,,
74,08.18.20 klo 02.52.12 ap.,21.254,35.995,,,,,
75,08.18.20 klo 03.22.12 ap.,21.254,36.020,,,,,
76,08.18.20 klo 03.52.12 ap.,21.211,36.020,,,,,
77,08.18.20 klo 04.22.12 ap.,21.254,36.093,,,,,
78,08.18.20 klo 04.52.12 ap.,21.211,35.995,,,,,
79,08.18.20 klo 05.22.12 ap.,21.211,35.971,,,,,
80,08.18.20 klo 05.52.12 ap.,21.211,36.020,,,,,
81,08.18.20 klo 06.22.12 ap.,21.169,36.044,,,,,
82,08.18.20 klo 06.52.12 ap.,21.211,36.044,,,,,
83,08.18.20 klo 07.22.12 ap.,21.211,35.946,,,,,
84,08.18.20 klo 07.52.12 ap.,21.169,36.068,,,,,
