"Plot Title:  20854926"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20854926, SEN S/N: 20854926, LBL: AT)","RH, % (LGR S/N: 20854926, SEN S/N: 20854926, LBL: RH)","Coupler Detached (LGR S/N: 20854926)","Coupler Attached (LGR S/N: 20854926)","Host Connected (LGR S/N: 20854926)","Stopped (LGR S/N: 20854926)","End Of File (LGR S/N: 20854926)"
1,07.20.20 klo 12.00.00 ip.,21.769,49.988,Logged,,,,
2,07.20.20 klo 12.30.00 ip.,21.726,49.988,,,,,
3,07.20.20 klo 01.00.00 ip.,21.769,50.012,,,,,
4,07.20.20 klo 01.30.00 ip.,21.726,49.939,,,,,
5,07.20.20 klo 02.00.00 ip.,21.769,49.890,,,,,
6,07.20.20 klo 02.30.00 ip.,21.769,49.939,,,,,
7,07.20.20 klo 03.00.00 ip.,21.726,49.939,,,,,
8,07.20.20 klo 03.30.00 ip.,21.769,49.841,,,,,
9,07.20.20 klo 04.00.00 ip.,21.769,49.866,,,,,
10,07.20.20 klo 04.30.00 ip.,21.769,49.841,,,,,
11,07.20.20 klo 05.00.00 ip.,21.769,49.841,,,,,
12,07.20.20 klo 05.30.00 ip.,21.769,49.890,,,,,
13,07.20.20 klo 06.00.00 ip.,21.769,49.915,,,,,
14,07.20.20 klo 06.30.00 ip.,21.812,49.988,,,,,
15,07.20.20 klo 07.00.00 ip.,21.769,50.085,,,,,
16,07.20.20 klo 07.30.00 ip.,21.812,50.354,,,,,
17,07.20.20 klo 08.00.00 ip.,21.898,50.549,,,,,
18,07.20.20 klo 08.30.00 ip.,21.941,50.745,,,,,
19,07.20.20 klo 09.00.00 ip.,22.027,50.940,,,,,
20,07.20.20 klo 09.30.00 ip.,22.069,51.160,,,,,
21,07.20.20 klo 10.00.00 ip.,22.112,51.380,,,,,
22,07.20.20 klo 10.30.00 ip.,22.155,51.502,,,,,
23,07.20.20 klo 11.00.00 ip.,22.155,51.648,,,,,
24,07.20.20 klo 11.30.00 ip.,22.198,51.697,,,,,
25,07.21.20 klo 12.00.00 ap.,22.241,51.746,,,,,
26,07.21.20 klo 12.30.00 ap.,22.241,51.697,,,,,
27,07.21.20 klo 01.00.00 ap.,22.241,51.697,,,,,
28,07.21.20 klo 01.30.00 ap.,22.241,51.624,,,,,
29,07.21.20 klo 02.00.00 ap.,22.241,51.600,,,,,
30,07.21.20 klo 02.30.00 ap.,22.241,51.551,,,,,
31,07.21.20 klo 03.00.00 ap.,22.241,51.477,,,,,
32,07.21.20 klo 03.30.00 ap.,22.241,51.502,,,,,
33,07.21.20 klo 04.00.00 ap.,22.241,51.502,,,,,
34,07.21.20 klo 04.30.00 ap.,22.241,51.380,,,,,
35,07.21.20 klo 05.00.00 ap.,22.241,51.355,,,,,
36,07.21.20 klo 05.30.00 ap.,22.241,51.355,,,,,
37,07.21.20 klo 06.00.00 ap.,22.198,51.331,,,,,
38,07.21.20 klo 06.30.00 ap.,22.198,51.258,,,,,
39,07.21.20 klo 07.00.00 ap.,22.198,51.258,,,,,
40,07.21.20 klo 07.30.00 ap.,22.198,51.184,,,,,
41,07.21.20 klo 08.00.00 ap.,22.155,51.136,,,,,
42,07.21.20 klo 08.30.00 ap.,22.198,51.087,,,,,
43,07.21.20 klo 09.00.00 ap.,22.155,51.038,,,,,
44,07.21.20 klo 09.30.00 ap.,22.027,50.842,,,,,
45,07.21.20 klo 10.00.00 ap.,21.941,50.623,,,,,
46,07.21.20 klo 10.30.00 ap.,21.855,50.427,,,,,
47,07.21.20 klo 11.00.00 ap.,21.812,50.427,,,,,
48,07.21.20 klo 11.30.00 ap.,21.898,50.452,,,,,
49,07.21.20 klo 12.00.00 ip.,21.941,50.403,,,,,
50,07.21.20 klo 12.30.00 ip.,21.941,50.452,,,,,
51,07.21.20 klo 01.00.00 ip.,21.941,50.427,,,,,
52,07.21.20 klo 01.30.00 ip.,21.984,50.427,,,,,
53,07.21.20 klo 02.00.00 ip.,22.027,50.476,,,,,
54,07.21.20 klo 02.30.00 ip.,22.027,50.501,,,,,
55,07.21.20 klo 03.00.00 ip.,22.069,50.525,,,,,
