"Plot Title:  20864580"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20864580, SEN S/N: 20864580)","RH, % (LGR S/N: 20864580, SEN S/N: 20864580)","Coupler Detached (LGR S/N: 20864580)","Bad Battery (LGR S/N: 20864580)","Good Battery (LGR S/N: 20864580)","Coupler Attached (LGR S/N: 20864580)","Host Connected (LGR S/N: 20864580)","Stopped (LGR S/N: 20864580)","End Of File (LGR S/N: 20864580)"
56,08.10.20 klo 05.32.36 ip.,22.241,38.608,,,,,,,
57,08.10.20 klo 06.02.36 ip.,22.284,39.365,,,,,,,
58,08.10.20 klo 06.32.36 ip.,22.284,39.536,,,,,,,
59,08.10.20 klo 07.02.36 ip.,22.327,40.147,,,,,,,
60,08.10.20 klo 07.32.36 ip.,22.370,40.366,,,,,,,
61,08.10.20 klo 08.02.36 ip.,22.413,40.244,,,,,,,
62,08.10.20 klo 08.32.36 ip.,22.413,40.293,,,,,,,
63,08.10.20 klo 09.02.36 ip.,22.456,40.415,,,,,,,
64,08.10.20 klo 09.32.36 ip.,22.456,40.659,,,,,,,
65,08.10.20 klo 10.02.36 ip.,22.456,40.342,,,,,,,
66,08.10.20 klo 10.32.36 ip.,22.413,40.317,,,,,,,
67,08.10.20 klo 11.02.36 ip.,22.370,40.269,,,,,,,
68,08.10.20 klo 11.32.36 ip.,22.284,40.269,,,,,,,
69,08.11.20 klo 12.02.36 ap.,22.241,40.171,,,,,,,
70,08.11.20 klo 12.32.36 ap.,22.198,40.098,,,,,,,
71,08.11.20 klo 01.02.36 ap.,22.155,39.976,,,,,,,
72,08.11.20 klo 01.32.36 ap.,22.112,39.878,,,,,,,
73,08.11.20 klo 02.02.36 ap.,22.112,39.780,,,,,,,
74,08.11.20 klo 02.32.36 ap.,22.112,39.707,,,,,,,
75,08.11.20 klo 03.02.36 ap.,22.069,39.609,,,,,,,
76,08.11.20 klo 03.32.36 ap.,22.027,39.438,,,,,,,
77,08.11.20 klo 04.02.36 ap.,22.027,39.341,,,,,,,
78,08.11.20 klo 04.32.36 ap.,22.027,39.194,,,,,,,
79,08.11.20 klo 05.02.36 ap.,22.027,39.145,,,,,,,
80,08.11.20 klo 05.32.36 ap.,21.984,39.023,,,,,,,
81,08.11.20 klo 06.02.36 ap.,21.984,38.974,,,,,,,
82,08.11.20 klo 06.32.36 ap.,21.984,38.852,,,,,,,
83,08.11.20 klo 07.02.36 ap.,21.984,38.803,,,,,,,
84,08.11.20 klo 07.32.36 ap.,21.984,38.779,,,,,,,
85,08.11.20 klo 08.02.36 ap.,21.984,38.999,,,,,,,
86,08.11.20 klo 08.32.36 ap.,22.027,39.316,,,,,,,
87,08.11.20 klo 09.02.36 ap.,22.027,39.292,,,,,,,
88,08.11.20 klo 09.32.36 ap.,22.027,39.219,,,,,,,
89,08.11.20 klo 10.02.36 ap.,22.112,39.145,,,,,,,
90,08.11.20 klo 10.32.36 ap.,22.155,39.096,,,,,,,
91,08.11.20 klo 11.02.36 ap.,22.198,39.096,,,,,,,
92,08.11.20 klo 11.32.36 ap.,22.284,39.536,,,,,,,
93,08.11.20 klo 12.02.36 ip.,22.370,40.366,,,,,,,
94,08.11.20 klo 12.32.36 ip.,22.413,39.976,,,,,,,
95,08.11.20 klo 01.02.36 ip.,22.413,39.756,,,,,,,
96,08.11.20 klo 01.32.36 ip.,22.456,39.609,,,,,,,
97,08.11.20 klo 02.02.36 ip.,22.498,39.438,,,,,,,
98,08.11.20 klo 02.32.36 ip.,22.584,39.316,,,,,,,
99,08.11.20 klo 03.02.36 ip.,22.627,39.145,,,,,,,
100,08.11.20 klo 03.32.36 ip.,22.756,38.926,,,,,,,
101,08.11.20 klo 04.02.36 ip.,22.842,38.877,,,,,,,
102,08.11.20 klo 04.32.36 ip.,22.842,38.755,,,,,,,
103,08.11.20 klo 05.02.36 ip.,22.885,39.756,,,,,,,
104,08.11.20 klo 05.32.36 ip.,23.142,40.806,,,,,,,
105,08.11.20 klo 06.02.36 ip.,23.013,40.586,,,,,,,
106,08.11.20 klo 06.32.36 ip.,23.013,40.122,,,,,,,
107,08.11.20 klo 07.02.36 ip.,22.970,39.878,,,,,,,
108,08.11.20 klo 07.32.36 ip.,22.885,39.756,,,,,,,
109,08.11.20 klo 08.02.36 ip.,22.756,39.780,,,,,,,
110,08.11.20 klo 08.32.36 ip.,22.627,39.731,,,,,,,
111,08.11.20 klo 09.02.36 ip.,22.498,39.683,,,,,,,
112,08.11.20 klo 09.32.36 ip.,22.327,39.683,,,,,,,
113,08.11.20 klo 10.02.36 ip.,22.241,39.658,,,,,,,
114,08.11.20 klo 10.32.36 ip.,22.370,40.537,,,,,,,
115,08.11.20 klo 11.02.36 ip.,22.413,42.418,,,,,,,
116,08.11.20 klo 11.32.36 ip.,22.327,41.343,,,,,,,
117,08.12.20 klo 12.02.36 ap.,22.284,40.830,,,,,,,
118,08.12.20 klo 12.32.36 ap.,22.284,40.488,,,,,,,
119,08.12.20 klo 01.02.36 ap.,22.284,40.244,,,,,,,
120,08.12.20 klo 01.32.36 ap.,22.241,40.049,,,,,,,
121,08.12.20 klo 02.02.36 ap.,22.241,39.927,,,,,,,
122,08.12.20 klo 02.32.36 ap.,22.284,39.878,,,,,,,
123,08.12.20 klo 03.02.36 ap.,22.241,39.731,,,,,,,
124,08.12.20 klo 03.32.36 ap.,22.284,39.683,,,,,,,
125,08.12.20 klo 04.02.36 ap.,22.241,39.560,,,,,,,
126,08.12.20 klo 04.32.36 ap.,22.241,39.536,,,,,,,
127,08.12.20 klo 05.02.36 ap.,22.241,39.414,,,,,,,
128,08.12.20 klo 05.32.36 ap.,22.241,39.341,,,,,,,
129,08.12.20 klo 06.02.36 ap.,22.241,39.145,,,,,,,
130,08.12.20 klo 06.32.36 ap.,22.241,39.023,,,,,,,
131,08.12.20 klo 07.02.36 ap.,22.241,38.950,,,,,,,
132,08.12.20 klo 07.32.36 ap.,22.241,38.852,,,,,,,
133,08.12.20 klo 08.02.36 ap.,22.327,39.658,,,,,,,
134,08.12.20 klo 08.32.36 ap.,22.327,40.073,,,,,,,
135,08.12.20 klo 09.02.36 ap.,22.284,39.707,,,,,,,
136,08.12.20 klo 09.32.36 ap.,22.284,39.560,,,,,,,
137,08.12.20 klo 10.02.36 ap.,22.327,39.438,,,,,,,
138,08.12.20 klo 10.32.36 ap.,22.413,39.267,,,,,,,
139,08.12.20 klo 11.02.36 ap.,22.498,39.170,,,,,,,
140,08.12.20 klo 11.32.36 ap.,22.584,39.023,,,,,,,
141,08.12.20 klo 12.02.36 ip.,22.584,38.828,,,,,,,
142,08.12.20 klo 12.32.36 ip.,22.584,38.852,,,,,,,
143,08.12.20 klo 01.02.36 ip.,22.541,38.852,,,,,,,
144,08.12.20 klo 01.32.36 ip.,22.584,38.852,,,,,,,
145,08.12.20 klo 02.02.36 ip.,22.670,38.828,,,,,,,
146,08.12.20 klo 02.32.36 ip.,22.799,38.803,,,,,,,
147,08.12.20 klo 03.02.36 ip.,22.842,38.803,,,,,,,
148,08.12.20 klo 03.32.36 ip.,22.799,38.852,,,,,,,
149,08.12.20 klo 04.02.36 ip.,22.799,38.926,,,,,,,
150,08.12.20 klo 04.32.36 ip.,22.885,38.852,,,,,,,
151,08.12.20 klo 05.02.36 ip.,22.927,39.560,,,,,,,
152,08.12.20 klo 05.32.36 ip.,23.013,39.853,,,,,,,
153,08.12.20 klo 06.02.36 ip.,23.185,39.756,,,,,,,
154,08.12.20 klo 06.32.36 ip.,23.228,39.707,,,,,,,
155,08.12.20 klo 07.02.36 ip.,23.271,39.414,,,,,,,
156,08.12.20 klo 07.32.36 ip.,23.228,39.194,,,,,,,
157,08.12.20 klo 08.02.36 ip.,23.228,39.048,,,,,,,
158,08.12.20 klo 08.32.36 ip.,23.228,39.853,,,,,,,
159,08.12.20 klo 09.02.36 ip.,23.314,40.537,,,,,,,
160,08.12.20 klo 09.32.36 ip.,23.228,40.635,,,,,,,
161,08.12.20 klo 10.02.36 ip.,23.271,40.659,,,,,,,
162,08.12.20 klo 10.32.36 ip.,23.142,40.073,,,,,,,
163,08.12.20 klo 11.02.36 ip.,23.013,39.731,,,,,,,
164,08.12.20 klo 11.32.36 ip.,22.842,39.438,,,,,,,
165,08.13.20 klo 12.02.36 ap.,22.756,39.365,,,,,,,
166,08.13.20 klo 12.32.36 ap.,22.670,39.341,,,,,,,
167,08.13.20 klo 01.02.36 ap.,22.627,39.145,,,,,,,
168,08.13.20 klo 01.32.36 ap.,22.584,39.023,,,,,,,
169,08.13.20 klo 02.02.36 ap.,22.541,38.852,,,,,,,
170,08.13.20 klo 02.32.36 ap.,22.541,38.730,,,,,,,
171,08.13.20 klo 03.02.36 ap.,22.498,38.632,,,,,,,
172,08.13.20 klo 03.32.36 ap.,22.498,38.486,,,,,,,
173,08.13.20 klo 04.02.36 ap.,22.456,38.364,,,,,,,
174,08.13.20 klo 04.32.36 ap.,22.413,38.242,,,,,,,
175,08.13.20 klo 05.02.36 ap.,22.413,38.144,,,,,,,
176,08.13.20 klo 05.32.36 ap.,22.413,38.095,,,,,,,
177,08.13.20 klo 06.02.36 ap.,22.370,38.095,,,,,,,
178,08.13.20 klo 06.32.36 ap.,22.413,37.998,,,,,,,
179,08.13.20 klo 07.02.36 ap.,22.413,38.144,,,,,,,
180,08.13.20 klo 07.32.36 ap.,22.370,38.120,,,,,,,
181,08.13.20 klo 08.02.36 ap.,22.413,38.486,,,,,,,
182,08.13.20 klo 08.32.36 ap.,22.498,39.512,,,,,,,
183,08.13.20 klo 09.02.36 ap.,22.498,39.365,,,,,,,
184,08.13.20 klo 09.32.36 ap.,22.456,39.145,,,,,,,
185,08.13.20 klo 10.02.36 ap.,22.456,39.023,,,,,,,
186,08.13.20 klo 10.32.36 ap.,22.456,39.219,,,,,,,
187,08.13.20 klo 11.02.36 ap.,22.498,42.515,,,,,,,
188,08.13.20 klo 11.32.36 ap.,22.584,42.589,,,,,,,
189,08.13.20 klo 12.02.36 ip.,22.756,44.860,,,,,,,
190,08.13.20 klo 12.32.36 ip.,22.670,43.565,,,,,,,
191,08.13.20 klo 01.02.36 ip.,22.627,42.466,,,,,,,
192,08.13.20 klo 01.32.36 ip.,22.584,41.758,,,,,,,
193,08.13.20 klo 02.02.36 ip.,22.541,41.294,,,,,,,
194,08.13.20 klo 02.32.36 ip.,22.498,40.977,,,,,,,
195,08.13.20 klo 03.02.36 ip.,22.498,40.757,,,,,,,
196,08.13.20 klo 03.32.36 ip.,22.413,40.562,,,,,,,
197,08.13.20 klo 04.02.36 ip.,22.327,40.562,,,,,,,
198,08.13.20 klo 04.32.36 ip.,22.284,40.464,,,,,,,
199,08.13.20 klo 05.02.36 ip.,22.284,40.464,,,,,,,
200,08.13.20 klo 05.32.36 ip.,22.241,40.586,,,,,,,
201,08.13.20 klo 06.02.36 ip.,22.198,40.488,,,,,,,
202,08.13.20 klo 06.32.36 ip.,22.155,40.488,,,,,,,
203,08.13.20 klo 07.02.36 ip.,22.112,40.586,,,,,,,
204,08.13.20 klo 07.32.36 ip.,22.069,40.611,,,,,,,
205,08.13.20 klo 08.02.36 ip.,22.069,40.928,,,,,,,
206,08.13.20 klo 08.32.36 ip.,22.069,41.221,,,,,,,
207,08.13.20 klo 09.02.36 ip.,22.069,41.587,,,,,,,
208,08.13.20 klo 09.32.36 ip.,22.027,41.563,,,,,,,
209,08.13.20 klo 10.02.36 ip.,22.027,41.783,,,,,,,
210,08.13.20 klo 10.32.36 ip.,22.027,41.758,,,,,,,
211,08.13.20 klo 11.02.36 ip.,21.984,41.783,,,,,,,
212,08.13.20 klo 11.32.36 ip.,21.984,41.661,,,,,,,
213,08.14.20 klo 12.02.36 ap.,21.984,41.636,,,,,,,
214,08.14.20 klo 12.32.36 ap.,21.984,41.661,,,,,,,
215,08.14.20 klo 01.02.36 ap.,21.941,41.563,,,,,,,
216,08.14.20 klo 01.32.36 ap.,21.898,41.368,,,,,,,
217,08.14.20 klo 02.02.36 ap.,21.898,41.319,,,,,,,
218,08.14.20 klo 02.32.36 ap.,21.855,41.197,,,,,,,
219,08.14.20 klo 03.02.36 ap.,21.898,41.172,,,,,,,
220,08.14.20 klo 03.32.36 ap.,21.898,41.123,,,,,,,
221,08.14.20 klo 04.02.36 ap.,21.898,41.099,,,,,,,
222,08.14.20 klo 04.32.36 ap.,21.898,41.074,,,,,,,
223,08.14.20 klo 05.02.36 ap.,21.855,41.001,,,,,,,
224,08.14.20 klo 05.32.36 ap.,21.898,40.928,,,,,,,
225,08.14.20 klo 06.02.36 ap.,21.898,40.855,,,,,,,
226,08.14.20 klo 06.32.36 ap.,21.898,40.879,,,,,,,
227,08.14.20 klo 07.02.36 ap.,21.898,40.830,,,,,,,
228,08.14.20 klo 07.32.36 ap.,21.898,41.074,,,,,,,
229,08.14.20 klo 08.02.36 ap.,21.984,42.051,,,,,,,
230,08.14.20 klo 08.32.36 ap.,21.984,41.807,,,,,,,
231,08.14.20 klo 09.02.36 ap.,21.984,41.612,,,,,,,
232,08.14.20 klo 09.32.36 ap.,22.027,41.392,,,,,,,
233,08.14.20 klo 10.02.36 ap.,21.984,41.294,,,,,,,
234,08.14.20 klo 10.32.36 ap.,21.984,41.197,,,,,,,
235,08.14.20 klo 11.02.36 ap.,22.155,42.247,,,,,,,
236,08.14.20 klo 11.32.36 ap.,22.284,42.662,,,,,,,
237,08.14.20 klo 12.02.36 ip.,22.413,42.540,,,,,,,
238,08.14.20 klo 12.32.36 ip.,22.456,42.369,,,,,,,
239,08.14.20 klo 01.02.36 ip.,22.370,41.954,,,,,,,
240,08.14.20 klo 01.32.36 ip.,22.370,42.466,,,,,,,
241,08.14.20 klo 02.02.36 ip.,22.413,42.735,,,,,,,
242,08.14.20 klo 02.32.36 ip.,22.413,42.857,,,,,,,
243,08.14.20 klo 03.02.36 ip.,22.413,42.833,,,,,,,
244,08.14.20 klo 03.32.36 ip.,22.456,42.833,,,,,,,
245,08.14.20 klo 04.02.36 ip.,22.456,42.735,,,,,,,
246,08.14.20 klo 04.32.36 ip.,22.456,42.637,,,,,,,
247,08.14.20 klo 05.02.36 ip.,22.456,42.564,,,,,,,
248,08.14.20 klo 05.32.36 ip.,22.413,42.540,,,,,,,
249,08.14.20 klo 06.02.36 ip.,22.370,42.564,,,,,,,
250,08.14.20 klo 06.32.36 ip.,22.327,42.198,,,,,,,
251,08.14.20 klo 07.02.36 ip.,22.284,41.929,,,,,,,
252,08.14.20 klo 07.32.36 ip.,22.198,41.832,,,,,,,
253,08.14.20 klo 08.02.36 ip.,22.327,42.613,,,,,,,
254,08.14.20 klo 08.32.36 ip.,22.198,41.856,,,,,,,
255,08.14.20 klo 09.02.36 ip.,22.198,42.369,,,,,,,
256,08.14.20 klo 09.32.36 ip.,22.241,42.833,,,,,,,
257,08.14.20 klo 10.02.36 ip.,22.284,43.297,,,,,,,
258,08.14.20 klo 10.32.36 ip.,22.284,43.394,,,,,,,
259,08.14.20 klo 11.02.36 ip.,22.327,43.712,,,,,,,
260,08.14.20 klo 11.32.36 ip.,22.241,43.614,,,,,,,
261,08.15.20 klo 12.02.36 ap.,22.155,43.297,,,,,,,
262,08.15.20 klo 12.32.36 ap.,22.112,42.906,,,,,,,
263,08.15.20 klo 01.02.36 ap.,22.069,42.589,,,,,,,
264,08.15.20 klo 01.32.36 ap.,22.069,42.320,,,,,,,
265,08.15.20 klo 02.02.36 ap.,21.984,42.100,,,,,,,
266,08.15.20 klo 02.32.36 ap.,22.027,41.880,,,,,,,
267,08.15.20 klo 03.02.36 ap.,21.984,41.685,,,,,,,
268,08.15.20 klo 03.32.36 ap.,21.984,41.490,,,,,,,
269,08.15.20 klo 04.02.36 ap.,21.984,41.416,,,,,,,
270,08.15.20 klo 04.32.36 ap.,21.941,41.343,,,,,,,
271,08.15.20 klo 05.02.36 ap.,21.941,41.270,,,,,,,
272,08.15.20 klo 05.32.36 ap.,21.941,41.123,,,,,,,
273,08.15.20 klo 06.02.36 ap.,21.898,41.074,,,,,,,
274,08.15.20 klo 06.32.36 ap.,21.898,41.050,,,,,,,
275,08.15.20 klo 07.02.36 ap.,21.941,41.001,,,,,,,
276,08.15.20 klo 07.32.36 ap.,21.941,41.245,,,,,,,
277,08.15.20 klo 08.02.36 ap.,22.027,42.295,,,,,,,
278,08.15.20 klo 08.32.36 ap.,22.112,42.882,,,,,,,
279,08.15.20 klo 09.02.36 ap.,22.112,42.515,,,,,,,
280,08.15.20 klo 09.32.36 ap.,22.112,42.002,,,,,,,
281,08.15.20 klo 10.02.36 ap.,22.112,41.758,,,,,,,
282,08.15.20 klo 10.32.36 ap.,22.112,41.490,,,,,,,
283,08.15.20 klo 11.02.36 ap.,22.112,41.490,,,,,,,
284,08.15.20 klo 11.32.36 ap.,22.112,41.392,,,,,,,
285,08.15.20 klo 12.02.36 ip.,22.198,41.465,,,,,,,
286,08.15.20 klo 12.32.36 ip.,22.327,42.491,,,,,,,
287,08.15.20 klo 01.02.36 ip.,22.456,42.320,,,,,,,
288,08.15.20 klo 01.32.36 ip.,22.498,42.173,,,,,,,
289,08.15.20 klo 02.02.36 ip.,22.627,41.856,,,,,,,
290,08.15.20 klo 02.32.36 ip.,22.799,41.294,,,,,,,
291,08.15.20 klo 03.02.36 ip.,23.099,40.586,,,,,,,
292,08.15.20 klo 03.32.36 ip.,23.356,40.024,,,,,,,
293,08.15.20 klo 04.02.36 ip.,23.442,39.560,,,,,,,
294,08.15.20 klo 04.32.36 ip.,23.571,39.023,,,,,,,
295,08.15.20 klo 05.02.36 ip.,23.528,38.852,,,,,,,
296,08.15.20 klo 05.32.36 ip.,23.571,38.901,,,,,,,
297,08.15.20 klo 06.02.36 ip.,23.314,38.828,,,,,,,
298,08.15.20 klo 06.32.36 ip.,23.099,39.048,,,,,,,
299,08.15.20 klo 07.02.36 ip.,23.142,38.706,,,,,,,
300,08.15.20 klo 07.32.36 ip.,23.099,38.559,,,,,,,
301,08.15.20 klo 08.02.36 ip.,23.099,38.462,,,,,,,
302,08.15.20 klo 08.32.36 ip.,23.056,38.950,,,,,,,
303,08.15.20 klo 09.02.36 ip.,22.970,39.048,,,,,,,
304,08.15.20 klo 09.32.36 ip.,22.970,37.998,,,,,,,
305,08.15.20 klo 10.02.36 ip.,22.885,37.778,,,,,,,
306,08.15.20 klo 10.32.36 ip.,22.756,37.998,,,,,,,
307,08.15.20 klo 11.02.36 ip.,22.627,39.292,,,,,,,
308,08.15.20 klo 11.32.36 ip.,22.541,39.341,,,,,,,
309,08.16.20 klo 12.02.36 ap.,22.456,39.219,,,,,,,
310,08.16.20 klo 12.32.36 ap.,22.370,38.926,,,,,,,
311,08.16.20 klo 01.02.36 ap.,22.327,38.681,,,,,,,
312,08.16.20 klo 01.32.36 ap.,22.284,38.657,,,,,,,
313,08.16.20 klo 02.02.36 ap.,22.198,38.315,,,,,,,
314,08.16.20 klo 02.32.36 ap.,22.198,37.582,,,,,,,
315,08.16.20 klo 03.02.36 ap.,22.155,37.851,,,,,,,
316,08.16.20 klo 03.32.36 ap.,22.112,37.924,,,,,,,
317,08.16.20 klo 04.02.36 ap.,22.069,37.656,,,,,,,
318,08.16.20 klo 04.32.36 ap.,22.027,37.070,,,,,,,
319,08.16.20 klo 05.02.36 ap.,21.984,36.484,,,,,,,
320,08.16.20 klo 05.32.36 ap.,21.941,35.409,,,,,,,
321,08.16.20 klo 06.02.36 ap.,21.898,34.676,,,,,,,
322,08.16.20 klo 06.32.36 ap.,21.898,35.507,,,,,,,
323,08.16.20 klo 07.02.36 ap.,21.898,35.678,,,,,,,
324,08.16.20 klo 07.32.36 ap.,21.898,36.752,,,,,,,
325,08.16.20 klo 08.02.36 ap.,21.898,36.361,,,,,,,
326,08.16.20 klo 08.32.36 ap.,21.898,35.897,,,,,,,
327,08.16.20 klo 09.02.36 ap.,21.855,35.263,,,,,,,
328,08.16.20 klo 09.32.36 ap.,21.898,34.750,,,,,,,
329,08.16.20 klo 10.02.36 ap.,22.069,33.968,,,,,,,
330,08.16.20 klo 10.32.36 ap.,22.241,33.138,,,,,,,
331,08.16.20 klo 11.02.36 ap.,22.327,33.065,,,,,,,
332,08.16.20 klo 11.32.36 ap.,22.413,32.747,,,,,,,
333,08.16.20 klo 12.02.36 ip.,22.456,32.967,,,,,,,
334,08.16.20 klo 12.32.36 ip.,22.498,33.944,,,,,,,
335,08.16.20 klo 01.02.36 ip.,22.456,33.919,,,,,,,
336,08.16.20 klo 01.32.36 ip.,22.413,34.652,,,,,,,
337,08.16.20 klo 02.02.36 ip.,22.327,33.993,,,,,,,
338,08.16.20 klo 02.32.36 ip.,22.456,35.165,,,,,,,
339,08.16.20 klo 03.02.36 ip.,22.541,35.311,,,,,,,
340,08.16.20 klo 03.32.36 ip.,22.584,35.800,,,,,,,
341,08.16.20 klo 04.02.36 ip.,22.584,35.678,,,,,,,
342,08.16.20 klo 04.32.36 ip.,22.498,35.531,,,,,,,
343,08.16.20 klo 05.02.36 ip.,22.456,35.580,,,,,,,
344,08.16.20 klo 05.32.36 ip.,22.456,35.311,,,,,,,
345,08.16.20 klo 06.02.36 ip.,22.327,35.067,,,,,,,
346,08.16.20 klo 06.32.36 ip.,22.327,34.701,,,,,,,
347,08.16.20 klo 07.02.36 ip.,22.241,34.237,,,,,,,
348,08.16.20 klo 07.32.36 ip.,22.155,34.359,,,,,,,
349,08.16.20 klo 08.02.36 ip.,22.155,34.505,,,,,,,
350,08.16.20 klo 08.32.36 ip.,22.155,34.530,,,,,,,
351,08.16.20 klo 09.02.36 ip.,22.155,34.530,,,,,,,
352,08.16.20 klo 09.32.36 ip.,22.155,34.408,,,,,,,
353,08.16.20 klo 10.02.36 ip.,22.155,34.335,,,,,,,
354,08.16.20 klo 10.32.36 ip.,22.112,34.188,,,,,,,
355,08.16.20 klo 11.02.36 ip.,22.027,33.578,,,,,,,
356,08.16.20 klo 11.32.36 ip.,21.941,33.162,,,,,,,
357,08.17.20 klo 12.02.36 ap.,21.855,32.796,,,,,,,
358,08.17.20 klo 12.32.36 ap.,21.812,32.552,,,,,,,
359,08.17.20 klo 01.02.36 ap.,21.726,32.527,,,,,,,
360,08.17.20 klo 01.32.36 ap.,21.683,32.552,,,,,,,
361,08.17.20 klo 02.02.36 ap.,21.640,32.527,,,,,,,
362,08.17.20 klo 02.32.36 ap.,21.640,33.040,,,,,,,
363,08.17.20 klo 03.02.36 ap.,21.640,33.236,,,,,,,
364,08.17.20 klo 03.32.36 ap.,21.598,33.675,,,,,,,
365,08.17.20 klo 04.02.36 ap.,21.598,33.822,,,,,,,
366,08.17.20 klo 04.32.36 ap.,21.598,33.993,,,,,,,
367,08.17.20 klo 05.02.36 ap.,21.598,34.481,,,,,,,
368,08.17.20 klo 05.32.36 ap.,21.598,34.603,,,,,,,
369,08.17.20 klo 06.02.36 ap.,21.555,34.652,,,,,,,
370,08.17.20 klo 06.32.36 ap.,21.555,34.725,,,,,,,
371,08.17.20 klo 07.02.36 ap.,21.512,34.701,,,,,,,
372,08.17.20 klo 07.32.36 ap.,21.555,34.921,,,,,,,
373,08.17.20 klo 08.02.36 ap.,21.555,35.140,,,,,,,
374,08.17.20 klo 08.32.36 ap.,21.555,34.652,,,,,,,
375,08.17.20 klo 09.02.36 ap.,21.512,34.261,,,,,,,
376,08.17.20 klo 09.32.36 ap.,21.512,34.237,,,,,,,
