"Plot Title:  20854979"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20854979, SEN S/N: 20854979)","RH, % (LGR S/N: 20854979, SEN S/N: 20854979)","Coupler Detached (LGR S/N: 20854979)","Bad Battery (LGR S/N: 20854979)","Good Battery (LGR S/N: 20854979)","Coupler Attached (LGR S/N: 20854979)","Host Connected (LGR S/N: 20854979)","Stopped (LGR S/N: 20854979)","End Of File (LGR S/N: 20854979)"
54,08.04.20 klo 10.07.53 ip.,11.773,93.919,,,,,,,
55,08.04.20 klo 10.37.53 ip.,11.430,93.016,,,,,,,
56,08.04.20 klo 11.07.53 ip.,11.087,94.432,,,,,,,
57,08.04.20 klo 11.37.53 ip.,10.615,96.093,,,,,,,
58,08.05.20 klo 12.07.53 ap.,10.315,96.361,,,,,,,
59,08.05.20 klo 12.37.53 ap.,9.671,97.656,,,,,,,
60,08.05.20 klo 01.07.53 ap.,10.358,96.484,,,,,,,
61,08.05.20 klo 01.37.53 ap.,10.358,97.216,,,,,,,
62,08.05.20 klo 02.07.53 ap.,10.443,98.120,,,,,,,
63,08.05.20 klo 02.37.53 ap.,10.272,98.999,,,,,,,
64,08.05.20 klo 03.07.53 ap.,10.229,98.901,,,,,,,
65,08.05.20 klo 03.37.53 ap.,10.186,98.046,,,,,,,
66,08.05.20 klo 04.07.53 ap.,10.143,97.705,,,,,,,
67,08.05.20 klo 04.37.53 ap.,9.972,96.874,,,,,,,
68,08.05.20 klo 05.07.53 ap.,9.972,95.946,,,,,,,
69,08.05.20 klo 05.37.53 ap.,10.186,96.166,,,,,,,
70,08.05.20 klo 06.07.53 ap.,10.057,96.068,,,,,,,
71,08.05.20 klo 06.37.53 ap.,10.572,93.968,,,,,,,
72,08.05.20 klo 07.07.53 ap.,10.658,91.770,,,,,,,
73,08.05.20 klo 07.37.53 ap.,10.958,91.990,,,,,,,
74,08.05.20 klo 08.07.53 ap.,11.130,89.573,,,,,,,
75,08.05.20 klo 08.37.53 ap.,11.387,86.081,,,,,,,
76,08.05.20 klo 09.07.53 ap.,11.730,83.785,,,,,,,
77,08.05.20 klo 09.37.53 ap.,12.074,82.613,,,,,,,
78,08.05.20 klo 10.07.53 ap.,12.760,77.949,,,,,,,
79,08.05.20 klo 10.37.53 ap.,13.446,77.411,,,,,,,
80,08.05.20 klo 11.07.53 ap.,16.106,67.741,,,,,,,
81,08.05.20 klo 11.37.53 ap.,18.595,59.463,,,,,,,
82,08.05.20 klo 12.07.53 ip.,17.050,62.002,,,,,,,
83,08.05.20 klo 12.37.53 ip.,18.895,56.996,,,,,,,
84,08.05.20 klo 01.07.53 ip.,19.924,50.891,,,,,,,
85,08.05.20 klo 01.37.53 ip.,17.136,60.195,,,,,,,
86,08.05.20 klo 02.07.53 ip.,18.123,53.675,,,,,,,
87,08.05.20 klo 02.37.53 ip.,17.265,58.193,,,,,,,
88,08.05.20 klo 03.07.53 ip.,18.037,54.603,,,,,,,
89,08.05.20 klo 03.37.53 ip.,15.506,61.880,,,,,,,
90,08.05.20 klo 04.07.53 ip.,16.364,60.513,,,,,,,
91,08.05.20 klo 04.37.53 ip.,15.978,61.929,,,,,,,
92,08.05.20 klo 05.07.53 ip.,18.852,53.993,,,,,,,
93,08.05.20 klo 05.37.53 ip.,18.123,53.407,,,,,,,
94,08.05.20 klo 06.07.53 ip.,15.849,62.247,,,,,,,
95,08.05.20 klo 06.37.53 ip.,16.321,61.172,,,,,,,
96,08.05.20 klo 07.07.53 ip.,15.034,65.568,,,,,,,
97,08.05.20 klo 07.37.53 ip.,14.605,68.034,,,,,,,
98,08.05.20 klo 08.07.53 ip.,14.047,70.281,,,,,,,
99,08.05.20 klo 08.37.53 ip.,13.404,73.480,,,,,,,
100,08.05.20 klo 09.07.53 ip.,13.060,77.460,,,,,,,
101,08.05.20 klo 09.37.53 ip.,12.417,81.563,,,,,,,
102,08.05.20 klo 10.07.53 ip.,11.945,83.663,,,,,,,
103,08.05.20 klo 10.37.53 ip.,11.130,87.424,,,,,,,
104,08.05.20 klo 11.07.53 ip.,9.972,90.867,,,,,,,
105,08.05.20 klo 11.37.53 ip.,7.097,94.847,,,,,,,
106,08.06.20 klo 12.07.53 ap.,5.682,98.266,,,,,,,
107,08.06.20 klo 12.37.53 ap.,6.711,99.512,,,,,,,
108,08.06.20 klo 01.07.53 ap.,6.625,99.194,,,,,,,
109,08.06.20 klo 01.37.53 ap.,4.909,98.999,,,,,,,
110,08.06.20 klo 02.07.53 ap.,3.622,99.853,,,,,,,
111,08.06.20 klo 02.37.53 ap.,3.065,100.000,,,,,,,
112,08.06.20 klo 03.07.53 ap.,2.721,100.000,,,,,,,
113,08.06.20 klo 03.37.53 ap.,2.464,100.000,,,,,,,
114,08.06.20 klo 04.07.53 ap.,2.464,100.000,,,,,,,
115,08.06.20 klo 04.37.53 ap.,2.507,100.000,,,,,,,
116,08.06.20 klo 05.07.53 ap.,2.164,100.000,,,,,,,
117,08.06.20 klo 05.37.53 ap.,2.550,100.000,,,,,,,
118,08.06.20 klo 06.07.53 ap.,2.850,100.000,,,,,,,
119,08.06.20 klo 06.37.53 ap.,2.936,100.000,,,,,,,
120,08.06.20 klo 07.07.53 ap.,3.708,100.000,,,,,,,
121,08.06.20 klo 07.37.53 ap.,6.969,100.000,,,,,,,
122,08.06.20 klo 08.07.53 ap.,11.044,93.236,,,,,,,
123,08.06.20 klo 08.37.53 ap.,12.674,81.929,,,,,,,
124,08.06.20 klo 09.07.53 ap.,12.717,81.661,,,,,,,
125,08.06.20 klo 09.37.53 ap.,15.892,71.404,,,,,,,
126,08.06.20 klo 10.07.53 ap.,15.506,70.696,,,,,,,
127,08.06.20 klo 10.37.53 ap.,16.063,68.864,,,,,,,
128,08.06.20 klo 11.07.53 ap.,18.337,61.563,,,,,,,
129,08.06.20 klo 11.37.53 ap.,19.667,56.972,,,,,,,
130,08.06.20 klo 12.07.53 ip.,21.512,45.812,,,,,,,
131,08.06.20 klo 12.37.53 ip.,22.927,39.902,,,,,,,
132,08.06.20 klo 01.07.53 ip.,23.957,35.556,,,,,,,
133,08.06.20 klo 01.37.53 ip.,24.429,32.747,,,,,,,
134,08.06.20 klo 02.07.53 ip.,23.743,32.869,,,,,,,
135,08.06.20 klo 02.37.53 ip.,22.885,34.359,,,,,,,
136,08.06.20 klo 03.07.53 ip.,22.927,32.674,,,,,,,
137,08.06.20 klo 03.37.53 ip.,21.254,33.919,,,,,,,
138,08.06.20 klo 04.07.53 ip.,21.984,33.016,,,,,,,
139,08.06.20 klo 04.37.53 ip.,22.155,34.212,,,,,,,
140,08.06.20 klo 05.07.53 ip.,22.627,34.896,,,,,,,
141,08.06.20 klo 05.37.53 ip.,21.769,37.900,,,,,,,
142,08.06.20 klo 06.07.53 ip.,19.281,47.179,,,,,,,
143,08.06.20 klo 06.37.53 ip.,18.938,49.304,,,,,,,
144,08.06.20 klo 07.07.53 ip.,18.938,49.646,,,,,,,
145,08.06.20 klo 07.37.53 ip.,17.908,50.476,,,,,,,
146,08.06.20 klo 08.07.53 ip.,18.123,52.430,,,,,,,
147,08.06.20 klo 08.37.53 ip.,16.793,55.043,,,,,,,
148,08.06.20 klo 09.07.53 ip.,16.063,58.755,,,,,,,
149,08.06.20 klo 09.37.53 ip.,15.334,64.469,,,,,,,
150,08.06.20 klo 10.07.53 ip.,14.648,68.230,,,,,,,
151,08.06.20 klo 10.37.53 ip.,13.275,77.363,,,,,,,
152,08.06.20 klo 11.07.53 ip.,12.503,85.006,,,,,,,
153,08.06.20 klo 11.37.53 ip.,12.932,81.148,,,,,,,
154,08.07.20 klo 12.07.53 ap.,13.404,78.291,,,,,,,
155,08.07.20 klo 12.37.53 ap.,13.318,78.632,,,,,,,
156,08.07.20 klo 01.07.53 ap.,12.889,80.440,,,,,,,
157,08.07.20 klo 01.37.53 ap.,12.674,82.491,,,,,,,
158,08.07.20 klo 02.07.53 ap.,12.889,82.222,,,,,,,
159,08.07.20 klo 02.37.53 ap.,12.631,83.443,,,,,,,
160,08.07.20 klo 03.07.53 ap.,12.331,86.154,,,,,,,
161,08.07.20 klo 03.37.53 ap.,11.859,89.353,,,,,,,
162,08.07.20 klo 04.07.53 ap.,11.859,90.037,,,,,,,
163,08.07.20 klo 04.37.53 ap.,12.803,82.564,,,,,,,
164,08.07.20 klo 05.07.53 ap.,12.588,84.469,,,,,,,
165,08.07.20 klo 05.37.53 ap.,12.417,85.446,,,,,,,
166,08.07.20 klo 06.07.53 ap.,11.773,88.938,,,,,,,
167,08.07.20 klo 06.37.53 ap.,12.717,82.491,,,,,,,
168,08.07.20 klo 07.07.53 ap.,13.446,77.216,,,,,,,
169,08.07.20 klo 07.37.53 ap.,14.047,73.333,,,,,,,
170,08.07.20 klo 08.07.53 ap.,13.532,75.092,,,,,,,
171,08.07.20 klo 08.37.53 ap.,14.776,73.333,,,,,,,
172,08.07.20 klo 09.07.53 ap.,14.390,72.796,,,,,,,
173,08.07.20 klo 09.37.53 ap.,13.747,76.825,,,,,,,
174,08.07.20 klo 10.07.53 ap.,14.090,76.068,,,,,,,
175,08.07.20 klo 10.37.53 ap.,14.219,73.700,,,,,,,
176,08.07.20 klo 11.07.53 ap.,14.948,71.233,,,,,,,
177,08.07.20 klo 11.37.53 ap.,14.905,66.716,,,,,,,
178,08.07.20 klo 12.07.53 ip.,15.291,63.199,,,,,,,
179,08.07.20 klo 12.37.53 ip.,15.120,64.762,,,,,,,
180,08.07.20 klo 01.07.53 ip.,18.552,51.600,,,,,,,
181,08.07.20 klo 01.37.53 ip.,19.796,46.129,,,,,,,
182,08.07.20 klo 02.07.53 ip.,19.967,47.424,,,,,,,
183,08.07.20 klo 02.37.53 ip.,18.809,48.083,,,,,,,
184,08.07.20 klo 03.07.53 ip.,20.740,43.980,,,,,,,
185,08.07.20 klo 03.37.53 ip.,18.938,48.864,,,,,,,
186,08.07.20 klo 04.07.53 ip.,18.166,50.061,,,,,,,
187,08.07.20 klo 04.37.53 ip.,20.053,44.737,,,,,,,
188,08.07.20 klo 05.07.53 ip.,19.581,46.178,,,,,,,
189,08.07.20 klo 05.37.53 ip.,20.182,47.399,,,,,,,
190,08.07.20 klo 06.07.53 ip.,20.611,43.419,,,,,,,
191,08.07.20 klo 06.37.53 ip.,17.951,49.426,,,,,,,
192,08.07.20 klo 07.07.53 ip.,17.050,53.333,,,,,,,
193,08.07.20 klo 07.37.53 ip.,17.994,49.768,,,,,,,
194,08.07.20 klo 08.07.53 ip.,16.321,55.238,,,,,,,
195,08.07.20 klo 08.37.53 ip.,16.750,55.067,,,,,,,
196,08.07.20 klo 09.07.53 ip.,14.605,64.249,,,,,,,
197,08.07.20 klo 09.37.53 ip.,12.674,74.310,,,,,,,
198,08.07.20 klo 10.07.53 ip.,8.685,90.574,,,,,,,
199,08.07.20 klo 10.37.53 ip.,7.312,92.869,,,,,,,
200,08.07.20 klo 11.07.53 ip.,6.325,96.288,,,,,,,
201,08.07.20 klo 11.37.53 ip.,5.853,98.242,,,,,,,
202,08.08.20 klo 12.07.53 ap.,5.982,98.926,,,,,,,
203,08.08.20 klo 12.37.53 ap.,5.510,98.877,,,,,,,
204,08.08.20 klo 01.07.53 ap.,4.866,100.000,,,,,,,
205,08.08.20 klo 01.37.53 ap.,4.137,100.000,,,,,,,
206,08.08.20 klo 02.07.53 ap.,3.837,100.000,,,,,,,
207,08.08.20 klo 02.37.53 ap.,3.494,100.000,,,,,,,
208,08.08.20 klo 03.07.53 ap.,3.923,100.000,,,,,,,
209,08.08.20 klo 03.37.53 ap.,5.167,100.000,,,,,,,
210,08.08.20 klo 04.07.53 ap.,5.724,100.000,,,,,,,
211,08.08.20 klo 04.37.53 ap.,5.724,100.000,,,,,,,
212,08.08.20 klo 05.07.53 ap.,5.038,100.000,,,,,,,
213,08.08.20 klo 05.37.53 ap.,5.295,100.000,,,,,,,
214,08.08.20 klo 06.07.53 ap.,7.526,100.000,,,,,,,
215,08.08.20 klo 06.37.53 ap.,8.942,99.121,,,,,,,
216,08.08.20 klo 07.07.53 ap.,9.285,98.706,,,,,,,
217,08.08.20 klo 07.37.53 ap.,13.361,86.325,,,,,,,
218,08.08.20 klo 08.07.53 ap.,14.004,77.705,,,,,,,
219,08.08.20 klo 08.37.53 ap.,14.047,79.609,,,,,,,
220,08.08.20 klo 09.07.53 ap.,17.007,65.763,,,,,,,
221,08.08.20 klo 09.37.53 ap.,16.407,67.106,,,,,,,
222,08.08.20 klo 10.07.53 ap.,16.879,65.519,,,,,,,
223,08.08.20 klo 10.37.53 ap.,17.565,61.416,,,,,,,
224,08.08.20 klo 11.07.53 ap.,19.324,54.359,,,,,,,
225,08.08.20 klo 11.37.53 ap.,21.169,47.326,,,,,,,
226,08.08.20 klo 12.07.53 ip.,22.799,41.954,,,,,,,
227,08.08.20 klo 12.37.53 ip.,25.115,36.630,,,,,,,
228,08.08.20 klo 01.07.53 ip.,26.746,34.066,,,,,,,
229,08.08.20 klo 01.37.53 ip.,23.871,45.275,,,,,,,
230,08.08.20 klo 02.07.53 ip.,27.046,35.678,,,,,,,
231,08.08.20 klo 02.37.53 ip.,27.046,37.241,,,,,,,
232,08.08.20 klo 03.07.53 ip.,26.531,37.192,,,,,,,
233,08.08.20 klo 03.37.53 ip.,25.888,36.410,,,,,,,
234,08.08.20 klo 04.07.53 ip.,24.987,43.028,,,,,,,
235,08.08.20 klo 04.37.53 ip.,24.772,40.073,,,,,,,
236,08.08.20 klo 05.07.53 ip.,27.732,35.922,,,,,,,
237,08.08.20 klo 05.37.53 ip.,25.973,38.071,,,,,,,
238,08.08.20 klo 06.07.53 ip.,27.432,37.705,,,,,,,
239,08.08.20 klo 06.37.53 ip.,24.386,47.888,,,,,,,
240,08.08.20 klo 07.07.53 ip.,20.911,61.905,,,,,,,
241,08.08.20 klo 07.37.53 ip.,24.644,49.963,,,,,,,
242,08.08.20 klo 08.07.53 ip.,20.654,62.686,,,,,,,
243,08.08.20 klo 08.37.53 ip.,20.139,65.299,,,,,,,
244,08.08.20 klo 09.07.53 ip.,19.281,69.011,,,,,,,
245,08.08.20 klo 09.37.53 ip.,19.024,70.281,,,,,,,
246,08.08.20 klo 10.07.53 ip.,18.509,73.333,,,,,,,
247,08.08.20 klo 10.37.53 ip.,18.123,79.756,,,,,,,
248,08.08.20 klo 11.07.53 ip.,17.651,82.393,,,,,,,
249,08.08.20 klo 11.37.53 ip.,17.522,83.639,,,,,,,
250,08.09.20 klo 12.07.53 ap.,17.608,83.516,,,,,,,
251,08.09.20 klo 12.37.53 ap.,17.222,87.741,,,,,,,
252,08.09.20 klo 01.07.53 ap.,15.978,98.486,,,,,,,
253,08.09.20 klo 01.37.53 ap.,15.549,99.560,,,,,,,
254,08.09.20 klo 02.07.53 ap.,14.991,100.000,,,,,,,
255,08.09.20 klo 02.37.53 ap.,15.334,100.000,,,,,,,
256,08.09.20 klo 03.07.53 ap.,15.506,100.000,,,,,,,
257,08.09.20 klo 03.37.53 ap.,14.433,100.000,,,,,,,
258,08.09.20 klo 04.07.53 ap.,12.889,100.000,,,,,,,
259,08.09.20 klo 04.37.53 ap.,12.503,99.805,,,,,,,
260,08.09.20 klo 05.07.53 ap.,12.245,99.805,,,,,,,
261,08.09.20 klo 05.37.53 ap.,11.816,97.705,,,,,,,
262,08.09.20 klo 06.07.53 ap.,11.645,98.852,,,,,,,
263,08.09.20 klo 06.37.53 ap.,11.473,100.000,,,,,,,
264,08.09.20 klo 07.07.53 ap.,11.559,100.000,,,,,,,
265,08.09.20 klo 07.37.53 ap.,11.516,98.315,,,,,,,
266,08.09.20 klo 08.07.53 ap.,10.529,97.778,,,,,,,
267,08.09.20 klo 08.37.53 ap.,9.886,97.216,,,,,,,
268,08.09.20 klo 09.07.53 ap.,9.800,94.408,,,,,,,
269,08.09.20 klo 09.37.53 ap.,9.757,89.475,,,,,,,
270,08.09.20 klo 10.07.53 ap.,10.229,87.790,,,,,,,
271,08.09.20 klo 10.37.53 ap.,10.443,87.497,,,,,,,
272,08.09.20 klo 11.07.53 ap.,10.915,76.874,,,,,,,
273,08.09.20 klo 11.37.53 ap.,11.430,72.405,,,,,,,
274,08.09.20 klo 12.07.53 ip.,13.103,66.203,,,,,,,
275,08.09.20 klo 12.37.53 ip.,16.793,53.480,,,,,,,
276,08.09.20 klo 01.07.53 ip.,16.750,61.514,,,,,,,
277,08.09.20 klo 01.37.53 ip.,15.506,61.026,,,,,,,
278,08.09.20 klo 02.07.53 ip.,17.265,58.120,,,,,,,
279,08.09.20 klo 02.37.53 ip.,14.176,67.888,,,,,,,
280,08.09.20 klo 03.07.53 ip.,12.760,67.155,,,,,,,
281,08.09.20 klo 03.37.53 ip.,14.948,60.733,,,,,,,
282,08.09.20 klo 04.07.53 ip.,14.948,59.267,,,,,,,
283,08.09.20 klo 04.37.53 ip.,15.034,56.337,,,,,,,
284,08.09.20 klo 05.07.53 ip.,15.892,54.310,,,,,,,
285,08.09.20 klo 05.37.53 ip.,17.822,45.641,,,,,,,
286,08.09.20 klo 06.07.53 ip.,17.265,47.253,,,,,,,
287,08.09.20 klo 06.37.53 ip.,14.862,60.708,,,,,,,
288,08.09.20 klo 07.07.53 ip.,13.146,67.497,,,,,,,
289,08.09.20 klo 07.37.53 ip.,13.060,67.424,,,,,,,
290,08.09.20 klo 08.07.53 ip.,12.074,70.672,,,,,,,
291,08.09.20 klo 08.37.53 ip.,11.044,73.651,,,,,,,
292,08.09.20 klo 09.07.53 ip.,10.100,80.659,,,,,,,
293,08.09.20 klo 09.37.53 ip.,9.929,79.048,,,,,,,
294,08.09.20 klo 10.07.53 ip.,9.714,78.584,,,,,,,
295,08.09.20 klo 10.37.53 ip.,9.285,81.758,,,,,,,
296,08.09.20 klo 11.07.53 ip.,9.199,83.785,,,,,,,
297,08.09.20 klo 11.37.53 ip.,7.140,92.015,,,,,,,
298,08.10.20 klo 12.07.53 ap.,8.427,87.179,,,,,,,
299,08.10.20 klo 12.37.53 ap.,8.685,86.178,,,,,,,
300,08.10.20 klo 01.07.53 ap.,8.470,88.083,,,,,,,
301,08.10.20 klo 01.37.53 ap.,8.556,88.816,,,,,,,
302,08.10.20 klo 02.07.53 ap.,8.556,88.254,,,,,,,
303,08.10.20 klo 02.37.53 ap.,8.298,86.764,,,,,,,
304,08.10.20 klo 03.07.53 ap.,8.556,80.733,,,,,,,
305,08.10.20 klo 03.37.53 ap.,8.170,82.930,,,,,,,
306,08.10.20 klo 04.07.53 ap.,7.955,85.885,,,,,,,
307,08.10.20 klo 04.37.53 ap.,6.840,88.596,,,,,,,
308,08.10.20 klo 05.07.53 ap.,6.883,87.741,,,,,,,
309,08.10.20 klo 05.37.53 ap.,7.612,87.741,,,,,,,
310,08.10.20 klo 06.07.53 ap.,7.398,89.158,,,,,,,
311,08.10.20 klo 06.37.53 ap.,7.741,87.985,,,,,,,
312,08.10.20 klo 07.07.53 ap.,9.585,82.076,,,,,,,
313,08.10.20 klo 07.37.53 ap.,11.087,76.044,,,,,,,
314,08.10.20 klo 08.07.53 ap.,14.476,61.319,,,,,,,
315,08.10.20 klo 08.37.53 ap.,11.130,73.333,,,,,,,
316,08.10.20 klo 09.07.53 ap.,11.001,71.160,,,,,,,
317,08.10.20 klo 09.37.53 ap.,10.830,71.600,,,,,,,
318,08.10.20 klo 10.07.53 ap.,12.674,63.346,,,,,,,
319,08.10.20 klo 10.37.53 ap.,12.117,63.590,,,,,,,
320,08.10.20 klo 11.07.53 ap.,12.074,66.349,,,,,,,
321,08.10.20 klo 11.37.53 ap.,11.387,70.354,,,,,,,
322,08.10.20 klo 12.07.53 ip.,12.245,67.179,,,,,,,
323,08.10.20 klo 12.37.53 ip.,11.301,68.596,,,,,,,
324,08.10.20 klo 01.07.53 ip.,12.331,65.763,,,,,,,
325,08.10.20 klo 01.37.53 ip.,13.618,59.219,,,,,,,
326,08.10.20 klo 02.07.53 ip.,13.575,59.389,,,,,,,
327,08.10.20 klo 02.37.53 ip.,12.760,66.252,,,,,,,
328,08.10.20 klo 03.07.53 ip.,12.932,65.031,,,,,,,
329,08.10.20 klo 03.37.53 ip.,12.674,64.713,,,,,,,
330,08.10.20 klo 04.07.53 ip.,11.988,68.425,,,,,,,
331,08.10.20 klo 04.37.53 ip.,14.090,60.098,,,,,,,
332,08.10.20 klo 05.07.53 ip.,12.202,70.330,,,,,,,
333,08.10.20 klo 05.37.53 ip.,12.288,69.182,,,,,,,
334,08.10.20 klo 06.07.53 ip.,11.559,71.966,,,,,,,
335,08.10.20 klo 06.37.53 ip.,12.117,67.839,,,,,,,
336,08.10.20 klo 07.07.53 ip.,11.559,69.158,,,,,,,
337,08.10.20 klo 07.37.53 ip.,11.688,69.670,,,,,,,
338,08.10.20 klo 08.07.53 ip.,11.173,72.357,,,,,,,
339,08.10.20 klo 08.37.53 ip.,10.529,76.239,,,,,,,
340,08.10.20 klo 09.07.53 ip.,10.229,77.363,,,,,,,
341,08.10.20 klo 09.37.53 ip.,9.972,80.830,,,,,,,
342,08.10.20 klo 10.07.53 ip.,9.114,86.716,,,,,,,
343,08.10.20 klo 10.37.53 ip.,8.170,89.206,,,,,,,
344,08.10.20 klo 11.07.53 ip.,5.553,95.995,,,,,,,
345,08.10.20 klo 11.37.53 ip.,4.738,97.900,,,,,,,
346,08.11.20 klo 12.07.53 ap.,4.566,99.365,,,,,,,
347,08.11.20 klo 12.37.53 ap.,3.966,99.341,,,,,,,
348,08.11.20 klo 01.07.53 ap.,2.335,99.048,,,,,,,
349,08.11.20 klo 01.37.53 ap.,1.692,100.000,,,,,,,
350,08.11.20 klo 02.07.53 ap.,1.477,100.000,,,,,,,
351,08.11.20 klo 02.37.53 ap.,1.477,100.000,,,,,,,
352,08.11.20 klo 03.07.53 ap.,1.005,100.000,,,,,,,
353,08.11.20 klo 03.37.53 ap.,0.791,100.000,,,,,,,
354,08.11.20 klo 04.07.53 ap.,1.134,100.000,,,,,,,
355,08.11.20 klo 04.37.53 ap.,2.850,100.000,,,,,,,
356,08.11.20 klo 05.07.53 ap.,3.923,100.000,,,,,,,
357,08.11.20 klo 05.37.53 ap.,4.781,100.000,,,,,,,
358,08.11.20 klo 06.07.53 ap.,5.424,100.000,,,,,,,
359,08.11.20 klo 06.37.53 ap.,5.724,100.000,,,,,,,
360,08.11.20 klo 07.07.53 ap.,5.596,99.463,,,,,,,
361,08.11.20 klo 07.37.53 ap.,8.685,89.426,,,,,,,
362,08.11.20 klo 08.07.53 ap.,13.704,68.938,,,,,,,
363,08.11.20 klo 08.37.53 ap.,12.202,75.604,,,,,,,
364,08.11.20 klo 09.07.53 ap.,13.103,70.598,,,,,,,
365,08.11.20 klo 09.37.53 ap.,14.562,65.592,,,,,,,
366,08.11.20 klo 10.07.53 ap.,15.205,63.712,,,,,,,
367,08.11.20 klo 10.37.53 ap.,15.463,59.414,,,,,,,
368,08.11.20 klo 11.07.53 ap.,15.163,61.392,,,,,,,
369,08.11.20 klo 11.37.53 ap.,17.951,49.206,,,,,,,
370,08.11.20 klo 12.07.53 ip.,17.651,51.526,,,,,,,
371,08.11.20 klo 12.37.53 ip.,18.123,48.987,,,,,,,
372,08.11.20 klo 01.07.53 ip.,16.964,52.430,,,,,,,
373,08.11.20 klo 01.37.53 ip.,17.308,52.479,,,,,,,
374,08.11.20 klo 02.07.53 ip.,20.139,42.759,,,,,,,
375,08.11.20 klo 02.37.53 ip.,20.482,40.562,,,,,,,
376,08.11.20 klo 03.07.53 ip.,21.640,41.416,,,,,,,
