"Plot Title:  20858596"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20858596, SEN S/N: 20858596)","RH, % (LGR S/N: 20858596, SEN S/N: 20858596)","Coupler Detached (LGR S/N: 20858596)","Coupler Attached (LGR S/N: 20858596)","Host Connected (LGR S/N: 20858596)","Stopped (LGR S/N: 20858596)","End Of File (LGR S/N: 20858596)"
1,08.09.20 klo 02.28.59 ip.,22.713,44.103,,,,,
2,08.09.20 klo 02.29.12 ip.,,,Logged,,,,
3,08.09.20 klo 02.58.59 ip.,22.927,42.759,,,,,
4,08.09.20 klo 03.28.59 ip.,22.927,42.784,,,,,
5,08.09.20 klo 03.58.59 ip.,23.056,42.442,,,,,
6,08.09.20 klo 04.28.59 ip.,23.099,42.051,,,,,
7,08.09.20 klo 04.58.59 ip.,22.970,40.904,,,,,
8,08.09.20 klo 05.28.59 ip.,23.056,40.904,,,,,
9,08.09.20 klo 05.58.59 ip.,23.099,40.879,,,,,
10,08.09.20 klo 06.28.59 ip.,23.013,40.708,,,,,
11,08.09.20 klo 06.58.59 ip.,22.927,40.611,,,,,
12,08.09.20 klo 07.28.59 ip.,22.970,40.513,,,,,
13,08.09.20 klo 07.58.59 ip.,22.970,40.513,,,,,
14,08.09.20 klo 08.28.59 ip.,22.970,40.708,,,,,
15,08.09.20 klo 08.58.59 ip.,22.927,40.562,,,,,
16,08.09.20 klo 09.28.59 ip.,22.885,40.366,,,,,
17,08.09.20 klo 09.58.59 ip.,22.885,40.147,,,,,
18,08.09.20 klo 10.28.59 ip.,22.885,39.902,,,,,
19,08.09.20 klo 10.58.59 ip.,22.885,39.683,,,,,
20,08.09.20 klo 11.28.59 ip.,22.842,39.463,,,,,
21,08.09.20 klo 11.58.59 ip.,22.799,39.438,,,,,
22,08.10.20 klo 12.28.59 ap.,22.713,39.267,,,,,
23,08.10.20 klo 12.58.59 ap.,22.670,39.219,,,,,
24,08.10.20 klo 01.28.59 ap.,22.670,39.316,,,,,
25,08.10.20 klo 01.58.59 ap.,22.627,39.316,,,,,
26,08.10.20 klo 02.28.59 ap.,22.541,39.292,,,,,
27,08.10.20 klo 02.58.59 ap.,22.498,39.121,,,,,
28,08.10.20 klo 03.28.59 ap.,22.413,38.852,,,,,
29,08.10.20 klo 03.58.59 ap.,22.370,38.779,,,,,
30,08.10.20 klo 04.28.59 ap.,22.413,38.657,,,,,
31,08.10.20 klo 04.58.59 ap.,22.327,38.535,,,,,
32,08.10.20 klo 05.28.59 ap.,22.284,38.486,,,,,
33,08.10.20 klo 05.58.59 ap.,22.284,38.364,,,,,
34,08.10.20 klo 06.28.59 ap.,22.198,38.291,,,,,
35,08.10.20 klo 06.58.59 ap.,22.284,38.413,,,,,
36,08.10.20 klo 07.28.59 ap.,22.284,38.510,,,,,
37,08.10.20 klo 07.58.59 ap.,22.241,38.681,,,,,
38,08.10.20 klo 08.28.59 ap.,22.241,38.755,,,,,
39,08.10.20 klo 08.58.59 ap.,22.198,38.510,,,,,
40,08.10.20 klo 09.28.59 ap.,22.155,38.364,,,,,
41,08.10.20 klo 09.58.59 ap.,22.198,38.486,,,,,
42,08.10.20 klo 10.28.59 ap.,22.155,38.462,,,,,
43,08.10.20 klo 10.58.59 ap.,22.112,38.364,,,,,
44,08.10.20 klo 11.28.59 ap.,22.112,38.193,,,,,
45,08.10.20 klo 11.58.59 ap.,22.112,38.144,,,,,
46,08.10.20 klo 12.28.59 ip.,22.069,37.973,,,,,
47,08.10.20 klo 12.58.59 ip.,22.069,37.973,,,,,
48,08.10.20 klo 01.28.59 ip.,22.069,38.022,,,,,
49,08.10.20 klo 01.58.59 ip.,22.069,37.998,,,,,
50,08.10.20 klo 02.28.59 ip.,22.027,38.046,,,,,
51,08.10.20 klo 02.58.59 ip.,22.069,38.095,,,,,
52,08.10.20 klo 03.28.59 ip.,21.941,38.144,,,,,
53,08.10.20 klo 03.58.59 ip.,21.984,38.266,,,,,
54,08.10.20 klo 04.28.59 ip.,21.984,38.364,,,,,
55,08.10.20 klo 04.58.59 ip.,21.984,38.364,,,,,
56,08.10.20 klo 05.28.59 ip.,21.941,38.486,,,,,
57,08.10.20 klo 05.58.59 ip.,21.984,38.901,,,,,
58,08.10.20 klo 06.28.59 ip.,22.069,39.243,,,,,
59,08.10.20 klo 06.58.59 ip.,22.069,39.634,,,,,
60,08.10.20 klo 07.28.59 ip.,22.027,39.878,,,,,
61,08.10.20 klo 07.58.59 ip.,22.069,40.122,,,,,
62,08.10.20 klo 08.28.59 ip.,22.112,40.317,,,,,
63,08.10.20 klo 08.58.59 ip.,22.069,40.488,,,,,
64,08.10.20 klo 09.28.59 ip.,22.027,40.659,,,,,
65,08.10.20 klo 09.58.59 ip.,22.069,40.562,,,,,
66,08.10.20 klo 10.28.59 ip.,22.027,40.635,,,,,
67,08.10.20 klo 10.58.59 ip.,22.027,40.611,,,,,
68,08.10.20 klo 11.28.59 ip.,21.941,40.562,,,,,
69,08.10.20 klo 11.58.59 ip.,21.898,40.586,,,,,
70,08.11.20 klo 12.28.59 ap.,21.855,40.537,,,,,
71,08.11.20 klo 12.58.59 ap.,21.769,40.440,,,,,
