"Plot Title:  20854966"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20854966, SEN S/N: 20854966)","RH, % (LGR S/N: 20854966, SEN S/N: 20854966)","Coupler Detached (LGR S/N: 20854966)","Coupler Attached (LGR S/N: 20854966)","Host Connected (LGR S/N: 20854966)","Stopped (LGR S/N: 20854966)","End Of File (LGR S/N: 20854966)"
1,08.03.20 klo 07.56.37 ip.,26.102,42.979,,,,,
2,08.03.20 klo 07.57.05 ip.,,,Logged,,,,
3,08.03.20 klo 08.26.37 ip.,23.871,42.320,,,,,
4,08.03.20 klo 08.56.37 ip.,23.828,44.982,,,,,
5,08.03.20 klo 09.26.37 ip.,23.828,43.736,,,,,
6,08.03.20 klo 09.56.37 ip.,23.743,42.125,,,,,
7,08.03.20 klo 10.26.37 ip.,23.743,41.758,,,,,
8,08.03.20 klo 10.56.37 ip.,23.614,41.343,,,,,
9,08.03.20 klo 11.26.37 ip.,23.399,41.465,,,,,
10,08.03.20 klo 11.56.37 ip.,23.271,40.855,,,,,
11,08.04.20 klo 12.26.37 ap.,23.185,40.879,,,,,
12,08.04.20 klo 12.56.37 ap.,23.013,40.757,,,,,
13,08.04.20 klo 01.26.37 ap.,23.013,40.757,,,,,
14,08.04.20 klo 01.56.37 ap.,22.970,41.734,,,,,
15,08.04.20 klo 02.26.37 ap.,22.885,41.026,,,,,
16,08.04.20 klo 02.56.37 ap.,22.885,40.757,,,,,
17,08.04.20 klo 03.26.37 ap.,22.799,40.855,,,,,
18,08.04.20 klo 03.56.37 ap.,22.799,40.879,,,,,
19,08.04.20 klo 04.26.37 ap.,22.670,41.001,,,,,
20,08.04.20 klo 04.56.37 ap.,22.627,40.830,,,,,
21,08.04.20 klo 05.26.37 ap.,22.584,40.586,,,,,
22,08.04.20 klo 05.56.37 ap.,22.541,40.635,,,,,
23,08.04.20 klo 06.26.37 ap.,22.541,40.391,,,,,
24,08.04.20 klo 06.56.37 ap.,22.498,40.317,,,,,
