"Plot Title:  20849242"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20849242, SEN S/N: 20849242)","RH, % (LGR S/N: 20849242, SEN S/N: 20849242)","Coupler Detached (LGR S/N: 20849242)","Coupler Attached (LGR S/N: 20849242)","Host Connected (LGR S/N: 20849242)","Stopped (LGR S/N: 20849242)","End Of File (LGR S/N: 20849242)"
1,08.16.20 klo 03.16.24 ip.,22.713,37.192,,,,,
2,08.16.20 klo 03.16.32 ip.,,,Logged,,,,
3,08.16.20 klo 03.46.24 ip.,22.627,36.190,,,,,
4,08.16.20 klo 04.16.24 ip.,22.456,35.873,,,,,
5,08.16.20 klo 04.46.24 ip.,22.370,36.068,,,,,
6,08.16.20 klo 05.16.24 ip.,22.413,35.629,,,,,
7,08.16.20 klo 05.46.24 ip.,22.370,35.189,,,,,
8,08.16.20 klo 06.16.24 ip.,22.241,34.628,,,,,
9,08.16.20 klo 06.46.24 ip.,22.241,34.164,,,,,
10,08.16.20 klo 07.16.24 ip.,22.069,34.261,,,,,
11,08.16.20 klo 07.46.24 ip.,22.112,34.676,,,,,
12,08.16.20 klo 08.16.24 ip.,22.069,34.750,,,,,
13,08.16.20 klo 08.46.24 ip.,22.069,34.530,,,,,
14,08.16.20 klo 09.16.24 ip.,22.069,34.530,,,,,
15,08.16.20 klo 09.46.24 ip.,22.112,34.359,,,,,
16,08.16.20 klo 10.16.24 ip.,22.069,34.261,,,,,
17,08.16.20 klo 10.46.24 ip.,21.984,33.504,,,,,
18,08.16.20 klo 11.16.24 ip.,21.898,32.869,,,,,
19,08.16.20 klo 11.46.24 ip.,21.769,32.650,,,,,
20,08.17.20 klo 12.16.24 ap.,21.726,32.454,,,,,
21,08.17.20 klo 12.46.24 ap.,21.683,32.503,,,,,
22,08.17.20 klo 01.16.24 ap.,21.598,32.283,,,,,
23,08.17.20 klo 01.46.24 ap.,21.598,32.454,,,,,
24,08.17.20 klo 02.16.24 ap.,21.512,32.234,,,,,
25,08.17.20 klo 02.46.24 ap.,21.512,33.578,,,,,
26,08.17.20 klo 03.16.24 ap.,21.512,33.797,,,,,
27,08.17.20 klo 03.46.24 ap.,21.512,34.139,,,,,
28,08.17.20 klo 04.16.24 ap.,21.512,34.457,,,,,
29,08.17.20 klo 04.46.24 ap.,21.512,34.921,,,,,
30,08.17.20 klo 05.16.24 ap.,21.512,35.116,,,,,
31,08.17.20 klo 05.46.24 ap.,21.555,35.189,,,,,
32,08.17.20 klo 06.16.24 ap.,21.469,35.140,,,,,
33,08.17.20 klo 06.46.24 ap.,21.512,34.896,,,,,
34,08.17.20 klo 07.16.24 ap.,21.469,35.116,,,,,
35,08.17.20 klo 07.46.24 ap.,21.555,35.531,,,,,
36,08.17.20 klo 08.16.24 ap.,21.512,34.725,,,,,
37,08.17.20 klo 08.46.24 ap.,21.469,34.408,,,,,
38,08.17.20 klo 09.16.24 ap.,21.512,33.675,,,,,
39,08.17.20 klo 09.46.24 ap.,21.512,34.188,,,,,
40,08.17.20 klo 10.16.24 ap.,21.598,34.432,,,,,
41,08.17.20 klo 10.46.24 ap.,21.598,34.335,,,,,
42,08.17.20 klo 11.16.24 ap.,21.683,34.408,,,,,
43,08.17.20 klo 11.46.24 ap.,21.726,33.993,,,,,
44,08.17.20 klo 12.16.24 ip.,21.898,34.457,,,,,
45,08.17.20 klo 12.46.24 ip.,22.069,34.530,,,,,
46,08.17.20 klo 01.16.24 ip.,22.155,34.212,,,,,
47,08.17.20 klo 01.46.24 ip.,22.198,34.261,,,,,
48,08.17.20 klo 02.16.24 ip.,22.284,34.066,,,,,
49,08.17.20 klo 02.46.24 ip.,22.155,34.017,,,,,
50,08.17.20 klo 03.16.24 ip.,22.112,33.553,,,,,
51,08.17.20 klo 03.46.24 ip.,22.112,33.040,,,,,
