"Plot Title:  20858604"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20858604, SEN S/N: 20858604)","RH, % (LGR S/N: 20858604, SEN S/N: 20858604)","Coupler Detached (LGR S/N: 20858604)","Coupler Attached (LGR S/N: 20858604)","Host Connected (LGR S/N: 20858604)","Stopped (LGR S/N: 20858604)","End Of File (LGR S/N: 20858604)"
1,08.09.20 klo 02.13.58 ip.,22.885,41.734,,,,,
2,08.09.20 klo 02.14.09 ip.,,,Logged,,,,
3,08.09.20 klo 02.43.58 ip.,22.927,42.979,,,,,
4,08.09.20 klo 03.13.58 ip.,22.927,43.663,,,,,
5,08.09.20 klo 03.43.58 ip.,22.927,43.516,,,,,
6,08.09.20 klo 04.13.58 ip.,23.013,43.175,,,,,
7,08.09.20 klo 04.43.58 ip.,23.056,42.369,,,,,
8,08.09.20 klo 05.13.58 ip.,23.056,41.929,,,,,
9,08.09.20 klo 05.43.58 ip.,23.142,41.905,,,,,
10,08.09.20 klo 06.13.58 ip.,23.099,41.709,,,,,
11,08.09.20 klo 06.43.58 ip.,23.056,41.441,,,,,
12,08.09.20 klo 07.13.58 ip.,23.013,41.343,,,,,
13,08.09.20 klo 07.43.58 ip.,23.013,41.148,,,,,
14,08.09.20 klo 08.13.58 ip.,23.013,41.294,,,,,
15,08.09.20 klo 08.43.58 ip.,23.013,41.245,,,,,
16,08.09.20 klo 09.13.58 ip.,22.927,41.074,,,,,
17,08.09.20 klo 09.43.58 ip.,22.970,40.830,,,,,
18,08.09.20 klo 10.13.58 ip.,22.970,40.537,,,,,
19,08.09.20 klo 10.43.58 ip.,22.970,40.464,,,,,
20,08.09.20 klo 11.13.58 ip.,22.927,40.269,,,,,
21,08.09.20 klo 11.43.58 ip.,22.885,40.269,,,,,
22,08.10.20 klo 12.13.58 ap.,22.799,40.171,,,,,
23,08.10.20 klo 12.43.58 ap.,22.799,40.024,,,,,
24,08.10.20 klo 01.13.58 ap.,22.756,40.000,,,,,
25,08.10.20 klo 01.43.58 ap.,22.713,40.073,,,,,
26,08.10.20 klo 02.13.58 ap.,22.670,40.049,,,,,
27,08.10.20 klo 02.43.58 ap.,22.627,39.902,,,,,
28,08.10.20 klo 03.13.58 ap.,22.584,39.780,,,,,
29,08.10.20 klo 03.43.58 ap.,22.498,39.585,,,,,
30,08.10.20 klo 04.13.58 ap.,22.456,39.512,,,,,
31,08.10.20 klo 04.43.58 ap.,22.413,39.414,,,,,
32,08.10.20 klo 05.13.58 ap.,22.413,39.341,,,,,
33,08.10.20 klo 05.43.58 ap.,22.370,39.194,,,,,
34,08.10.20 klo 06.13.58 ap.,22.370,39.072,,,,,
35,08.10.20 klo 06.43.58 ap.,22.370,39.072,,,,,
36,08.10.20 klo 07.13.58 ap.,22.370,39.170,,,,,
37,08.10.20 klo 07.43.58 ap.,22.370,39.170,,,,,
38,08.10.20 klo 08.13.58 ap.,22.327,39.267,,,,,
39,08.10.20 klo 08.43.58 ap.,22.284,39.194,,,,,
40,08.10.20 klo 09.13.58 ap.,22.241,38.950,,,,,
41,08.10.20 klo 09.43.58 ap.,22.284,38.926,,,,,
42,08.10.20 klo 10.13.58 ap.,22.284,38.950,,,,,
43,08.10.20 klo 10.43.58 ap.,22.284,38.877,,,,,
44,08.10.20 klo 11.13.58 ap.,22.241,38.803,,,,,
45,08.10.20 klo 11.43.58 ap.,22.241,38.657,,,,,
46,08.10.20 klo 12.13.58 ip.,22.198,38.510,,,,,
47,08.10.20 klo 12.43.58 ip.,22.198,38.486,,,,,
48,08.10.20 klo 01.13.58 ip.,22.155,38.462,,,,,
49,08.10.20 klo 01.43.58 ip.,22.198,38.486,,,,,
50,08.10.20 klo 02.13.58 ip.,22.112,38.437,,,,,
51,08.10.20 klo 02.43.58 ip.,22.155,38.462,,,,,
52,08.10.20 klo 03.13.58 ip.,22.155,38.462,,,,,
53,08.10.20 klo 03.43.58 ip.,22.112,38.462,,,,,
54,08.10.20 klo 04.13.58 ip.,22.112,38.486,,,,,
55,08.10.20 klo 04.43.58 ip.,22.112,38.535,,,,,
56,08.10.20 klo 05.13.58 ip.,22.069,38.584,,,,,
57,08.10.20 klo 05.43.58 ip.,22.069,38.681,,,,,
58,08.10.20 klo 06.13.58 ip.,22.112,39.023,,,,,
59,08.10.20 klo 06.43.58 ip.,22.155,39.145,,,,,
60,08.10.20 klo 07.13.58 ip.,22.112,39.438,,,,,
61,08.10.20 klo 07.43.58 ip.,22.155,39.683,,,,,
62,08.10.20 klo 08.13.58 ip.,22.155,39.853,,,,,
63,08.10.20 klo 08.43.58 ip.,22.155,39.902,,,,,
64,08.10.20 klo 09.13.58 ip.,22.198,40.073,,,,,
65,08.10.20 klo 09.43.58 ip.,22.155,40.122,,,,,
66,08.10.20 klo 10.13.58 ip.,22.155,40.073,,,,,
67,08.10.20 klo 10.43.58 ip.,22.155,40.073,,,,,
68,08.10.20 klo 11.13.58 ip.,22.112,40.073,,,,,
69,08.10.20 klo 11.43.58 ip.,22.027,40.049,,,,,
70,08.11.20 klo 12.13.58 ap.,22.027,40.049,,,,,
71,08.11.20 klo 12.43.58 ap.,21.941,40.049,,,,,
72,08.11.20 klo 01.13.58 ap.,21.941,40.073,,,,,
73,08.11.20 klo 01.43.58 ap.,21.898,40.000,,,,,
74,08.11.20 klo 02.13.58 ap.,21.898,39.951,,,,,
75,08.11.20 klo 02.43.58 ap.,21.855,39.878,,,,,
76,08.11.20 klo 03.13.58 ap.,21.812,39.805,,,,,
77,08.11.20 klo 03.43.58 ap.,21.812,39.756,,,,,
78,08.11.20 klo 04.13.58 ap.,21.769,39.683,,,,,
79,08.11.20 klo 04.43.58 ap.,21.726,39.585,,,,,
80,08.11.20 klo 05.13.58 ap.,21.769,39.512,,,,,
