"Plot Title:  20854964"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20854964, SEN S/N: 20854964)","RH, % (LGR S/N: 20854964, SEN S/N: 20854964)","Coupler Detached (LGR S/N: 20854964)","Coupler Attached (LGR S/N: 20854964)","Host Connected (LGR S/N: 20854964)","Stopped (LGR S/N: 20854964)","End Of File (LGR S/N: 20854964)"
1,08.04.20 klo 08.17.49 ip.,23.571,46.203,,,,,
2,08.04.20 klo 08.17.58 ip.,,,Logged,,,,
3,08.04.20 klo 08.47.49 ip.,23.099,45.299,,,,,
4,08.04.20 klo 09.17.49 ip.,22.927,45.421,,,,,
5,08.04.20 klo 09.47.49 ip.,22.842,45.079,,,,,
6,08.04.20 klo 10.17.49 ip.,22.713,44.811,,,,,
7,08.04.20 klo 10.47.49 ip.,22.584,44.762,,,,,
8,08.04.20 klo 11.17.49 ip.,22.456,44.542,,,,,
9,08.04.20 klo 11.47.49 ip.,22.370,44.176,,,,,
10,08.05.20 klo 12.17.49 ap.,22.413,43.810,,,,,
11,08.05.20 klo 12.47.49 ap.,22.413,43.468,,,,,
12,08.05.20 klo 01.17.49 ap.,22.456,43.248,,,,,
13,08.05.20 klo 01.47.49 ap.,22.498,42.979,,,,,
14,08.05.20 klo 02.17.49 ap.,22.498,42.833,,,,,
15,08.05.20 klo 02.47.49 ap.,22.541,42.686,,,,,
16,08.05.20 klo 03.17.49 ap.,22.584,42.589,,,,,
17,08.05.20 klo 03.47.49 ap.,22.584,42.369,,,,,
18,08.05.20 klo 04.17.49 ap.,22.584,42.271,,,,,
19,08.05.20 klo 04.47.49 ap.,22.584,42.149,,,,,
20,08.05.20 klo 05.17.49 ap.,22.584,42.027,,,,,
21,08.05.20 klo 05.47.49 ap.,22.627,41.880,,,,,
22,08.05.20 klo 06.17.49 ap.,22.627,41.734,,,,,
23,08.05.20 klo 06.47.49 ap.,22.670,41.514,,,,,
24,08.05.20 klo 07.17.49 ap.,22.670,41.416,,,,,
25,08.05.20 klo 07.47.49 ap.,22.670,41.245,,,,,
26,08.05.20 klo 08.17.49 ap.,22.756,41.294,,,,,
27,08.05.20 klo 08.47.49 ap.,22.756,41.001,,,,,
28,08.05.20 klo 09.17.49 ap.,23.099,47.863,,,,,
29,08.05.20 klo 09.47.49 ap.,22.284,40.757,,,,,
30,08.05.20 klo 10.17.49 ap.,18.380,50.012,,,,,
31,08.05.20 klo 10.47.49 ap.,17.565,58.095,,,,,
32,08.05.20 klo 11.17.49 ap.,16.707,60.513,,,,,
33,08.05.20 klo 11.47.49 ap.,18.423,64.884,,,,,
34,08.05.20 klo 12.17.49 ip.,19.624,58.632,,,,,
