"Plot Title:  20849260"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20849260, SEN S/N: 20849260, LBL: AT)","RH, % (LGR S/N: 20849260, SEN S/N: 20849260, LBL: RH)","Coupler Detached (LGR S/N: 20849260)","Bad Battery (LGR S/N: 20849260)","Coupler Attached (LGR S/N: 20849260)","Host Connected (LGR S/N: 20849260)","Stopped (LGR S/N: 20849260)","End Of File (LGR S/N: 20849260)"
8905,01.22.21 klo 12.00.00 ap.,-17.184,89.573,,,,,,
8906,01.22.21 klo 12.30.00 ap.,-17.356,88.742,,,,,,
8907,01.22.21 klo 01.00.00 ap.,-16.841,89.304,,,,,,
8908,01.22.21 klo 01.30.00 ap.,-16.712,89.670,,,,,,
8909,01.22.21 klo 02.00.00 ap.,-17.227,88.645,,,,,,
8910,01.22.21 klo 02.30.00 ap.,-17.356,88.669,,,,,,
8911,01.22.21 klo 03.00.00 ap.,-17.356,88.400,,,,,,
8912,01.22.21 klo 03.30.00 ap.,-17.742,87.985,,,,,,
8913,01.22.21 klo 04.00.00 ap.,-18.128,88.352,,,,,,
8914,01.22.21 klo 04.30.00 ap.,-17.828,88.694,,,,,,
8915,01.22.21 klo 05.00.00 ap.,-18.214,88.352,,,,,,
8916,01.22.21 klo 05.30.00 ap.,-18.471,88.156,,,,,,
8917,01.22.21 klo 06.00.00 ap.,-18.686,88.254,,,,,,
8918,01.22.21 klo 06.30.00 ap.,-18.772,88.425,,,,,,
8919,01.22.21 klo 07.00.00 ap.,-18.686,88.278,,,,,,
8920,01.22.21 klo 07.30.00 ap.,-18.557,88.181,,,,,,
8921,01.22.21 klo 08.00.00 ap.,-18.514,88.571,,,,,,
8922,01.22.21 klo 08.30.00 ap.,-18.428,88.987,,,,,,
8923,01.22.21 klo 09.00.00 ap.,-18.428,88.327,,,,,,
8924,01.22.21 klo 09.30.00 ap.,-18.386,88.156,,,,,,
8925,01.22.21 klo 10.00.00 ap.,-18.214,88.303,,,,,,
8926,01.22.21 klo 10.30.00 ap.,-18.214,89.231,,,,,,
8927,01.22.21 klo 11.00.00 ap.,-17.528,89.133,,,,,,
8928,01.22.21 klo 11.30.00 ap.,-18.214,88.449,,,,,,
8929,01.22.21 klo 12.00.00 ip.,-17.914,88.645,,,,,,
8930,01.22.21 klo 12.30.00 ip.,-17.785,88.327,,,,,,
8931,01.22.21 klo 01.00.00 ip.,-17.613,87.643,,,,,,
8932,01.22.21 klo 01.30.00 ip.,-17.914,87.497,,,,,,
8933,01.22.21 klo 02.00.00 ip.,-17.656,88.181,,,,,,
8934,01.22.21 klo 02.30.00 ip.,-17.699,88.230,,,,,,
8935,01.22.21 klo 03.00.00 ip.,-17.699,88.425,,,,,,
8936,01.22.21 klo 03.30.00 ip.,-17.528,87.009,,,,,,
8937,01.22.21 klo 04.00.00 ip.,-17.313,87.228,,,,,,
8938,01.22.21 klo 04.30.00 ip.,-17.828,86.984,,,,,,
8939,01.22.21 klo 05.00.00 ip.,-17.828,87.546,,,,,,
8940,01.22.21 klo 05.30.00 ip.,-17.742,88.352,,,,,,
8941,01.22.21 klo 06.00.00 ip.,-17.871,88.107,,,,,,
8942,01.22.21 klo 06.30.00 ip.,-17.828,88.107,,,,,,
8943,01.22.21 klo 07.00.00 ip.,-17.570,87.424,,,,,,
8944,01.22.21 klo 07.30.00 ip.,-17.613,87.863,,,,,,
8945,01.22.21 klo 08.00.00 ip.,-17.656,88.010,,,,,,
8946,01.22.21 klo 08.30.00 ip.,-17.570,88.498,,,,,,
8947,01.22.21 klo 09.00.00 ip.,-17.356,87.888,,,,,,
8948,01.22.21 klo 09.30.00 ip.,-17.528,88.107,,,,,,
8949,01.22.21 klo 10.00.00 ip.,-17.356,88.352,,,,,,
8950,01.22.21 klo 10.30.00 ip.,-17.356,87.302,,,,,,
8951,01.22.21 klo 11.00.00 ip.,-17.356,88.523,,,,,,
8952,01.22.21 klo 11.30.00 ip.,-17.270,88.376,,,,,,
8953,01.23.21 klo 12.00.00 ap.,-17.399,88.254,,,,,,
8954,01.23.21 klo 12.30.00 ap.,-17.399,87.082,,,,,,
8955,01.23.21 klo 01.00.00 ap.,-17.270,87.228,,,,,,
8956,01.23.21 klo 01.30.00 ap.,-17.313,86.911,,,,,,
8957,01.23.21 klo 02.00.00 ap.,-17.227,86.129,,,,,,
8958,01.23.21 klo 02.30.00 ap.,-17.399,87.399,,,,,,
8959,01.23.21 klo 03.00.00 ap.,-17.613,88.034,,,,,,
8960,01.23.21 klo 03.30.00 ap.,-17.656,87.399,,,,,,
8961,01.23.21 klo 04.00.00 ap.,-17.613,87.155,,,,,,
8962,01.23.21 klo 04.30.00 ap.,-17.828,87.326,,,,,,
8963,01.23.21 klo 05.00.00 ap.,-17.871,87.790,,,,,,
8964,01.23.21 klo 05.30.00 ap.,-17.957,87.668,,,,,,
8965,01.23.21 klo 06.00.00 ap.,-18.042,87.350,,,,,,
8966,01.23.21 klo 06.30.00 ap.,-17.656,88.523,,,,,,
8967,01.23.21 klo 07.00.00 ap.,-17.871,88.816,,,,,,
8968,01.23.21 klo 07.30.00 ap.,-17.871,88.449,,,,,,
8969,01.23.21 klo 08.00.00 ap.,-18.085,89.158,,,,,,
8970,01.23.21 klo 08.30.00 ap.,-17.828,88.987,,,,,,
8971,01.23.21 klo 09.00.00 ap.,-17.485,88.742,,,,,,
8972,01.23.21 klo 09.30.00 ap.,-17.871,88.303,,,,,,
8973,01.23.21 klo 10.00.00 ap.,-17.485,88.987,,,,,,
8974,01.23.21 klo 10.30.00 ap.,-17.828,88.400,,,,,,
8975,01.23.21 klo 11.00.00 ap.,-17.999,87.326,,,,,,
8976,01.23.21 klo 11.30.00 ap.,-18.257,87.570,,,,,,
8977,01.23.21 klo 12.00.00 ip.,-18.257,86.642,,,,,,
8978,01.23.21 klo 12.30.00 ip.,-18.471,86.032,,,,,,
8979,01.23.21 klo 01.00.00 ip.,-18.857,85.714,,,,,,
8980,01.23.21 klo 01.30.00 ip.,-18.729,85.788,,,,,,
8981,01.23.21 klo 02.00.00 ip.,-19.072,85.397,,,,,,
8982,01.23.21 klo 02.30.00 ip.,-19.244,86.105,,,,,,
8983,01.23.21 klo 03.00.00 ip.,-19.458,86.227,,,,,,
8984,01.23.21 klo 03.30.00 ip.,-19.372,86.935,,,,,,
8985,01.23.21 klo 04.00.00 ip.,-19.415,86.081,,,,,,
8986,01.23.21 klo 04.30.00 ip.,-19.286,85.617,,,,,,
8987,01.23.21 klo 05.00.00 ip.,-19.158,85.519,,,,,,
8988,01.23.21 klo 05.30.00 ip.,-18.857,84.200,,,,,,
8989,01.23.21 klo 06.00.00 ip.,-18.943,85.031,,,,,,
8990,01.23.21 klo 06.30.00 ip.,-18.986,86.276,,,,,,
8991,01.23.21 klo 07.00.00 ip.,-19.072,85.372,,,,,,
8992,01.23.21 klo 07.30.00 ip.,-19.115,85.592,,,,,,
8993,01.23.21 klo 08.00.00 ip.,-18.900,85.250,,,,,,
8994,01.23.21 klo 08.30.00 ip.,-18.900,85.812,,,,,,
8995,01.23.21 klo 09.00.00 ip.,-18.471,87.790,,,,,,
8996,01.23.21 klo 09.30.00 ip.,-18.471,87.595,,,,,,
8997,01.23.21 klo 10.00.00 ip.,-18.514,87.057,,,,,,
8998,01.23.21 klo 10.30.00 ip.,-18.128,86.325,,,,,,
8999,01.23.21 klo 11.00.00 ip.,-18.042,86.716,,,,,,
9000,01.23.21 klo 11.30.00 ip.,-17.914,86.252,,,,,,
9001,01.24.21 klo 12.00.00 ap.,-17.742,86.227,,,,,,
9002,01.24.21 klo 12.30.00 ap.,-17.570,83.614,,,,,,
9003,01.24.21 klo 01.00.00 ap.,-18.214,84.957,,,,,,
9004,01.24.21 klo 01.30.00 ap.,-18.171,84.298,,,,,,
9005,01.24.21 klo 02.00.00 ap.,-17.871,82.613,,,,,,
9006,01.24.21 klo 02.30.00 ap.,-17.871,81.905,,,,,,
9007,01.24.21 klo 03.00.00 ap.,-17.613,83.297,,,,,,
9008,01.24.21 klo 03.30.00 ap.,-18.128,84.396,,,,,,
9009,01.24.21 klo 04.00.00 ap.,-18.729,84.249,,,,,,
9010,01.24.21 klo 04.30.00 ap.,-18.514,84.762,,,,,,
9011,01.24.21 klo 05.00.00 ap.,-17.828,82.711,,,,,,
9012,01.24.21 klo 05.30.00 ap.,-18.514,83.053,,,,,,
9013,01.24.21 klo 06.00.00 ap.,-19.244,84.444,,,,,,
9014,01.24.21 klo 06.30.00 ap.,-19.244,84.884,,,,,,
9015,01.24.21 klo 07.00.00 ap.,-18.986,84.225,,,,,,
9016,01.24.21 klo 07.30.00 ap.,-18.943,84.103,,,,,,
9017,01.24.21 klo 08.00.00 ap.,-19.286,84.518,,,,,,
9018,01.24.21 klo 08.30.00 ap.,-18.943,85.592,,,,,,
9019,01.24.21 klo 09.00.00 ap.,-17.785,83.321,,,,,,
9020,01.24.21 klo 09.30.00 ap.,-18.128,83.834,,,,,,
9021,01.24.21 klo 10.00.00 ap.,-18.300,83.175,,,,,,
9022,01.24.21 klo 10.30.00 ap.,-18.085,83.980,,,,,,
9023,01.24.21 klo 11.00.00 ap.,-18.428,85.128,,,,,,
9024,01.24.21 klo 11.30.00 ap.,-19.115,83.956,,,,,,
9025,01.24.21 klo 12.00.00 ip.,-19.072,84.029,,,,,,
9026,01.24.21 klo 12.30.00 ip.,-18.471,83.932,,,,,,
9027,01.24.21 klo 01.00.00 ip.,-18.257,84.591,,,,,,
9028,01.24.21 klo 01.30.00 ip.,-17.828,83.687,,,,,,
9029,01.24.21 klo 02.00.00 ip.,-18.085,84.737,,,,,,
9030,01.24.21 klo 02.30.00 ip.,-18.300,86.520,,,,,,
9031,01.24.21 klo 03.00.00 ip.,-18.171,86.935,,,,,,
9032,01.24.21 klo 03.30.00 ip.,-18.171,87.082,,,,,,
9033,01.24.21 klo 04.00.00 ip.,-18.557,87.643,,,,,,
9034,01.24.21 klo 04.30.00 ip.,-17.442,86.300,,,,,,
9035,01.24.21 klo 05.00.00 ip.,-18.428,87.814,,,,,,
9036,01.24.21 klo 05.30.00 ip.,-17.699,86.569,,,,,,
9037,01.24.21 klo 06.00.00 ip.,-17.227,84.908,,,,,,
9038,01.24.21 klo 06.30.00 ip.,-18.085,87.570,,,,,,
9039,01.24.21 klo 07.00.00 ip.,-17.957,86.276,,,,,,
9040,01.24.21 klo 07.30.00 ip.,-17.957,87.350,,,,,,
9041,01.24.21 klo 08.00.00 ip.,-17.613,85.934,,,,,,
9042,01.24.21 klo 08.30.00 ip.,-17.914,89.011,,,,,,
9043,01.24.21 klo 09.00.00 ip.,-17.828,87.350,,,,,,
9044,01.24.21 klo 09.30.00 ip.,-17.914,88.230,,,,,,
9045,01.24.21 klo 10.00.00 ip.,-18.042,89.011,,,,,,
9046,01.24.21 klo 10.30.00 ip.,-17.785,87.302,,,,,,
9047,01.24.21 klo 11.00.00 ip.,-18.214,88.840,,,,,,
9048,01.24.21 klo 11.30.00 ip.,-18.128,89.035,,,,,,
9049,01.25.21 klo 12.00.00 ap.,-17.570,86.252,,,,,,
9050,01.25.21 klo 12.30.00 ap.,-18.085,87.766,,,,,,
9051,01.25.21 klo 01.00.00 ap.,-17.999,87.790,,,,,,
9052,01.25.21 klo 01.30.00 ap.,-17.528,85.470,,,,,,
9053,01.25.21 klo 02.00.00 ap.,-17.742,87.961,,,,,,
9054,01.25.21 klo 02.30.00 ap.,-17.914,88.596,,,,,,
9055,01.25.21 klo 03.00.00 ap.,-17.442,86.618,,,,,,
9056,01.25.21 klo 03.30.00 ap.,-17.356,86.154,,,,,,
9057,01.25.21 klo 04.00.00 ap.,-17.141,85.861,,,,,,
9058,01.25.21 klo 04.30.00 ap.,-17.056,84.835,,,,,,
9059,01.25.21 klo 05.00.00 ap.,-16.970,85.592,,,,,,
9060,01.25.21 klo 05.30.00 ap.,-17.056,85.079,,,,,,
9061,01.25.21 klo 06.00.00 ap.,-16.927,84.151,,,,,,
9062,01.25.21 klo 06.30.00 ap.,-17.056,84.493,,,,,,
9063,01.25.21 klo 07.00.00 ap.,-17.141,85.348,,,,,,
9064,01.25.21 klo 07.30.00 ap.,-17.141,86.178,,,,,,
9065,01.25.21 klo 08.00.00 ap.,-17.141,86.789,,,,,,
9066,01.25.21 klo 08.30.00 ap.,-17.056,86.178,,,,,,
9067,01.25.21 klo 09.00.00 ap.,-17.099,86.447,,,,,,
9068,01.25.21 klo 09.30.00 ap.,-16.927,85.885,,,,,,
9069,01.25.21 klo 10.00.00 ap.,-16.884,86.007,,,,,,
9070,01.25.21 klo 10.30.00 ap.,-16.884,85.568,,,,,,
9071,01.25.21 klo 11.00.00 ap.,-17.013,85.617,,,,,,
9072,01.25.21 klo 11.30.00 ap.,-17.013,86.593,,,,,,
9073,01.25.21 klo 12.00.00 ip.,-16.798,86.374,,,,,,
9074,01.25.21 klo 12.30.00 ip.,-17.184,86.691,,,,,,
9075,01.25.21 klo 01.00.00 ip.,-17.227,85.128,,,,,,
9076,01.25.21 klo 01.30.00 ip.,-19.415,85.177,,,,,,
9077,01.25.21 klo 02.00.00 ip.,-19.072,85.983,,,,,,
9078,01.25.21 klo 02.30.00 ip.,-19.415,86.178,,,,,,
9079,01.25.21 klo 03.00.00 ip.,-18.729,86.545,,,,,,
9080,01.25.21 klo 03.30.00 ip.,-18.600,88.474,,,,,,
9081,01.25.21 klo 04.00.00 ip.,-20.488,89.060,,,,,,
9082,01.25.21 klo 04.30.00 ip.,-20.359,88.791,,,,,,
9083,01.25.21 klo 05.00.00 ip.,-20.102,89.548,,,,,,
9084,01.25.21 klo 05.30.00 ip.,-21.689,87.375,,,,,,
9085,01.25.21 klo 06.00.00 ip.,-21.045,89.548,,,,,,
9086,01.25.21 klo 06.30.00 ip.,-21.003,88.547,,,,,,
9087,01.25.21 klo 07.00.00 ip.,-22.118,87.937,,,,,,
9088,01.25.21 klo 07.30.00 ip.,-22.633,88.303,,,,,,
9089,01.25.21 klo 08.00.00 ip.,-22.075,87.888,,,,,,
9090,01.25.21 klo 08.30.00 ip.,-22.247,89.744,,,,,,
9091,01.25.21 klo 09.00.00 ip.,-20.874,88.498,,,,,,
9092,01.25.21 klo 09.30.00 ip.,-21.560,86.813,,,,,,
9093,01.25.21 klo 10.00.00 ip.,-20.745,89.255,,,,,,
9094,01.25.21 klo 10.30.00 ip.,-21.389,87.253,,,,,,
9095,01.25.21 klo 11.00.00 ip.,-20.359,88.498,,,,,,
9096,01.25.21 klo 11.30.00 ip.,-22.161,87.741,,,,,,
9097,01.26.21 klo 12.00.00 ap.,-18.257,93.846,,,,,,
9098,01.26.21 klo 12.30.00 ap.,-20.531,88.083,,,,,,
9099,01.26.21 klo 01.00.00 ap.,-21.260,87.863,,,,,,
9100,01.26.21 klo 01.30.00 ap.,-20.616,88.181,,,,,,
9101,01.26.21 klo 02.00.00 ap.,-19.458,89.548,,,,,,
9102,01.26.21 klo 02.30.00 ap.,-19.587,89.035,,,,,,
9103,01.26.21 klo 03.00.00 ap.,-20.230,88.303,,,,,,
9104,01.26.21 klo 03.30.00 ap.,-20.788,88.034,,,,,,
9105,01.26.21 klo 04.00.00 ap.,-20.488,88.596,,,,,,
9106,01.26.21 klo 04.30.00 ap.,-18.729,89.548,,,,,,
9107,01.26.21 klo 05.00.00 ap.,-19.415,88.913,,,,,,
9108,01.26.21 klo 05.30.00 ap.,-17.356,90.281,,,,,,
9109,01.26.21 klo 06.00.00 ap.,-17.957,89.915,,,,,,
9110,01.26.21 klo 06.30.00 ap.,-19.673,89.182,,,,,,
9111,01.26.21 klo 07.00.00 ap.,-18.171,89.988,,,,,,
9112,01.26.21 klo 07.30.00 ap.,-18.815,89.206,,,,,,
9113,01.26.21 klo 08.00.00 ap.,-19.973,89.060,,,,,,
9114,01.26.21 klo 08.30.00 ap.,-18.300,90.403,,,,,,
9115,01.26.21 klo 09.00.00 ap.,-17.871,90.232,,,,,,
9116,01.26.21 klo 09.30.00 ap.,-19.029,89.328,,,,,,
9117,01.26.21 klo 10.00.00 ap.,-17.013,90.647,,,,,,
9118,01.26.21 klo 10.30.00 ap.,-16.670,90.598,,,,,,
9119,01.26.21 klo 11.00.00 ap.,-16.112,90.769,,,,,,
9120,01.26.21 klo 11.30.00 ap.,-14.181,92.552,,,,,,
9121,01.26.21 klo 12.00.00 ip.,-13.366,93.016,,,,,,
9122,01.26.21 klo 12.30.00 ip.,-13.838,92.479,,,,,,
9123,01.26.21 klo 01.00.00 ip.,-13.066,92.772,,,,,,
9124,01.26.21 klo 01.30.00 ip.,-13.023,92.991,,,,,,
9125,01.26.21 klo 02.00.00 ip.,-9.462,95.311,,,,,,
9126,01.26.21 klo 02.30.00 ip.,-9.162,94.481,,,,,,
9127,01.26.21 klo 03.00.00 ip.,-9.377,93.407,,,,,,
9128,01.26.21 klo 03.30.00 ip.,-11.522,92.821,,,,,,
9129,01.26.21 klo 04.00.00 ip.,-9.334,91.160,,,,,,
9130,01.26.21 klo 04.30.00 ip.,-8.690,88.791,,,,,,
9131,01.26.21 klo 05.00.00 ip.,-9.806,90.818,,,,,,
9132,01.26.21 klo 05.30.00 ip.,-9.720,88.791,,,,,,
9133,01.26.21 klo 06.00.00 ip.,-10.235,89.109,,,,,,
9134,01.26.21 klo 06.30.00 ip.,-10.106,91.429,,,,,,
9135,01.26.21 klo 07.00.00 ip.,-9.891,91.013,,,,,,
9136,01.26.21 klo 07.30.00 ip.,-11.908,91.062,,,,,,
9137,01.26.21 klo 08.00.00 ip.,-10.835,93.114,,,,,,
9138,01.26.21 klo 08.30.00 ip.,-10.964,89.109,,,,,,
9139,01.26.21 klo 09.00.00 ip.,-12.380,88.694,,,,,,
9140,01.26.21 klo 09.30.00 ip.,-11.436,90.012,,,,,,
9141,01.26.21 klo 10.00.00 ip.,-11.393,88.474,,,,,,
9142,01.26.21 klo 10.30.00 ip.,-10.706,87.570,,,,,,
9143,01.26.21 klo 11.00.00 ip.,-10.749,87.448,,,,,,
9144,01.26.21 klo 11.30.00 ip.,-10.706,86.276,,,,,,
9145,01.27.21 klo 12.00.00 ap.,-10.749,88.327,,,,,,
9146,01.27.21 klo 12.30.00 ap.,-11.264,89.670,,,,,,
9147,01.27.21 klo 01.00.00 ap.,-10.835,86.813,,,,,,
9148,01.27.21 klo 01.30.00 ap.,-11.221,89.206,,,,,,
9149,01.27.21 klo 02.00.00 ap.,-11.607,87.814,,,,,,
9150,01.27.21 klo 02.30.00 ap.,-11.007,87.912,,,,,,
9151,01.27.21 klo 03.00.00 ap.,-10.964,87.521,,,,,,
9152,01.27.21 klo 03.30.00 ap.,-10.964,87.912,,,,,,
9153,01.27.21 klo 04.00.00 ap.,-10.878,87.375,,,,,,
9154,01.27.21 klo 04.30.00 ap.,-10.621,86.447,,,,,,
9155,01.27.21 klo 05.00.00 ap.,-10.878,87.179,,,,,,
9156,01.27.21 klo 05.30.00 ap.,-10.492,85.421,,,,,,
9157,01.27.21 klo 06.00.00 ap.,-10.664,86.154,,,,,,
9158,01.27.21 klo 06.30.00 ap.,-10.621,85.910,,,,,,
9159,01.27.21 klo 07.00.00 ap.,-10.320,84.689,,,,,,
9160,01.27.21 klo 07.30.00 ap.,-10.535,85.690,,,,,,
9161,01.27.21 klo 08.00.00 ap.,-10.792,85.592,,,,,,
9162,01.27.21 klo 08.30.00 ap.,-10.578,85.836,,,,,,
9163,01.27.21 klo 09.00.00 ap.,-10.578,85.934,,,,,,
9164,01.27.21 klo 09.30.00 ap.,-10.535,88.181,,,,,,
9165,01.27.21 klo 10.00.00 ap.,-10.363,89.817,,,,,,
9166,01.27.21 klo 10.30.00 ap.,-10.406,90.452,,,,,,
9167,01.27.21 klo 11.00.00 ap.,-10.492,90.842,,,,,,
9168,01.27.21 klo 11.30.00 ap.,-10.277,89.035,,,,,,
9169,01.27.21 klo 12.00.00 ip.,-10.192,87.473,,,,,,
9170,01.27.21 klo 12.30.00 ip.,-10.063,88.449,,,,,,
9171,01.27.21 klo 01.00.00 ip.,-10.020,88.718,,,,,,
9172,01.27.21 klo 01.30.00 ip.,-9.934,89.646,,,,,,
9173,01.27.21 klo 02.00.00 ip.,-9.934,88.987,,,,,,
9174,01.27.21 klo 02.30.00 ip.,-10.063,88.352,,,,,,
9175,01.27.21 klo 03.00.00 ip.,-10.020,88.205,,,,,,
9176,01.27.21 klo 03.30.00 ip.,-10.020,88.352,,,,,,
9177,01.27.21 klo 04.00.00 ip.,-9.977,89.988,,,,,,
9178,01.27.21 klo 04.30.00 ip.,-10.020,90.891,,,,,,
9179,01.27.21 klo 05.00.00 ip.,-10.020,89.963,,,,,,
9180,01.27.21 klo 05.30.00 ip.,-10.235,90.940,,,,,,
9181,01.27.21 klo 06.00.00 ip.,-10.235,89.841,,,,,,
9182,01.27.21 klo 06.30.00 ip.,-10.106,89.109,,,,,,
9183,01.27.21 klo 07.00.00 ip.,-10.020,88.864,,,,,,
9184,01.27.21 klo 07.30.00 ip.,-10.020,90.183,,,,,,
9185,01.27.21 klo 08.00.00 ip.,-10.020,90.965,,,,,,
9186,01.27.21 klo 08.30.00 ip.,-9.891,89.744,,,,,,
9187,01.27.21 klo 09.00.00 ip.,-9.934,90.061,,,,,,
9188,01.27.21 klo 09.30.00 ip.,-9.891,89.768,,,,,,
9189,01.27.21 klo 10.00.00 ip.,-10.020,90.452,,,,,,
9190,01.27.21 klo 10.30.00 ip.,-10.020,89.353,,,,,,
9191,01.27.21 klo 11.00.00 ip.,-10.020,89.451,,,,,,
9192,01.27.21 klo 11.30.00 ip.,-10.277,89.426,,,,,,
9193,01.28.21 klo 12.00.00 ap.,-10.363,90.037,,,,,,
9194,01.28.21 klo 12.30.00 ap.,-10.363,88.376,,,,,,
9195,01.28.21 klo 01.00.00 ap.,-10.578,88.645,,,,,,
9196,01.28.21 klo 01.30.00 ap.,-10.578,90.598,,,,,,
9197,01.28.21 klo 02.00.00 ap.,-10.664,89.402,,,,,,
9198,01.28.21 klo 02.30.00 ap.,-10.664,88.596,,,,,,
9199,01.28.21 klo 03.00.00 ap.,-10.664,87.619,,,,,,
9200,01.28.21 klo 03.30.00 ap.,-10.792,89.744,,,,,,
9201,01.28.21 klo 04.00.00 ap.,-10.921,90.403,,,,,,
9202,01.28.21 klo 04.30.00 ap.,-10.964,88.254,,,,,,
9203,01.28.21 klo 05.00.00 ap.,-11.050,88.010,,,,,,
9204,01.28.21 klo 05.30.00 ap.,-11.093,88.083,,,,,,
9205,01.28.21 klo 06.00.00 ap.,-11.307,88.571,,,,,,
9206,01.28.21 klo 06.30.00 ap.,-11.393,89.426,,,,,,
9207,01.28.21 klo 07.00.00 ap.,-11.522,90.501,,,,,,
9208,01.28.21 klo 07.30.00 ap.,-11.607,89.915,,,,,,
9209,01.28.21 klo 08.00.00 ap.,-11.693,90.696,,,,,,
9210,01.28.21 klo 08.30.00 ap.,-11.865,92.039,,,,,,
9211,01.28.21 klo 09.00.00 ap.,-11.779,90.110,,,,,,
9212,01.28.21 klo 09.30.00 ap.,-11.779,89.719,,,,,,
9213,01.28.21 klo 10.00.00 ap.,-11.865,90.183,,,,,,
9214,01.28.21 klo 10.30.00 ap.,-11.993,91.209,,,,,,
9215,01.28.21 klo 11.00.00 ap.,-12.165,91.941,,,,,,
9216,01.28.21 klo 11.30.00 ap.,-12.337,91.893,,,,,,
9217,01.28.21 klo 12.00.00 ip.,-12.380,91.380,,,,,,
9218,01.28.21 klo 12.30.00 ip.,-12.508,91.136,,,,,,
9219,01.28.21 klo 01.00.00 ip.,-12.680,91.306,,,,,,
9220,01.28.21 klo 01.30.00 ip.,-12.766,90.598,,,,,,
9221,01.28.21 klo 02.00.00 ip.,-12.894,89.451,,,,,,
9222,01.28.21 klo 02.30.00 ip.,-13.066,88.669,,,,,,
9223,01.28.21 klo 03.00.00 ip.,-13.452,89.060,,,,,,
9224,01.28.21 klo 03.30.00 ip.,-13.280,86.984,,,,,,
9225,01.28.21 klo 04.00.00 ip.,-13.581,87.082,,,,,,
9226,01.28.21 klo 04.30.00 ip.,-13.581,87.106,,,,,,
9227,01.28.21 klo 05.00.00 ip.,-13.581,87.082,,,,,,
9228,01.28.21 klo 05.30.00 ip.,-13.667,87.106,,,,,,
9229,01.28.21 klo 06.00.00 ip.,-13.752,86.813,,,,,,
9230,01.28.21 klo 06.30.00 ip.,-13.967,86.960,,,,,,
9231,01.28.21 klo 07.00.00 ip.,-13.838,86.789,,,,,,
9232,01.28.21 klo 07.30.00 ip.,-13.881,86.911,,,,,,
9233,01.28.21 klo 08.00.00 ip.,-13.881,88.278,,,,,,
9234,01.28.21 klo 08.30.00 ip.,-13.752,88.107,,,,,,
9235,01.28.21 klo 09.00.00 ip.,-14.010,89.255,,,,,,
9236,01.28.21 klo 09.30.00 ip.,-13.795,87.741,,,,,,
9237,01.28.21 klo 10.00.00 ip.,-13.924,87.961,,,,,,
9238,01.28.21 klo 10.30.00 ip.,-13.967,88.034,,,,,,
9239,01.28.21 klo 11.00.00 ip.,-13.967,88.107,,,,,,
9240,01.28.21 klo 11.30.00 ip.,-14.010,87.863,,,,,,
9241,01.29.21 klo 12.00.00 ap.,-13.967,87.814,,,,,,
9242,01.29.21 klo 12.30.00 ap.,-14.010,87.473,,,,,,
9243,01.29.21 klo 01.00.00 ap.,-13.967,87.741,,,,,,
9244,01.29.21 klo 01.30.00 ap.,-13.967,87.790,,,,,,
9245,01.29.21 klo 02.00.00 ap.,-14.010,86.642,,,,,,
9246,01.29.21 klo 02.30.00 ap.,-14.053,87.473,,,,,,
9247,01.29.21 klo 03.00.00 ap.,-14.053,86.838,,,,,,
9248,01.29.21 klo 03.30.00 ap.,-14.138,87.179,,,,,,
9249,01.29.21 klo 04.00.00 ap.,-14.439,86.984,,,,,,
9250,01.29.21 klo 04.30.00 ap.,-14.310,86.813,,,,,,
9251,01.29.21 klo 05.00.00 ap.,-14.439,86.056,,,,,,
9252,01.29.21 klo 05.30.00 ap.,-14.439,86.129,,,,,,
9253,01.29.21 klo 06.00.00 ap.,-14.567,85.226,,,,,,
9254,01.29.21 klo 06.30.00 ap.,-14.868,86.032,,,,,,
9255,01.29.21 klo 07.00.00 ap.,-14.911,86.203,,,,,,
9256,01.29.21 klo 07.30.00 ap.,-14.825,86.081,,,,,,
9257,01.29.21 klo 08.00.00 ap.,-14.782,86.276,,,,,,
9258,01.29.21 klo 08.30.00 ap.,-14.696,86.447,,,,,,
9259,01.29.21 klo 09.00.00 ap.,-14.696,85.934,,,,,,
9260,01.29.21 klo 09.30.00 ap.,-14.825,85.617,,,,,,
9261,01.29.21 klo 10.00.00 ap.,-14.911,85.812,,,,,,
9262,01.29.21 klo 10.30.00 ap.,-14.996,86.349,,,,,,
9263,01.29.21 klo 11.00.00 ap.,-14.996,86.349,,,,,,
9264,01.29.21 klo 11.30.00 ap.,-15.125,86.496,,,,,,
9265,01.29.21 klo 12.00.00 ip.,-15.211,86.300,,,,,,
9266,01.29.21 klo 12.30.00 ip.,-15.983,86.325,,,,,,
9267,01.29.21 klo 01.00.00 ip.,-16.369,86.374,,,,,,
9268,01.29.21 klo 01.30.00 ip.,-15.940,84.542,,,,,,
9269,01.29.21 klo 02.00.00 ip.,-16.541,85.421,,,,,,
9270,01.29.21 klo 02.30.00 ip.,-17.184,85.910,,,,,,
9271,01.29.21 klo 03.00.00 ip.,-16.670,85.763,,,,,,
9272,01.29.21 klo 03.30.00 ip.,-16.369,85.275,,,,,,
9273,01.29.21 klo 04.00.00 ip.,-17.056,86.300,,,,,,
9274,01.29.21 klo 04.30.00 ip.,-17.227,86.667,,,,,,
9275,01.29.21 klo 05.00.00 ip.,-16.970,86.203,,,,,,
9276,01.29.21 klo 05.30.00 ip.,-17.999,91.013,,,,,,
