"Plot Title:  20854929"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20854929, SEN S/N: 20854929, LBL: AT)","RH, % (LGR S/N: 20854929, SEN S/N: 20854929, LBL: RH)","Coupler Detached (LGR S/N: 20854929)","Coupler Attached (LGR S/N: 20854929)","Host Connected (LGR S/N: 20854929)","Stopped (LGR S/N: 20854929)","End Of File (LGR S/N: 20854929)"
1,07.20.20 klo 12.00.00 ip.,21.726,50.183,Logged,,,,
2,07.20.20 klo 12.30.00 ip.,21.726,50.159,,,,,
3,07.20.20 klo 01.00.00 ip.,21.683,50.134,,,,,
4,07.20.20 klo 01.30.00 ip.,21.726,50.061,,,,,
5,07.20.20 klo 02.00.00 ip.,21.726,50.085,,,,,
6,07.20.20 klo 02.30.00 ip.,21.683,50.037,,,,,
7,07.20.20 klo 03.00.00 ip.,21.683,50.037,,,,,
8,07.20.20 klo 03.30.00 ip.,21.726,49.988,,,,,
9,07.20.20 klo 04.00.00 ip.,21.683,49.963,,,,,
10,07.20.20 klo 04.30.00 ip.,21.683,49.963,,,,,
11,07.20.20 klo 05.00.00 ip.,21.726,49.939,,,,,
12,07.20.20 klo 05.30.00 ip.,21.726,49.890,,,,,
13,07.20.20 klo 06.00.00 ip.,21.726,49.866,,,,,
14,07.20.20 klo 06.30.00 ip.,21.726,49.866,,,,,
15,07.20.20 klo 07.00.00 ip.,21.769,49.890,,,,,
16,07.20.20 klo 07.30.00 ip.,21.769,49.841,,,,,
17,07.20.20 klo 08.00.00 ip.,21.769,49.841,,,,,
18,07.20.20 klo 08.30.00 ip.,21.812,49.890,,,,,
19,07.20.20 klo 09.00.00 ip.,21.855,49.915,,,,,
20,07.20.20 klo 09.30.00 ip.,21.898,49.890,,,,,
21,07.20.20 klo 10.00.00 ip.,21.941,49.939,,,,,
22,07.20.20 klo 10.30.00 ip.,21.941,49.988,,,,,
23,07.20.20 klo 11.00.00 ip.,21.984,50.037,,,,,
24,07.20.20 klo 11.30.00 ip.,22.027,50.061,,,,,
25,07.21.20 klo 12.00.00 ap.,22.069,50.159,,,,,
26,07.21.20 klo 12.30.00 ap.,22.112,50.159,,,,,
27,07.21.20 klo 01.00.00 ap.,22.112,50.183,,,,,
28,07.21.20 klo 01.30.00 ap.,22.112,50.232,,,,,
29,07.21.20 klo 02.00.00 ap.,22.112,50.281,,,,,
30,07.21.20 klo 02.30.00 ap.,22.112,50.330,,,,,
31,07.21.20 klo 03.00.00 ap.,22.155,50.330,,,,,
32,07.21.20 klo 03.30.00 ap.,22.112,50.379,,,,,
33,07.21.20 klo 04.00.00 ap.,22.112,50.452,,,,,
34,07.21.20 klo 04.30.00 ap.,22.112,50.452,,,,,
35,07.21.20 klo 05.00.00 ap.,22.112,50.427,,,,,
36,07.21.20 klo 05.30.00 ap.,22.112,50.476,,,,,
37,07.21.20 klo 06.00.00 ap.,22.112,50.452,,,,,
38,07.21.20 klo 06.30.00 ap.,22.112,50.476,,,,,
39,07.21.20 klo 07.00.00 ap.,22.112,50.476,,,,,
40,07.21.20 klo 07.30.00 ap.,22.112,50.452,,,,,
41,07.21.20 klo 08.00.00 ap.,22.069,50.525,,,,,
42,07.21.20 klo 08.30.00 ap.,22.112,50.501,,,,,
43,07.21.20 klo 09.00.00 ap.,22.069,50.476,,,,,
44,07.21.20 klo 09.30.00 ap.,22.069,50.452,,,,,
45,07.21.20 klo 10.00.00 ap.,22.027,50.427,,,,,
46,07.21.20 klo 10.30.00 ap.,21.941,50.403,,,,,
47,07.21.20 klo 11.00.00 ap.,21.898,50.379,,,,,
48,07.21.20 klo 11.30.00 ap.,21.855,50.305,,,,,
49,07.21.20 klo 12.00.00 ip.,21.855,50.379,,,,,
50,07.21.20 klo 12.30.00 ip.,21.855,50.330,,,,,
51,07.21.20 klo 01.00.00 ip.,21.855,50.281,,,,,
52,07.21.20 klo 01.30.00 ip.,21.855,50.256,,,,,
53,07.21.20 klo 02.00.00 ip.,21.898,50.256,,,,,
54,07.21.20 klo 02.30.00 ip.,21.941,50.183,,,,,
55,07.21.20 klo 03.00.00 ip.,21.941,50.232,,,,,
56,07.21.20 klo 03.30.00 ip.,21.941,50.159,,,,,
57,07.21.20 klo 04.00.00 ip.,21.941,50.183,,,,,
58,07.21.20 klo 04.30.00 ip.,21.984,50.159,,,,,
59,07.21.20 klo 05.00.00 ip.,21.941,50.159,,,,,
60,07.21.20 klo 05.30.00 ip.,21.941,50.110,,,,,
61,07.21.20 klo 06.00.00 ip.,21.898,50.110,,,,,
62,07.21.20 klo 06.30.00 ip.,21.855,50.061,,,,,
63,07.21.20 klo 07.00.00 ip.,21.855,50.085,,,,,
64,07.21.20 klo 07.30.00 ip.,21.898,50.110,,,,,
65,07.21.20 klo 08.00.00 ip.,21.855,50.110,,,,,
66,07.21.20 klo 08.30.00 ip.,21.855,50.134,,,,,
67,07.21.20 klo 09.00.00 ip.,21.812,50.134,,,,,
68,07.21.20 klo 09.30.00 ip.,21.855,50.110,,,,,
69,07.21.20 klo 10.00.00 ip.,21.812,50.085,,,,,
70,07.21.20 klo 10.30.00 ip.,21.855,50.110,,,,,
71,07.21.20 klo 11.00.00 ip.,21.855,50.085,,,,,
72,07.21.20 klo 11.30.00 ip.,21.855,50.085,,,,,
73,07.22.20 klo 12.00.00 ap.,21.855,50.085,,,,,
74,07.22.20 klo 12.30.00 ap.,21.855,50.061,,,,,
75,07.22.20 klo 01.00.00 ap.,21.855,50.012,,,,,
76,07.22.20 klo 01.30.00 ap.,21.855,50.012,,,,,
77,07.22.20 klo 02.00.00 ap.,21.855,49.988,,,,,
78,07.22.20 klo 02.30.00 ap.,21.812,50.037,,,,,
79,07.22.20 klo 03.00.00 ap.,21.812,49.988,,,,,
80,07.22.20 klo 03.30.00 ap.,21.812,49.939,,,,,
81,07.22.20 klo 04.00.00 ap.,21.812,49.939,,,,,
82,07.22.20 klo 04.30.00 ap.,21.812,49.866,,,,,
83,07.22.20 klo 05.00.00 ap.,21.812,49.866,,,,,
84,07.22.20 klo 05.30.00 ap.,21.769,49.866,,,,,
85,07.22.20 klo 06.00.00 ap.,21.726,49.817,,,,,
