"Plot Title:  20858600"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20858600, SEN S/N: 20858600)","RH, % (LGR S/N: 20858600, SEN S/N: 20858600)","Coupler Detached (LGR S/N: 20858600)","Coupler Attached (LGR S/N: 20858600)","Host Connected (LGR S/N: 20858600)","Stopped (LGR S/N: 20858600)","End Of File (LGR S/N: 20858600)"
1,08.09.20 klo 02.17.05 ip.,22.327,43.956,,,,,
2,08.09.20 klo 02.17.16 ip.,,,Logged,,,,
3,08.09.20 klo 02.47.05 ip.,23.013,42.979,,,,,
4,08.09.20 klo 03.17.05 ip.,23.056,42.662,,,,,
5,08.09.20 klo 03.47.05 ip.,23.185,42.344,,,,,
6,08.09.20 klo 04.17.05 ip.,23.314,41.661,,,,,
7,08.09.20 klo 04.47.05 ip.,23.399,41.319,,,,,
8,08.09.20 klo 05.17.05 ip.,23.485,41.661,,,,,
9,08.09.20 klo 05.47.05 ip.,23.528,41.685,,,,,
10,08.09.20 klo 06.17.05 ip.,23.485,41.392,,,,,
11,08.09.20 klo 06.47.05 ip.,23.399,41.368,,,,,
12,08.09.20 klo 07.17.05 ip.,23.356,41.392,,,,,
13,08.09.20 klo 07.47.05 ip.,23.314,41.148,,,,,
14,08.09.20 klo 08.17.05 ip.,23.314,41.465,,,,,
15,08.09.20 klo 08.47.05 ip.,23.356,41.123,,,,,
16,08.09.20 klo 09.17.05 ip.,23.399,41.001,,,,,
17,08.09.20 klo 09.47.05 ip.,23.356,40.611,,,,,
18,08.09.20 klo 10.17.05 ip.,23.399,40.391,,,,,
19,08.09.20 klo 10.47.05 ip.,23.314,40.269,,,,,
20,08.09.20 klo 11.17.05 ip.,23.271,40.195,,,,,
21,08.09.20 klo 11.47.05 ip.,23.185,39.780,,,,,
22,08.10.20 klo 12.17.05 ap.,23.099,40.049,,,,,
23,08.10.20 klo 12.47.05 ap.,23.099,39.951,,,,,
24,08.10.20 klo 01.17.05 ap.,23.056,39.853,,,,,
25,08.10.20 klo 01.47.05 ap.,22.970,39.756,,,,,
26,08.10.20 klo 02.17.05 ap.,22.927,39.829,,,,,
27,08.10.20 klo 02.47.05 ap.,22.842,39.658,,,,,
28,08.10.20 klo 03.17.05 ap.,22.799,38.974,,,,,
29,08.10.20 klo 03.47.05 ap.,22.713,38.901,,,,,
30,08.10.20 klo 04.17.05 ap.,22.713,38.926,,,,,
31,08.10.20 klo 04.47.05 ap.,22.713,38.901,,,,,
32,08.10.20 klo 05.17.05 ap.,22.627,38.730,,,,,
33,08.10.20 klo 05.47.05 ap.,22.627,38.706,,,,,
34,08.10.20 klo 06.17.05 ap.,22.584,38.632,,,,,
35,08.10.20 klo 06.47.05 ap.,22.627,38.926,,,,,
36,08.10.20 klo 07.17.05 ap.,22.584,39.072,,,,,
37,08.10.20 klo 07.47.05 ap.,22.584,39.145,,,,,
38,08.10.20 klo 08.17.05 ap.,22.584,39.072,,,,,
39,08.10.20 klo 08.47.05 ap.,22.541,38.877,,,,,
40,08.10.20 klo 09.17.05 ap.,22.541,38.486,,,,,
41,08.10.20 klo 09.47.05 ap.,22.541,38.901,,,,,
42,08.10.20 klo 10.17.05 ap.,22.541,38.852,,,,,
43,08.10.20 klo 10.47.05 ap.,22.498,38.852,,,,,
44,08.10.20 klo 11.17.05 ap.,22.456,38.559,,,,,
45,08.10.20 klo 11.47.05 ap.,22.498,38.608,,,,,
46,08.10.20 klo 12.17.05 ip.,22.498,38.388,,,,,
47,08.10.20 klo 12.47.05 ip.,22.456,38.388,,,,,
48,08.10.20 klo 01.17.05 ip.,22.413,38.437,,,,,
49,08.10.20 klo 01.47.05 ip.,22.413,38.413,,,,,
50,08.10.20 klo 02.17.05 ip.,22.413,38.413,,,,,
51,08.10.20 klo 02.47.05 ip.,22.413,38.486,,,,,
52,08.10.20 klo 03.17.05 ip.,22.370,38.510,,,,,
53,08.10.20 klo 03.47.05 ip.,22.370,38.632,,,,,
54,08.10.20 klo 04.17.05 ip.,22.370,38.681,,,,,
55,08.10.20 klo 04.47.05 ip.,22.370,38.681,,,,,
56,08.10.20 klo 05.17.05 ip.,22.327,38.730,,,,,
57,08.10.20 klo 05.47.05 ip.,22.370,38.999,,,,,
58,08.10.20 klo 06.17.05 ip.,22.413,39.560,,,,,
59,08.10.20 klo 06.47.05 ip.,22.370,39.560,,,,,
60,08.10.20 klo 07.17.05 ip.,22.413,40.537,,,,,
61,08.10.20 klo 07.47.05 ip.,22.498,40.098,,,,,
62,08.10.20 klo 08.17.05 ip.,22.541,40.220,,,,,
63,08.10.20 klo 08.47.05 ip.,22.541,40.195,,,,,
64,08.10.20 klo 09.17.05 ip.,22.584,40.244,,,,,
65,08.10.20 klo 09.47.05 ip.,22.584,40.366,,,,,
66,08.10.20 klo 10.17.05 ip.,22.456,40.269,,,,,
67,08.10.20 klo 10.47.05 ip.,22.413,40.513,,,,,
68,08.10.20 klo 11.17.05 ip.,22.370,40.537,,,,,
69,08.10.20 klo 11.47.05 ip.,22.284,40.488,,,,,
70,08.11.20 klo 12.17.05 ap.,22.241,40.317,,,,,
71,08.11.20 klo 12.47.05 ap.,22.241,40.269,,,,,
72,08.11.20 klo 01.17.05 ap.,22.198,40.171,,,,,
73,08.11.20 klo 01.47.05 ap.,22.198,40.024,,,,,
74,08.11.20 klo 02.17.05 ap.,22.155,39.951,,,,,
75,08.11.20 klo 02.47.05 ap.,22.112,39.853,,,,,
76,08.11.20 klo 03.17.05 ap.,22.112,39.683,,,,,
77,08.11.20 klo 03.47.05 ap.,22.155,39.560,,,,,
78,08.11.20 klo 04.17.05 ap.,22.069,39.438,,,,,
79,08.11.20 klo 04.47.05 ap.,22.112,39.438,,,,,
80,08.11.20 klo 05.17.05 ap.,22.069,39.316,,,,,
81,08.11.20 klo 05.47.05 ap.,22.069,39.194,,,,,
82,08.11.20 klo 06.17.05 ap.,22.069,39.243,,,,,
83,08.11.20 klo 06.47.05 ap.,22.069,39.072,,,,,
84,08.11.20 klo 07.17.05 ap.,22.069,39.072,,,,,
85,08.11.20 klo 07.47.05 ap.,22.069,39.121,,,,,
86,08.11.20 klo 08.17.05 ap.,22.069,39.512,,,,,
87,08.11.20 klo 08.47.05 ap.,22.112,39.487,,,,,
88,08.11.20 klo 09.17.05 ap.,22.155,39.389,,,,,
89,08.11.20 klo 09.47.05 ap.,22.112,39.365,,,,,
90,08.11.20 klo 10.17.05 ap.,22.155,39.267,,,,,
91,08.11.20 klo 10.47.05 ap.,22.241,39.243,,,,,
92,08.11.20 klo 11.17.05 ap.,22.327,39.170,,,,,
93,08.11.20 klo 11.47.05 ap.,22.370,40.073,,,,,
94,08.11.20 klo 12.17.05 ip.,22.456,39.805,,,,,
95,08.11.20 klo 12.47.05 ip.,22.413,39.780,,,,,
96,08.11.20 klo 01.17.05 ip.,22.498,39.683,,,,,
97,08.11.20 klo 01.47.05 ip.,22.498,39.585,,,,,
98,08.11.20 klo 02.17.05 ip.,22.541,39.487,,,,,
99,08.11.20 klo 02.47.05 ip.,22.670,39.365,,,,,
100,08.11.20 klo 03.17.05 ip.,22.756,39.267,,,,,
101,08.11.20 klo 03.47.05 ip.,22.842,39.194,,,,,
102,08.11.20 klo 04.17.05 ip.,22.885,39.096,,,,,
103,08.11.20 klo 04.47.05 ip.,22.927,39.072,,,,,
104,08.11.20 klo 05.17.05 ip.,23.185,43.004,,,,,
105,08.11.20 klo 05.47.05 ip.,23.228,43.468,,,,,
106,08.11.20 klo 06.17.05 ip.,23.099,44.103,,,,,
107,08.11.20 klo 06.47.05 ip.,22.970,44.396,,,,,
108,08.11.20 klo 07.17.05 ip.,22.970,44.347,,,,,
109,08.11.20 klo 07.47.05 ip.,22.927,44.078,,,,,
110,08.11.20 klo 08.17.05 ip.,22.885,43.858,,,,,
111,08.11.20 klo 08.47.05 ip.,22.756,43.687,,,,,
112,08.11.20 klo 09.17.05 ip.,22.713,43.516,,,,,
113,08.11.20 klo 09.47.05 ip.,22.627,43.346,,,,,
114,08.11.20 klo 10.17.05 ip.,22.541,43.297,,,,,
115,08.11.20 klo 10.47.05 ip.,22.498,43.321,,,,,
116,08.11.20 klo 11.17.05 ip.,22.456,43.394,,,,,
117,08.11.20 klo 11.47.05 ip.,22.413,43.419,,,,,
118,08.12.20 klo 12.17.05 ap.,22.370,43.394,,,,,
119,08.12.20 klo 12.47.05 ap.,22.284,43.370,,,,,
120,08.12.20 klo 01.17.05 ap.,22.284,43.272,,,,,
121,08.12.20 klo 01.47.05 ap.,22.284,43.199,,,,,
122,08.12.20 klo 02.17.05 ap.,22.284,43.077,,,,,
123,08.12.20 klo 02.47.05 ap.,22.198,43.004,,,,,
124,08.12.20 klo 03.17.05 ap.,22.155,42.906,,,,,
125,08.12.20 klo 03.47.05 ap.,22.155,42.808,,,,,
126,08.12.20 klo 04.17.05 ap.,22.198,42.711,,,,,
127,08.12.20 klo 04.47.05 ap.,22.155,42.589,,,,,
128,08.12.20 klo 05.17.05 ap.,22.112,42.540,,,,,
129,08.12.20 klo 05.47.05 ap.,22.155,42.442,,,,,
130,08.12.20 klo 06.17.05 ap.,22.069,42.418,,,,,
131,08.12.20 klo 06.47.05 ap.,22.069,42.295,,,,,
132,08.12.20 klo 07.17.05 ap.,22.069,42.222,,,,,
133,08.12.20 klo 07.47.05 ap.,22.069,42.222,,,,,
134,08.12.20 klo 08.17.05 ap.,22.413,40.244,,,,,
135,08.12.20 klo 08.47.05 ap.,22.327,40.024,,,,,
136,08.12.20 klo 09.17.05 ap.,22.370,39.756,,,,,
137,08.12.20 klo 09.47.05 ap.,22.413,39.609,,,,,
138,08.12.20 klo 10.17.05 ap.,22.541,39.389,,,,,
139,08.12.20 klo 10.47.05 ap.,22.584,39.219,,,,,
140,08.12.20 klo 11.17.05 ap.,22.713,39.048,,,,,
141,08.12.20 klo 11.47.05 ap.,22.713,38.901,,,,,
142,08.12.20 klo 12.17.05 ip.,22.670,38.901,,,,,
143,08.12.20 klo 12.47.05 ip.,22.670,38.926,,,,,
144,08.12.20 klo 01.17.05 ip.,22.713,38.877,,,,,
145,08.12.20 klo 01.47.05 ip.,22.756,38.828,,,,,
146,08.12.20 klo 02.17.05 ip.,22.885,38.803,,,,,
147,08.12.20 klo 02.47.05 ip.,22.970,38.755,,,,,
148,08.12.20 klo 03.17.05 ip.,22.927,38.779,,,,,
149,08.12.20 klo 03.47.05 ip.,22.885,38.950,,,,,
150,08.12.20 klo 04.17.05 ip.,23.013,38.926,,,,,
151,08.12.20 klo 04.47.05 ip.,23.099,39.072,,,,,
152,08.12.20 klo 05.17.05 ip.,23.099,39.707,,,,,
153,08.12.20 klo 05.47.05 ip.,23.271,39.756,,,,,
154,08.12.20 klo 06.17.05 ip.,23.399,39.560,,,,,
155,08.12.20 klo 06.47.05 ip.,23.442,39.438,,,,,
156,08.12.20 klo 07.17.05 ip.,23.399,39.267,,,,,
157,08.12.20 klo 07.47.05 ip.,23.356,39.194,,,,,
158,08.12.20 klo 08.17.05 ip.,23.356,39.512,,,,,
159,08.12.20 klo 08.47.05 ip.,23.743,42.418,,,,,
