"Plot Title:  20849254"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20849254, SEN S/N: 20849254)","RH, % (LGR S/N: 20849254, SEN S/N: 20849254)","Coupler Detached (LGR S/N: 20849254)","Coupler Attached (LGR S/N: 20849254)","Host Connected (LGR S/N: 20849254)","Stopped (LGR S/N: 20849254)","End Of File (LGR S/N: 20849254)"
1,08.30.20 klo 08.00.05 ap.,21.726,37.411,,,,,
2,08.30.20 klo 08.00.21 ap.,,,Logged,,,,
3,08.30.20 klo 08.30.05 ap.,21.469,37.900,,,,,
4,08.30.20 klo 09.00.05 ap.,21.383,37.900,,,,,
5,08.30.20 klo 09.30.05 ap.,21.640,40.415,,,,,
6,08.30.20 klo 10.00.05 ap.,23.528,43.956,,,,,
7,08.30.20 klo 10.30.05 ap.,16.407,39.731,,,,,
8,08.30.20 klo 11.00.05 ap.,14.905,41.709,,,,,
9,08.30.20 klo 11.30.05 ap.,27.003,33.626,,,,,
10,08.30.20 klo 12.00.05 ip.,18.208,38.437,,,,,
11,08.30.20 klo 12.30.05 ip.,17.994,41.197,,,,,
12,08.30.20 klo 01.00.05 ip.,18.080,40.684,,,,,
13,08.30.20 klo 01.30.05 ip.,17.608,41.123,,,,,
14,08.30.20 klo 02.00.05 ip.,7.269,57.802,,,,,
15,08.30.20 klo 02.30.05 ip.,6.454,62.320,,,,,
16,08.30.20 klo 03.00.05 ip.,5.467,67.595,,,,,
17,08.30.20 klo 03.30.05 ip.,5.553,67.350,,,,,
18,08.30.20 klo 04.00.05 ip.,5.253,69.084,,,,,
19,08.30.20 klo 04.30.05 ip.,4.866,69.060,,,,,
20,08.30.20 klo 05.00.05 ip.,4.866,67.717,,,,,
21,08.30.20 klo 05.30.05 ip.,4.523,68.449,,,,,
22,08.30.20 klo 06.00.05 ip.,4.480,68.034,,,,,
23,08.30.20 klo 06.30.05 ip.,4.180,67.692,,,,,
24,08.30.20 klo 07.00.05 ip.,3.794,68.327,,,,,
25,08.30.20 klo 07.30.05 ip.,3.494,64.884,,,,,
26,08.30.20 klo 08.00.05 ip.,3.236,61.832,,,,,
27,08.30.20 klo 08.30.05 ip.,3.022,61.490,,,,,
28,08.30.20 klo 09.00.05 ip.,2.721,64.689,,,,,
29,08.30.20 klo 09.30.05 ip.,2.421,69.890,,,,,
30,08.30.20 klo 10.00.05 ip.,2.335,70.574,,,,,
31,08.30.20 klo 10.30.05 ip.,1.906,75.092,,,,,
32,08.30.20 klo 11.00.05 ip.,1.820,77.094,,,,,
33,08.30.20 klo 11.30.05 ip.,1.606,79.121,,,,,
34,08.31.20 klo 12.00.05 ap.,1.520,79.072,,,,,
35,08.31.20 klo 12.30.05 ap.,1.306,78.437,,,,,
36,08.31.20 klo 01.00.05 ap.,1.306,77.582,,,,,
37,08.31.20 klo 01.30.05 ap.,0.877,80.537,,,,,
38,08.31.20 klo 02.00.05 ap.,1.134,81.661,,,,,
39,08.31.20 klo 02.30.05 ap.,0.877,81.270,,,,,
40,08.31.20 klo 03.00.05 ap.,0.448,82.418,,,,,
41,08.31.20 klo 03.30.05 ap.,0.276,83.199,,,,,
42,08.31.20 klo 04.00.05 ap.,0.362,82.735,,,,,
43,08.31.20 klo 04.30.05 ap.,0.104,82.051,,,,,
44,08.31.20 klo 05.00.05 ap.,0.019,81.197,,,,,
45,08.31.20 klo 05.30.05 ap.,-0.024,81.172,,,,,
46,08.31.20 klo 06.00.05 ap.,0.104,82.149,,,,,
47,08.31.20 klo 06.30.05 ap.,1.863,77.485,,,,,
48,08.31.20 klo 07.00.05 ap.,2.850,73.504,,,,,
49,08.31.20 klo 07.30.05 ap.,4.223,67.204,,,,,
50,08.31.20 klo 08.00.05 ap.,3.923,67.082,,,,,
51,08.31.20 klo 08.30.05 ap.,3.622,69.011,,,,,
52,08.31.20 klo 09.00.05 ap.,4.437,66.129,,,,,
53,08.31.20 klo 09.30.05 ap.,3.622,71.111,,,,,
54,08.31.20 klo 10.00.05 ap.,3.622,68.962,,,,,
55,08.31.20 klo 10.30.05 ap.,4.094,67.082,,,,,
56,08.31.20 klo 11.00.05 ap.,4.781,65.836,,,,,
57,08.31.20 klo 11.30.05 ap.,3.923,67.228,,,,,
58,08.31.20 klo 12.00.05 ip.,4.437,62.613,,,,,
59,08.31.20 klo 12.30.05 ip.,4.566,62.686,,,,,
60,08.31.20 klo 01.00.05 ip.,4.523,62.515,,,,,
61,08.31.20 klo 01.30.05 ip.,4.781,60.195,,,,,
62,08.31.20 klo 02.00.05 ip.,4.566,62.247,,,,,
63,08.31.20 klo 02.30.05 ip.,4.995,63.834,,,,,
64,08.31.20 klo 03.00.05 ip.,5.424,61.123,,,,,
65,08.31.20 klo 03.30.05 ip.,5.424,58.950,,,,,
66,08.31.20 klo 04.00.05 ip.,4.824,58.632,,,,,
67,08.31.20 klo 04.30.05 ip.,5.424,59.487,,,,,
68,08.31.20 klo 05.00.05 ip.,5.167,60.049,,,,,
69,08.31.20 klo 05.30.05 ip.,5.381,60.928,,,,,
70,08.31.20 klo 06.00.05 ip.,5.210,61.661,,,,,
71,08.31.20 klo 06.30.05 ip.,4.824,64.225,,,,,
72,08.31.20 klo 07.00.05 ip.,4.652,66.545,,,,,
73,08.31.20 klo 07.30.05 ip.,4.695,67.424,,,,,
74,08.31.20 klo 08.00.05 ip.,4.352,70.330,,,,,
75,08.31.20 klo 08.30.05 ip.,4.266,71.746,,,,,
76,08.31.20 klo 09.00.05 ip.,4.223,73.797,,,,,
77,08.31.20 klo 09.30.05 ip.,3.622,81.416,,,,,
78,08.31.20 klo 10.00.05 ip.,3.279,85.104,,,,,
79,08.31.20 klo 10.30.05 ip.,3.279,86.227,,,,,
80,08.31.20 klo 11.00.05 ip.,3.408,86.667,,,,,
81,08.31.20 klo 11.30.05 ip.,3.236,89.866,,,,,
82,09.01.20 klo 12.00.05 ap.,3.150,93.358,,,,,
83,09.01.20 klo 12.30.05 ap.,3.022,95.433,,,,,
84,09.01.20 klo 01.00.05 ap.,3.150,95.726,,,,,
85,09.01.20 klo 01.30.05 ap.,3.408,94.261,,,,,
86,09.01.20 klo 02.00.05 ap.,3.708,94.823,,,,,
87,09.01.20 klo 02.30.05 ap.,3.622,96.532,,,,,
88,09.01.20 klo 03.00.05 ap.,3.923,96.361,,,,,
89,09.01.20 klo 03.30.05 ap.,4.008,96.557,,,,,
90,09.01.20 klo 04.00.05 ap.,4.180,96.972,,,,,
91,09.01.20 klo 04.30.05 ap.,4.266,97.582,,,,,
92,09.01.20 klo 05.00.05 ap.,4.309,98.144,,,,,
93,09.01.20 klo 05.30.05 ap.,4.652,96.581,,,,,
94,09.01.20 klo 06.00.05 ap.,4.952,94.212,,,,,
95,09.01.20 klo 06.30.05 ap.,4.437,97.900,,,,,
96,09.01.20 klo 07.00.05 ap.,5.167,92.674,,,,,
97,09.01.20 klo 07.30.05 ap.,5.210,91.917,,,,,
98,09.01.20 klo 08.00.05 ap.,5.338,91.770,,,,,
99,09.01.20 klo 08.30.05 ap.,5.553,91.526,,,,,
100,09.01.20 klo 09.00.05 ap.,5.767,91.795,,,,,
101,09.01.20 klo 09.30.05 ap.,6.196,91.258,,,,,
102,09.01.20 klo 10.00.05 ap.,5.724,93.968,,,,,
103,09.01.20 klo 10.30.05 ap.,6.068,90.769,,,,,
104,09.01.20 klo 11.00.05 ap.,6.111,89.475,,,,,
105,09.01.20 klo 11.30.05 ap.,5.982,88.523,,,,,
106,09.01.20 klo 12.00.05 ip.,7.183,85.519,,,,,
107,09.01.20 klo 12.30.05 ip.,6.668,84.322,,,,,
