"Plot Title: 20854984"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20854984, SEN S/N: 20854984)","RH, % (LGR S/N: 20854984, SEN S/N: 20854984)","Coupler Detached (LGR S/N: 20854984)","Bad Battery (LGR S/N: 20854984)","Good Battery (LGR S/N: 20854984)","Coupler Attached (LGR S/N: 20854984)","Host Connected (LGR S/N: 20854984)","Stopped (LGR S/N: 20854984)","End Of File (LGR S/N: 20854984)"
999,08.25.20 klo 02.43.35 ip.,16.192,44.103,,,,,,,
1000,08.25.20 klo 03.13.35 ip.,14.262,56.093,,,,,,,
1001,08.25.20 klo 03.43.35 ip.,15.120,44.933,,,,,,,
1002,08.25.20 klo 04.13.35 ip.,13.189,50.501,,,,,,,
1003,08.25.20 klo 04.43.35 ip.,11.859,61.416,,,,,,,
1004,08.25.20 klo 05.13.35 ip.,13.189,59.170,,,,,,,
1005,08.25.20 klo 05.43.35 ip.,13.017,59.756,,,,,,,
1006,08.25.20 klo 06.13.35 ip.,11.344,61.026,,,,,,,
1007,08.25.20 klo 06.43.35 ip.,12.588,61.441,,,,,,,
1008,08.25.20 klo 07.13.35 ip.,9.800,69.304,,,,,,,
1009,08.25.20 klo 07.43.35 ip.,13.532,50.672,,,,,,,
1010,08.25.20 klo 08.13.35 ip.,10.443,70.672,,,,,,,
1011,08.25.20 klo 08.43.35 ip.,8.513,74.676,,,,,,,
1012,08.25.20 klo 09.13.35 ip.,7.483,85.690,,,,,,,
1013,08.25.20 klo 09.43.35 ip.,7.140,89.353,,,,,,,
1014,08.25.20 klo 10.13.35 ip.,6.239,94.115,,,,,,,
1015,08.25.20 klo 10.43.35 ip.,5.553,94.872,,,,,,,
1016,08.25.20 klo 11.13.35 ip.,5.381,95.360,,,,,,,
1017,08.25.20 klo 11.43.35 ip.,5.381,92.186,,,,,,,
1018,08.26.20 klo 12.13.35 ap.,4.480,97.094,,,,,,,
1019,08.26.20 klo 12.43.35 ap.,4.695,99.976,,,,,,,
1020,08.26.20 klo 01.13.35 ap.,4.952,100.000,,,,,,,
1021,08.26.20 klo 01.43.35 ap.,5.295,98.315,,,,,,,
1022,08.26.20 klo 02.13.35 ap.,5.553,94.725,,,,,,,
1023,08.26.20 klo 02.43.35 ap.,5.767,94.310,,,,,,,
1024,08.26.20 klo 03.13.35 ap.,5.682,95.751,,,,,,,
1025,08.26.20 klo 03.43.35 ap.,5.682,95.043,,,,,,,
1026,08.26.20 klo 04.13.35 ap.,5.853,93.114,,,,,,,
1027,08.26.20 klo 04.43.35 ap.,5.253,95.360,,,,,,,
1028,08.26.20 klo 05.13.35 ap.,4.008,98.022,,,,,,,
1029,08.26.20 klo 05.43.35 ap.,4.781,99.707,,,,,,,
1030,08.26.20 klo 06.13.35 ap.,5.424,96.801,,,,,,,
1031,08.26.20 klo 06.43.35 ap.,5.553,95.531,,,,,,,
1032,08.26.20 klo 07.13.35 ap.,5.896,93.748,,,,,,,
1033,08.26.20 klo 07.43.35 ap.,5.639,96.093,,,,,,,
1034,08.26.20 klo 08.13.35 ap.,5.553,92.601,,,,,,,
1035,08.26.20 klo 08.43.35 ap.,5.253,93.089,,,,,,,
1036,08.26.20 klo 09.13.35 ap.,6.883,85.397,,,,,,,
1037,08.26.20 klo 09.43.35 ap.,7.612,84.469,,,,,,,
1038,08.26.20 klo 10.13.35 ap.,8.813,74.921,,,,,,,
1039,08.26.20 klo 10.43.35 ap.,10.744,62.979,,,,,,,
1040,08.26.20 klo 11.13.35 ap.,9.457,74.115,,,,,,,
1041,08.26.20 klo 11.43.35 ap.,10.358,71.990,,,,,,,
1042,08.26.20 klo 12.13.35 ip.,10.186,69.988,,,,,,,
1043,08.26.20 klo 12.43.35 ip.,9.199,72.381,,,,,,,
1044,08.26.20 klo 01.13.35 ip.,8.727,76.313,,,,,,,
1045,08.26.20 klo 01.43.35 ip.,9.585,70.085,,,,,,,
1046,08.26.20 klo 02.13.35 ip.,9.371,71.306,,,,,,,
1047,08.26.20 klo 02.43.35 ip.,11.945,63.980,,,,,,,
1048,08.26.20 klo 03.13.35 ip.,12.588,63.663,,,,,,,
1049,08.26.20 klo 03.43.35 ip.,11.216,68.132,,,,,,,
1050,08.26.20 klo 04.13.35 ip.,10.572,69.670,,,,,,,
1051,08.26.20 klo 04.43.35 ip.,10.658,68.864,,,,,,,
1052,08.26.20 klo 05.13.35 ip.,9.628,72.625,,,,,,,
1053,08.26.20 klo 05.43.35 ip.,7.355,83.907,,,,,,,
1054,08.26.20 klo 06.13.35 ip.,7.312,83.443,,,,,,,
1055,08.26.20 klo 06.43.35 ip.,6.969,84.103,,,,,,,
1056,08.26.20 klo 07.13.35 ip.,6.325,83.639,,,,,,,
1057,08.26.20 klo 07.43.35 ip.,5.896,84.835,,,,,,,
1058,08.26.20 klo 08.13.35 ip.,5.553,86.471,,,,,,,
1059,08.26.20 klo 08.43.35 ip.,5.510,86.007,,,,,,,
1060,08.26.20 klo 09.13.35 ip.,5.424,86.056,,,,,,,
1061,08.26.20 klo 09.43.35 ip.,5.381,87.692,,,,,,,
1062,08.26.20 klo 10.13.35 ip.,5.253,89.768,,,,,,,
1063,08.26.20 klo 10.43.35 ip.,4.995,91.380,,,,,,,
1064,08.26.20 klo 11.13.35 ip.,4.866,93.260,,,,,,,
1065,08.26.20 klo 11.43.35 ip.,4.781,94.408,,,,,,,
1066,08.27.20 klo 12.13.35 ap.,4.480,94.701,,,,,,,
1067,08.27.20 klo 12.43.35 ap.,4.094,94.505,,,,,,,
1068,08.27.20 klo 01.13.35 ap.,4.180,95.653,,,,,,,
1069,08.27.20 klo 01.43.35 ap.,4.137,95.018,,,,,,,
1070,08.27.20 klo 02.13.35 ap.,4.180,95.531,,,,,,,
1071,08.27.20 klo 02.43.35 ap.,4.051,93.846,,,,,,,
1072,08.27.20 klo 03.13.35 ap.,4.137,94.554,,,,,,,
1073,08.27.20 klo 03.43.35 ap.,3.923,93.944,,,,,,,
1074,08.27.20 klo 04.13.35 ap.,3.708,93.993,,,,,,,
1075,08.27.20 klo 04.43.35 ap.,3.494,93.675,,,,,,,
1076,08.27.20 klo 05.13.35 ap.,3.322,93.724,,,,,,,
1077,08.27.20 klo 05.43.35 ap.,2.679,95.165,,,,,,,
1078,08.27.20 klo 06.13.35 ap.,2.850,94.335,,,,,,,
1079,08.27.20 klo 06.43.35 ap.,2.421,95.800,,,,,,,
1080,08.27.20 klo 07.13.35 ap.,2.936,95.140,,,,,,,
1081,08.27.20 klo 07.43.35 ap.,3.451,93.797,,,,,,,
1082,08.27.20 klo 08.13.35 ap.,3.751,91.526,,,,,,,
1083,08.27.20 klo 08.43.35 ap.,4.866,90.452,,,,,,,
1084,08.27.20 klo 09.13.35 ap.,6.239,80.855,,,,,,,
1085,08.27.20 klo 09.43.35 ap.,6.582,80.757,,,,,,,
1086,08.27.20 klo 10.13.35 ap.,7.097,74.579,,,,,,,
1087,08.27.20 klo 10.43.35 ap.,6.797,77.924,,,,,,,
1088,08.27.20 klo 11.13.35 ap.,7.140,73.651,,,,,,,
1089,08.27.20 klo 11.43.35 ap.,7.312,73.944,,,,,,,
1090,08.27.20 klo 12.13.35 ip.,9.843,69.915,,,,,,,
1091,08.27.20 klo 12.43.35 ip.,10.744,59.853,,,,,,,
1092,08.27.20 klo 01.13.35 ip.,11.001,62.051,,,,,,,
1093,08.27.20 klo 01.43.35 ip.,10.143,63.810,,,,,,,
1094,08.27.20 klo 02.13.35 ip.,12.074,68.205,,,,,,,
1095,08.27.20 klo 02.43.35 ip.,9.972,65.983,,,,,,,
1096,08.27.20 klo 03.13.35 ip.,8.256,64.347,,,,,,,
1097,08.27.20 klo 03.43.35 ip.,9.371,71.575,,,,,,,
1098,08.27.20 klo 04.13.35 ip.,9.414,70.745,,,,,,,
1099,08.27.20 klo 04.43.35 ip.,8.213,79.536,,,,,,,
1100,08.27.20 klo 05.13.35 ip.,12.588,60.830,,,,,,,
1101,08.27.20 klo 05.43.35 ip.,11.044,65.885,,,,,,,
1102,08.27.20 klo 06.13.35 ip.,13.489,58.926,,,,,,,
1103,08.27.20 klo 06.43.35 ip.,8.041,71.746,,,,,,,
1104,08.27.20 klo 07.13.35 ip.,7.698,72.625,,,,,,,
1105,08.27.20 klo 07.43.35 ip.,8.685,67.277,,,,,,,
1106,08.27.20 klo 08.13.35 ip.,5.553,81.514,,,,,,,
1107,08.27.20 klo 08.43.35 ip.,4.824,88.352,,,,,,,
1108,08.27.20 klo 09.13.35 ip.,4.866,83.541,,,,,,,
1109,08.27.20 klo 09.43.35 ip.,4.781,82.808,,,,,,,
1110,08.27.20 klo 10.13.35 ip.,4.223,84.151,,,,,,,
1111,08.27.20 klo 10.43.35 ip.,3.751,88.303,,,,,,,
1112,08.27.20 klo 11.13.35 ip.,3.108,93.065,,,,,,,
1113,08.27.20 klo 11.43.35 ip.,3.022,98.999,,,,,,,
1114,08.28.20 klo 12.13.35 ap.,3.794,97.167,,,,,,,
1115,08.28.20 klo 12.43.35 ap.,4.309,94.090,,,,,,,
1116,08.28.20 klo 01.13.35 ap.,4.609,91.624,,,,,,,
1117,08.28.20 klo 01.43.35 ap.,4.480,92.747,,,,,,,
1118,08.28.20 klo 02.13.35 ap.,3.923,93.968,,,,,,,
1119,08.28.20 klo 02.43.35 ap.,4.008,92.723,,,,,,,
1120,08.28.20 klo 03.13.35 ap.,4.223,93.309,,,,,,,
1121,08.28.20 klo 03.43.35 ap.,3.794,92.210,,,,,,,
1122,08.28.20 klo 04.13.35 ap.,3.279,92.723,,,,,,,
1123,08.28.20 klo 04.43.35 ap.,3.408,92.747,,,,,,,
1124,08.28.20 klo 05.13.35 ap.,2.078,94.481,,,,,,,
1125,08.28.20 klo 05.43.35 ap.,1.992,96.068,,,,,,,
1126,08.28.20 klo 06.13.35 ap.,1.820,95.751,,,,,,,
1127,08.28.20 klo 06.43.35 ap.,2.207,92.186,,,,,,,
1128,08.28.20 klo 07.13.35 ap.,1.820,94.701,,,,,,,
1129,08.28.20 klo 07.43.35 ap.,3.837,91.624,,,,,,,
1130,08.28.20 klo 08.13.35 ap.,4.781,83.541,,,,,,,
1131,08.28.20 klo 08.43.35 ap.,5.038,84.884,,,,,,,
1132,08.28.20 klo 09.13.35 ap.,4.652,85.958,,,,,,,
1133,08.28.20 klo 09.43.35 ap.,6.025,82.100,,,,,,,
1134,08.28.20 klo 10.13.35 ap.,7.097,75.775,,,,,,,
1135,08.28.20 klo 10.43.35 ap.,7.698,73.504,,,,,,,
1136,08.28.20 klo 11.13.35 ap.,10.315,63.370,,,,,,,
1137,08.28.20 klo 11.43.35 ap.,9.199,63.687,,,,,,,
1138,08.28.20 klo 12.13.35 ip.,8.556,68.449,,,,,,,
1139,08.28.20 klo 12.43.35 ip.,11.087,58.242,,,,,,,
1140,08.28.20 klo 01.13.35 ip.,9.714,64.860,,,,,,,
1141,08.28.20 klo 01.43.35 ip.,11.130,55.360,,,,,,,
1142,08.28.20 klo 02.13.35 ip.,9.800,60.513,,,,,,,
1143,08.28.20 klo 02.43.35 ip.,11.559,55.702,,,,,,,
1144,08.28.20 klo 03.13.35 ip.,13.318,49.963,,,,,,,
1145,08.28.20 klo 03.43.35 ip.,11.773,55.189,,,,,,,
1146,08.28.20 klo 04.13.35 ip.,9.242,59.194,,,,,,,
1147,08.28.20 klo 04.43.35 ip.,9.199,59.853,,,,,,,
1148,08.28.20 klo 05.13.35 ip.,10.358,59.145,,,,,,,
1149,08.28.20 klo 05.43.35 ip.,9.843,58.462,,,,,,,
1150,08.28.20 klo 06.13.35 ip.,8.813,63.443,,,,,,,
1151,08.28.20 klo 06.43.35 ip.,10.186,65.079,,,,,,,
1152,08.28.20 klo 07.13.35 ip.,10.443,62.906,,,,,,,
1153,08.28.20 klo 07.43.35 ip.,11.344,61.050,,,,,,,
1154,08.28.20 klo 08.13.35 ip.,8.041,69.548,,,,,,,
1155,08.28.20 klo 08.43.35 ip.,6.497,78.608,,,,,,,
1156,08.28.20 klo 09.13.35 ip.,4.995,83.858,,,,,,,
1157,08.28.20 klo 09.43.35 ip.,4.094,88.376,,,,,,,
1158,08.28.20 klo 10.13.35 ip.,3.579,90.574,,,,,,,
1159,08.28.20 klo 10.43.35 ip.,4.652,94.628,,,,,,,
1160,08.28.20 klo 11.13.35 ip.,4.652,95.824,,,,,,,
1161,08.28.20 klo 11.43.35 ip.,3.279,97.363,,,,,,,
1162,08.29.20 klo 12.13.35 ap.,3.279,97.216,,,,,,,
1163,08.29.20 klo 12.43.35 ap.,3.408,97.167,,,,,,,
1164,08.29.20 klo 01.13.35 ap.,2.464,98.803,,,,,,,
1165,08.29.20 klo 01.43.35 ap.,2.078,98.486,,,,,,,
1166,08.29.20 klo 02.13.35 ap.,2.035,99.267,,,,,,,
1167,08.29.20 klo 02.43.35 ap.,1.906,98.852,,,,,,,
1168,08.29.20 klo 03.13.35 ap.,1.606,99.560,,,,,,,
1169,08.29.20 klo 03.43.35 ap.,1.692,100.000,,,,,,,
1170,08.29.20 klo 04.13.35 ap.,1.306,100.000,,,,,,,
1171,08.29.20 klo 04.43.35 ap.,1.048,99.902,,,,,,,
1172,08.29.20 klo 05.13.35 ap.,0.834,100.000,,,,,,,
1173,08.29.20 klo 05.43.35 ap.,1.134,100.000,,,,,,,
1174,08.29.20 klo 06.13.35 ap.,1.349,99.292,,,,,,,
1175,08.29.20 klo 06.43.35 ap.,1.949,99.756,,,,,,,
1176,08.29.20 klo 07.13.35 ap.,1.863,99.072,,,,,,,
1177,08.29.20 klo 07.43.35 ap.,2.164,100.000,,,,,,,
1178,08.29.20 klo 08.13.35 ap.,3.408,94.432,,,,,,,
1179,08.29.20 klo 08.43.35 ap.,2.378,97.094,,,,,,,
1180,08.29.20 klo 09.13.35 ap.,3.794,95.897,,,,,,,
1181,08.29.20 klo 09.43.35 ap.,5.639,86.838,,,,,,,
1182,08.29.20 klo 10.13.35 ap.,7.097,78.462,,,,,,,
1183,08.29.20 klo 10.43.35 ap.,8.341,76.654,,,,,,,
1184,08.29.20 klo 11.13.35 ap.,9.371,63.565,,,,,,,
1185,08.29.20 klo 11.43.35 ap.,10.658,61.978,,,,,,,
1186,08.29.20 klo 12.13.35 ip.,11.473,54.115,,,,,,,
1187,08.29.20 klo 12.43.35 ip.,11.988,53.040,,,,,,,
1188,08.29.20 klo 01.13.35 ip.,10.958,56.923,,,,,,,
1189,08.29.20 klo 01.43.35 ip.,11.130,57.509,,,,,,,
1190,08.29.20 klo 02.13.35 ip.,11.301,55.189,,,,,,,
1191,08.29.20 klo 02.43.35 ip.,11.559,54.774,,,,,,,
1192,08.29.20 klo 03.13.35 ip.,12.031,54.335,,,,,,,
1193,08.29.20 klo 03.43.35 ip.,12.503,52.308,,,,,,,
1194,08.29.20 klo 04.13.35 ip.,12.202,55.043,,,,,,,
1195,08.29.20 klo 04.43.35 ip.,11.173,57.094,,,,,,,
1196,08.29.20 klo 05.13.35 ip.,10.701,58.877,,,,,,,
1197,08.29.20 klo 05.43.35 ip.,10.958,59.316,,,,,,,
1198,08.29.20 klo 06.13.35 ip.,14.004,50.183,,,,,,,
1199,08.29.20 klo 06.43.35 ip.,10.143,56.044,,,,,,,
1200,08.29.20 klo 07.13.35 ip.,9.628,61.221,,,,,,,
1201,08.29.20 klo 07.43.35 ip.,9.671,68.352,,,,,,,
1202,08.29.20 klo 08.13.35 ip.,8.942,65.324,,,,,,,
1203,08.29.20 klo 08.43.35 ip.,8.770,68.913,,,,,,,
1204,08.29.20 klo 09.13.35 ip.,7.827,73.748,,,,,,,
1205,08.29.20 klo 09.43.35 ip.,7.955,74.994,,,,,,,
1206,08.29.20 klo 10.13.35 ip.,7.741,79.585,,,,,,,
1207,08.29.20 klo 10.43.35 ip.,6.153,84.518,,,,,,,
1208,08.29.20 klo 11.13.35 ip.,4.523,89.621,,,,,,,
1209,08.29.20 klo 11.43.35 ip.,3.365,94.188,,,,,,,
1210,08.30.20 klo 12.13.35 ap.,4.609,94.237,,,,,,,
1211,08.30.20 klo 12.43.35 ap.,4.094,93.480,,,,,,,
1212,08.30.20 klo 01.13.35 ap.,2.979,95.507,,,,,,,
1213,08.30.20 klo 01.43.35 ap.,2.721,97.070,,,,,,,
1214,08.30.20 klo 02.13.35 ap.,2.593,95.726,,,,,,,
1215,08.30.20 klo 02.43.35 ap.,2.679,97.241,,,,,,,
1216,08.30.20 klo 03.13.35 ap.,3.150,96.435,,,,,,,
1217,08.30.20 klo 03.43.35 ap.,3.236,97.143,,,,,,,
1218,08.30.20 klo 04.13.35 ap.,3.579,97.534,,,,,,,
1219,08.30.20 klo 04.43.35 ap.,3.494,97.924,,,,,,,
1220,08.30.20 klo 05.13.35 ap.,2.636,98.950,,,,,,,
1221,08.30.20 klo 05.43.35 ap.,2.764,97.998,,,,,,,
1222,08.30.20 klo 06.13.35 ap.,4.008,97.216,,,,,,,
1223,08.30.20 klo 06.43.35 ap.,3.236,96.801,,,,,,,
1224,08.30.20 klo 07.13.35 ap.,3.065,96.850,,,,,,,
1225,08.30.20 klo 07.43.35 ap.,2.936,94.432,,,,,,,
1226,08.30.20 klo 08.13.35 ap.,2.807,95.995,,,,,,,
1227,08.30.20 klo 08.43.35 ap.,3.408,95.751,,,,,,,
1228,08.30.20 klo 09.13.35 ap.,5.081,91.184,,,,,,,
1229,08.30.20 klo 09.43.35 ap.,7.140,83.834,,,,,,,
1230,08.30.20 klo 10.13.35 ap.,8.427,73.480,,,,,,,
1231,08.30.20 klo 10.43.35 ap.,8.470,70.598,,,,,,,
1232,08.30.20 klo 11.13.35 ap.,9.242,61.490,,,,,,,
1233,08.30.20 klo 11.43.35 ap.,9.500,61.954,,,,,,,
1234,08.30.20 klo 12.13.35 ip.,9.242,55.678,,,,,,,
1235,08.30.20 klo 12.43.35 ip.,11.773,52.015,,,,,,,
1236,08.30.20 klo 01.13.35 ip.,11.645,60.440,,,,,,,
1237,08.30.20 klo 01.43.35 ip.,13.618,50.256,,,,,,,
1238,08.30.20 klo 02.13.35 ip.,13.532,58.510,,,,,,,
1239,08.30.20 klo 02.43.35 ip.,13.017,60.635,,,,,,,
1240,08.30.20 klo 03.13.35 ip.,13.361,56.361,,,,,,,
1241,08.30.20 klo 03.43.35 ip.,14.176,52.625,,,,,,,
1242,08.30.20 klo 04.13.35 ip.,11.645,57.875,,,,,,,
1243,08.30.20 klo 04.43.35 ip.,11.773,61.172,,,,,,,
1244,08.30.20 klo 05.13.35 ip.,12.760,55.995,,,,,,,
1245,08.30.20 klo 05.43.35 ip.,11.773,55.360,,,,,,,
1246,08.30.20 klo 06.13.35 ip.,11.087,51.746,,,,,,,
1247,08.30.20 klo 06.43.35 ip.,8.642,63.907,,,,,,,
1248,08.30.20 klo 07.13.35 ip.,8.642,58.584,,,,,,,
1249,08.30.20 klo 07.43.35 ip.,9.972,52.894,,,,,,,
1250,08.30.20 klo 08.13.35 ip.,8.470,52.918,,,,,,,
1251,08.30.20 klo 08.43.35 ip.,4.609,67.277,,,,,,,
1252,08.30.20 klo 09.13.35 ip.,3.322,74.164,,,,,,,
1253,08.30.20 klo 09.43.35 ip.,1.778,81.172,,,,,,,
1254,08.30.20 klo 10.13.35 ip.,1.606,84.860,,,,,,,
1255,08.30.20 klo 10.43.35 ip.,1.048,87.619,,,,,,,
1256,08.30.20 klo 11.13.35 ip.,0.448,88.571,,,,,,,
1257,08.30.20 klo 11.43.35 ip.,0.319,89.353,,,,,,,
1258,08.31.20 klo 12.13.35 ap.,0.448,92.063,,,,,,,
1259,08.31.20 klo 12.43.35 ap.,0.319,93.211,,,,,,,
1260,08.31.20 klo 01.13.35 ap.,0.705,92.259,,,,,,,
1261,08.31.20 klo 01.43.35 ap.,0.362,95.140,,,,,,,
1262,08.31.20 klo 02.13.35 ap.,0.104,94.505,,,,,,,
1263,08.31.20 klo 02.43.35 ap.,-0.754,96.361,,,,,,,
1264,08.31.20 klo 03.13.35 ap.,-1.268,99.414,,,,,,,
1265,08.31.20 klo 03.43.35 ap.,-0.539,97.094,,,,,,,
1266,08.31.20 klo 04.13.35 ap.,-0.839,98.584,,,,,,,
1267,08.31.20 klo 04.43.35 ap.,-0.882,97.167,,,,,,,
1268,08.31.20 klo 05.13.35 ap.,-1.225,98.852,,,,,,,
1269,08.31.20 klo 05.43.35 ap.,-1.097,98.681,,,,,,,
1270,08.31.20 klo 06.13.35 ap.,-1.011,99.414,,,,,,,
1271,08.31.20 klo 06.43.35 ap.,-0.367,98.022,,,,,,,
1272,08.31.20 klo 07.13.35 ap.,0.190,96.215,,,,,,,
1273,08.31.20 klo 07.43.35 ap.,1.005,95.775,,,,,,,
1274,08.31.20 klo 08.13.35 ap.,1.263,95.458,,,,,,,
1275,08.31.20 klo 08.43.35 ap.,1.863,93.309,,,,,,,
1276,08.31.20 klo 09.13.35 ap.,3.622,84.078,,,,,,,
1277,08.31.20 klo 09.43.35 ap.,5.081,79.414,,,,,,,
1278,08.31.20 klo 10.13.35 ap.,6.282,74.017,,,,,,,
1279,08.31.20 klo 10.43.35 ap.,7.140,67.082,,,,,,,
1280,08.31.20 klo 11.13.35 ap.,8.298,60.195,,,,,,,
1281,08.31.20 klo 11.43.35 ap.,8.213,61.807,,,,,,,
1282,08.31.20 klo 12.13.35 ip.,9.371,56.215,,,,,,,
1283,08.31.20 klo 12.43.35 ip.,8.513,56.215,,,,,,,
1284,08.31.20 klo 01.13.35 ip.,8.770,58.706,,,,,,,
1285,08.31.20 klo 01.43.35 ip.,8.427,58.730,,,,,,,
1286,08.31.20 klo 02.13.35 ip.,8.470,52.063,,,,,,,
1287,08.31.20 klo 02.43.35 ip.,10.014,58.486,,,,,,,
1288,08.31.20 klo 03.13.35 ip.,9.371,54.457,,,,,,,
1289,08.31.20 klo 03.43.35 ip.,13.961,43.956,,,,,,,
1290,08.31.20 klo 04.13.35 ip.,11.173,54.921,,,,,,,
1291,08.31.20 klo 04.43.35 ip.,10.143,59.023,,,,,,,
1292,08.31.20 klo 05.13.35 ip.,9.843,56.264,,,,,,,
1293,08.31.20 klo 05.43.35 ip.,10.615,54.579,,,,,,,
1294,08.31.20 klo 06.13.35 ip.,9.285,53.748,,,,,,,
1295,08.31.20 klo 06.43.35 ip.,8.298,58.974,,,,,,,
1296,08.31.20 klo 07.13.35 ip.,7.526,60.415,,,,,,,
1297,08.31.20 klo 07.43.35 ip.,7.698,61.221,,,,,,,
1298,08.31.20 klo 08.13.35 ip.,6.540,70.989,,,,,,,
1299,08.31.20 klo 08.43.35 ip.,6.840,69.206,,,,,,,
1300,08.31.20 klo 09.13.35 ip.,6.325,74.750,,,,,,,
1301,08.31.20 klo 09.43.35 ip.,6.411,79.267,,,,,,,
1302,08.31.20 klo 10.13.35 ip.,6.111,77.338,,,,,,,
1303,08.31.20 klo 10.43.35 ip.,5.553,86.252,,,,,,,
1304,08.31.20 klo 11.13.35 ip.,5.596,84.249,,,,,,,
1305,08.31.20 klo 11.43.35 ip.,4.952,86.764,,,,,,,
1306,09.01.20 klo 12.13.35 ap.,5.038,89.206,,,,,,,
1307,09.01.20 klo 12.43.35 ap.,5.210,89.597,,,,,,,
1308,09.01.20 klo 01.13.35 ap.,4.480,94.066,,,,,,,
1309,09.01.20 klo 01.43.35 ap.,4.609,93.626,,,,,,,
1310,09.01.20 klo 02.13.35 ap.,4.480,94.530,,,,,,,
1311,09.01.20 klo 02.43.35 ap.,4.738,94.921,,,,,,,
1312,09.01.20 klo 03.13.35 ap.,5.338,93.431,,,,,,,
1313,09.01.20 klo 03.43.35 ap.,6.025,91.624,,,,,,,
1314,09.01.20 klo 04.13.35 ap.,5.639,93.040,,,,,,,
1315,09.01.20 klo 04.43.35 ap.,5.553,93.089,,,,,,,
1316,09.01.20 klo 05.13.35 ap.,5.682,95.140,,,,,,,
1317,09.01.20 klo 05.43.35 ap.,5.381,96.435,,,,,,,
1318,09.01.20 klo 06.13.35 ap.,6.883,91.258,,,,,,,
1319,09.01.20 klo 06.43.35 ap.,6.582,94.994,,,,,,,
1320,09.01.20 klo 07.13.35 ap.,6.625,95.238,,,,,,,
1321,09.01.20 klo 07.43.35 ap.,6.754,94.823,,,,,,,
1322,09.01.20 klo 08.13.35 ap.,7.483,93.114,,,,,,,
1323,09.01.20 klo 08.43.35 ap.,8.084,89.841,,,,,,,
1324,09.01.20 klo 09.13.35 ap.,8.084,90.720,,,,,,,
1325,09.01.20 klo 09.43.35 ap.,8.642,88.498,,,,,,,
1326,09.01.20 klo 10.13.35 ap.,9.500,85.983,,,,,,,
1327,09.01.20 klo 10.43.35 ap.,9.929,86.349,,,,,,,
1328,09.01.20 klo 11.13.35 ap.,9.285,86.374,,,,,,,
1329,09.01.20 klo 11.43.35 ap.,8.813,88.669,,,,,,,
1330,09.01.20 klo 12.13.35 ip.,12.159,75.409,,,,,,,
1331,09.01.20 klo 12.43.35 ip.,10.401,74.725,,,,,,,
1332,09.01.20 klo 01.13.35 ip.,10.529,72.332,,,,,,,
1333,09.01.20 klo 01.43.35 ip.,10.014,71.429,,,,,,,
1334,09.01.20 klo 02.13.35 ip.,10.572,77.070,,,,,,,
1335,09.01.20 klo 02.43.35 ip.,10.830,78.632,,,,,,,
1336,09.01.20 klo 03.13.35 ip.,10.443,76.459,,,,,,,
1337,09.01.20 klo 03.43.35 ip.,10.615,73.993,,,,,,,
1338,09.01.20 klo 04.13.35 ip.,10.872,70.623,,,,,,,
1339,09.01.20 klo 04.43.35 ip.,10.658,75.873,,,,,,,
1340,09.01.20 klo 05.13.35 ip.,11.387,70.525,,,,,,,
1341,09.01.20 klo 05.43.35 ip.,11.216,72.991,,,,,,,
1342,09.01.20 klo 06.13.35 ip.,10.615,74.212,,,,,,,
1343,09.01.20 klo 06.43.35 ip.,10.701,74.457,,,,,,,
1344,09.01.20 klo 07.13.35 ip.,10.186,76.679,,,,,,,
1345,09.01.20 klo 07.43.35 ip.,11.430,72.576,,,,,,,
1346,09.01.20 klo 08.13.35 ip.,9.800,80.317,,,,,,,
1347,09.01.20 klo 08.43.35 ip.,8.727,82.149,,,,,,,
1348,09.01.20 klo 09.13.35 ip.,8.213,82.540,,,,,,,
1349,09.01.20 klo 09.43.35 ip.,7.440,87.570,,,,,,,
1350,09.01.20 klo 10.13.35 ip.,8.084,83.663,,,,,,,
1351,09.01.20 klo 10.43.35 ip.,8.513,80.586,,,,,,,
1352,09.01.20 klo 11.13.35 ip.,8.556,79.365,,,,,,,
1353,09.01.20 klo 11.43.35 ip.,8.470,78.071,,,,,,,
1354,09.02.20 klo 12.13.35 ap.,8.127,82.515,,,,,,,
1355,09.02.20 klo 12.43.35 ap.,8.899,75.946,,,,,,,
1356,09.02.20 klo 01.13.35 ap.,8.685,77.143,,,,,,,
1357,09.02.20 klo 01.43.35 ap.,8.985,76.117,,,,,,,
1358,09.02.20 klo 02.13.35 ap.,9.114,75.604,,,,,,,
1359,09.02.20 klo 02.43.35 ap.,8.256,78.950,,,,,,,
1360,09.02.20 klo 03.13.35 ap.,7.612,82.271,,,,,,,
1361,09.02.20 klo 03.43.35 ap.,8.642,77.631,,,,,,,
1362,09.02.20 klo 04.13.35 ap.,8.427,78.852,,,,,,,
1363,09.02.20 klo 04.43.35 ap.,8.727,77.436,,,,,,,
1364,09.02.20 klo 05.13.35 ap.,8.899,77.998,,,,,,,
1365,09.02.20 klo 05.43.35 ap.,8.985,76.654,,,,,,,
1366,09.02.20 klo 06.13.35 ap.,8.899,77.289,,,,,,,
1367,09.02.20 klo 06.43.35 ap.,8.899,77.729,,,,,,,
1368,09.02.20 klo 07.13.35 ap.,8.513,79.560,,,,,,,
1369,09.02.20 klo 07.43.35 ap.,9.028,77.973,,,,,,,
1370,09.02.20 klo 08.13.35 ap.,9.671,74.945,,,,,,,
